rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,rep_id,model,fold_id,nlayer,nstates
0.433334,0.980598,0.389707,0.458123,inf,-0.0112,-0.102187,0.09337,0.731978,0.146994,,0.990153,DO_mg.L,train,1,rnn,2,2,100
1.605528,0.594803,1.71621,1.986881,inf,0.445274,-0.741124,1.422544,-7.92506,-4.889616,,0.795729,DO_mg.L,val,1,rnn,2,2,100
0.532051,0.967087,0.619815,0.521326,inf,0.00324,-0.208696,0.126923,0.330196,0.067978,,0.980834,DO_mg.L,train,1,rnn,3,1,100
2.096042,0.574666,2.440098,1.65912,inf,-0.10366,-1.966783,0.872794,-9.530523,-5.5303,,0.756164,DO_mg.L,val,1,rnn,3,1,100
0.456248,0.975797,0.501972,0.409979,inf,0.041228,0.013785,0.082399,0.560678,0.423591,,0.982627,DO_mg.L,train,1,rnn,3,2,100
2.15281,0.551315,2.815851,1.632234,inf,-0.328679,-2.24588,0.617829,-13.023439,-5.320372,,0.769706,DO_mg.L,val,1,rnn,3,2,100
0.521801,0.970689,0.543065,0.578287,inf,0.011927,-0.21501,0.270758,0.419964,-0.54741,,0.97121,DO_mg.L,train,1,rnn,4,1,100
1.998908,0.467699,2.846632,1.696736,inf,-0.205473,-2.398103,0.834636,-8.750972,-4.587405,,0.719453,DO_mg.L,val,1,rnn,4,1,100
0.459823,0.977238,0.462217,0.469044,inf,0.0739,0.161777,0.067664,0.579814,-0.017996,,0.974642,DO_mg.L,train,1,rnn,4,2,100
2.154187,0.381786,2.799341,1.659084,inf,-0.106723,-2.216915,0.629051,-8.42968,-4.342182,,0.704449,DO_mg.L,val,1,rnn,4,2,100
0.570848,0.961466,0.632402,0.708648,inf,-0.068695,-0.349695,0.241329,0.30866,0.103155,,0.968347,DO_mg.L,train,1,rnn,5,1,100
1.75378,0.710146,1.575447,1.812932,inf,0.265911,-1.28399,0.975688,-4.26221,-4325027.026408,,0.847169,DO_mg.L,val,1,rnn,5,1,100
0.442011,0.976897,0.34485,0.519439,inf,-0.030336,-0.055811,0.019721,0.794428,0.518134,,0.984351,DO_mg.L,train,1,rnn,5,2,100
1.69014,0.7308,1.491998,1.732781,inf,0.202244,-1.229653,0.986425,-3.719509,-3951056.056021,,0.856856,DO_mg.L,val,1,rnn,5,2,100
0.542993,0.964626,0.495084,0.655186,inf,0.093194,-0.057387,0.227616,0.575168,0.298603,,0.977829,DO_mg.L,train,1,rnn,6,1,100
1.939736,0.616888,1.691624,2.204821,inf,0.537246,-1.227978,1.542973,-5.487696,-7994.070584,,0.762508,DO_mg.L,val,1,rnn,6,1,100
0.461001,0.974502,0.490969,0.637046,inf,0.014877,-0.215423,0.276204,0.582202,0.336903,,0.960579,DO_mg.L,train,1,rnn,6,2,100
1.882655,0.639104,1.754989,2.527164,inf,0.538082,-1.392805,1.934143,-5.98283,-10502.703435,,0.726767,DO_mg.L,val,1,rnn,6,2,100
0.551366,0.965032,0.509802,0.57224,inf,0.03645,-0.09528,0.013232,0.561539,0.349146,,0.978843,DO_mg.L,train,1,rnn,7,1,100
1.67794,0.712206,1.17436,1.946725,inf,0.027139,-0.510081,0.951404,-2.08919,-2471.167122,,0.8576,DO_mg.L,val,1,rnn,7,1,100
0.462441,0.975402,0.445853,0.420665,inf,-0.031038,-0.194512,0.081364,0.66464,0.648278,,0.981838,DO_mg.L,train,1,rnn,7,2,100
1.720484,0.697427,1.473703,2.053036,inf,-0.04337,-0.888241,1.234535,-3.864765,-2748.549211,,0.836232,DO_mg.L,val,1,rnn,7,2,100
0.567306,0.964692,0.517992,0.690898,inf,0.041648,-0.113578,0.212745,0.512599,-0.748131,,0.981329,DO_mg.L,train,1,rnn,8,1,100
1.806122,0.611429,1.553965,1.52439,inf,-0.365217,-0.727904,0.564749,-3.600751,-3.15872,,0.797794,DO_mg.L,val,1,rnn,8,1,100
0.463465,0.976435,0.498584,0.562258,inf,0.023907,-0.07303,0.137332,0.548439,-0.15776,,0.987678,DO_mg.L,train,1,rnn,8,2,100
1.920611,0.560605,2.125567,1.411537,inf,-0.506001,-0.89988,0.207196,-7.607879,-2.565763,,0.763821,DO_mg.L,val,1,rnn,8,2,100
0.497762,0.9712,0.483844,0.455037,inf,-0.00438,-0.03403,0.039082,0.575752,0.260528,,0.981689,DO_mg.L,train,1,rnn,9,1,100
1.755961,0.670419,1.718969,2.04566,inf,-0.147437,-1.508637,1.262896,-4.558697,-7.918123,,0.791357,DO_mg.L,val,1,rnn,9,1,100
0.427587,0.978748,0.369372,0.390587,inf,0.028218,-0.063226,0.09229,0.75275,0.455165,,0.988488,DO_mg.L,train,1,rnn,9,2,100
1.695554,0.692705,2.029374,1.650159,inf,-0.310064,-1.781637,0.397196,-6.747496,-4.803076,,0.839197,DO_mg.L,val,1,rnn,9,2,100
0.499069,0.974145,0.410233,0.639405,inf,0.1284,-0.02725,0.272336,0.701315,-0.796093,,0.972731,DO_mg.L,train,1,rnn,0,1,200
1.612085,0.572232,1.566851,2.26374,inf,0.02444,-0.468436,1.017918,-10.874662,-2.272953,,0.786318,DO_mg.L,val,1,rnn,0,1,200
0.487068,0.975373,0.435403,0.610686,inf,-0.041815,-0.26995,0.059347,0.663539,-0.638372,,0.97357,DO_mg.L,train,1,rnn,0,2,200
1.594207,0.581667,1.673302,1.908402,inf,-0.280091,-0.714037,0.621686,-12.542991,-1.326091,,0.788974,DO_mg.L,val,1,rnn,0,2,200
0.448773,0.97689,0.40989,0.466414,inf,-0.021703,-0.192443,0.189817,0.694197,0.334534,,0.968353,DO_mg.L,train,1,rnn,1,1,200
1.68046,0.705912,1.972437,2.093172,inf,-0.093956,-1.50244,1.30909,-5.737045,-11.279782,,0.771646,DO_mg.L,val,1,rnn,1,1,200
0.480574,0.973498,0.476936,0.584726,inf,0.035236,-4.6e-05,0.252482,0.585976,-0.045894,,0.979878,DO_mg.L,train,1,rnn,1,2,200
1.615231,0.7283,1.948111,1.419202,inf,-0.054213,-1.195508,0.728822,-5.5719,-4.645071,,0.839151,DO_mg.L,val,1,rnn,1,2,200
0.517837,0.972293,0.530652,0.557176,inf,0.080415,-0.029343,0.126953,0.503048,-0.261746,,0.980304,DO_mg.L,train,1,rnn,2,1,200
1.756048,0.515267,1.6639,2.22451,inf,0.410163,-0.446867,1.468003,-7.389279,-6.382645,,0.767498,DO_mg.L,val,1,rnn,2,1,200
0.43896,0.980091,0.35481,0.506919,inf,0.101486,-0.006157,0.049848,0.777829,-0.044393,,0.98138,DO_mg.L,train,1,rnn,2,2,200
1.714431,0.53797,1.617033,2.042422,inf,0.547037,-0.549228,1.334877,-6.923337,-5.223495,,0.780497,DO_mg.L,val,1,rnn,2,2,200
0.495095,0.9715,0.572261,0.573207,inf,0.051583,-0.166556,0.201386,0.429031,-0.126757,,0.976805,DO_mg.L,train,1,rnn,3,1,200
2.062345,0.588232,2.521748,1.642238,inf,-0.125939,-1.975471,0.777813,-10.247049,-5.398083,,0.772196,DO_mg.L,val,1,rnn,3,1,200
0.509224,0.96985,0.566912,0.50311,inf,-0.110111,-0.35898,0.208446,0.439656,0.131974,,0.955489,DO_mg.L,train,1,rnn,3,2,200
1.939946,0.635658,2.337036,1.496758,inf,-0.329511,-2.009338,0.687436,-8.659756,-4.314723,,0.783812,DO_mg.L,val,1,rnn,3,2,200
0.449432,0.978256,0.412037,0.524417,inf,-0.027429,-0.170404,0.127843,0.666096,-0.27254,,0.984084,DO_mg.L,train,1,rnn,4,1,200
2.107921,0.408056,2.441887,1.997273,inf,-0.093687,-2.074443,0.824476,-6.17524,-6.742057,,0.711109,DO_mg.L,val,1,rnn,4,1,200
0.429797,0.980114,0.443927,0.452887,inf,-0.079613,-0.272302,0.008012,0.61241,0.050929,,0.982581,DO_mg.L,train,1,rnn,4,2,200
2.253817,0.32328,2.48659,1.896678,inf,0.25614,-1.877895,0.643009,-6.440354,-5.981824,,0.682038,DO_mg.L,val,1,rnn,4,2,200
0.455158,0.975502,0.510174,0.540297,inf,0.006712,-0.191865,0.168457,0.550074,0.478659,,0.97762,DO_mg.L,train,1,rnn,5,1,200
1.714356,0.723031,1.58334,1.804624,inf,-0.032615,-1.404521,1.098323,-4.315071,-4285479.601205,,0.850182,DO_mg.L,val,1,rnn,5,1,200
0.480022,0.972752,0.374124,0.574852,inf,0.033377,0.038644,0.086612,0.758044,0.409841,,0.975161,DO_mg.L,train,1,rnn,5,2,200
1.773793,0.703493,1.334329,1.880811,,0.221011,-1.127939,1.081821,-2.774737,-4654966.165101,,0.846384,DO_mg.L,val,1,rnn,5,2,200
0.463827,0.974189,0.498706,0.588364,inf,-0.023295,-0.173031,0.188846,0.568929,0.434377,,0.975231,DO_mg.L,train,1,rnn,6,1,200
2.096361,0.552522,1.610937,2.699667,inf,0.656023,-1.248617,1.989073,-4.883557,-11985.59549,,0.698214,DO_mg.L,val,1,rnn,6,1,200
0.437548,0.97703,0.374951,0.638019,inf,0.018301,-0.056368,0.231475,0.756326,0.334876,,0.983185,DO_mg.L,train,1,rnn,6,2,200
1.87753,0.641067,1.724142,2.127979,inf,0.422603,-1.097975,1.434133,-5.739518,-7446.497433,,0.786519,DO_mg.L,val,1,rnn,6,2,200
0.510687,0.970002,0.543236,0.636162,inf,0.018254,-0.2728,0.143671,0.502143,0.195618,,0.970264,DO_mg.L,train,1,rnn,7,1,200
1.857249,0.647411,2.138733,2.392548,inf,-0.205151,-1.313875,1.630214,-9.24602,-3733.13449,,0.799136,DO_mg.L,val,1,rnn,7,1,200
0.464527,0.97518,0.527195,0.52941,inf,0.088971,-0.181411,0.092338,0.53111,0.442928,,0.97859,DO_mg.L,train,1,rnn,7,2,200
1.759566,0.683524,1.574149,2.283083,inf,-0.003283,-1.049446,1.3168,-4.55052,-3399.256888,,0.832684,DO_mg.L,val,1,rnn,7,2,200
0.473198,0.975435,0.444142,0.535652,inf,0.025112,-0.080364,0.116789,0.641668,-0.050781,,0.986492,DO_mg.L,train,1,rnn,8,1,200
1.769671,0.626955,1.772209,1.434438,inf,-0.240301,-0.810493,0.423067,-4.983786,-2.682403,,0.812583,DO_mg.L,val,1,rnn,8,1,200
0.521996,0.970107,0.439909,0.543817,inf,0.223952,0.124976,0.238487,0.648467,-0.08306,,0.962599,DO_mg.L,train,1,rnn,8,2,200
1.809698,0.609889,1.809498,1.708549,inf,-0.104977,-0.545305,0.70944,-5.238248,-4.224233,,0.800476,DO_mg.L,val,1,rnn,8,2,200
0.48959,0.972138,0.509225,0.561582,inf,0.044102,-0.184472,0.214869,0.530074,-0.126303,,0.975087,DO_mg.L,train,1,rnn,9,1,200
1.819921,0.645972,2.302706,1.659021,inf,-0.359213,-1.992097,0.552056,-8.975022,-4.865571,,0.813084,DO_mg.L,val,1,rnn,9,1,200
0.392908,0.982056,0.393555,0.469095,inf,0.005727,-0.073007,0.193149,0.719315,0.214131,,0.981032,DO_mg.L,train,1,rnn,9,2,200
1.761639,0.668284,1.876633,1.809423,inf,-0.280252,-1.591996,0.771465,-5.625147,-5.977289,,0.824332,DO_mg.L,val,1,rnn,9,2,200
1.075608,0.879902,1.231672,1.137789,inf,0.006776,-0.861135,0.636734,-1.692416,-4.687219,,0.90898,DO_mg.L,train,2,rnn,0,1,10
1.384494,0.684489,1.115653,1.71477,inf,-0.038927,-0.555823,0.70904,-5.020383,-0.878013,,0.823705,DO_mg.L,val,2,rnn,0,1,10
0.885251,0.918649,0.945742,0.874291,inf,-0.013543,-0.52789,0.425742,-0.587437,-2.358059,,0.948107,DO_mg.L,train,2,rnn,0,2,10
1.458939,0.649646,1.117021,2.086775,inf,0.055918,-0.120493,0.967472,-5.03516,-1.781236,,0.823391,DO_mg.L,val,2,rnn,0,2,10
1.016194,0.881503,1.137656,1.265756,inf,0.127146,-0.789703,0.762965,-1.355741,-3.900975,,0.90946,DO_mg.L,train,2,rnn,1,1,10
1.66192,0.712366,2.18946,1.849975,inf,0.05037,-1.737509,1.071853,-7.301132,-8.592068,,0.790308,DO_mg.L,val,2,rnn,1,1,10
0.852147,0.916673,0.857758,0.840678,inf,0.071505,-0.380464,0.422654,-0.339167,-1.161932,,0.955405,DO_mg.L,train,2,rnn,1,2,10
1.564882,0.744974,2.069247,1.94246,inf,0.233393,-1.438302,1.28235,-6.414606,-9.575103,,0.800566,DO_mg.L,val,2,rnn,1,2,10
1.033468,0.889642,1.255068,1.080584,inf,0.055541,-0.837306,0.56282,-1.779903,-3.745744,,0.931712,DO_mg.L,train,2,rnn,2,1,10
1.568567,0.613245,1.256919,1.56855,inf,0.32754,-0.452458,1.12893,-3.787236,-2.670626,,0.808403,DO_mg.L,val,2,rnn,2,1,10
0.881533,0.919705,1.148032,0.809585,inf,-0.089028,-0.802202,0.355089,-1.325966,-1.663864,,0.942859,DO_mg.L,train,2,rnn,2,2,10
1.650528,0.571771,2.325173,1.603845,inf,0.210911,-1.67183,1.022581,-15.382526,-2.837677,,0.773709,DO_mg.L,val,2,rnn,2,2,10
0.946638,0.895808,1.093496,1.125615,inf,0.10114,-0.619421,0.625762,-1.084768,-3.34497,,0.922232,DO_mg.L,train,2,rnn,3,1,10
2.018021,0.605741,1.953864,1.46599,inf,-0.236874,-1.664848,0.609613,-5.751866,-4.098467,,0.799628,DO_mg.L,val,2,rnn,3,1,10
0.847426,0.916504,1.002387,0.918451,inf,-0.036532,-0.617363,0.416732,-0.751842,-1.892809,,0.93321,DO_mg.L,train,2,rnn,3,2,10
1.822199,0.678544,2.644804,1.638553,inf,-0.177695,-2.056458,0.752494,-11.371501,-5.3694,,0.821261,DO_mg.L,val,2,rnn,3,2,10
1.023243,0.887286,1.103129,1.063006,inf,0.117624,-0.643775,0.421486,-1.393332,-4.228656,,0.935395,DO_mg.L,train,2,rnn,4,1,10
2.056788,0.436426,2.626816,2.203341,inf,0.233326,-2.233945,1.460682,-7.303181,-8.422042,,0.702574,DO_mg.L,val,2,rnn,4,1,10
0.869699,0.918575,0.855497,0.922297,inf,0.134827,-0.401913,0.478542,-0.43942,-2.936046,,0.946986,DO_mg.L,train,2,rnn,4,2,10
1.994737,0.469918,2.186419,2.512665,inf,0.531062,-1.895559,1.935715,-4.752438,-11.253237,,0.689004,DO_mg.L,val,2,rnn,4,2,10
1.010298,0.879301,1.211943,1.330132,inf,0.033119,-0.841817,0.663103,-1.539038,-2.1597,,0.907293,DO_mg.L,train,2,rnn,5,1,10
1.728442,0.718461,1.76696,1.667719,inf,0.098266,-1.54921,1.021364,-5.619332,-3659921.358257,,0.848758,DO_mg.L,val,2,rnn,5,1,10
0.907748,0.902561,1.007092,1.186862,inf,0.123215,-0.664785,0.675049,-0.753249,-1.515686,,0.916756,DO_mg.L,train,2,rnn,5,2,10
1.697639,0.728406,1.551953,1.916705,inf,0.276619,-1.342293,1.288915,-4.106437,-4834331.208248,,0.841317,DO_mg.L,val,2,rnn,5,2,10
1.03838,0.870636,1.20408,1.365966,inf,0.108392,-0.824982,0.764162,-1.512872,-2.048704,,0.897434,DO_mg.L,train,2,rnn,6,1,10
1.892946,0.635148,1.331629,2.452199,inf,0.409533,-0.931773,1.607687,-3.020217,-9888.783244,,0.786961,DO_mg.L,val,2,rnn,6,1,10
0.845149,0.914303,0.986283,1.074635,inf,0.026529,-0.571121,0.517891,-0.686019,-0.886936,,0.935993,DO_mg.L,train,2,rnn,6,2,10
1.962025,0.608033,1.628893,2.130068,inf,0.224685,-1.142259,1.515412,-5.015445,-7461.124355,,0.784814,DO_mg.L,val,2,rnn,6,2,10
0.95887,0.894244,1.181203,1.097184,inf,0.060985,-0.767217,0.55422,-1.353842,-1.392687,,0.925222,DO_mg.L,train,2,rnn,7,1,10
1.645741,0.723145,1.583081,2.322419,inf,0.138334,-1.173028,1.732983,-4.613687,-3517.435332,,0.811539,DO_mg.L,val,2,rnn,7,1,10
0.906264,0.90553,1.228839,0.864604,inf,-0.120265,-0.858059,0.33577,-1.547525,-0.485805,,0.939261,DO_mg.L,train,2,rnn,7,2,10
1.662602,0.717443,1.688407,1.722396,inf,-0.136095,-1.070583,1.060442,-5.385519,-1934.237888,,0.851384,DO_mg.L,val,2,rnn,7,2,10
0.996783,0.890997,1.293574,1.045673,inf,-0.034586,-0.875949,0.469354,-2.039645,-3.004406,,0.924393,DO_mg.L,train,2,rnn,8,1,10
1.861589,0.587196,1.616453,1.740922,inf,-0.324611,-0.878106,0.981481,-3.978205,-4.424085,,0.79748,DO_mg.L,val,2,rnn,8,1,10
0.880805,0.914887,1.01097,0.797679,inf,0.008939,-0.529081,0.295114,-0.856594,-1.330253,,0.956109,DO_mg.L,train,2,rnn,8,2,10
1.65944,0.671981,1.622294,1.374218,inf,-0.306433,-0.769933,0.619295,-4.014242,-2.379708,,0.834904,DO_mg.L,val,2,rnn,8,2,10
0.946034,0.89597,1.136354,0.982646,inf,0.02286,-0.680066,0.455231,-1.340111,-2.448439,,0.928705,DO_mg.L,train,2,rnn,9,1,10
1.692928,0.693655,1.871931,1.674796,inf,-0.113738,-1.644618,0.690882,-5.591995,-4.977648,,0.826859,DO_mg.L,val,2,rnn,9,1,10
0.826318,0.920633,0.857481,0.812786,inf,0.061115,-0.364694,0.359454,-0.332473,-1.35929,,0.954179,DO_mg.L,train,2,rnn,9,2,10
1.741198,0.675937,1.773579,1.68532,inf,-0.130711,-1.622247,0.841327,-4.917498,-5.05301,,0.821519,DO_mg.L,val,2,rnn,9,2,10
0.524839,0.971406,0.57469,0.601113,inf,-0.071739,-0.274,0.248824,0.413836,-0.587408,,0.961614,DO_mg.L,train,2,rnn,0,1,100
1.582471,0.587804,1.885242,1.575966,inf,-0.198521,-0.578563,0.525057,-16.19096,-0.586282,,0.798689,DO_mg.L,val,2,rnn,0,1,100
0.438992,0.979995,0.400379,0.454394,inf,0.037088,-0.107195,0.151646,0.715492,0.09293,,0.985386,DO_mg.L,train,2,rnn,0,2,100
1.735637,0.50415,1.685885,2.30469,inf,0.055924,-0.614423,0.991158,-12.74744,-2.392436,,0.747103,DO_mg.L,val,2,rnn,0,2,100
0.529024,0.967885,0.512166,0.597643,inf,-0.043268,-0.18906,0.090171,0.522551,-0.092614,,0.97944,DO_mg.L,train,2,rnn,1,1,100
1.651158,0.716079,2.267288,1.583043,inf,-0.091172,-1.615004,0.794473,-7.901779,-6.0237,,0.815068,DO_mg.L,val,2,rnn,1,1,100
0.47924,0.973645,0.423823,0.439422,inf,0.079432,0.02661,0.169324,0.673055,0.409327,,0.979207,DO_mg.L,train,2,rnn,1,2,100
1.675302,0.707715,1.954702,2.363493,inf,0.192708,-1.359599,1.436453,-5.616444,-14.656311,,0.787407,DO_mg.L,val,2,rnn,1,2,100
0.53452,0.970479,0.548677,0.525451,inf,-0.0515,-0.175474,0.157588,0.468714,-0.122153,,0.979816,DO_mg.L,train,2,rnn,2,1,100
1.58576,0.60472,1.700778,1.875294,inf,0.14529,-0.763403,1.42571,-7.765271,-4.246652,,0.793943,DO_mg.L,val,2,rnn,2,1,100
0.4446,0.979576,0.460834,0.519493,inf,0.018679,-0.094725,0.160233,0.625214,-0.096848,,0.985081,DO_mg.L,train,2,rnn,2,2,100
1.618925,0.588013,1.888681,2.126358,inf,0.481106,-0.730712,1.632929,-9.80905,-5.745531,,0.784771,DO_mg.L,val,2,rnn,2,2,100
0.528202,0.967561,0.479055,0.552854,inf,0.03654,-0.128763,0.217679,0.599877,-0.048161,,0.98036,DO_mg.L,train,2,rnn,3,1,100
2.047028,0.594326,2.510642,1.89332,inf,-0.065012,-2.152922,1.141229,-10.148198,-7.504051,,0.762987,DO_mg.L,val,2,rnn,3,1,100
0.451891,0.976257,0.480833,0.342871,inf,0.074238,0.166195,0.108944,0.5969,0.596848,,0.979834,DO_mg.L,train,2,rnn,3,2,100
2.136221,0.558203,2.660243,1.645098,inf,-0.299787,-2.084012,0.626989,-11.516358,-5.420389,,0.778671,DO_mg.L,val,2,rnn,3,2,100
0.527542,0.970041,0.538548,0.731546,inf,0.030024,-0.219003,0.362408,0.429574,-1.476295,,0.953364,DO_mg.L,train,2,rnn,4,1,100
2.096708,0.414337,2.493717,1.853595,inf,0.044706,-1.995366,0.743427,-6.483065,-5.668244,,0.718416,DO_mg.L,val,2,rnn,4,1,100
0.450682,0.978134,0.39653,0.474007,inf,-0.035669,-0.110222,0.057099,0.690755,-0.039655,,0.986081,DO_mg.L,train,2,rnn,4,2,100
2.228757,0.338245,2.914265,1.635483,inf,0.05683,-2.48332,0.238292,-9.219819,-4.191274,,0.686719,DO_mg.L,val,2,rnn,4,2,100
0.542346,0.965218,0.45033,0.90042,inf,0.030081,-0.156076,0.380928,0.649436,-0.447926,,0.961486,DO_mg.L,train,2,rnn,5,1,100
1.791048,0.697696,1.794543,1.636928,inf,0.0628,-1.508673,0.798609,-5.827606,-3526023.094233,,0.842776,DO_mg.L,val,2,rnn,5,1,100
0.452741,0.975762,0.379806,0.685057,inf,0.079962,-0.051912,0.231428,0.750639,0.161874,,0.979512,DO_mg.L,train,2,rnn,5,2,100
1.834937,0.682699,1.470633,2.341513,inf,0.351674,-1.244917,1.531879,-3.585317,-7214713.9356,,0.824745,DO_mg.L,val,2,rnn,5,2,100
0.572452,0.960683,0.552925,0.710955,inf,0.215422,0.152456,0.278957,0.470102,0.174114,,0.963622,DO_mg.L,train,2,rnn,6,1,100
2.036646,0.577651,1.318232,2.419056,inf,0.67205,-0.737156,1.713752,-2.939731,-9623.256192,,0.764487,DO_mg.L,val,2,rnn,6,1,100
0.483412,0.971963,0.455441,0.793076,inf,0.034987,-0.108293,0.307633,0.640479,-0.027696,,0.97205,DO_mg.L,train,2,rnn,6,2,100
2.150253,0.529219,1.934987,2.649569,inf,0.53502,-1.255952,2.117919,-7.488657,-11544.854502,,0.72425,DO_mg.L,val,2,rnn,6,2,100
0.52484,0.968316,0.536104,0.650807,inf,-0.08105,-0.281904,0.107313,0.515128,0.158155,,0.975498,DO_mg.L,train,2,rnn,7,1,100
1.693122,0.706974,1.646862,2.083626,inf,-0.154123,-1.0349,1.258592,-5.075144,-2831.095733,,0.829785,DO_mg.L,val,2,rnn,7,1,100
0.466521,0.974966,0.519956,0.474307,inf,0.013671,-0.250756,0.063358,0.543898,0.552858,,0.986747,DO_mg.L,train,2,rnn,7,2,100
1.691393,0.707573,1.33231,2.098823,inf,0.051849,-0.654148,1.185052,-2.976055,-2872.560313,,0.852356,DO_mg.L,val,2,rnn,7,2,100
0.519491,0.970393,0.549329,0.535157,inf,-0.033885,-0.270261,0.128581,0.451843,-0.04884,,0.96971,DO_mg.L,train,2,rnn,8,1,100
1.996419,0.525234,1.88481,1.87471,inf,-0.205475,-0.904859,0.833491,-5.768334,-5.289788,,0.767868,DO_mg.L,val,2,rnn,8,1,100
0.439411,0.978817,0.386164,0.517679,inf,0.059513,-0.063906,0.202257,0.729116,0.018552,,0.981757,DO_mg.L,train,2,rnn,8,2,100
1.78393,0.620919,1.726449,1.521721,inf,-0.348067,-0.758596,0.421678,-4.678764,-3.14417,,0.793065,DO_mg.L,val,2,rnn,8,2,100
0.515489,0.969112,0.519179,0.517901,inf,0.085339,-0.013475,0.139882,0.511524,0.042096,,0.977701,DO_mg.L,train,2,rnn,9,1,100
1.992591,0.575606,2.402974,1.43077,inf,-0.47159,-2.021505,0.264416,-9.862633,-3.362608,,0.793791,DO_mg.L,val,2,rnn,9,1,100
0.432212,0.978286,0.42597,0.393249,inf,-0.082163,-0.172281,0.032422,0.671173,0.447716,,0.981939,DO_mg.L,train,2,rnn,9,2,100
1.822562,0.644944,2.341979,1.58244,inf,-0.54863,-2.113657,0.403093,-9.318176,-4.336553,,0.809011,DO_mg.L,val,2,rnn,9,2,100
0.520326,0.971895,0.55706,0.51488,inf,-0.105218,-0.33278,0.075005,0.449249,-0.164632,,0.967317,DO_mg.L,train,2,rnn,0,1,200
1.463043,0.647672,1.68726,1.758301,inf,-0.355708,-0.845737,0.77988,-12.769876,-0.974573,,0.813123,DO_mg.L,val,2,rnn,0,1,200
0.528109,0.971048,0.460239,0.501915,inf,0.069029,-0.085927,0.077825,0.62406,-0.106719,,0.980183,DO_mg.L,train,2,rnn,0,2,200
1.707472,0.520112,1.820446,1.957333,inf,-0.271169,-0.40483,0.632544,-15.029569,-1.446899,,0.769817,DO_mg.L,val,2,rnn,0,2,200
0.515062,0.969558,0.598062,0.574057,inf,-0.086119,-0.304341,0.07524,0.348975,-0.008076,,0.969213,DO_mg.L,train,2,rnn,1,1,200
1.691419,0.702064,2.125422,1.613244,inf,-0.284607,-1.68599,0.778277,-6.822645,-6.294252,,0.792008,DO_mg.L,val,2,rnn,1,1,200
0.429009,0.97888,0.465898,0.367543,inf,-0.135426,-0.328904,0.049589,0.604919,0.586764,,0.968594,DO_mg.L,train,2,rnn,1,2,200
1.65816,0.713666,2.09028,1.763996,inf,-0.277824,-1.629724,0.938903,-6.566101,-7.721191,,0.801135,DO_mg.L,val,2,rnn,1,2,200
0.450268,0.979052,0.421274,0.501756,inf,0.028678,-0.143807,0.164342,0.686798,-0.02323,,0.984522,DO_mg.L,train,2,rnn,2,1,200
1.646074,0.574079,1.759416,1.957269,inf,0.225175,-0.790692,1.434602,-8.380098,-4.715371,,0.780893,DO_mg.L,val,2,rnn,2,1,200
0.440313,0.979968,0.371889,0.485741,inf,0.016869,-0.006664,0.083962,0.755926,0.041049,,0.988789,DO_mg.L,train,2,rnn,2,2,200
1.732975,0.527921,1.675034,2.24966,inf,0.393674,-0.534408,1.730114,-7.501933,-6.550524,,0.766277,DO_mg.L,val,2,rnn,2,2,200
0.51106,0.969633,0.579496,0.433803,inf,0.090153,0.137177,0.028158,0.414504,0.354653,,0.968689,DO_mg.L,train,2,rnn,3,1,200
2.083523,0.579732,2.80435,1.412274,inf,-0.083641,-2.079979,0.413238,-12.909123,-3.731681,,0.789325,DO_mg.L,val,2,rnn,3,1,200
0.562577,0.963202,0.542976,0.569999,inf,-0.061408,-0.149171,0.202302,0.485973,-0.114182,,0.977576,DO_mg.L,train,2,rnn,3,2,200
2.040574,0.59688,2.366633,1.609696,inf,-0.193693,-1.906274,0.760786,-8.905972,-5.147031,,0.78231,DO_mg.L,val,2,rnn,3,2,200
0.459945,0.977226,0.470505,0.514443,inf,-0.059353,-0.205404,0.102776,0.56461,-0.224598,,0.978698,DO_mg.L,train,2,rnn,4,1,200
2.07938,0.423977,2.770658,2.203175,inf,0.0003,-2.447513,1.16938,-8.23743,-8.420628,,0.68713,DO_mg.L,val,2,rnn,4,1,200
0.433377,0.979781,0.375739,0.529443,inf,0.054171,-0.013502,0.083888,0.722333,-0.297054,,0.982254,DO_mg.L,train,2,rnn,4,2,200
2.207425,0.350852,2.264905,2.357304,inf,0.25481,-1.640954,1.378798,-5.172843,-9.784819,,0.686114,DO_mg.L,val,2,rnn,4,2,200
0.477014,0.973093,0.443929,0.709826,inf,0.062882,-0.168131,0.2472,0.659332,0.10017,,0.973337,DO_mg.L,train,2,rnn,5,1,200
1.817823,0.68859,1.33137,1.828401,inf,0.311749,-1.085831,1.048496,-2.758014,-4399152.620718,,0.839843,DO_mg.L,val,2,rnn,5,1,200
0.437304,0.977386,0.423244,0.539156,inf,-0.054051,-0.215533,0.104803,0.690339,0.48086,,0.983636,DO_mg.L,train,2,rnn,5,2,200
1.783878,0.700112,1.501745,1.663225,inf,0.071493,-1.278597,0.758802,-3.781378,-3640221.626638,,0.851259,DO_mg.L,val,2,rnn,5,2,200
0.532069,0.966035,0.499231,0.734215,inf,0.088378,-0.087976,0.219157,0.56802,0.119191,,0.975121,DO_mg.L,train,2,rnn,6,1,200
