Depth_m_idx,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,rep_id,model,fold_id,nlayer,nstates
0.0,0.983434,0.732265,1.509007,1.049848,0.123343,-0.021797,-1.36555,0.464637,-2.913916,0.026018,0.787916,0.81692,DO_mg.L,train,0,rnn,0,1,10
0.5,0.949206,0.780715,1.752535,0.991787,0.118409,-0.056081,-1.525762,0.509318,-4.105222,0.139744,0.830424,0.810638,DO_mg.L,train,0,rnn,0,1,10
1.0,0.918496,0.793704,1.563245,1.037273,0.118544,0.048263,-1.328995,0.59241,-4.230231,-0.018338,0.835858,0.820949,DO_mg.L,train,0,rnn,0,1,10
1.5,0.909025,0.796415,1.472744,1.040079,0.120209,0.124369,-1.175027,0.635073,-4.144829,-0.010766,0.83748,0.828119,DO_mg.L,train,0,rnn,0,1,10
2.0,0.918787,0.790311,1.455962,1.084875,0.123293,0.170053,-1.137855,0.682999,-4.047792,-0.166522,0.830636,0.828186,DO_mg.L,train,0,rnn,0,1,10
2.5,0.90067,0.805082,1.53289,1.086257,0.121617,0.110729,-1.203337,0.670318,-4.661629,-0.281774,0.841807,0.834072,DO_mg.L,train,0,rnn,0,1,10
3.0,0.913846,0.794098,1.668907,1.061039,0.120125,-0.010042,-1.346974,0.569814,-5.296438,-0.28537,0.836085,0.834365,DO_mg.L,train,0,rnn,0,1,10
3.5,0.946454,0.778172,1.529026,1.20936,inf,0.007377,-1.178536,0.61649,-4.152242,-0.744831,,0.83451,DO_mg.L,train,0,rnn,0,1,10
4.0,1.033969,0.748571,1.421245,1.52299,inf,0.068669,-1.047859,0.80712,-5.418261,-1.991833,,0.823513,DO_mg.L,train,0,rnn,0,1,10
4.5,1.098962,0.757337,1.189301,1.821261,inf,0.094745,-0.833727,1.108659,-5.849499,-2.897766,,0.820523,DO_mg.L,train,0,rnn,0,1,10
5.0,1.19553,0.745798,1.166444,2.073285,inf,0.098132,-0.740819,1.33495,-7.602249,-2.22663,,0.811777,DO_mg.L,train,0,rnn,0,1,10
5.5,1.217126,0.763714,1.208254,1.871592,inf,0.029977,-0.725086,1.306231,-11.556742,-1.757255,,0.817517,DO_mg.L,train,0,rnn,0,1,10
6.0,1.210555,0.791788,1.228871,1.809845,inf,0.038335,-0.780757,1.438822,-15.03525,-2.615718,,0.821374,DO_mg.L,train,0,rnn,0,1,10
6.5,1.251153,0.780019,1.431458,1.644568,inf,0.274312,-0.975637,1.27932,-17.421564,-13.50868,,0.815651,DO_mg.L,train,0,rnn,0,1,10
7.0,1.173045,0.811116,1.272907,1.326737,inf,0.338416,-0.985993,1.045411,-10.014992,-7895.696905,,0.819263,DO_mg.L,train,0,rnn,0,1,10
7.5,1.139174,0.821546,1.230942,1.224437,inf,0.296402,-0.996744,0.878045,-4.453157,-262667.544416,,0.838849,DO_mg.L,train,0,rnn,0,1,10
8.0,1.032439,0.855395,1.457043,,inf,0.087619,-1.149085,,-5.222213,,,0.890237,DO_mg.L,train,0,rnn,0,1,10
8.5,1.036594,0.857622,1.624269,,inf,0.032843,-1.182684,,-6.498265,,,0.90162,DO_mg.L,train,0,rnn,0,1,10
9.0,1.001032,0.870583,1.551027,,inf,0.067704,-1.118881,,-5.048215,,,0.911946,DO_mg.L,train,0,rnn,0,1,10
9.5,1.00246,0.874334,1.487688,,inf,0.109021,-1.082073,,-3.498617,,,0.912747,DO_mg.L,train,0,rnn,0,1,10
10.0,1.013555,0.873586,1.203863,,inf,0.157838,-0.883674,,-1.787494,,,0.909516,DO_mg.L,train,0,rnn,0,1,10
0.0,0.916864,0.026722,1.074001,0.763806,0.105565,0.128283,-0.710484,0.602796,-1.840084,-12.653182,0.004082,0.53781,DO_mg.L,val,0,rnn,0,1,10
0.5,0.921482,0.031283,1.073578,0.839429,0.106603,0.194581,-0.605548,0.694599,-2.27194,-18.804572,0.024243,0.54617,DO_mg.L,val,0,rnn,0,1,10
1.0,0.916057,0.025932,1.003279,0.906589,0.106636,0.246859,-0.580453,0.731998,-2.746812,-31.123432,0.03156,0.557703,DO_mg.L,val,0,rnn,0,1,10
1.5,0.918861,-0.011459,0.908029,1.031631,0.108557,0.270544,-0.490317,0.80238,-3.63221,-8.685229,0.002953,0.552537,DO_mg.L,val,0,rnn,0,1,10
2.0,0.959901,-0.064732,0.944942,1.32003,0.116469,0.317806,-0.385987,1.034122,-4.703271,-5.192047,-0.04204,0.53275,DO_mg.L,val,0,rnn,0,1,10
2.5,0.973606,-0.016763,0.995388,1.494014,0.121856,0.302367,-0.330201,1.163318,-4.904798,-3.344653,0.002213,0.532594,DO_mg.L,val,0,rnn,0,1,10
3.0,0.988011,0.068038,0.92377,1.724792,0.132012,0.265805,-0.24323,1.236982,-4.697357,-2.047545,0.079049,0.53938,DO_mg.L,val,0,rnn,0,1,10
3.5,1.145321,0.177552,0.948312,2.487234,0.180124,0.285123,-0.327731,1.997828,-4.945192,-1.543321,0.175009,0.495854,DO_mg.L,val,0,rnn,0,1,10
4.0,1.200083,0.288854,0.915314,2.515035,0.209177,0.278992,-0.095311,2.183757,-15.119424,-1.498774,0.306442,0.58004,DO_mg.L,val,0,rnn,0,1,10
4.5,1.259711,0.40105,1.041346,2.466451,0.245801,0.264138,-0.000487,2.146152,-26.463487,-1.878325,0.399722,0.652339,DO_mg.L,val,0,rnn,0,1,10
5.0,1.309332,0.450068,0.804788,2.448985,inf,0.117934,0.089389,1.640933,-18.179554,-1.297524,,0.707865,DO_mg.L,val,0,rnn,0,1,10
5.5,1.434949,0.461601,1.150453,2.478082,inf,0.041121,-0.046639,1.710011,-30.307385,-1.782375,,0.712771,DO_mg.L,val,0,rnn,0,1,10
6.0,1.519338,0.475837,1.600057,2.214221,inf,-0.014102,-0.330961,0.981453,-90.437439,-1.446154,,0.71049,DO_mg.L,val,0,rnn,0,1,10
6.5,1.670979,0.471558,1.867851,1.973867,inf,0.066083,-0.378544,0.991582,-101.748297,-1.189075,,0.6934,DO_mg.L,val,0,rnn,0,1,10
7.0,1.755246,0.523234,1.463346,1.528973,inf,0.201598,-0.451409,1.193041,-85.027592,-1.839767,,0.70594,DO_mg.L,val,0,rnn,0,1,10
7.5,1.71598,0.619996,1.110906,1.794883,inf,0.318124,-0.962373,1.56875,-43.280512,-40.759517,,0.730597,DO_mg.L,val,0,rnn,0,1,10
8.0,1.743376,0.659486,1.747597,1.443025,inf,0.29985,-1.693006,1.236652,-83.474959,-2454.666109,,0.738668,DO_mg.L,val,0,rnn,0,1,10
8.5,1.820426,0.659634,2.194326,1.306437,inf,0.35595,-2.141681,1.187614,-154.520095,-739931.164704,,0.729078,DO_mg.L,val,0,rnn,0,1,10
9.0,1.849568,0.67297,2.416344,,inf,0.417812,-2.36604,,-195.728701,,,0.735345,DO_mg.L,val,0,rnn,0,1,10
9.5,1.852072,0.688385,2.528465,,inf,0.393376,-2.479167,,-269.571413,,,0.745678,DO_mg.L,val,0,rnn,0,1,10
10.0,1.706879,0.74485,2.617712,,inf,0.272367,-2.563812,,-237.380918,,,0.777413,DO_mg.L,val,0,rnn,0,1,10
0.0,0.886064,0.782658,1.209878,0.832505,0.10971,-0.032428,-1.035687,0.435611,-1.516007,0.387547,0.832209,0.865185,DO_mg.L,train,0,rnn,0,2,10
0.5,0.776579,0.853223,1.448242,0.696538,0.095991,-0.078705,-1.206877,0.407722,-2.486291,0.575693,0.888556,0.863699,DO_mg.L,train,0,rnn,0,2,10
1.0,0.744801,0.864351,1.288117,0.770399,0.096348,0.016326,-1.052936,0.474542,-2.55122,0.438257,0.891571,0.871211,DO_mg.L,train,0,rnn,0,2,10
1.5,0.728051,0.869408,1.217393,0.766386,0.096845,0.079649,-0.912706,0.470662,-2.515425,0.451201,0.894516,0.880185,DO_mg.L,train,0,rnn,0,2,10
2.0,0.730885,0.867308,1.191648,0.787885,0.098552,0.113655,-0.872085,0.493437,-2.381403,0.384739,0.891789,0.883302,DO_mg.L,train,0,rnn,0,2,10
2.5,0.731194,0.871535,1.245564,0.7727,0.098796,0.057906,-0.900685,0.427732,-2.738105,0.351413,0.895604,0.889708,DO_mg.L,train,0,rnn,0,2,10
3.0,0.735999,0.866443,1.358634,0.737026,0.096697,-0.057385,-1.042306,0.262128,-3.172878,0.379802,0.893786,0.897718,DO_mg.L,train,0,rnn,0,2,10
3.5,0.785806,0.847085,1.218671,0.934633,inf,-0.043441,-0.883116,0.29564,-2.272954,-0.042137,,0.899396,DO_mg.L,train,0,rnn,0,2,10
4.0,0.86906,0.822377,1.117267,1.124097,inf,0.028033,-0.75676,0.360281,-2.966371,-0.629861,,0.893788,DO_mg.L,train,0,rnn,0,2,10
4.5,0.864371,0.84988,1.073073,1.187435,inf,0.0341,-0.735661,0.448602,-4.576147,-0.656881,,0.900093,DO_mg.L,train,0,rnn,0,2,10
5.0,0.930186,0.846114,1.117139,1.196529,inf,-0.031717,-0.735858,0.502715,-6.890392,-0.074675,,0.899745,DO_mg.L,train,0,rnn,0,2,10
5.5,1.029693,0.830885,1.191973,1.135839,inf,-0.12286,-0.814326,0.572908,-11.22063,-0.01552,,0.894256,DO_mg.L,train,0,rnn,0,2,10
6.0,1.12276,0.820894,1.352451,1.283452,inf,-0.152613,-0.887959,0.816954,-18.422533,-0.818324,,0.88808,DO_mg.L,train,0,rnn,0,2,10
6.5,1.113462,0.825773,1.490963,1.153208,inf,0.011082,-0.777726,0.732247,-18.984962,-6.134102,,0.890304,DO_mg.L,train,0,rnn,0,2,10
7.0,0.973769,0.86984,1.286028,0.868246,inf,0.052588,-0.73481,0.559656,-10.243244,-3380.910177,,0.896758,DO_mg.L,train,0,rnn,0,2,10
7.5,0.970054,0.870599,1.013996,0.776744,inf,0.056021,-0.599247,0.45422,-2.700369,-105702.946358,,0.906159,DO_mg.L,train,0,rnn,0,2,10
8.0,0.936337,0.881062,1.275807,,inf,-0.054619,-0.77296,,-3.770567,,,0.917586,DO_mg.L,train,0,rnn,0,2,10
8.5,0.940363,0.88283,1.388697,,inf,-0.105595,-0.78942,,-4.481002,,,0.920622,DO_mg.L,train,0,rnn,0,2,10
9.0,0.885361,0.898764,1.299499,,inf,-0.055393,-0.67994,,-3.245614,,,0.935416,DO_mg.L,train,0,rnn,0,2,10
9.5,0.876012,0.904037,1.273923,,inf,-0.010854,-0.717683,,-2.298691,,,0.94072,DO_mg.L,train,0,rnn,0,2,10
10.0,0.879432,0.904829,1.088244,,inf,0.046289,-0.528144,,-1.277784,,,0.942665,DO_mg.L,train,0,rnn,0,2,10
0.0,0.957368,-0.06117,0.9169,0.914985,0.115408,-0.039924,-0.345158,0.677475,-1.069978,-18.592755,-0.19029,0.52652,DO_mg.L,val,0,rnn,0,2,10
0.5,0.95567,-0.041931,0.823152,0.914435,0.115997,0.004454,-0.279536,0.689992,-0.923525,-22.501896,-0.155305,0.531757,DO_mg.L,val,0,rnn,0,2,10
1.0,0.952886,-0.053965,0.785842,0.898369,0.116262,0.042788,-0.235097,0.671098,-1.29874,-30.543533,-0.151178,0.528217,DO_mg.L,val,0,rnn,0,2,10
1.5,0.95951,-0.102929,0.739954,0.997766,0.118296,0.054778,-0.192209,0.7622,-2.076081,-8.059792,-0.183969,0.510744,DO_mg.L,val,0,rnn,0,2,10
2.0,1.026258,-0.217026,0.859002,1.474556,0.128462,0.103233,-0.240835,1.019529,-3.713047,-6.726611,-0.267697,0.4626,DO_mg.L,val,0,rnn,0,2,10
2.5,1.04386,-0.168793,1.11533,1.447144,0.133847,0.038875,-0.458943,0.987042,-6.413557,-3.07633,-0.203827,0.456073,DO_mg.L,val,0,rnn,0,2,10
3.0,1.077244,-0.107907,1.063709,1.622048,0.144138,-0.019345,-0.373749,1.044416,-6.554257,-1.695281,-0.097904,0.453732,DO_mg.L,val,0,rnn,0,2,10
3.5,1.116048,0.219056,1.190685,1.928526,0.171306,-0.023993,-0.355435,1.397488,-8.372523,-0.529039,0.253813,0.54221,DO_mg.L,val,0,rnn,0,2,10
4.0,1.108657,0.393081,1.039896,1.867549,0.182272,-0.026958,-0.203106,1.256126,-19.806035,-0.377789,0.473381,0.675318,DO_mg.L,val,0,rnn,0,2,10
4.5,1.320937,0.341414,0.931623,2.295885,0.2889,-0.075076,-0.037358,0.952033,-20.980927,-1.493994,0.170757,0.689099,DO_mg.L,val,0,rnn,0,2,10
5.0,1.553199,0.226138,1.388119,2.504101,inf,-0.163709,-0.338434,0.760641,-56.059719,-1.402101,,0.642992,DO_mg.L,val,0,rnn,0,2,10
5.5,1.710107,0.235323,1.964462,2.314024,inf,-0.199361,-0.475883,0.719216,-90.284412,-1.426164,,0.644965,DO_mg.L,val,0,rnn,0,2,10
6.0,1.866788,0.208688,2.381503,2.152795,inf,-0.265047,-0.718132,-0.103655,-201.560951,-1.312316,,0.636866,DO_mg.L,val,0,rnn,0,2,10
6.5,2.002993,0.240698,2.670161,2.062862,inf,-0.19593,-0.713628,-0.031835,-208.973718,-1.390923,,0.647357,DO_mg.L,val,0,rnn,0,2,10
7.0,2.011635,0.373779,2.088933,1.592299,inf,-0.060852,-0.369375,0.38833,-174.304295,-2.079868,,0.694313,DO_mg.L,val,0,rnn,0,2,10
7.5,1.803264,0.580354,0.965048,1.175791,inf,-0.046743,-0.726378,0.812095,-32.41609,-16.920226,,0.779597,DO_mg.L,val,0,rnn,0,2,10
8.0,1.846655,0.617946,2.554112,0.926918,inf,-0.222805,-2.339304,0.63958,-179.436961,-1012.221662,,0.77449,DO_mg.L,val,0,rnn,0,2,10
8.5,2.181538,0.511206,4.558089,0.55906,inf,-0.408498,-4.343465,0.287122,-670.042106,-135496.841645,,0.709985,DO_mg.L,val,0,rnn,0,2,10
9.0,2.199765,0.537406,4.861682,,inf,-0.314357,-4.659976,,-795.385332,,,0.713293,DO_mg.L,val,0,rnn,0,2,10
9.5,2.230022,0.548226,4.842172,,inf,-0.220643,-4.628848,,-991.312107,,,0.708924,DO_mg.L,val,0,rnn,0,2,10
10.0,2.231922,0.563737,4.746805,,inf,-0.178829,-4.549754,,-782.84596,,,0.706831,DO_mg.L,val,0,rnn,0,2,10
0.0,0.917885,0.743587,1.728209,1.018043,0.117324,-0.131209,-1.513391,0.582664,-3.324798,0.136991,0.792272,0.780508,DO_mg.L,train,0,rnn,1,1,10
0.5,0.874841,0.783408,1.727496,0.923441,0.112311,-0.098549,-1.5134,0.54027,-3.532768,0.32216,0.829098,0.794042,DO_mg.L,train,0,rnn,1,1,10
1.0,0.830084,0.802701,1.462949,0.921856,0.111481,0.002429,-1.282462,0.556569,-3.214828,0.272458,0.836857,0.813721,DO_mg.L,train,0,rnn,1,1,10
1.5,0.812521,0.808491,1.302851,0.958664,0.114225,0.064924,-1.104511,0.577118,-2.995345,0.211026,0.835123,0.828713,DO_mg.L,train,0,rnn,1,1,10
2.0,0.820722,0.802752,1.276736,0.972388,0.117364,0.099982,-1.049438,0.569462,-2.668855,0.124492,0.827825,0.832836,DO_mg.L,train,0,rnn,1,1,10
2.5,0.832614,0.799911,1.340643,0.970323,0.119519,0.056934,-1.101292,0.56566,-3.313483,0.044543,0.825061,0.832248,DO_mg.L,train,0,rnn,1,1,10
3.0,0.851851,0.787307,1.522731,0.903187,0.117817,-0.098867,-1.279443,0.416053,-4.644028,0.126065,0.821387,0.835273,DO_mg.L,train,0,rnn,1,1,10
3.5,0.882422,0.775754,1.50095,1.04323,inf,-0.140858,-1.288319,0.452547,-5.241677,-0.266121,,0.833354,DO_mg.L,train,0,rnn,1,1,10
4.0,0.953655,0.758108,1.397407,1.314305,inf,-0.104722,-1.205896,0.66159,-7.643617,-1.257914,,0.817236,DO_mg.L,train,0,rnn,1,1,10
4.5,1.043484,0.761222,1.47725,1.515715,inf,-0.10304,-1.246581,0.885954,-9.677807,-1.68827,,0.798258,DO_mg.L,train,0,rnn,1,1,10
5.0,1.116024,0.763671,1.395888,1.767952,inf,-0.077803,-1.190579,1.074128,-10.116345,-1.340008,,0.791799,DO_mg.L,train,0,rnn,1,1,10
5.5,1.146644,0.77843,1.483289,1.754644,inf,-0.072382,-1.208945,1.069111,-15.456944,-1.361968,,0.802417,DO_mg.L,train,0,rnn,1,1,10
6.0,1.127926,0.809846,1.548833,1.670016,inf,-0.009583,-1.212161,1.181847,-19.44311,-1.957155,,0.823867,DO_mg.L,train,0,rnn,1,1,10
6.5,1.124464,0.822064,1.385618,1.576454,inf,0.142092,-0.952359,1.01661,-15.553624,-10.522784,,0.85134,DO_mg.L,train,0,rnn,1,1,10
7.0,1.073653,0.846036,1.202004,1.075419,inf,0.178034,-0.780385,0.707757,-9.898842,-2615.736693,,0.864819,DO_mg.L,train,0,rnn,1,1,10
7.5,1.113613,0.83674,0.864199,1.065516,inf,0.157715,-0.562983,0.557864,-2.960895,-11847.323697,,0.878212,DO_mg.L,train,0,rnn,1,1,10
8.0,1.035867,0.862396,1.044668,1.008911,inf,0.005134,-0.697529,0.568041,-4.59378,-inf,,0.898342,DO_mg.L,train,0,rnn,1,1,10
8.5,1.016723,0.870203,1.421736,,inf,-0.04056,-0.886251,,-9.068642,,,0.902803,DO_mg.L,train,0,rnn,1,1,10
9.0,0.933545,0.893591,1.061799,,inf,0.007477,-0.76449,,-4.88417,,,0.90934,DO_mg.L,train,0,rnn,1,1,10
9.5,0.923817,0.899383,1.021206,,inf,0.039593,-0.803366,,-3.587708,,,0.903398,DO_mg.L,train,0,rnn,1,1,10
10.0,0.950357,0.896204,1.1455,,inf,0.06454,-0.895107,,-4.739353,,,0.896526,DO_mg.L,train,0,rnn,1,1,10
0.0,1.275836,-0.081359,2.043224,1.569741,0.14664,-0.245347,-1.959812,1.290659,-28.096668,-6.546995,-0.097704,0.291234,DO_mg.L,val,0,rnn,1,1,10
0.5,1.565648,-0.115269,3.438376,1.441078,0.174589,-0.494622,-3.034723,0.995685,-18.74282,-4.438731,-0.068829,0.256696,DO_mg.L,val,0,rnn,1,1,10
1.0,1.579428,-0.140617,3.413592,1.535739,0.180578,-0.465878,-3.008164,1.009124,-24.362768,-5.644723,-0.112518,0.273269,DO_mg.L,val,0,rnn,1,1,10
1.5,1.568638,-0.117817,3.371945,1.68991,0.182105,-0.407604,-2.930927,1.170338,-20.156554,-7.890872,-0.094878,0.272925,DO_mg.L,val,0,rnn,1,1,10
2.0,1.605675,-0.094939,3.371936,1.924287,0.192534,-0.292483,-2.868841,1.393448,-21.320036,-11.211,-0.088364,0.259264,DO_mg.L,val,0,rnn,1,1,10
2.5,1.629913,-0.141037,3.763094,1.520075,0.194472,-0.647173,-3.300649,0.963583,-27.676372,-4.352185,-0.112272,0.358265,DO_mg.L,val,0,rnn,1,1,10
3.0,1.731454,-0.09319,3.800283,1.532128,0.214874,-0.62169,-3.229327,0.763411,-21.951764,-4.094229,-0.074102,0.420378,DO_mg.L,val,0,rnn,1,1,10
3.5,1.668992,0.122021,3.595205,1.38752,0.21455,-0.5626,-2.976448,0.829793,-16.482793,-0.334221,0.283438,0.535996,DO_mg.L,val,0,rnn,1,1,10
4.0,1.535254,0.287313,3.062439,1.316394,0.216568,-0.469813,-2.359868,0.478571,-13.654692,0.157943,0.443797,0.631965,DO_mg.L,val,0,rnn,1,1,10
4.5,1.43562,0.419617,2.340957,1.470534,0.23284,-0.390949,-1.821543,0.623745,-16.631735,-0.067428,0.480199,0.70429,DO_mg.L,val,0,rnn,1,1,10
5.0,1.527959,0.367802,1.79347,1.882731,0.349163,-0.435211,-1.197189,0.512457,-19.133193,-0.861865,-0.03917,0.716975,DO_mg.L,val,0,rnn,1,1,10
5.5,1.628393,0.394732,1.760279,1.978893,0.616339,-0.487737,-1.294756,-0.042702,-31.190683,-2.115932,-1.794187,0.718987,DO_mg.L,val,0,rnn,1,1,10
6.0,1.756874,0.418771,1.450104,2.533927,inf,-0.418217,-1.14989,0.449087,-37.965077,-6.38446,,0.729999,DO_mg.L,val,0,rnn,1,1,10
6.5,2.002278,0.391526,1.438088,2.321419,inf,0.226675,-1.23043,1.395835,-47.183724,-6.505674,,0.697369,DO_mg.L,val,0,rnn,1,1,10
7.0,2.146342,0.427623,1.242447,2.197449,inf,0.70878,-1.195466,1.891654,-74.85853,-33.655704,,0.677263,DO_mg.L,val,0,rnn,1,1,10
7.5,1.99163,0.5563,1.353079,2.209201,inf,0.670853,-1.314921,1.975148,-77.534189,-1497.76255,,0.706114,DO_mg.L,val,0,rnn,1,1,10
8.0,1.849755,0.653382,1.415447,1.983301,inf,0.583997,-1.38459,1.552272,-61.360257,-68914.459541,,0.730882,DO_mg.L,val,0,rnn,1,1,10
8.5,1.793716,0.70112,1.447391,,inf,0.588259,-1.425035,,-71.547748,,,0.733779,DO_mg.L,val,0,rnn,1,1,10
9.0,1.745174,0.735953,1.511079,,inf,0.570321,-1.492596,,-106.114467,,,0.745237,DO_mg.L,val,0,rnn,1,1,10
9.5,1.696182,0.761213,1.654419,,inf,0.522715,-1.617093,,-200.204002,,,0.765563,DO_mg.L,val,0,rnn,1,1,10
10.0,1.640882,0.780615,1.723439,,inf,0.463006,-1.682528,,-153.371419,,,0.790592,DO_mg.L,val,0,rnn,1,1,10
0.0,0.798002,0.806192,1.263178,1.040222,0.105824,0.013578,-0.996979,0.649783,-1.310482,0.098978,0.830996,0.820704,DO_mg.L,train,0,rnn,1,2,10
0.5,0.735492,0.846912,1.246441,0.973406,0.099712,0.058501,-0.983699,0.64835,-1.359785,0.246824,0.865288,0.824568,DO_mg.L,train,0,rnn,1,2,10
1.0,0.703682,0.858213,0.998224,1.004529,0.100052,0.149793,-0.745247,0.676806,-0.962353,0.136112,0.868594,0.837524,DO_mg.L,train,0,rnn,1,2,10
1.5,0.688411,0.862528,0.910692,1.004079,0.100686,0.202516,-0.601492,0.672289,-0.952129,0.134503,0.871892,0.850179,DO_mg.L,train,0,rnn,1,2,10
2.0,0.689796,0.860665,0.892948,0.97533,0.101358,0.228737,-0.538765,0.65811,-0.794654,0.119185,0.871586,0.857999,DO_mg.L,train,0,rnn,1,2,10
2.5,0.675514,0.868294,0.937601,0.935959,0.099393,0.185816,-0.59434,0.588969,-1.109782,0.111018,0.879015,0.866009,DO_mg.L,train,0,rnn,1,2,10
3.0,0.663006,0.871157,1.056597,0.849444,0.093694,0.034871,-0.733122,0.395567,-1.71745,0.226975,0.887041,0.880756,DO_mg.L,train,0,rnn,1,2,10
3.5,0.710527,0.85461,1.041776,1.104375,inf,0.007768,-0.727839,0.451668,-2.006893,-0.418889,,0.878988,DO_mg.L,train,0,rnn,1,2,10
4.0,0.8152,0.823247,0.934823,1.362601,inf,0.050035,-0.610492,0.638539,-2.8682,-1.426905,,0.868862,DO_mg.L,train,0,rnn,1,2,10
4.5,0.843387,0.844018,0.987261,1.399917,inf,0.057365,-0.582526,0.789471,-3.76912,-1.293201,,0.868785,DO_mg.L,train,0,rnn,1,2,10
5.0,0.896276,0.847576,0.900753,1.389886,inf,0.04095,-0.563416,0.842903,-3.628842,-0.446221,,0.876136,DO_mg.L,train,0,rnn,1,2,10
5.5,0.981185,0.837761,0.890168,1.425919,inf,0.0022,-0.616212,0.862212,-4.927089,-0.55986,,0.883496,DO_mg.L,train,0,rnn,1,2,10
6.0,1.038582,0.838777,1.213118,1.53343,inf,0.070984,-0.815519,1.024397,-11.54135,-1.49322,,0.883956,DO_mg.L,train,0,rnn,1,2,10
6.5,1.063147,0.84094,1.196084,1.305274,inf,0.224526,-0.535932,0.902917,-11.334717,-6.89948,,0.892127,DO_mg.L,train,0,rnn,1,2,10
7.0,0.991593,0.868672,1.068155,0.815241,inf,0.203409,-0.378981,0.565039,-7.606699,-1502.756443,,0.9095,DO_mg.L,train,0,rnn,1,2,10
7.5,1.02027,0.862962,0.607983,1.038781,inf,0.19511,-0.109677,0.580877,-0.960415,-11260.195809,,0.911574,DO_mg.L,train,0,rnn,1,2,10
8.0,0.949864,0.884297,1.19183,0.950785,inf,0.019215,-0.355173,0.566023,-6.280779,-inf,,0.933103,DO_mg.L,train,0,rnn,1,2,10
8.5,0.931474,0.891057,1.41272,,inf,-0.008858,-0.461452,,-8.941347,,,0.936991,DO_mg.L,train,0,rnn,1,2,10
9.0,0.850134,0.911757,0.935238,,inf,0.049831,-0.24263,,-3.56504,,,0.943631,DO_mg.L,train,0,rnn,1,2,10
9.5,0.82564,0.919632,0.78452,,inf,0.093473,-0.231961,,-1.707558,,,0.939244,DO_mg.L,train,0,rnn,1,2,10
10.0,0.818326,0.923041,0.887752,,inf,0.1273,-0.277321,,-2.447115,,,0.935245,DO_mg.L,train,0,rnn,1,2,10
0.0,1.209544,0.028096,1.797469,1.560578,0.13762,-0.182903,-1.621568,1.145116,-21.518238,-6.459143,0.033192,0.415685,DO_mg.L,val,0,rnn,1,2,10
0.5,1.521812,-0.053691,3.428288,1.37583,0.170019,-0.415178,-2.853093,0.978965,-18.627141,-3.957381,-0.013605,0.346205,DO_mg.L,val,0,rnn,1,2,10
1.0,1.496399,-0.023847,3.312721,1.457592,0.169599,-0.357648,-2.773734,1.107533,-22.885987,-4.985687,0.018651,0.350733,DO_mg.L,val,0,rnn,1,2,10
1.5,1.492737,-0.01226,3.270686,1.648104,0.171998,-0.303252,-2.650828,1.298871,-18.904978,-7.456418,0.023285,0.343401,DO_mg.L,val,0,rnn,1,2,10
2.0,1.539338,-0.006334,3.25452,1.868217,0.182795,-0.232547,-2.678287,1.576177,-19.79266,-10.509758,0.018954,0.31055,DO_mg.L,val,0,rnn,1,2,10
2.5,1.519776,0.007959,3.49802,1.723309,0.181373,-0.442362,-2.919874,1.300613,-23.778704,-5.879032,0.032519,0.380888,DO_mg.L,val,0,rnn,1,2,10
3.0,1.59356,0.074001,3.493034,2.0921,0.198723,-0.273805,-2.84087,1.817808,-18.390531,-8.498464,0.081299,0.322653,DO_mg.L,val,0,rnn,1,2,10
3.5,1.620663,0.172132,3.281568,2.600142,0.228547,-0.157778,-2.603004,2.266864,-13.565537,-3.685365,0.186895,0.352426,DO_mg.L,val,0,rnn,1,2,10
4.0,1.501453,0.318349,2.948002,2.346826,0.236909,-0.093525,-2.199496,1.969252,-12.579924,-1.67628,0.334405,0.465191,DO_mg.L,val,0,rnn,1,2,10
4.5,1.305705,0.519907,2.175126,2.005563,0.225982,-0.059434,-1.626692,1.748324,-14.222186,-0.985458,0.51037,0.614676,DO_mg.L,val,0,rnn,1,2,10
5.0,1.188184,0.617706,1.596165,1.673229,0.221454,-0.090101,-0.951882,1.234874,-14.947043,-0.47056,0.597989,0.746171,DO_mg.L,val,0,rnn,1,2,10
5.5,1.094898,0.726362,1.507594,1.123517,0.185998,-0.124426,-0.951106,0.603131,-22.612163,-0.004391,0.776053,0.847532,DO_mg.L,val,0,rnn,1,2,10
6.0,1.187724,0.734358,1.08786,1.227611,inf,-0.041078,-0.633227,0.430799,-20.929215,-0.733213,,0.8607,DO_mg.L,val,0,rnn,1,2,10
6.5,1.769766,0.524638,0.469761,2.151696,inf,0.664792,-0.367225,1.189254,-4.141427,-5.448288,,0.754041,DO_mg.L,val,0,rnn,1,2,10
7.0,2.365554,0.304735,0.49705,2.463395,inf,1.136354,-0.35205,1.794284,-11.140818,-42.5517,,0.62712,DO_mg.L,val,0,rnn,1,2,10
7.5,2.455338,0.325637,0.599754,2.000599,inf,1.036907,-0.4129,1.610566,-14.429743,-1228.087126,,0.631035,DO_mg.L,val,0,rnn,1,2,10
8.0,2.30119,0.463551,0.762659,1.405202,inf,0.838175,-0.577651,0.986588,-17.104303,-34594.270101,,0.698868,DO_mg.L,val,0,rnn,1,2,10
8.5,2.202651,0.549307,0.82837,,inf,0.848609,-0.671109,,-22.762959,,,0.718124,DO_mg.L,val,0,rnn,1,2,10
