Depth_m_idx,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,rep_id,model,fold_id,nlayer,nstates
6.0,0.768536,0.91282,1.155127,0.686518,inf,-0.205378,-0.719702,0.096976,-15.408055,0.431125,,0.939743,DO_mg.L,train,9,rnn,3,1,100
6.5,0.718421,0.93025,0.981199,0.62816,inf,-0.091627,-0.427499,0.221934,-10.927722,-2.577701,,0.95862,DO_mg.L,train,9,rnn,3,1,100
7.0,0.569123,0.959657,0.581114,0.520584,inf,-0.010209,-0.18963,0.22089,-2.37225,-5001.493515,,0.973103,DO_mg.L,train,9,rnn,3,1,100
7.5,0.549024,0.964084,0.40306,0.496136,inf,-0.013238,-0.152556,0.184125,-0.447223,-199104.942426,,0.976913,DO_mg.L,train,9,rnn,3,1,100
8.0,0.47631,0.973903,0.355024,,inf,0.003705,-0.115468,,0.070205,,,0.984103,DO_mg.L,train,9,rnn,3,1,100
8.5,0.452382,0.97705,0.353092,,inf,-0.007777,-0.104876,,0.129087,,,0.986577,DO_mg.L,train,9,rnn,3,1,100
9.0,0.43597,0.9792,0.332142,,inf,0.00151,-0.108134,,0.075945,,,0.988124,DO_mg.L,train,9,rnn,3,1,100
9.5,0.46984,0.976358,0.307005,,inf,0.024986,-0.115426,,0.308999,,,0.982328,DO_mg.L,train,9,rnn,3,1,100
10.0,0.526267,0.970824,0.287904,,inf,0.070074,-0.132055,,0.419576,,,0.967999,DO_mg.L,train,9,rnn,3,1,100
0.0,1.74287,0.416272,2.883556,3.447898,0.276345,0.036638,-2.716695,3.357989,-7.136384,-21.162368,0.365009,0.361472,DO_mg.L,val,9,rnn,3,1,100
0.5,1.692155,0.474203,2.747401,3.317068,0.281124,0.099447,-2.579265,3.206852,-7.881732,-21.259868,0.421536,0.418337,DO_mg.L,val,9,rnn,3,1,100
1.0,1.649538,0.494118,2.574258,3.181377,0.280044,0.180089,-2.416216,3.070739,-8.693651,-24.163559,0.43542,0.44404,DO_mg.L,val,9,rnn,3,1,100
1.5,1.647349,0.508631,2.47636,3.230318,0.291198,0.258241,-2.314861,3.125592,-10.200552,-25.473264,0.437279,0.459802,DO_mg.L,val,9,rnn,3,1,100
2.0,1.639794,0.498547,2.407359,3.1984,0.290045,0.335233,-2.21989,3.09771,-10.071758,-27.418895,0.428806,0.466462,DO_mg.L,val,9,rnn,3,1,100
2.5,1.663766,0.53133,2.441973,3.243049,0.299596,0.177527,-2.273836,3.153987,-12.058847,-35.902244,0.455735,0.482317,DO_mg.L,val,9,rnn,3,1,100
3.0,1.654065,0.517976,2.435256,3.1976,0.288192,0.16773,-2.26563,3.081522,-17.889136,-36.555693,0.454046,0.482286,DO_mg.L,val,9,rnn,3,1,100
3.5,1.652675,0.513003,2.47978,3.218428,0.286405,0.1249,-2.285356,3.037108,-29.348803,-51.774717,0.45193,0.49191,DO_mg.L,val,9,rnn,3,1,100
4.0,1.686368,0.492778,2.500274,3.332376,0.298476,0.114803,-2.271162,3.076241,-98.498732,-69.353091,0.431539,0.510971,DO_mg.L,val,9,rnn,3,1,100
4.5,1.753229,0.471087,2.7738,3.182276,0.309511,-0.013947,-2.517691,2.797634,-126.038503,-80.988052,0.42325,0.522896,DO_mg.L,val,9,rnn,3,1,100
5.0,1.783678,0.453515,2.651247,3.138646,0.321859,-0.103153,-2.283402,2.712781,-100.276293,-135.87822,0.398451,0.56981,DO_mg.L,val,9,rnn,3,1,100
5.5,1.896625,0.37006,2.624804,2.851116,0.356256,-0.279721,-2.239637,2.40024,-93.640789,-102.509999,0.272676,0.59379,DO_mg.L,val,9,rnn,3,1,100
6.0,2.211347,0.170846,3.677312,2.87041,0.595685,-0.28672,-2.828438,2.65192,-192.123951,-35.650522,-0.620546,0.54445,DO_mg.L,val,9,rnn,3,1,100
6.5,2.48925,-0.045811,3.63764,2.898412,inf,-0.125208,-2.456397,2.537958,-154.535874,-12.526224,,0.455978,DO_mg.L,val,9,rnn,3,1,100
7.0,2.500949,-0.031018,4.433944,2.283259,inf,-0.346675,-3.162142,1.677354,-136.506694,-8.488419,,0.466546,DO_mg.L,val,9,rnn,3,1,100
7.5,2.408992,0.026572,3.544659,3.203175,inf,-0.271947,-2.546576,2.200509,-34.924586,-36.549992,,0.490973,DO_mg.L,val,9,rnn,3,1,100
8.0,2.190994,0.227421,3.630174,2.620708,inf,-0.368331,-2.928755,1.699768,-31.924201,-66.941729,,0.525978,DO_mg.L,val,9,rnn,3,1,100
8.5,2.21644,0.25032,4.147763,1.977121,inf,-0.490956,-3.527824,1.27701,-41.14118,-1511.437358,,0.491941,DO_mg.L,val,9,rnn,3,1,100
9.0,1.96353,0.43612,3.962702,1.534679,inf,-0.458255,-3.426729,1.082397,-28.931845,-inf,,0.560751,DO_mg.L,val,9,rnn,3,1,100
9.5,1.78953,0.556779,4.230967,,inf,-0.361841,-3.778835,,-29.856074,,,0.583895,DO_mg.L,val,9,rnn,3,1,100
10.0,1.708629,0.604298,4.262149,,inf,-0.305547,-3.83237,,-34.40533,,,0.571776,DO_mg.L,val,9,rnn,3,1,100
0.0,0.556962,0.871808,0.468325,0.429063,0.066463,-0.054946,-0.198482,-0.156622,0.361939,0.791633,0.894572,0.927304,DO_mg.L,train,9,rnn,3,2,100
0.5,0.361802,0.954184,0.695731,0.4052,0.044787,-0.085493,-0.361719,-0.139685,0.108538,0.812773,0.958542,0.970553,DO_mg.L,train,9,rnn,3,2,100
1.0,0.312506,0.965785,0.507233,0.395121,0.041179,0.000115,-0.209107,-0.067939,0.387001,0.830144,0.966673,0.980869,DO_mg.L,train,9,rnn,3,2,100
1.5,0.292291,0.969259,0.396773,0.298185,0.037756,0.05689,-0.070389,-0.070864,0.611956,0.899862,0.97204,0.982295,DO_mg.L,train,9,rnn,3,2,100
2.0,0.317378,0.963737,0.357428,0.389422,0.041375,0.093248,-0.068537,0.000216,0.698873,0.824486,0.96726,0.979528,DO_mg.L,train,9,rnn,3,2,100
2.5,0.317614,0.964516,0.427443,0.307597,0.041128,0.074805,-0.089006,-0.011475,0.59855,0.890543,0.968757,0.980753,DO_mg.L,train,9,rnn,3,2,100
3.0,0.386957,0.946398,0.504694,0.51312,0.053703,-0.038306,-0.242926,-0.140858,0.549103,0.639893,0.944131,0.970794,DO_mg.L,train,9,rnn,3,2,100
3.5,0.466686,0.926196,0.480349,0.664184,inf,-0.031561,-0.246672,-0.034276,0.577883,0.511087,,0.963021,DO_mg.L,train,9,rnn,3,2,100
4.0,0.573608,0.899944,0.447267,0.840365,inf,0.035382,-0.087257,0.109391,0.535271,0.313865,,0.950021,DO_mg.L,train,9,rnn,3,2,100
4.5,0.531167,0.931605,0.377537,0.776978,inf,0.015449,-0.100582,-0.043289,0.534333,0.498347,,0.959622,DO_mg.L,train,9,rnn,3,2,100
5.0,0.539194,0.940622,0.381116,0.723325,inf,-0.003409,-0.126303,-0.040525,0.241577,0.698319,,0.966607,DO_mg.L,train,9,rnn,3,2,100
5.5,0.520588,0.953009,0.398606,0.567346,inf,-0.02982,-0.220366,0.009254,-0.204146,0.765984,,0.975616,DO_mg.L,train,9,rnn,3,2,100
6.0,0.567427,0.952477,0.580261,0.597102,inf,-0.048174,-0.357418,0.098822,-3.140415,0.569662,,0.974483,DO_mg.L,train,9,rnn,3,2,100
6.5,0.578546,0.954766,0.611574,0.540681,inf,0.016443,-0.2072,0.1463,-3.633847,-1.650609,,0.975347,DO_mg.L,train,9,rnn,3,2,100
7.0,0.467604,0.972766,0.448798,0.38769,inf,0.068215,-0.109972,0.11737,-1.011407,-2773.428976,,0.980076,DO_mg.L,train,9,rnn,3,2,100
7.5,0.442995,0.976617,0.304349,0.399287,inf,0.053706,-0.061966,0.112308,0.174833,-128958.452801,,0.983073,DO_mg.L,train,9,rnn,3,2,100
8.0,0.392354,0.982292,0.26505,,inf,0.006056,-0.057004,,0.481762,,,0.990443,DO_mg.L,train,9,rnn,3,2,100
8.5,0.378266,0.983954,0.229457,,inf,-0.007158,-0.025888,,0.632207,,,0.990494,DO_mg.L,train,9,rnn,3,2,100
9.0,0.334469,0.987758,0.225729,,inf,0.021698,-0.021876,,0.5732,,,0.991171,DO_mg.L,train,9,rnn,3,2,100
9.5,0.327198,0.988534,0.201384,,inf,0.037582,-0.027879,,0.702672,,,0.988167,DO_mg.L,train,9,rnn,3,2,100
10.0,0.425504,0.980927,0.171911,,inf,0.082054,-0.012065,,0.793054,,,0.976928,DO_mg.L,train,9,rnn,3,2,100
0.0,1.800782,0.376835,2.445203,3.868892,0.287705,0.317806,-2.198634,3.678747,-4.850654,-26.90491,0.31173,0.396449,DO_mg.L,val,9,rnn,3,2,100
0.5,1.829179,0.385601,2.307063,4.093147,0.30495,0.30669,-2.088134,3.81172,-5.262856,-32.894441,0.319328,0.40419,DO_mg.L,val,9,rnn,3,2,100
1.0,1.792583,0.402574,2.147908,3.844225,0.302904,0.332684,-1.948859,3.606581,-5.748614,-35.741717,0.339486,0.416914,DO_mg.L,val,9,rnn,3,2,100
1.5,1.760889,0.438563,2.157986,3.627774,0.307376,0.353361,-1.95087,3.428711,-7.505682,-32.388543,0.373017,0.444337,DO_mg.L,val,9,rnn,3,2,100
2.0,1.673236,0.477886,2.219849,3.378702,0.292683,0.317607,-1.973363,3.210832,-8.414169,-30.713281,0.418366,0.470723,DO_mg.L,val,9,rnn,3,2,100
2.5,1.724885,0.496264,2.711223,3.060475,0.29485,0.130817,-2.621382,2.874882,-15.097319,-31.864224,0.472842,0.477633,DO_mg.L,val,9,rnn,3,2,100
3.0,1.563924,0.569082,2.485735,2.87705,0.262893,0.104489,-2.362892,2.660845,-18.680335,-29.403413,0.545692,0.5429,DO_mg.L,val,9,rnn,3,2,100
3.5,1.519182,0.588498,2.482956,2.768829,0.254868,0.08828,-2.351423,2.406207,-29.426599,-38.059851,0.565986,0.580746,DO_mg.L,val,9,rnn,3,2,100
4.0,1.474046,0.612461,2.548875,2.619631,0.250795,0.036002,-2.382046,2.2513,-102.404511,-42.476588,0.598655,0.61179,DO_mg.L,val,9,rnn,3,2,100
4.5,1.523856,0.600428,2.823945,2.20242,0.252388,-0.08782,-2.580316,1.767649,-130.673245,-38.271264,0.616493,0.636417,DO_mg.L,val,9,rnn,3,2,100
5.0,1.620408,0.548982,2.826723,2.017059,0.294303,-0.321721,-2.374116,1.392757,-114.126125,-55.531018,0.497046,0.710501,DO_mg.L,val,9,rnn,3,2,100
5.5,1.779305,0.445583,2.81267,1.658341,0.445773,-0.534248,-2.237807,0.769567,-107.673103,-34.018696,-0.138756,0.735582,DO_mg.L,val,9,rnn,3,2,100
6.0,2.086411,0.26189,3.563313,1.751711,0.693035,-0.738024,-2.615758,0.688419,-180.335665,-12.649509,-1.193504,0.673763,DO_mg.L,val,9,rnn,3,2,100
6.5,2.46023,-0.021569,4.032395,2.234163,inf,-0.766436,-2.699732,1.006732,-190.124902,-7.036854,,0.557908,DO_mg.L,val,9,rnn,3,2,100
7.0,2.748604,-0.245319,4.821993,1.654543,inf,-1.051709,-3.766744,0.370068,-161.628478,-3.982414,,0.461006,DO_mg.L,val,9,rnn,3,2,100
7.5,2.813536,-0.327817,3.886389,3.414024,inf,-1.109006,-3.122112,2.196435,-42.185241,-41.656128,,0.389108,DO_mg.L,val,9,rnn,3,2,100
8.0,2.746272,-0.213801,4.156709,2.467804,inf,-1.435538,-3.516936,1.401147,-42.167765,-59.244965,,0.386354,DO_mg.L,val,9,rnn,3,2,100
8.5,2.658926,-0.078888,4.636546,1.46775,inf,-1.458394,-4.123332,0.76318,-51.658445,-832.517716,,0.370569,DO_mg.L,val,9,rnn,3,2,100
9.0,2.435759,0.132279,4.224839,1.219511,inf,-1.319149,-3.820008,0.778469,-33.022877,-inf,,0.378689,DO_mg.L,val,9,rnn,3,2,100
9.5,2.378544,0.216994,4.427858,,inf,-1.229851,-4.130475,,-32.794713,,,0.348532,DO_mg.L,val,9,rnn,3,2,100
10.0,2.337536,0.259391,4.455116,,inf,-1.136416,-4.088384,,-37.683829,,,0.325124,DO_mg.L,val,9,rnn,3,2,100
0.0,0.621571,0.87571,0.606948,0.391932,0.074138,-0.143612,-0.446396,-0.047286,-0.132884,0.872865,0.915511,0.937645,DO_mg.L,train,9,rnn,4,1,100
0.5,0.424056,0.95025,0.804804,0.342097,0.04999,-0.178199,-0.602918,0.012254,-0.225426,0.903929,0.967078,0.935494,DO_mg.L,train,9,rnn,4,1,100
1.0,0.365853,0.963122,0.581376,0.388074,0.04635,-0.085438,-0.458106,0.089771,0.176266,0.86602,0.972851,0.944156,DO_mg.L,train,9,rnn,4,1,100
1.5,0.343947,0.967334,0.4687,0.356947,0.045196,-0.024236,-0.341968,0.132094,0.435424,0.887781,0.975272,0.950453,DO_mg.L,train,9,rnn,4,1,100
2.0,0.368546,0.96244,0.453762,0.443886,0.050442,0.010582,-0.318382,0.159881,0.493084,0.813147,0.969678,0.953626,DO_mg.L,train,9,rnn,4,1,100
2.5,0.411244,0.954688,0.607641,0.393254,0.055362,-0.032935,-0.435456,0.124139,0.142532,0.832754,0.964833,0.946699,DO_mg.L,train,9,rnn,4,1,100
3.0,0.473001,0.938839,0.789084,0.402453,0.063424,-0.157434,-0.613903,-0.061869,-0.161419,0.817828,0.951295,0.954006,DO_mg.L,train,9,rnn,4,1,100
3.5,0.492015,0.935705,0.751629,0.511246,inf,-0.173473,-0.55527,-0.050244,-0.101852,0.673077,,0.956194,DO_mg.L,train,9,rnn,4,1,100
4.0,0.482689,0.942897,0.742561,0.552369,inf,-0.110588,-0.460163,0.115189,-0.430691,0.606439,,0.953457,DO_mg.L,train,9,rnn,4,1,100
4.5,0.531576,0.942415,0.67023,0.815995,inf,-0.08421,-0.428963,0.344577,-0.720904,0.173389,,0.933938,DO_mg.L,train,9,rnn,4,1,100
5.0,0.561908,0.943821,0.62656,0.699596,inf,-0.103384,-0.466768,0.289289,-1.363205,0.598584,,0.93233,DO_mg.L,train,9,rnn,4,1,100
5.5,0.700388,0.922663,0.897755,0.610649,inf,-0.191215,-0.700303,0.252505,-5.837127,0.687783,,0.926347,DO_mg.L,train,9,rnn,4,1,100
6.0,0.913141,0.884278,1.529398,0.570015,inf,-0.238666,-0.998051,0.227014,-32.440418,0.640676,,0.918883,DO_mg.L,train,9,rnn,4,1,100
6.5,0.742846,0.928786,1.056672,0.580527,inf,-0.014536,-0.515459,0.315168,-14.420079,-2.308108,,0.9513,DO_mg.L,train,9,rnn,4,1,100
7.0,0.651236,0.948784,0.549165,0.519277,inf,0.09105,-0.197586,0.266039,-2.380392,-3377.720068,,0.960152,DO_mg.L,train,9,rnn,4,1,100
7.5,0.711693,0.94169,0.332508,0.653958,inf,0.138431,-0.069023,0.297751,-0.049381,-48629.267816,,0.951721,DO_mg.L,train,9,rnn,4,1,100
8.0,0.508859,0.971436,0.291665,,inf,0.085349,-0.070308,,0.316479,,,0.973862,DO_mg.L,train,9,rnn,4,1,100
8.5,0.468099,0.976524,0.253591,,inf,0.087327,-0.053626,,0.511916,,,0.973586,DO_mg.L,train,9,rnn,4,1,100
9.0,0.442294,0.97965,0.293699,,inf,0.133889,-0.053811,,0.248901,,,0.962094,DO_mg.L,train,9,rnn,4,1,100
9.5,0.457979,0.978723,0.276948,,inf,0.15564,-0.073249,,0.409931,,,0.954744,DO_mg.L,train,9,rnn,4,1,100
10.0,0.519555,0.972961,0.253881,,inf,0.183513,-0.068988,,0.555261,,,0.946009,DO_mg.L,train,9,rnn,4,1,100
0.0,1.520692,0.117226,2.637721,1.83746,0.18467,-0.296816,-2.496206,1.032592,-5.07091,-40.581279,-0.040448,0.409394,DO_mg.L,val,9,rnn,4,1,100
0.5,1.45009,0.153567,2.404568,1.842739,0.179498,-0.207923,-2.289955,1.014567,-5.014874,-34.223027,-0.003477,0.440401,DO_mg.L,val,9,rnn,4,1,100
1.0,1.400621,0.165678,2.194207,1.885179,0.176173,-0.160398,-2.08288,1.075601,-5.434197,-40.538016,0.014721,0.459919,DO_mg.L,val,9,rnn,4,1,100
1.5,1.392448,0.144235,2.129977,1.913182,0.178272,-0.145672,-2.004641,1.212985,-6.53242,-33.568842,-0.01045,0.454761,DO_mg.L,val,9,rnn,4,1,100
2.0,1.409945,0.106772,2.125205,1.979089,0.183629,-0.098708,-1.991226,1.448735,-6.823737,-23.466319,-0.055124,0.435816,DO_mg.L,val,9,rnn,4,1,100
2.5,1.452511,0.067499,2.101431,2.065029,0.192369,-0.175734,-1.954394,1.420246,-8.044877,-19.99915,-0.116451,0.434333,DO_mg.L,val,9,rnn,4,1,100
3.0,1.515736,-0.005864,2.154016,2.089217,0.204661,-0.25998,-2.007619,1.528991,-13.092481,-15.233629,-0.226513,0.414536,DO_mg.L,val,9,rnn,4,1,100
3.5,1.463538,0.096292,2.039089,2.082847,0.199067,-0.165896,-1.912796,1.543306,-18.18208,-11.923807,-0.021005,0.446688,DO_mg.L,val,9,rnn,4,1,100
4.0,1.432716,0.158683,2.023353,2.182432,0.194337,0.001308,-1.875195,1.584658,-57.982782,-19.390525,0.132343,0.41318,DO_mg.L,val,9,rnn,4,1,100
4.5,1.566269,0.087686,2.397966,2.384209,0.2244,0.014076,-2.174878,1.650427,-90.116909,-17.179729,0.038077,0.38103,DO_mg.L,val,9,rnn,4,1,100
5.0,1.763846,-0.059211,3.037521,2.960203,0.281368,0.030495,-2.696653,2.064353,-73.808378,-25.118034,-0.147205,0.339429,DO_mg.L,val,9,rnn,4,1,100
5.5,1.84279,0.006652,2.597901,2.697238,0.349616,0.131064,-2.347234,2.229321,-44.180888,-12.94453,-0.202973,0.406014,DO_mg.L,val,9,rnn,4,1,100
6.0,2.158687,-0.145485,2.736055,2.882781,0.484439,0.243198,-2.240737,2.434059,-23.984493,-30.547487,-0.405271,0.375635,DO_mg.L,val,9,rnn,4,1,100
6.5,2.541611,-0.509941,3.866739,2.841971,inf,0.229296,-3.039973,2.463772,-34.085318,-35.221995,,0.254248,DO_mg.L,val,9,rnn,4,1,100
7.0,2.728918,-0.568629,3.926995,2.617151,inf,0.30355,-3.024769,2.217047,-45.73721,-20.142618,,0.285777,DO_mg.L,val,9,rnn,4,1,100
7.5,2.768513,-0.723482,3.306287,2.579285,inf,0.21568,-2.297349,2.167535,-138.002577,-16.815244,,0.304131,DO_mg.L,val,9,rnn,4,1,100
8.0,2.616796,-0.519604,2.920144,2.36395,inf,0.586976,-2.065065,2.087212,-91.993371,-21.373675,,0.353718,DO_mg.L,val,9,rnn,4,1,100
8.5,2.567835,-0.375876,2.676745,2.373946,inf,0.755633,-1.842931,2.004314,-51.483511,-32.739447,,0.401247,DO_mg.L,val,9,rnn,4,1,100
9.0,2.491545,-0.231931,1.70691,2.329067,inf,1.077361,-1.307564,1.996182,-19.383495,-441.581369,,0.433056,DO_mg.L,val,9,rnn,4,1,100
9.5,2.515519,-0.182061,1.667913,,inf,1.343911,-1.396078,,-15.24114,,,0.383898,DO_mg.L,val,9,rnn,4,1,100
10.0,2.608271,-0.226826,1.692228,,inf,1.598851,-1.448395,,-16.263382,,,0.26585,DO_mg.L,val,9,rnn,4,1,100
0.0,0.578651,0.892282,0.526446,0.506248,0.076288,-0.2049,-0.405853,-0.38341,0.147706,0.787886,0.910538,0.934606,DO_mg.L,train,9,rnn,4,2,100
0.5,0.390527,0.957806,0.713035,0.413164,0.052826,-0.226732,-0.487664,-0.299499,0.038103,0.859867,0.963237,0.969957,DO_mg.L,train,9,rnn,4,2,100
1.0,0.288935,0.976998,0.476321,0.379395,0.043913,-0.118435,-0.320507,-0.194242,0.447067,0.871946,0.975632,0.982633,DO_mg.L,train,9,rnn,4,2,100
1.5,0.247468,0.98309,0.327206,0.280669,0.036867,-0.039253,-0.170645,-0.132947,0.724846,0.930618,0.983546,0.986532,DO_mg.L,train,9,rnn,4,2,100
2.0,0.296848,0.975632,0.306663,0.451715,0.043488,0.007793,-0.106588,-0.066403,0.768473,0.806498,0.977462,0.982693,DO_mg.L,train,9,rnn,4,2,100
2.5,0.286176,0.978058,0.373488,0.343548,0.043704,-0.011098,-0.144689,-0.09075,0.676051,0.872361,0.978084,0.985346,DO_mg.L,train,9,rnn,4,2,100
3.0,0.399254,0.956424,0.458374,0.567056,0.060285,-0.108744,-0.27064,-0.216529,0.608094,0.638336,0.955996,0.965934,DO_mg.L,train,9,rnn,4,2,100
3.5,0.47075,0.941142,0.467502,0.688172,inf,-0.098717,-0.252662,-0.116194,0.573731,0.407647,,0.967267,DO_mg.L,train,9,rnn,4,2,100
4.0,0.484305,0.942514,0.436182,0.869065,inf,-0.03233,-0.134541,0.104448,0.506351,0.025779,,0.970211,DO_mg.L,train,9,rnn,4,2,100
4.5,0.469048,0.955166,0.402438,0.807343,inf,-0.002785,-0.123688,0.268461,0.379551,0.190825,,0.971297,DO_mg.L,train,9,rnn,4,2,100
5.0,0.519985,0.951891,0.392118,0.495135,inf,0.006361,-0.099996,0.122258,0.074429,0.79893,,0.975358,DO_mg.L,train,9,rnn,4,2,100
5.5,0.600113,0.943222,0.398498,0.564011,inf,0.028211,-0.182915,0.160135,-0.347132,0.733652,,0.971362,DO_mg.L,train,9,rnn,4,2,100
6.0,0.616,0.947337,0.339318,0.639956,inf,0.058277,-0.159448,0.217068,-0.646054,0.547089,,0.97121,DO_mg.L,train,9,rnn,4,2,100
6.5,0.831157,0.910848,0.46261,0.599418,inf,0.157816,-0.152949,0.231039,-1.95554,-2.526916,,0.948548,DO_mg.L,train,9,rnn,4,2,100
7.0,0.595475,0.957179,0.46635,0.395508,inf,0.053722,-0.121114,0.230892,-1.43773,-1959.033153,,0.970081,DO_mg.L,train,9,rnn,4,2,100
7.5,0.483887,0.973045,0.322142,0.289868,inf,0.005323,-0.077961,0.166099,0.015026,-9553.513749,,0.975732,DO_mg.L,train,9,rnn,4,2,100
8.0,0.417149,0.980804,0.312239,,inf,-0.070313,-0.123162,,0.216646,,,0.978782,DO_mg.L,train,9,rnn,4,2,100
8.5,0.412669,0.981755,0.319605,,inf,-0.072356,-0.129593,,0.224727,,,0.976743,DO_mg.L,train,9,rnn,4,2,100
9.0,0.347825,0.987415,0.332226,,inf,-0.020948,-0.116587,,0.038918,,,0.982173,DO_mg.L,train,9,rnn,4,2,100
9.5,0.367157,0.986325,0.308284,,inf,0.014427,-0.109618,,0.268848,,,0.980089,DO_mg.L,train,9,rnn,4,2,100
10.0,0.413331,0.982887,0.21606,,inf,0.059241,-0.07219,,0.677897,,,0.973151,DO_mg.L,train,9,rnn,4,2,100
0.0,1.400596,0.251153,2.835493,1.176313,0.159026,-0.060305,-2.578303,0.55859,-6.015413,-16.041498,0.228446,0.465639,DO_mg.L,val,9,rnn,4,2,100
0.5,1.461735,0.139917,2.832612,1.245719,0.168453,0.042926,-2.547442,0.580426,-7.346926,-15.096789,0.11622,0.413494,DO_mg.L,val,9,rnn,4,2,100
1.0,1.576657,-0.057223,2.806248,1.453395,0.186331,0.08759,-2.46441,0.727048,-9.524247,-23.689246,-0.102178,0.336669,DO_mg.L,val,9,rnn,4,2,100
1.5,1.532178,-0.036132,2.467731,1.604628,0.185557,0.144167,-2.056495,0.799671,-9.110679,-23.317622,-0.094718,0.384842,DO_mg.L,val,9,rnn,4,2,100
2.0,1.537691,-0.062419,2.535064,1.818354,0.189624,0.186629,-2.117835,0.885825,-10.13244,-19.653564,-0.125153,0.36858,DO_mg.L,val,9,rnn,4,2,100
2.5,1.555952,-0.070047,2.564462,1.959299,0.194031,0.126347,-2.126579,0.903393,-12.469914,-17.903867,-0.13582,0.369733,DO_mg.L,val,9,rnn,4,2,100
3.0,1.571172,-0.080786,2.57685,2.027198,0.19837,0.035003,-2.253166,1.01692,-19.168234,-14.284135,-0.152273,0.342098,DO_mg.L,val,9,rnn,4,2,100
3.5,1.635876,-0.12907,2.628158,2.507402,0.218043,0.123537,-2.438047,1.741878,-30.865912,-17.729388,-0.224946,0.266572,DO_mg.L,val,9,rnn,4,2,100
4.0,1.69528,-0.177938,2.567828,2.690031,0.260342,0.137961,-2.390424,1.789745,-93.997919,-29.97858,-0.557142,0.297678,DO_mg.L,val,9,rnn,4,2,100
4.5,1.756424,-0.147283,2.571222,2.790944,0.295884,0.046878,-2.326558,1.590355,-103.759142,-23.911564,-0.672388,0.377358,DO_mg.L,val,9,rnn,4,2,100
5.0,2.207362,-0.658856,3.863382,3.243458,0.409884,-0.169845,-3.482024,1.82207,-120.017134,-30.355524,-1.434517,0.23483,DO_mg.L,val,9,rnn,4,2,100
5.5,2.523204,-0.86232,4.31801,3.092285,0.616052,-0.030903,-3.607037,1.934135,-123.817867,-17.328398,-2.735138,0.226921,DO_mg.L,val,9,rnn,4,2,100
6.0,3.021376,-1.243983,5.358064,4.074496,0.994389,0.164552,-4.477235,3.073115,-94.815714,-62.021606,-4.900191,0.115468,DO_mg.L,val,9,rnn,4,2,100
6.5,3.116268,-1.269925,4.612503,4.024574,inf,0.34659,-3.407434,3.144388,-48.923945,-71.639492,,0.121394,DO_mg.L,val,9,rnn,4,2,100
7.0,2.702213,-0.538078,4.235299,3.045539,inf,0.292239,-3.216809,2.649847,-53.363851,-27.630529,,0.251552,DO_mg.L,val,9,rnn,4,2,100
7.5,2.511231,-0.418034,3.353261,2.793653,inf,0.379197,-2.288845,2.462289,-141.980415,-19.899612,,0.339149,DO_mg.L,val,9,rnn,4,2,100
8.0,2.502809,-0.3901,2.941826,2.294637,inf,0.117957,-1.914583,1.658605,-93.379443,-20.080886,,0.407903,DO_mg.L,val,9,rnn,4,2,100
8.5,2.432553,-0.234723,2.627726,2.26574,inf,0.616573,-1.794605,1.627342,-49.578884,-29.733804,,0.438495,DO_mg.L,val,9,rnn,4,2,100
9.0,2.405191,-0.148016,1.62195,2.284641,inf,1.051879,-1.332172,1.841807,-17.404852,-424.858509,,0.44479,DO_mg.L,val,9,rnn,4,2,100
9.5,2.472729,-0.142188,1.627884,,inf,1.43795,-1.346049,,-14.470927,,,0.363502,DO_mg.L,val,9,rnn,4,2,100
10.0,2.605809,-0.224511,1.712995,,inf,1.746097,-1.444687,,-16.689681,,,0.218081,DO_mg.L,val,9,rnn,4,2,100
0.0,0.56927,0.882493,0.636038,0.505706,0.073469,-0.179976,-0.459523,-0.294965,0.450043,0.83661,0.900044,0.940931,DO_mg.L,train,9,rnn,5,1,100
0.5,0.411473,0.947523,0.779497,0.439187,0.053972,-0.191263,-0.545741,-0.212696,0.215547,0.881379,0.954585,0.96127,DO_mg.L,train,9,rnn,5,1,100
1.0,0.348223,0.96166,0.496828,0.462381,0.049972,-0.102833,-0.294771,-0.152398,0.576535,0.86437,0.961939,0.978349,DO_mg.L,train,9,rnn,5,1,100
1.5,0.313015,0.968547,0.379072,0.348955,0.043584,-0.039804,-0.106003,-0.093026,0.718609,0.923679,0.972163,0.982416,DO_mg.L,train,9,rnn,5,1,100
2.0,0.322475,0.96633,0.363273,0.353934,0.045185,-0.009618,-0.054235,-0.03469,0.745117,0.915047,0.970423,0.981212,DO_mg.L,train,9,rnn,5,1,100
2.5,0.334327,0.964685,0.404771,0.382985,0.047146,-0.029164,-0.10927,-0.002469,0.659449,0.897291,0.968904,0.982121,DO_mg.L,train,9,rnn,5,1,100
3.0,0.408414,0.947746,0.625608,0.431314,0.056054,-0.141722,-0.383454,-0.101953,0.184185,0.862237,0.955121,0.968957,DO_mg.L,train,9,rnn,5,1,100
3.5,0.449458,0.938381,0.632027,0.625715,inf,-0.169295,-0.384149,7.8e-05,0.084464,0.693892,,0.95752,DO_mg.L,train,9,rnn,5,1,100
4.0,0.486251,0.932651,0.629718,0.77245,inf,-0.118343,-0.386378,0.172858,-0.56107,0.469286,,0.949264,DO_mg.L,train,9,rnn,5,1,100
