none,doy,hour_of_day,Depth_m,WaterTemp_C,Cloud_cov_fraction,DewPoint_C,AirTemp_C,Pressure_hPa,WWind_m.s,SWind_m.s,Datetime,val_period,Depth_m_raw,group_number
6.562301418276589,0.6358963999150412,0.32631588301388464,1.6129839672411919,-0.539011536515811,-0.20966246737903638,0.021507713700963715,0.0851026508719891,0.25484299602402916,-0.009624727383877874,-0.5851361278594464,2021-11-02 20:00:00,10,0,1
6.562301552209606,0.2568186285666094,0.38199485613332995,1.411272537441405,-0.38982302028005067,-0.024045821357700947,-0.27814335667967727,0.015968435262978864,0.2262497088278964,0.11224917817428504,-0.5016224929329325,2021-11-02 22:00:00,10,0,1
6.562301613962218,0.08293869478809901,0.38423710920559073,1.2482016346234808,-0.4567179512524093,-0.056424329054449496,-0.21954459195038833,-0.21972522085421664,0.19468878024711622,0.11167704746616847,-0.4180717985696881,2021-11-03 00:00:00,10,0,1
6.562301495588818,0.26385834314939055,0.1453085618509773,1.2719067157140134,-0.46982870678700395,-0.078402791889572,-0.13569997092230035,0.12726303157171182,0.23533877671689168,-0.016640634131777965,-0.5744806079139432,2021-11-03 02:00:00,10,0,1
6.562301527328623,0.2230088459114824,0.06981576277836987,1.2576779993665235,-0.39509598100213117,-0.015731929266313505,-0.08778132315094611,0.12016707868174403,0.2402083209953213,-1.9477738848194814e-4,-0.5555266688641023,2021-11-03 04:00:00,10,0,1
6.562301490954816,0.3078573217730505,0.007974450310757497,1.2927829256278194,-0.4058197375422502,-0.07946055023376508,-0.13351310799109117,0.17117378681130835,0.2775857877613931,0.019389441767324156,-0.6287146259414536,2021-11-03 06:00:00,10,0,1
6.562301491156819,0.35271647846177767,-0.06640678460386062,1.3124818639506928,-0.4077762576596188,-0.08894957904934753,-0.13641630262342985,0.16396277417522498,0.28461372528116,-0.029858840381472906,-0.6237994014807502,2021-11-03 08:00:00,10,0,1
6.562301537071145,0.3213592016231682,-0.05845684384652439,1.2656768882400788,-0.3381703664674325,-0.0879985880340709,-0.07517578092546084,0.15184228792392152,0.1883645357833068,-0.005015594330290307,-0.3611157463351534,2021-11-03 10:00:00,10,0,1
6.562301562592958,0.1707407930866538,-0.12251498009940698,1.229186399507646,-0.3303725111253497,-0.039778179971317273,-0.060014318027481584,0.190201048336345,0.04772467830577798,-0.06479044262897315,-0.11215403825481896,2021-11-03 12:00:00,10,0,1
6.562301357158425,0.6297746797923488,-0.13564658486870118,1.5220090147084158,0.09722299119623712,0.025161563759561023,-0.008509403876963084,0.22161471981254632,0.03592086227508917,-0.9060368973330359,-0.3945615808598696,2021-11-03 14:00:00,10,0,1
6.562301544075019,0.042457306090196156,-0.051773879076124185,1.2882385678351471,0.34847471472456704,-0.009413472447768356,-0.05929446035695629,0.2782599882280812,-0.060827966816864865,-0.029402909141778233,-0.305881098812517,2021-11-03 16:00:00,10,0,2
6.562301629797867,-0.016790887681037092,0.07326685849730419,1.2778401594014046,0.29811260552707397,-0.034879137023759665,-0.11373674271546841,0.22609804255268784,-0.11281547070138476,0.10947105010061697,-0.2983491647690176,2021-11-03 18:00:00,10,0,2
6.562301567664306,0.0025112606520352188,0.2886078677524512,1.353856199019361,0.44464518584370755,-0.056027375319225525,-0.14846887169773926,0.25982458723446133,0.01795623084403397,0.016314143286113914,-0.5065345390295566,2021-11-03 20:00:00,10,0,2
6.562301620670159,-0.12045703340081237,0.40577531935025146,1.2784790331197327,0.3743181975004829,-0.06165258951035091,-0.15972755586568055,0.28848780075094305,-0.06591760745256714,-0.04187575380483177,-0.4377583274408252,2021-11-03 22:00:00,10,0,2
6.562301634063734,-0.16915061403987053,0.4535058740624988,1.2503219665478378,0.41059938715828503,-0.09102690487221565,-0.11443847841094201,0.26755597891429383,-0.0991015352881971,0.008448742105503504,-0.31201660858636315,2021-11-04 00:00:00,10,0,2
6.56230153921688,0.020398943564152394,0.06794665355301854,1.3231072579711958,0.4934210179455623,-0.10876224043805427,-0.0334630613839233,0.27768632917548663,-0.07737759417104528,-0.09381014703985147,-0.4321653054995751,2021-11-04 02:00:00,10,0,2
6.562301579005413,-0.0463177415773981,0.03910068925389709,1.232227666796617,0.45424927084714367,0.005723847529812587,-0.09493152593489718,0.28587564403316656,-0.13444876172213238,-0.007841921254118533,-0.3878785928595214,2021-11-04 04:00:00,10,0,2
6.562301589913811,-0.06812493329937164,-0.04431155416198873,1.2178513870042638,0.46612089591345296,0.022756322183358102,-0.08462672866287646,0.2801309667248092,-0.060736963105787245,-0.06218774528605231,-0.3140561322787081,2021-11-04 06:00:00,10,0,2
6.562301639541847,-0.12275683031012385,-0.0892231046090648,1.0118559822034898,0.6032252061884562,0.04212505634023589,-0.07518242891882776,0.2623435200602485,-0.11682242747038363,0.13325000304989965,-0.25645077239284664,2021-11-04 08:00:00,10,0,2
6.56230157683995,-0.1372346035284462,-0.07447436770305993,1.0736979806261822,0.7053255154549082,-0.04669561349851992,-0.011601303096922755,0.32048869010009723,-0.10830242642026933,-0.04148301693651324,-0.264002079212618,2021-11-04 10:00:00,10,0,2
