epoch,loss
0,5.882209300994873
1,3.0058271884918213
2,2.467249631881714
3,2.286067247390747
4,2.1077561378479004
5,2.063737154006958
6,1.984124779701233
7,1.9091684818267822
8,1.8905304670333862
9,1.8303698301315308
10,1.7999612092971802
11,1.760077714920044
12,1.7426836490631104
13,1.7019054889678955
14,1.6755263805389404
15,1.6391825675964355
16,1.6300859451293945
17,1.6048815250396729
18,1.5652791261672974
19,1.5621320009231567
20,1.5363940000534058
21,1.5141838788986206
22,1.4989101886749268
23,1.4956789016723633
24,1.4756555557250977
25,1.4466787576675415
26,1.4363304376602173
27,1.4150880575180054
28,1.4304938316345215
29,1.4018696546554565
30,1.38765287399292
31,1.3792104721069336
32,1.378644585609436
33,1.3719861507415771
34,1.3646451234817505
35,1.3617408275604248
36,1.341698408126831
37,1.3170493841171265
38,1.3394527435302734
39,1.32421875
40,1.3144335746765137
41,1.339216709136963
42,1.33906888961792
43,1.321210265159607
44,1.2912405729293823
45,1.2841596603393555
46,1.2857335805892944
47,1.2856597900390625
48,1.296144723892212
49,1.2864370346069336
50,1.2700623273849487
51,1.2606230974197388
52,1.2703635692596436
53,1.2573062181472778
54,1.2446141242980957
55,1.2554936408996582
56,1.2375397682189941
57,1.260208249092102
58,1.2549735307693481
59,1.2459368705749512
60,1.2310326099395752
61,1.2406917810440063
62,1.250893473625183
63,1.2245745658874512
64,1.2228785753250122
65,1.241102933883667
66,1.2680816650390625
67,1.2398430109024048
68,1.235333800315857
69,1.2179208993911743
70,1.221382737159729
71,1.2152280807495117
72,1.221125841140747
73,1.209559440612793
74,1.2017356157302856
75,1.217571496963501
76,1.202209234237671
77,1.2129483222961426
78,1.1961452960968018
79,1.2192188501358032
80,1.2104418277740479
81,1.225019097328186
82,1.1925430297851562
83,1.2068428993225098
84,1.2018357515335083
85,1.1999536752700806
86,1.2067465782165527
87,1.221166968345642
88,1.202648401260376
89,1.2024110555648804
90,1.2073264122009277
91,1.1958539485931396
92,1.1950149536132812
93,1.1958445310592651
94,1.1946134567260742
95,1.1804414987564087
96,1.1777132749557495
97,1.1693195104599
98,1.1800286769866943
99,1.1846894025802612
