epoch,loss
0,5.446728706359863
1,2.7429308891296387
2,2.3016445636749268
3,2.095214366912842
4,1.9621070623397827
5,1.8305329084396362
6,1.741268277168274
7,1.6833082437515259
8,1.6499115228652954
9,1.596133828163147
10,1.5570036172866821
11,1.5416603088378906
12,1.5266822576522827
13,1.5203112363815308
14,1.4817367792129517
15,1.4606297016143799
16,1.4446303844451904
17,1.4204730987548828
18,1.3997039794921875
19,1.3913872241973877
20,1.3642727136611938
21,1.3565096855163574
22,1.354306936264038
23,1.344621181488037
24,1.3386203050613403
25,1.3282240629196167
26,1.3182743787765503
27,1.3133946657180786
28,1.2936718463897705
29,1.3031704425811768
30,1.2833493947982788
31,1.2823065519332886
32,1.2820178270339966
33,1.264817714691162
34,1.265105962753296
35,1.260371446609497
36,1.2521798610687256
37,1.2600321769714355
38,1.2576466798782349
39,1.2455064058303833
40,1.2341063022613525
41,1.2456551790237427
42,1.239600658416748
43,1.2181262969970703
44,1.2151881456375122
45,1.2251392602920532
46,1.2346798181533813
47,1.2073618173599243
48,1.223638892173767
49,1.1927813291549683
50,1.207909345626831
51,1.2172032594680786
52,1.1888654232025146
53,1.2029175758361816
54,1.1999553442001343
55,1.21831214427948
56,1.1988390684127808
57,1.1966322660446167
58,1.188238263130188
59,1.1930713653564453
60,1.1980628967285156
61,1.1950753927230835
62,1.2059167623519897
63,1.190159797668457
64,1.1900603771209717
65,1.1769827604293823
66,1.1811729669570923
67,1.1872071027755737
68,1.1979492902755737
69,1.1753886938095093
70,1.1842480897903442
71,1.176979660987854
72,1.1719986200332642
73,1.1850324869155884
74,1.1833773851394653
75,1.2131597995758057
76,1.1904840469360352
77,1.1558927297592163
78,1.1780109405517578
79,1.1728090047836304
80,1.1753190755844116
81,1.1508795022964478
82,1.1629691123962402
83,1.1628201007843018
84,1.169359803199768
85,1.1687681674957275
86,1.1782844066619873
87,1.164721131324768
88,1.1744894981384277
89,1.181872010231018
90,1.1686046123504639
91,1.1592565774917603
92,1.1625661849975586
93,1.168550729751587
94,1.1669422388076782
95,1.1752195358276367
96,1.187278389930725
97,1.1632860898971558
98,1.1456680297851562
99,1.1546725034713745
