Depth_m_idx,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,rep_id,model,nstates
5.5,2.138495,-0.006191,2.338072,3.243058,inf,-0.193327,-2.05022,2.906329,-61.354272,-4.451136,,0.335314,DO_mg.L,val,0,rnn,1000.0
6.0,2.489514,-0.213929,3.911802,3.826928,inf,-0.116212,-3.317606,3.461074,-189.07988,-15.625384,,0.260329,DO_mg.L,val,0,rnn,1000.0
6.5,2.696982,-0.267529,4.447672,3.432734,0.937987,-0.089927,-3.785935,3.048615,-189.509865,-19.665021,-0.078791,0.247274,DO_mg.L,val,0,rnn,1000.0
7.0,2.765717,-0.250785,4.889859,2.913217,inf,-0.184524,-4.247617,2.529515,-112.504962,-18.207071,,0.304759,DO_mg.L,val,0,rnn,1000.0
7.5,2.440152,-0.026452,4.170857,1.878308,inf,0.163228,-3.208972,1.468832,-32.416352,-41.57637,,0.480167,DO_mg.L,val,0,rnn,1000.0
8.0,2.310087,0.099554,3.841736,1.537459,inf,0.219585,-2.534054,0.911024,-23.355384,-2681.901049,,0.556595,DO_mg.L,val,0,rnn,1000.0
8.5,2.280504,0.163683,4.106391,1.550871,inf,0.201311,-2.599599,0.930076,-25.676134,-25519.083885,,0.587609,DO_mg.L,val,0,rnn,1000.0
9.0,2.03811,0.33089,3.528666,,inf,0.220266,-1.790541,,-17.185573,,,0.675986,DO_mg.L,val,0,rnn,1000.0
9.5,1.941479,0.419032,3.30845,,inf,0.346433,-1.289144,,-14.975836,,,0.694712,DO_mg.L,val,0,rnn,1000.0
10.0,1.862449,0.476906,3.175645,,inf,0.528083,-1.195162,,-13.305638,,,0.656308,DO_mg.L,val,0,rnn,1000.0
