epoch,loss
0,5.609447002410889
1,2.834092140197754
2,2.3274924755096436
3,2.023808240890503
4,1.872699499130249
5,1.7654141187667847
6,1.6934325695037842
7,1.6436982154846191
8,1.5917667150497437
9,1.5415492057800293
10,1.5109316110610962
11,1.4904115200042725
12,1.4591647386550903
13,1.4569164514541626
14,1.428601861000061
15,1.4282095432281494
16,1.408981204032898
17,1.3930963277816772
18,1.3915387392044067
19,1.371823787689209
20,1.3558313846588135
21,1.3343271017074585
22,1.3486268520355225
23,1.3492696285247803
24,1.318773627281189
25,1.325515627861023
26,1.2983806133270264
27,1.3060243129730225
28,1.3232039213180542
29,1.3374133110046387
30,1.2879185676574707
31,1.2913823127746582
32,1.2905713319778442
33,1.2794432640075684
34,1.2743639945983887
35,1.2610063552856445
36,1.2562761306762695
37,1.2595834732055664
38,1.2553871870040894
39,1.2561650276184082
40,1.2449957132339478
41,1.2577145099639893
42,1.2659952640533447
43,1.2490578889846802
44,1.2589422464370728
45,1.2488129138946533
46,1.2526425123214722
47,1.251827359199524
48,1.2437968254089355
49,1.230860948562622
50,1.2373988628387451
51,1.2383795976638794
52,1.2437001466751099
53,1.2348921298980713
54,1.2285257577896118
55,1.2350845336914062
56,1.2075368165969849
57,1.2254925966262817
58,1.2248378992080688
59,1.2257006168365479
60,1.2173727750778198
61,1.2127246856689453
62,1.2088837623596191
63,1.2151052951812744
64,1.2166589498519897
65,1.21773362159729
66,1.2326027154922485
67,1.2136168479919434
68,1.2178709506988525
69,1.2103197574615479
70,1.2179760932922363
71,1.2079839706420898
72,1.2090703248977661
73,1.2045661211013794
74,1.1891378164291382
75,1.208499789237976
76,1.2003304958343506
77,1.200821876525879
78,1.1908092498779297
79,1.205440640449524
80,1.1894057989120483
81,1.191582441329956
82,1.1910462379455566
83,1.1915113925933838
84,1.2142030000686646
85,1.2033096551895142
86,1.1970432996749878
87,1.1953173875808716
88,1.2055310010910034
89,1.1991519927978516
90,1.183803677558899
91,1.1902923583984375
92,1.1797280311584473
93,1.1888166666030884
94,1.1898492574691772
95,1.1839886903762817
96,1.184542179107666
97,1.1773241758346558
98,1.1837650537490845
99,1.1886616945266724
