epoch,loss
0,5.464559555053711
1,2.652578592300415
2,2.2461581230163574
3,2.0223937034606934
4,1.9116826057434082
5,1.8310304880142212
6,1.7757641077041626
7,1.7132594585418701
8,1.6475566625595093
9,1.6238653659820557
10,1.5619258880615234
11,1.5403980016708374
12,1.5191562175750732
13,1.49988853931427
14,1.4683023691177368
15,1.4464565515518188
16,1.4497084617614746
17,1.4227715730667114
18,1.413346767425537
19,1.3980141878128052
20,1.3819739818572998
21,1.3750077486038208
22,1.3635485172271729
23,1.3537979125976562
24,1.349195122718811
25,1.343135118484497
26,1.3331243991851807
27,1.316680908203125
28,1.321792721748352
29,1.3105016946792603
30,1.3075603246688843
31,1.2935402393341064
32,1.3102284669876099
33,1.3066025972366333
34,1.3124959468841553
35,1.2967417240142822
36,1.2781708240509033
37,1.27598237991333
38,1.2853147983551025
39,1.2743170261383057
40,1.2655607461929321
41,1.258872151374817
42,1.2687954902648926
43,1.2491966485977173
44,1.250229001045227
45,1.2307912111282349
46,1.246850848197937
47,1.2405139207839966
48,1.252427101135254
49,1.2442374229431152
50,1.2438771724700928
51,1.2358759641647339
52,1.2221250534057617
53,1.2211095094680786
54,1.2270581722259521
55,1.2307273149490356
56,1.2237322330474854
57,1.2199550867080688
58,1.2259981632232666
59,1.2227222919464111
60,1.2024116516113281
61,1.2065509557724
62,1.222668170928955
63,1.1926950216293335
64,1.2072995901107788
65,1.2096943855285645
66,1.1975724697113037
67,1.207372784614563
68,1.200671911239624
69,1.2089886665344238
70,1.1977912187576294
71,1.2024061679840088
72,1.1914047002792358
73,1.1917340755462646
74,1.2042678594589233
75,1.195067048072815
76,1.1892850399017334
77,1.1909104585647583
78,1.1813143491744995
79,1.193183183670044
80,1.2026382684707642
81,1.1804200410842896
82,1.1881446838378906
83,1.1940479278564453
84,1.1899614334106445
85,1.186659336090088
86,1.1758431196212769
87,1.1951158046722412
88,1.1844046115875244
89,1.1673438549041748
90,1.1757298707962036
91,1.1718281507492065
92,1.1866583824157715
93,1.1887718439102173
94,1.1738380193710327
95,1.1868666410446167
96,1.1762690544128418
97,1.1762416362762451
98,1.1860705614089966
99,1.162326455116272
