epoch,loss
0,5.407822608947754
1,2.749542236328125
2,2.236646890640259
3,2.032527446746826
4,1.8547110557556152
5,1.7678711414337158
6,1.669144630432129
7,1.613015055656433
8,1.5679668188095093
9,1.5396230220794678
10,1.4860342741012573
11,1.4672435522079468
12,1.4313740730285645
13,1.3977599143981934
14,1.3981895446777344
15,1.3676317930221558
16,1.3693768978118896
17,1.3605525493621826
18,1.356772541999817
19,1.3334993124008179
20,1.350294828414917
21,1.330333948135376
22,1.328040599822998
23,1.310943365097046
24,1.296090006828308
25,1.2873010635375977
26,1.280672550201416
27,1.2771220207214355
28,1.2711817026138306
29,1.259347915649414
30,1.2680554389953613
31,1.2509385347366333
32,1.2405816316604614
33,1.2320435047149658
34,1.2409378290176392
35,1.2355159521102905
36,1.2340048551559448
37,1.2277333736419678
38,1.2269412279129028
39,1.2004992961883545
40,1.229637622833252
41,1.225333333015442
42,1.1997077465057373
43,1.1981385946273804
44,1.2018142938613892
45,1.2033883333206177
46,1.2056803703308105
47,1.2115837335586548
48,1.2070242166519165
49,1.2143064737319946
50,1.2052183151245117
51,1.1920703649520874
52,1.1984254121780396
53,1.1872072219848633
54,1.1824169158935547
55,1.1792593002319336
56,1.1684815883636475
57,1.1989449262619019
58,1.1967421770095825
59,1.1770579814910889
60,1.1793829202651978
61,1.1754599809646606
62,1.179768443107605
63,1.1710020303726196
64,1.1631230115890503
65,1.155967116355896
66,1.1685824394226074
67,1.205583095550537
68,1.209375262260437
69,1.1583861112594604
70,1.1521108150482178
71,1.1612811088562012
72,1.1591356992721558
73,1.1513174772262573
74,1.1523226499557495
75,1.1593858003616333
76,1.1542131900787354
77,1.1603642702102661
78,1.1475951671600342
79,1.1557881832122803
80,1.1467978954315186
81,1.1587529182434082
82,1.1732655763626099
83,1.1548962593078613
84,1.1565598249435425
85,1.1490648984909058
86,1.1493570804595947
87,1.1576647758483887
88,1.1455577611923218
89,1.1462445259094238
90,1.144339680671692
91,1.138331413269043
92,1.1506519317626953
93,1.1600998640060425
94,1.1370500326156616
95,1.1545746326446533
96,1.1512339115142822
97,1.1397885084152222
98,1.1407809257507324
99,1.147625207901001
