Depth_m,test_rmse_from_full_training_data,test_rmse_from_downsampled_training
0,0.4414601964299225,0.5929578899957902
1,0.4712407268979248,0.5550682287485428
2,0.6138295013685791,0.6898533545296884
3,0.716898158195176,0.754430972402361
4,0.869595756539361,0.9220641813913898
5,0.9004048862118217,0.9659635898905358
6,1.0893011281774319,1.245934775621416
7,1.0133778576041261,1.139356469712601
8,1.2159983314472598,1.3905338244352636
9,1.2234120241103614,1.3712191678094352
