Depth_m,rmse_original_split,rmse_switched_split
0,0.43792719999118074,0.47210713850878877
1,0.46360832605283303,0.48790856776961244
2,0.6218962920508737,0.4482408715520036
3,0.7288438517502891,0.6508099848095261
4,0.8864700843572235,0.691615320246379
5,0.9164518328837886,0.751179575350899
6,1.076243562263963,0.7630050846987939
7,1.0269289848526584,0.8872614344097125
8,1.2372377621851929,0.8828564401813271
9,1.212912356060699,0.7834143532642
