epoch,loss
0,5.653905868530273
1,2.75065541267395
2,2.2474663257598877
3,2.043962001800537
4,1.9293904304504395
5,1.8224767446517944
6,1.7237346172332764
7,1.6846799850463867
8,1.6445866823196411
9,1.5762262344360352
10,1.5444318056106567
11,1.5063353776931763
12,1.499851107597351
13,1.4858626127243042
14,1.4490445852279663
15,1.4249725341796875
16,1.4194542169570923
17,1.4022419452667236
18,1.3853087425231934
19,1.3760067224502563
20,1.355745792388916
21,1.350829839706421
22,1.3360201120376587
23,1.3366928100585938
24,1.3196550607681274
25,1.3209748268127441
26,1.2978817224502563
27,1.31736159324646
28,1.3073374032974243
29,1.291275143623352
30,1.2804328203201294
31,1.2713873386383057
32,1.3262732028961182
33,1.2734148502349854
34,1.2936954498291016
35,1.2735873460769653
36,1.2649121284484863
37,1.2715752124786377
38,1.2547625303268433
39,1.2485300302505493
40,1.241753339767456
41,1.2442479133605957
42,1.241045594215393
43,1.2389419078826904
44,1.2299503087997437
45,1.239881157875061
46,1.2286121845245361
47,1.2297192811965942
48,1.2274589538574219
49,1.2299458980560303
50,1.2212070226669312
51,1.2125965356826782
52,1.2175384759902954
53,1.2100893259048462
54,1.209620475769043
55,1.2044339179992676
56,1.2122869491577148
57,1.2199528217315674
58,1.2165966033935547
59,1.2134695053100586
60,1.2066727876663208
61,1.2212090492248535
62,1.2032883167266846
63,1.208383560180664
64,1.1978130340576172
65,1.2096590995788574
66,1.2254103422164917
67,1.2083903551101685
68,1.1922311782836914
69,1.2023465633392334
70,1.1986823081970215
71,1.1947749853134155
72,1.1858667135238647
73,1.2025622129440308
74,1.2104768753051758
75,1.1798478364944458
76,1.1844972372055054
77,1.200068712234497
78,1.1884437799453735
79,1.1918343305587769
80,1.1874685287475586
81,1.1796118021011353
82,1.174839973449707
83,1.172089695930481
84,1.1879217624664307
85,1.1783099174499512
86,1.1681922674179077
87,1.1677883863449097
88,1.182549238204956
89,1.1720490455627441
90,1.1774693727493286
91,1.1654232740402222
92,1.1764581203460693
93,1.1868938207626343
94,1.1683918237686157
95,1.162379503250122
96,1.1737749576568604
97,1.1747243404388428
98,1.1875735521316528
99,1.1658570766448975
