none,doy,hour_of_day,Depth_m,WaterTemp_C,Cloud_cov_fraction,DewPoint_C,AirTemp_C,Pressure_hPa,WWind_m.s,SWind_m.s,Datetime,val_period,Depth_m_raw,group_number
4.69558355583504,1.0132917082951391,0.028083538370663685,1.1089396017394688,0.18593886022408068,0.17370245344912227,0.47289641096584556,0.45337384717016893,0.08108957818184048,-0.30716965008726793,-0.08352520590043389,2019-10-27 00:00:00,10,0,1
4.695583526569266,1.1388080545007253,-0.07111830976848343,1.0376559638084348,0.24703294558135935,0.17788560489334304,0.4657177223579333,0.27212832813015597,0.09306090746406648,-0.1696699527369534,-0.0774111492324916,2019-10-27 02:00:00,10,0,1
4.695583529295047,1.100812176947712,-0.11424914104187,0.9766358963509585,0.4035656530583945,0.1767345326127141,0.4173669813273725,0.24257880673868992,0.10694895536243709,-0.2592554161276781,0.0016844439424551494,2019-10-27 04:00:00,10,0,1
4.695583502590351,1.2994996811151522,-0.24723054291998092,0.8572936264321576,0.6088594380333241,0.15418220839342422,0.4559633473751702,0.09940670716085298,0.09396425171882461,-0.49049262559169227,0.016238482247592723,2019-10-27 06:00:00,10,0,1
4.695583519881997,1.230737006822162,-0.3253718867244929,0.841146963084624,0.5855185272947723,0.1624879278425143,0.45287824913624314,0.14369368358214762,0.09815082830676158,-0.2701355617677229,-0.08463082483677054,2019-10-27 08:00:00,10,0,1
4.695583522567023,1.3167661900693222,-0.3785900029801269,0.7859985492080054,0.6431959417961696,0.1471431773205908,0.4835966957241523,0.21027550583627153,-0.007199522827114446,-0.20523918932878493,-0.16131182089556262,2019-10-27 10:00:00,10,0,1
4.695583475278469,1.2997274575486584,-0.34961539865450764,0.7779942088632873,0.7053568655157967,0.1633272406919153,0.5612538155274518,0.286428567107129,-0.09127517734627222,-0.3818357255352116,-0.34413938246601494,2019-10-27 12:00:00,10,0,1
4.695583501105201,0.8963448705057024,-0.33894753168325953,0.8382553285209821,0.7944063042769365,0.20850129940648632,0.5255903897050668,0.5224844867413153,-0.036158762887138374,-0.3008782041271767,-0.4270081265065423,2019-10-27 14:00:00,10,0,1
4.695583465811139,0.8932854685992297,-0.2038799731510228,0.9094758822788336,0.8224911173541742,0.2406387849195346,0.471359671134768,0.5444120531199755,-0.059145317447068746,-0.24854422750408256,-0.5638299950631815,2019-10-27 16:00:00,10,0,1
4.695583460910053,0.8931629708390204,-0.09886842043605859,1.029547999615275,0.7615959592546915,0.22990354302844462,0.6699218311888863,-0.07881605419184556,0.14969196337760915,0.23979648010684973,-0.7406081573671063,2019-10-27 18:00:00,10,0,1
4.695583416735775,0.9743049212357104,0.039316817920838965,1.1125963157000773,0.6544383245036189,0.21399605582142422,0.48226876139469455,0.034943841988664515,0.16123413495843952,-0.35085482424890235,-0.6095528854550478,2019-10-27 20:00:00,10,0,2
4.6955835083320325,0.7401563073880408,0.1777003452478617,1.1350951882872204,0.7246514860714426,0.19483082470146507,0.6912322554119931,-0.12465440709905495,-0.1262627571898608,-0.3145887042436192,-0.33106171925203864,2019-10-27 22:00:00,10,0,2
4.69558362794813,0.6290691704622062,-0.12589589201822826,1.0348330822611078,0.6198331598515703,0.180106289090195,0.5604390447828427,0.543090567527431,-0.1331466548674365,-0.32319608893273966,-0.1764770850065268,2019-10-28 00:00:00,10,0,2
4.695583619361702,0.6358900078862741,-0.21606075134073377,0.9887139856616982,0.6604503232172996,0.17654915492599743,0.5690780183071291,0.5969329122342236,-0.2307531319491255,-0.3903503927693909,0.03454223444680338,2019-10-28 02:00:00,10,0,2
4.695583675472035,0.7417288321289783,-0.14306325561483357,0.8848484281932625,0.4785545567294273,0.23170667733188277,0.29685992659798854,0.2271386378882303,-0.23095853757317208,0.27687980959947583,0.21875454344174727,2019-10-28 04:00:00,10,0,2
4.695583638383796,0.8700938124710155,-0.2463230552651442,0.9201203747481802,0.4156120320921436,0.21787607808631282,0.3573183133269108,0.18017459497480848,-0.2767829513160207,0.3500919587048589,0.22296358288892826,2019-10-28 06:00:00,10,0,2
4.695583645783529,0.8479629004526881,-0.3015314931147053,0.7214921622372479,0.5357844268536647,0.21193212803082317,0.3346156661293753,0.13010739205140553,-0.26674358693021627,0.18647983255056833,0.5101043290941321,2019-10-28 08:00:00,10,0,2
4.695583679242493,0.8002647108591123,-0.37640513751475113,0.6106998040329181,0.5651701005270682,0.13768008137719245,0.47580225977565616,0.24362990350298608,-0.2264009810502955,0.23019159564836633,0.5011371173431443,2019-10-28 10:00:00,10,0,2
4.695583578218624,0.9129565404050608,-0.3818693370089712,0.7285659064003358,0.5984455564550868,-0.24716418373333848,0.6034981998704866,0.42498327707062616,-0.26505506995793227,0.1710210975418689,0.48020792759146014,2019-10-28 12:00:00,10,0,2
4.695583619304387,1.0774036347224003,-0.34797589885342894,0.6562106782677628,0.40854842870133795,0.07555758577949168,0.5507155698059112,0.4096284092468117,-0.25839927869901647,0.17143269070109024,0.359116230893709,2019-10-28 14:00:00,10,0,2
4.695583619352673,1.0612826015487478,-0.15804924532810205,0.6961196772417846,0.4149604665352616,0.012720778610785355,0.3906677862543776,0.26065087170345846,-0.18065004421330444,0.03159291350594495,0.38737333464683515,2019-10-28 18:00:00,10,0,3
4.695583554064172,1.1027509619265379,-0.011724486948220147,0.8171093167020287,0.5386480273694705,-0.23957553347484883,0.36383645314948043,0.24025365915255903,-0.21461986059712979,0.23573467912484913,0.40231710932058856,2019-10-28 20:00:00,10,0,3
4.695583666502532,0.8206114456379718,0.07719405872513319,0.6022366306265212,0.5013315377117279,0.04568157848089549,0.33055561795902044,0.2282778844854827,-0.24704672468832156,0.1729084586504046,0.48726893935575577,2019-10-28 22:00:00,10,0,3
4.6955837051442195,0.7735595832703454,0.07499523326473545,0.6218295800655269,0.46123110718187943,-0.026225833851885594,0.2390801382036024,0.1691247355069384,-0.060549409152839795,0.29780096210364265,0.4779535490486636,2019-10-29 00:00:00,10,0,3
4.695583684628584,0.9290670800897519,-0.061939212305769376,0.6616750775819754,0.3726754766516844,0.023775020519680834,0.2706331896996598,0.16019400136666917,-0.01622281547945026,0.040861791133679826,0.5456059056058936,2019-10-29 02:00:00,10,0,3
4.6955837243386664,0.8833344859809104,-0.13313156651846292,0.6229291609931442,0.3474645611372029,-0.017825241715742512,0.2678413138722552,0.20831981261362387,0.17094476950214144,0.009105267582824261,0.5297203034518815,2019-10-29 04:00:00,10,0,3
4.69558370465713,0.9389780690714662,-0.2004034388784054,0.5482004892469057,0.33450248957509615,0.08111117227503994,0.3119294115257386,0.4048982663804375,0.10288444683571063,-0.07052202783087502,0.4210088490103287,2019-10-29 06:00:00,10,0,3
4.695583693787337,0.9814353680979923,-0.25054223160038536,0.5733254449556238,0.33923097790410267,0.04896600501956949,0.41473395357655407,0.42036959726674716,0.13013078130674782,0.04786464293006165,0.44338810795792627,2019-10-29 08:00:00,10,0,3
4.695583689678348,0.9633988926653732,-0.3270572003706621,0.5664538038413006,0.2709042052078824,0.11686598901252732,0.4327076837999473,0.4654171368823543,0.1514031843023469,-0.2994686005829251,0.4861282641757161,2019-10-29 10:00:00,10,0,3
4.695583631601537,0.9727542866234434,-0.3361087165984643,0.6051954644678041,0.26525712260798695,0.14563718196564102,0.4899436394761449,0.5261324534219847,0.03441670298193822,-0.4826225778541223,0.5518284120420264,2019-10-29 12:00:00,10,0,3
4.695583699521113,1.002724498292383,-0.3141406897829866,0.585322612528347,0.23074369639259062,0.07460739709623754,0.42079962141523153,0.45053070166769094,0.10562886407224048,-0.12969919651792494,0.5342399340006861,2019-10-29 14:00:00,10,0,4
4.695583419485525,1.3108936578485602,-0.15029420260586202,-0.9307301476256771,0.9514697761649878,0.11997921032156589,0.7797119020799108,0.6775313454011692,0.0691186156570931,-0.3129892291943195,-0.10779801802451205,2019-10-27 00:00:00,10,10,1
4.695583384840057,1.4249286890072859,-0.21086684161490055,-0.8912968849688676,0.891394280383802,0.12970915721060883,0.7745026005772461,0.5346131950810797,0.05355896387552528,-0.1944277492582499,-0.10572701826588338,2019-10-27 02:00:00,10,10,1
4.695583362115955,1.4606061303373938,-0.202436575686179,-0.8649987522418227,0.9819255439719092,0.11760793787397994,0.6961969033206552,0.47147569734937894,0.0729256802472179,-0.3027778546250215,-0.01302548038439677,2019-10-27 04:00:00,10,10,1
4.695583321797266,1.5874138193879834,-0.25872321476391114,-0.7775359114135773,0.9559680713383202,0.12475665969871841,0.738503929731494,0.3798371204195056,0.06829627161044716,-0.47399348015239817,0.007392984658008972,2019-10-27 06:00:00,10,10,1
4.695583326320777,1.5617775667938707,-0.30398110838334147,-0.7869081299260784,0.9157874777235713,0.13923039120971026,0.7482684455464441,0.4034368259019614,0.0809657969841292,-0.26535116071813636,-0.10290645539312593,2019-10-27 08:00:00,10,10,1
4.695583338945851,1.5708090242862371,-0.32548986476030206,-0.7474441766101483,0.945892637428346,0.12330518878639529,0.7516383740790678,0.5201502502150913,-0.04515731197687589,-0.22086582749735506,-0.18670341259035506,2019-10-27 10:00:00,10,10,1
4.695583284308928,1.5402819123606721,-0.2529203547503147,-0.6993797843474557,0.9441404090827212,0.14680104434369223,0.8171197243037074,0.631892590132005,-0.13192752762829751,-0.39126605487414723,-0.3729152797505342,2019-10-27 12:00:00,10,10,1
4.695583305528567,1.2470557867074774,-0.21541673576877585,-0.7584638926734564,0.9709888895111117,0.19584797430251383,0.8385221600922035,0.748825541051942,-0.08239879294664598,-0.3176655349143578,-0.42969730777725734,2019-10-27 14:00:00,10,10,1
4.6955832647646805,1.257710532758113,-0.09126242317542643,-0.8114679498573099,1.0353276366347253,0.23852231651884037,0.850228669067943,0.6089497512985222,-0.09087380994467642,-0.23845100873221603,-0.5416371182117529,2019-10-27 16:00:00,10,10,1
4.695583274918656,1.2573400092076898,-0.033095880835844804,-0.9324131197066141,1.1137794302973723,0.2385724446577171,1.053843421207354,-0.10901627024018723,0.1234615931654065,0.2063995051008809,-0.7354549780729687,2019-10-27 18:00:00,10,10,1
4.695583229260439,1.3329241183198506,0.044882150255199704,-0.9140408447842513,0.9776819147591674,0.22722191276503512,0.899343386950954,0.04015173375111458,0.12225370070302344,-0.38258500142843466,-0.5258527082572453,2019-10-27 20:00:00,10,10,2
4.695583286128148,1.2633709741727213,0.1895702862833592,-0.9569210930507613,1.0328727385988128,0.22958372487242723,1.057489652922142,-0.13164730690790338,-0.11852247770996782,-0.3367739070607456,-0.32045619490611776,2019-10-27 22:00:00,10,10,2
4.69558337305663,1.2623561432638741,-0.2339527389797862,-0.92018637841836,0.970674994330159,0.18418543027589396,0.939069364308614,0.687655627711558,-0.15851200922029685,-0.28661765436381303,-0.19279796202595156,2019-10-28 00:00:00,10,10,2
4.695583383270973,1.2066672331092683,-0.30167851428587056,-0.8895087459507092,0.9883753555278972,0.15641805852956037,0.9179002439461701,0.7868672723649128,-0.2560994103238817,-0.3556741468926762,-2.8596381767886925e-4,2019-10-28 02:00:00,10,10,2
4.695583423953838,1.3883801760901466,-0.25171649392425655,-0.8850387535451264,0.9531675451073831,0.12275521234273423,0.5657825982589402,0.43607819048236757,-0.2159541754619263,0.31089688531288323,0.18371110330664464,2019-10-28 04:00:00,10,10,2
4.695583399595309,1.5321983056793076,-0.2824594768214368,-0.9199599897227656,0.8776485807801979,0.1257291813304533,0.5820796079606078,0.4143952428864526,-0.29199852910901425,0.29407627739330605,0.1929678094790238,2019-10-28 06:00:00,10,10,2
4.695583400993524,1.4032638330439942,-0.3063950736588362,-0.7108958436681643,0.881178259355579,0.0976073017679362,0.5556768189719201,0.36771086907259987,-0.24149614703611366,0.20859401840708824,0.6083245576551061,2019-10-28 08:00:00,10,10,2
4.695583465923818,1.1937839463379767,-0.3434675707843766,-0.6507048654805012,0.8536496086322608,0.004336579349079717,0.694084043010078,0.4702472052519613,-0.2092211102592274,0.33933759496456506,0.5650288667898441,2019-10-28 10:00:00,10,10,2
4.695583349170967,1.300034437710034,-0.30839640431594484,-0.6403776831953395,0.9440187284069417,-0.3258711489856294,0.8489874750751369,0.7021709105225978,-0.2694970985461066,0.14925618833028587,0.5542251478491369,2019-10-28 12:00:00,10,10,2
4.695583423326894,1.365906451387477,-0.3080641374599672,-0.629414718510279,0.7047070576914353,0.18205451557672037,0.7801245014915006,0.6637857863489274,-0.26319403555302956,0.03938319170554294,0.39173139622860453,2019-10-28 14:00:00,10,10,2
4.695583400118608,1.4134039580620028,-0.1233733621112294,-0.6786989121107578,0.6591452063241772,0.16665808542095573,0.6281523092682385,0.5181010085970856,-0.17090404997977693,-0.07442229272358869,0.4226104717722721,2019-10-28 18:00:00,10,10,3
4.695583350334604,1.455141752554022,-0.02462899055666934,-0.6904172042331331,0.7903716316151437,-0.13772830200049968,0.5200452990119038,0.5894242632304698,-0.19050978491126602,0.14274224359084597,0.4239220678980753,2019-10-28 20:00:00,10,10,3
