Depth_m,Temp_C,datetime,DO_mg.L
9.5,19.246,2019-05-18T06:00:00Z,0.02
10,19.093,2019-05-18T06:00:00Z,0.102
0,20.266,2019-05-18T08:00:00Z,3.869
0.5,20.266,2019-05-18T08:00:00Z,3.776
1,20.366,2019-05-18T08:00:00Z,3.71
1.5,20.242,2019-05-18T08:00:00Z,3.679
2,20.133,2019-05-18T08:00:00Z,3.646
2.5,20.194,2019-05-18T08:00:00Z,3.611
3,20.094,2019-05-18T08:00:00Z,3.041
3.5,20.12,2019-05-18T08:00:00Z,2.8
4,19.903,2019-05-18T08:00:00Z,2.641
4.5,19.764,2019-05-18T08:00:00Z,2.219
5,19.857,2019-05-18T08:00:00Z,2.12
5.5,19.728,2019-05-18T08:00:00Z,1.944
6,19.591,2019-05-18T08:00:00Z,2.115
6.5,19.55,2019-05-18T08:00:00Z,1.685
7,19.46,2019-05-18T08:00:00Z,1.401
7.5,19.42,2019-05-18T08:00:00Z,1.353
8,19.289,2019-05-18T08:00:00Z,0.923
8.5,19.161,2019-05-18T08:00:00Z,0.199
9,19.136,2019-05-18T08:00:00Z,0.057
9.5,19.136,2019-05-18T08:00:00Z,0.092
10,19.105,2019-05-18T08:00:00Z,0.123
0,20.112,2019-05-18T10:00:00Z,3.08
0.5,20.038,2019-05-18T10:00:00Z,3.043
1,20.032,2019-05-18T10:00:00Z,3.025
1.5,20.028,2019-05-18T10:00:00Z,2.966
2,20.052,2019-05-18T10:00:00Z,2.95
2.5,20.08,2019-05-18T10:00:00Z,2.758
3,19.903,2019-05-18T10:00:00Z,2.211
3.5,19.921,2019-05-18T10:00:00Z,2.175
4,19.816,2019-05-18T10:00:00Z,2.27
4.5,19.793,2019-05-18T10:00:00Z,2.235
5,19.78,2019-05-18T10:00:00Z,2.204
5.5,19.794,2019-05-18T10:00:00Z,2.12
6,19.783,2019-05-18T10:00:00Z,2.068
6.5,19.684,2019-05-18T10:00:00Z,2.018
7,19.733,2019-05-18T10:00:00Z,1.977
7.5,19.675,2019-05-18T10:00:00Z,1.951
8,19.522,2019-05-18T10:00:00Z,2.021
8.5,19.581,2019-05-18T10:00:00Z,1.874
9,19.427,2019-05-18T10:00:00Z,1.566
9.5,19.455,2019-05-18T10:00:00Z,1.59
10,19.465,2019-05-18T10:00:00Z,1.591
0,21.713,2019-05-18T12:00:00Z,6.421
0.5,21.483,2019-05-18T12:00:00Z,5.938
1,21.058,2019-05-18T12:00:00Z,4.747
1.5,20.881,2019-05-18T12:00:00Z,4.703
2,21.065,2019-05-18T12:00:00Z,4.751
2.5,20.953,2019-05-18T12:00:00Z,4.741
3,20.844,2019-05-18T12:00:00Z,4.599
3.5,20.772,2019-05-18T12:00:00Z,4.659
4,20.664,2019-05-18T12:00:00Z,4.375
4.5,20.646,2019-05-18T12:00:00Z,4.269
5,20.66,2019-05-18T12:00:00Z,4.304
5.5,20.725,2019-05-18T12:00:00Z,4.272
6,20.705,2019-05-18T12:00:00Z,4.342
6.5,20.73,2019-05-18T12:00:00Z,4.344
7,20.55,2019-05-18T12:00:00Z,4.204
7.5,20.568,2019-05-18T12:00:00Z,4.274
8,20.563,2019-05-18T12:00:00Z,4.238
8.5,20.579,2019-05-18T12:00:00Z,4.238
9,20.595,2019-05-18T12:00:00Z,4.204
9.5,20.588,2019-05-18T12:00:00Z,4.1
10,20.324,2019-05-18T12:00:00Z,3.374
0,21.451,2019-05-18T14:00:00Z,5.766
0.5,21.375,2019-05-18T14:00:00Z,5.665
1,21.455,2019-05-18T14:00:00Z,5.738
1.5,21.374,2019-05-18T14:00:00Z,5.688
2,21.305,2019-05-18T14:00:00Z,5.595
2.5,21.236,2019-05-18T14:00:00Z,5.162
3,21.105,2019-05-18T14:00:00Z,4.947
3.5,20.93,2019-05-18T14:00:00Z,4.667
4,20.805,2019-05-18T14:00:00Z,4.286
4.5,20.689,2019-05-18T14:00:00Z,4.005
5,20.557,2019-05-18T14:00:00Z,3.868
5.5,20.42,2019-05-18T14:00:00Z,3.784
6,20.44,2019-05-18T14:00:00Z,3.753
6.5,20.386,2019-05-18T14:00:00Z,3.75
7,20.45,2019-05-18T14:00:00Z,3.669
7.5,20.194,2019-05-18T14:00:00Z,3.255
8,19.958,2019-05-18T14:00:00Z,2.715
8.5,19.961,2019-05-18T14:00:00Z,2.571
9,19.7,2019-05-18T14:00:00Z,1.943
9.5,19.04,2019-05-18T14:00:00Z,0.034
10,19.022,2019-05-18T14:00:00Z,0
0,21.022,2019-05-18T16:00:00Z,5.062
0.5,21.117,2019-05-18T16:00:00Z,4.912
1,21,2019-05-18T16:00:00Z,4.845
1.5,20.961,2019-05-18T16:00:00Z,4.667
2,20.857,2019-05-18T16:00:00Z,4.522
2.5,20.638,2019-05-18T16:00:00Z,4.243
3,20.605,2019-05-18T16:00:00Z,3.951
3.5,20.461,2019-05-18T16:00:00Z,3.705
4,20.345,2019-05-18T16:00:00Z,3.458
4.5,20.311,2019-05-18T16:00:00Z,3.452
5,20.239,2019-05-18T16:00:00Z,3.354
5.5,20.146,2019-05-18T16:00:00Z,3.321
6,20.186,2019-05-18T16:00:00Z,3.32
6.5,20.238,2019-05-18T16:00:00Z,3.339
7,20.151,2019-05-18T16:00:00Z,3.292
7.5,20.117,2019-05-18T16:00:00Z,2.881
8,19.931,2019-05-18T16:00:00Z,2.29
8.5,19.762,2019-05-18T16:00:00Z,2.036
9,19.662,2019-05-18T16:00:00Z,2.056
9.5,19.637,2019-05-18T16:00:00Z,2.008
10,19.635,2019-05-18T16:00:00Z,1.972
0,20.954,2019-05-18T18:00:00Z,5.593
0.5,20.95,2019-05-18T18:00:00Z,5.569
1,20.905,2019-05-18T18:00:00Z,5.503
1.5,20.892,2019-05-18T18:00:00Z,5.563
2,20.807,2019-05-18T18:00:00Z,5.321
2.5,20.82,2019-05-18T18:00:00Z,5.275
3,20.823,2019-05-18T18:00:00Z,5.283
3.5,20.837,2019-05-18T18:00:00Z,5.28
4,20.844,2019-05-18T18:00:00Z,5.208
4.5,20.756,2019-05-18T18:00:00Z,5.31
5,20.842,2019-05-18T18:00:00Z,5.317
5.5,20.812,2019-05-18T18:00:00Z,5.386
6,20.82,2019-05-18T18:00:00Z,5.278
6.5,20.857,2019-05-18T18:00:00Z,5.141
7,20.839,2019-05-18T18:00:00Z,5.248
7.5,20.83,2019-05-18T18:00:00Z,5.037
8,20.664,2019-05-18T18:00:00Z,5.031
8.5,20.677,2019-05-18T18:00:00Z,5.028
9,20.402,2019-05-18T18:00:00Z,4.261
9.5,19.869,2019-05-18T18:00:00Z,2.105
10,19.499,2019-05-18T18:00:00Z,1.351
0,21.325,2019-05-18T20:00:00Z,6.121
0.5,21.375,2019-05-18T20:00:00Z,6.037
1,21.286,2019-05-18T20:00:00Z,5.931
1.5,21.277,2019-05-18T20:00:00Z,5.828
2,21.232,2019-05-18T20:00:00Z,5.824
2.5,21.242,2019-05-18T20:00:00Z,5.753
3,21.181,2019-05-18T20:00:00Z,5.715
3.5,21.138,2019-05-18T20:00:00Z,5.719
4,21.216,2019-05-18T20:00:00Z,5.749
4.5,21.219,2019-05-18T20:00:00Z,5.721
5,21.134,2019-05-18T20:00:00Z,5.753
5.5,21.196,2019-05-18T20:00:00Z,5.754
6,21.238,2019-05-18T20:00:00Z,5.756
6.5,21.158,2019-05-18T20:00:00Z,5.789
7,21.173,2019-05-18T20:00:00Z,5.756
7.5,21.176,2019-05-18T20:00:00Z,5.758
8,21.141,2019-05-18T20:00:00Z,5.791
8.5,21.131,2019-05-18T20:00:00Z,5.726
9,21.248,2019-05-18T20:00:00Z,5.523
9.5,20.688,2019-05-18T20:00:00Z,4.69
10,20.728,2019-05-18T20:00:00Z,4.518
0,21.963,2019-05-18T22:00:00Z,7.539
0.5,21.912,2019-05-18T22:00:00Z,7.532
1,21.992,2019-05-18T22:00:00Z,7.385
1.5,21.894,2019-05-18T22:00:00Z,7.347
2,21.944,2019-05-18T22:00:00Z,6.977
2.5,21.966,2019-05-18T22:00:00Z,6.907
3,21.773,2019-05-18T22:00:00Z,6.803
3.5,21.76,2019-05-18T22:00:00Z,6.767
4,21.854,2019-05-18T22:00:00Z,6.829
4.5,21.756,2019-05-18T22:00:00Z,6.794
5,21.831,2019-05-18T22:00:00Z,6.761
5.5,21.875,2019-05-18T22:00:00Z,6.724
6,21.854,2019-05-18T22:00:00Z,6.726
6.5,21.758,2019-05-18T22:00:00Z,6.724
7,21.786,2019-05-18T22:00:00Z,6.692
7.5,21.824,2019-05-18T22:00:00Z,6.693
8,21.764,2019-05-18T22:00:00Z,6.692
8.5,21.752,2019-05-18T22:00:00Z,6.69
9,21.778,2019-05-18T22:00:00Z,6.66
9.5,21.868,2019-05-18T22:00:00Z,6.659
10,21.779,2019-05-18T22:00:00Z,6.66
0,22.111,2019-05-19T00:00:00Z,7.341
0.5,21.88,2019-05-19T00:00:00Z,6.907
1,22,2019-05-19T00:00:00Z,6.87
1.5,21.884,2019-05-19T00:00:00Z,6.874
2,21.898,2019-05-19T00:00:00Z,6.845
2.5,21.93,2019-05-19T00:00:00Z,6.873
3,21.955,2019-05-19T00:00:00Z,6.865
3.5,21.847,2019-05-19T00:00:00Z,6.725
4,21.821,2019-05-19T00:00:00Z,6.651
4.5,21.686,2019-05-19T00:00:00Z,6.544
5,21.745,2019-05-19T00:00:00Z,6.641
5.5,21.713,2019-05-19T00:00:00Z,6.379
6,21.65,2019-05-19T00:00:00Z,6.345
6.5,21.682,2019-05-19T00:00:00Z,6.346
7,21.737,2019-05-19T00:00:00Z,6.348
7.5,21.677,2019-05-19T00:00:00Z,6.381
8,21.727,2019-05-19T00:00:00Z,6.379
8.5,20.216,2019-05-19T00:00:00Z,2.817
9,19.963,2019-05-19T00:00:00Z,2.438
9.5,19.698,2019-05-19T00:00:00Z,1.684
10,19.622,2019-05-19T00:00:00Z,1.486
0,21.99,2019-05-19T02:00:00Z,6.877
0.5,21.97,2019-05-19T02:00:00Z,6.905
1,21.926,2019-05-19T02:00:00Z,6.846
1.5,21.915,2019-05-19T02:00:00Z,6.845
2,21.911,2019-05-19T02:00:00Z,6.878
2.5,21.971,2019-05-19T02:00:00Z,6.876
3,21.909,2019-05-19T02:00:00Z,6.809
3.5,21.87,2019-05-19T02:00:00Z,6.673
4,21.862,2019-05-19T02:00:00Z,6.548
4.5,21.698,2019-05-19T02:00:00Z,6.443
5,21.643,2019-05-19T02:00:00Z,6.408
5.5,21.696,2019-05-19T02:00:00Z,6.442
6,21.718,2019-05-19T02:00:00Z,6.376
6.5,21.707,2019-05-19T02:00:00Z,6.375
7,21.67,2019-05-19T02:00:00Z,6.405
7.5,21.661,2019-05-19T02:00:00Z,6.373
8,21.521,2019-05-19T02:00:00Z,6.273
8.5,21.069,2019-05-19T02:00:00Z,5.035
9,20.201,2019-05-19T02:00:00Z,2.968
9.5,20.106,2019-05-19T02:00:00Z,2.588
10,19.699,2019-05-19T02:00:00Z,1.648
0,21.812,2019-05-19T04:00:00Z,6.682
0.5,21.814,2019-05-19T04:00:00Z,6.614
1,21.789,2019-05-19T04:00:00Z,6.494
1.5,21.656,2019-05-19T04:00:00Z,6.305
2,21.639,2019-05-19T04:00:00Z,6.239
2.5,21.677,2019-05-19T04:00:00Z,6.24
3,21.689,2019-05-19T04:00:00Z,6.24
3.5,21.523,2019-05-19T04:00:00Z,6.142
4,21.557,2019-05-19T04:00:00Z,6.108
4.5,21.542,2019-05-19T04:00:00Z,6.141
5,21.573,2019-05-19T04:00:00Z,6.042
5.5,21.562,2019-05-19T04:00:00Z,5.911
6,21.402,2019-05-19T04:00:00Z,5.81
6.5,21.457,2019-05-19T04:00:00Z,5.668
7,21.367,2019-05-19T04:00:00Z,5.583
7.5,20.976,2019-05-19T04:00:00Z,5.074
8,20.955,2019-05-19T04:00:00Z,5.032
8.5,20.844,2019-05-19T04:00:00Z,4.571
9,20.201,2019-05-19T04:00:00Z,2.943
9.5,20.077,2019-05-19T04:00:00Z,3.079
10,19.971,2019-05-19T04:00:00Z,2.902
0,21.816,2019-05-19T06:00:00Z,6.741
0.5,21.854,2019-05-19T06:00:00Z,6.716
1,21.845,2019-05-19T06:00:00Z,6.717
1.5,21.763,2019-05-19T06:00:00Z,6.651
2,21.845,2019-05-19T06:00:00Z,6.585
2.5,21.796,2019-05-19T06:00:00Z,6.486
3,21.709,2019-05-19T06:00:00Z,6.356
3.5,21.635,2019-05-19T06:00:00Z,6.189
4,21.707,2019-05-19T06:00:00Z,6.179
4.5,21.673,2019-05-19T06:00:00Z,6.146
5,21.573,2019-05-19T06:00:00Z,5.886
5.5,21.425,2019-05-19T06:00:00Z,5.599
6,21.253,2019-05-19T06:00:00Z,5.552
6.5,21.283,2019-05-19T06:00:00Z,5.411
7,21.132,2019-05-19T06:00:00Z,5.54
7.5,20.78,2019-05-19T06:00:00Z,4.405
8,20.241,2019-05-19T06:00:00Z,2.622
8.5,20.163,2019-05-19T06:00:00Z,2.379
9,19.908,2019-05-19T06:00:00Z,2.101
9.5,19.722,2019-05-19T06:00:00Z,1.776
10,19.58,2019-05-19T06:00:00Z,1.497
0,21.821,2019-05-19T08:00:00Z,6.891
0.5,21.82,2019-05-19T08:00:00Z,6.834
1,21.762,2019-05-19T08:00:00Z,6.668
1.5,21.861,2019-05-19T08:00:00Z,6.835
2,21.765,2019-05-19T08:00:00Z,6.659
2.5,21.854,2019-05-19T08:00:00Z,6.621
3,21.764,2019-05-19T08:00:00Z,6.588
3.5,21.668,2019-05-19T08:00:00Z,6.616
4,21.738,2019-05-19T08:00:00Z,6.182
4.5,21.713,2019-05-19T08:00:00Z,6.184
5,21.735,2019-05-19T08:00:00Z,6.217
5.5,21.686,2019-05-19T08:00:00Z,6.216
6,21.427,2019-05-19T08:00:00Z,5.722
6.5,21.304,2019-05-19T08:00:00Z,5.521
7,21.303,2019-05-19T08:00:00Z,5.378
7.5,21.19,2019-05-19T08:00:00Z,5.405
8,20.696,2019-05-19T08:00:00Z,4.613
8.5,20.328,2019-05-19T08:00:00Z,3.49
9,20.209,2019-05-19T08:00:00Z,2.893
9.5,20.193,2019-05-19T08:00:00Z,2.858
10,19.915,2019-05-19T08:00:00Z,2.503
0,21.841,2019-05-19T10:00:00Z,6.847
0.5,21.785,2019-05-19T10:00:00Z,6.87
1,21.83,2019-05-19T10:00:00Z,6.87
1.5,21.838,2019-05-19T10:00:00Z,6.8
2,21.822,2019-05-19T10:00:00Z,6.802
2.5,21.798,2019-05-19T10:00:00Z,6.835
3,21.859,2019-05-19T10:00:00Z,6.665
3.5,21.68,2019-05-19T10:00:00Z,6.391
4,21.741,2019-05-19T10:00:00Z,6.422
4.5,21.748,2019-05-19T10:00:00Z,6.357
5,21.632,2019-05-19T10:00:00Z,6.181
5.5,21.662,2019-05-19T10:00:00Z,6.145
6,21.688,2019-05-19T10:00:00Z,6.079
6.5,21.649,2019-05-19T10:00:00Z,6.081
7,21.67,2019-05-19T10:00:00Z,6.051
7.5,21.336,2019-05-19T10:00:00Z,5.552
8,21.13,2019-05-19T10:00:00Z,5.362
8.5,21.124,2019-05-19T10:00:00Z,5.03
9,20.473,2019-05-19T10:00:00Z,3.427
9.5,19.981,2019-05-19T10:00:00Z,2.437
10,19.975,2019-05-19T10:00:00Z,2.082
0,21.872,2019-05-19T12:00:00Z,6.738
0.5,21.647,2019-05-19T12:00:00Z,6.736
1,21.687,2019-05-19T12:00:00Z,6.702
1.5,21.69,2019-05-19T12:00:00Z,6.668
2,21.626,2019-05-19T12:00:00Z,6.698
2.5,21.639,2019-05-19T12:00:00Z,6.666
3,21.627,2019-05-19T12:00:00Z,6.666
3.5,21.724,2019-05-19T12:00:00Z,6.633
4,21.64,2019-05-19T12:00:00Z,6.634
4.5,21.632,2019-05-19T12:00:00Z,6.666
5,21.64,2019-05-19T12:00:00Z,6.634
5.5,21.728,2019-05-19T12:00:00Z,6.563
6,21.74,2019-05-19T12:00:00Z,6.618
6.5,21.724,2019-05-19T12:00:00Z,6.558
7,21.654,2019-05-19T12:00:00Z,6.592
7.5,21.719,2019-05-19T12:00:00Z,6.52
8,21.633,2019-05-19T12:00:00Z,6.486
8.5,21.623,2019-05-19T12:00:00Z,6.147
9,21.347,2019-05-19T12:00:00Z,5.298
9.5,20.458,2019-05-19T12:00:00Z,3.692
10,20.098,2019-05-19T12:00:00Z,2.567
0,21.778,2019-05-19T14:00:00Z,6.992
0.5,21.7,2019-05-19T14:00:00Z,6.695
1,21.721,2019-05-19T14:00:00Z,6.555
1.5,21.723,2019-05-19T14:00:00Z,6.521
2,21.736,2019-05-19T14:00:00Z,6.525
2.5,21.628,2019-05-19T14:00:00Z,6.522
3,21.646,2019-05-19T14:00:00Z,6.453
3.5,21.676,2019-05-19T14:00:00Z,6.452
4,21.688,2019-05-19T14:00:00Z,6.418
4.5,21.633,2019-05-19T14:00:00Z,6.452
5,21.701,2019-05-19T14:00:00Z,6.483
5.5,21.687,2019-05-19T14:00:00Z,6.516
6,21.62,2019-05-19T14:00:00Z,6.314
6.5,21.602,2019-05-19T14:00:00Z,6.278
7,21.622,2019-05-19T14:00:00Z,6.315
7.5,21.617,2019-05-19T14:00:00Z,6.278
8,21.601,2019-05-19T14:00:00Z,6.247
8.5,21.608,2019-05-19T14:00:00Z,6.279
9,21.566,2019-05-19T14:00:00Z,6.179
9.5,20.598,2019-05-19T14:00:00Z,3.813
10,20.189,2019-05-19T14:00:00Z,3.149
0,22.189,2019-05-19T16:00:00Z,8.215
0.5,22.184,2019-05-19T16:00:00Z,8.229
1,22.116,2019-05-19T16:00:00Z,8.102
1.5,22.062,2019-05-19T16:00:00Z,7.881
2,21.916,2019-05-19T16:00:00Z,7.441
2.5,21.819,2019-05-19T16:00:00Z,7.002
3,21.872,2019-05-19T16:00:00Z,7.03
3.5,21.807,2019-05-19T16:00:00Z,6.968
4,21.751,2019-05-19T16:00:00Z,6.943
4.5,21.789,2019-05-19T16:00:00Z,6.934
5,21.81,2019-05-19T16:00:00Z,6.899
5.5,21.653,2019-05-19T16:00:00Z,6.623
6,21.681,2019-05-19T16:00:00Z,6.589
6.5,21.689,2019-05-19T16:00:00Z,6.589
7,21.661,2019-05-19T16:00:00Z,6.522
7.5,21.631,2019-05-19T16:00:00Z,6.522
8,21.697,2019-05-19T16:00:00Z,6.523
8.5,21.706,2019-05-19T16:00:00Z,6.521
9,21.299,2019-05-19T16:00:00Z,5.391
9.5,20.284,2019-05-19T16:00:00Z,3.08
10,19.945,2019-05-19T16:00:00Z,2.621
0,22.69,2019-05-19T18:00:00Z,8.852
0.5,22.595,2019-05-19T18:00:00Z,8.731
1,22.34,2019-05-19T18:00:00Z,8.445
1.5,22.374,2019-05-19T18:00:00Z,8.448
2,22.307,2019-05-19T18:00:00Z,8.384
2.5,22.37,2019-05-19T18:00:00Z,8.454
3,22.309,2019-05-19T18:00:00Z,8.393
3.5,22.334,2019-05-19T18:00:00Z,8.316
4,22.079,2019-05-19T18:00:00Z,7.632
4.5,22.048,2019-05-19T18:00:00Z,7.632
5,21.929,2019-05-19T18:00:00Z,7.491
5.5,21.821,2019-05-19T18:00:00Z,7.255
6,21.846,2019-05-19T18:00:00Z,7.19
6.5,21.761,2019-05-19T18:00:00Z,7.159
7,21.795,2019-05-19T18:00:00Z,7.158
7.5,21.681,2019-05-19T18:00:00Z,6.816
8,21.7,2019-05-19T18:00:00Z,6.689
8.5,21.53,2019-05-19T18:00:00Z,6.175
9,19.929,2019-05-19T18:00:00Z,2.357
9.5,19.787,2019-05-19T18:00:00Z,2.179
10,19.526,2019-05-19T18:00:00Z,1.297
0,23.477,2019-05-19T20:00:00Z,9.657
0.5,23.311,2019-05-19T20:00:00Z,9.72
1,22.808,2019-05-19T20:00:00Z,9.454
1.5,22.779,2019-05-19T20:00:00Z,9.381
2,22.821,2019-05-19T20:00:00Z,9.369
2.5,22.646,2019-05-19T20:00:00Z,9.099
3,22.672,2019-05-19T20:00:00Z,9.099
3.5,22.45,2019-05-19T20:00:00Z,8.53
4,22.327,2019-05-19T20:00:00Z,8.295
4.5,22.138,2019-05-19T20:00:00Z,7.994
5,22.108,2019-05-19T20:00:00Z,7.807
5.5,22.041,2019-05-19T20:00:00Z,7.808
6,22.169,2019-05-19T20:00:00Z,7.841
6.5,22.058,2019-05-19T20:00:00Z,7.672
7,21.644,2019-05-19T20:00:00Z,6.554
7.5,21.709,2019-05-19T20:00:00Z,6.453
8,21.651,2019-05-19T20:00:00Z,6.416
8.5,20.414,2019-05-19T20:00:00Z,2.908
9,19.546,2019-05-19T20:00:00Z,1.345
9.5,19.537,2019-05-19T20:00:00Z,1.043
10,19.378,2019-05-19T20:00:00Z,0.419
0,23.627,2019-05-19T22:00:00Z,10.857
0.5,23.565,2019-05-19T22:00:00Z,10.581
1,23.327,2019-05-19T22:00:00Z,10.097
1.5,23.126,2019-05-19T22:00:00Z,9.957
2,22.83,2019-05-19T22:00:00Z,9.374
2.5,22.639,2019-05-19T22:00:00Z,8.958
3,22.345,2019-05-19T22:00:00Z,8.306
3.5,22.289,2019-05-19T22:00:00Z,8.16
4,22.253,2019-05-19T22:00:00Z,8.086
4.5,22.263,2019-05-19T22:00:00Z,8.091
5,22.131,2019-05-19T22:00:00Z,7.941
5.5,22.127,2019-05-19T22:00:00Z,7.846
6,22.069,2019-05-19T22:00:00Z,7.497
6.5,21.935,2019-05-19T22:00:00Z,7.192
7,21.837,2019-05-19T22:00:00Z,7.022
7.5,21.871,2019-05-19T22:00:00Z,6.955
8,21.744,2019-05-19T22:00:00Z,6.547
8.5,20.851,2019-05-19T22:00:00Z,3.553
9,19.746,2019-05-19T22:00:00Z,1.646
9.5,19.615,2019-05-19T22:00:00Z,1.051
10,19.5,2019-05-19T22:00:00Z,0.401
0,23.722,2019-05-20T00:00:00Z,11.113
0.5,23.65,2019-05-20T00:00:00Z,11.132
1,23.542,2019-05-20T00:00:00Z,10.842
1.5,23.385,2019-05-20T00:00:00Z,10.45
2,23.229,2019-05-20T00:00:00Z,9.862
2.5,23.074,2019-05-20T00:00:00Z,9.649
3,22.712,2019-05-20T00:00:00Z,8.87
3.5,22.677,2019-05-20T00:00:00Z,8.728
4,22.716,2019-05-20T00:00:00Z,8.734
4.5,22.32,2019-05-20T00:00:00Z,8.089
5,22.161,2019-05-20T00:00:00Z,7.698
5.5,22.022,2019-05-20T00:00:00Z,7.369
6,21.968,2019-05-20T00:00:00Z,7.266
6.5,21.946,2019-05-20T00:00:00Z,7.197
7,21.888,2019-05-20T00:00:00Z,7.197
7.5,21.957,2019-05-20T00:00:00Z,7.163
8,21.749,2019-05-20T00:00:00Z,6.545
8.5,21.476,2019-05-20T00:00:00Z,5.517
9,19.841,2019-05-20T00:00:00Z,1.878
9.5,19.825,2019-05-20T00:00:00Z,1.393
10,19.455,2019-05-20T00:00:00Z,0.285
0,23.663,2019-05-20T02:00:00Z,10.912
0.5,23.283,2019-05-20T02:00:00Z,10.108
1,23.173,2019-05-20T02:00:00Z,10.037
1.5,22.999,2019-05-20T02:00:00Z,9.258
2,22.847,2019-05-20T02:00:00Z,8.841
2.5,22.728,2019-05-20T02:00:00Z,8.684
3,22.584,2019-05-20T02:00:00Z,8.476
3.5,22.399,2019-05-20T02:00:00Z,8.116
4,22.29,2019-05-20T02:00:00Z,7.918
4.5,22.301,2019-05-20T02:00:00Z,7.846
5,22.067,2019-05-20T02:00:00Z,7.409
5.5,22.087,2019-05-20T02:00:00Z,7.271
6,21.898,2019-05-20T02:00:00Z,7.105
6.5,21.922,2019-05-20T02:00:00Z,7.104
7,21.935,2019-05-20T02:00:00Z,7.063
7.5,21.951,2019-05-20T02:00:00Z,7.134
8,21.84,2019-05-20T02:00:00Z,6.926
8.5,21.741,2019-05-20T02:00:00Z,4.114
9,19.686,2019-05-20T02:00:00Z,1.339
9.5,19.426,2019-05-20T02:00:00Z,0.496
10,19.312,2019-05-20T02:00:00Z,0.066
0,23.165,2019-05-20T04:00:00Z,10.122
0.5,23.197,2019-05-20T04:00:00Z,10.039
1,23.24,2019-05-20T04:00:00Z,9.839
1.5,22.991,2019-05-20T04:00:00Z,9.051
2,22.759,2019-05-20T04:00:00Z,8.835
2.5,22.494,2019-05-20T04:00:00Z,8.184
3,22.35,2019-05-20T04:00:00Z,7.757
3.5,22.367,2019-05-20T04:00:00Z,7.648
4,22.221,2019-05-20T04:00:00Z,7.448
4.5,22.143,2019-05-20T04:00:00Z,7.25
5,22.002,2019-05-20T04:00:00Z,6.994
5.5,22.055,2019-05-20T04:00:00Z,7.04
6,21.941,2019-05-20T04:00:00Z,7.006
6.5,21.948,2019-05-20T04:00:00Z,6.91
7,21.916,2019-05-20T04:00:00Z,6.939
7.5,21.883,2019-05-20T04:00:00Z,6.967
8,21.576,2019-05-20T04:00:00Z,6.085
8.5,20.97,2019-05-20T04:00:00Z,4.104
9,20.461,2019-05-20T04:00:00Z,3.198
9.5,20.429,2019-05-20T04:00:00Z,3.096
10,20.313,2019-05-20T04:00:00Z,2.606
0,23.073,2019-05-20T06:00:00Z,9.842
0.5,22.978,2019-05-20T06:00:00Z,9.556
1,22.646,2019-05-20T06:00:00Z,8.276
1.5,22.501,2019-05-20T06:00:00Z,8.132
2,22.435,2019-05-20T06:00:00Z,7.895
2.5,22.36,2019-05-20T06:00:00Z,7.659
3,22.342,2019-05-20T06:00:00Z,7.389
3.5,22.145,2019-05-20T06:00:00Z,7.19
4,22.202,2019-05-20T06:00:00Z,7.256
4.5,22.181,2019-05-20T06:00:00Z,7.312
5,22.008,2019-05-20T06:00:00Z,7.181
5.5,21.975,2019-05-20T06:00:00Z,6.775
6,21.983,2019-05-20T06:00:00Z,6.675
6.5,21.757,2019-05-20T06:00:00Z,6.599
7,21.72,2019-05-20T06:00:00Z,6.259
7.5,21.605,2019-05-20T06:00:00Z,6.052
8,21.199,2019-05-20T06:00:00Z,4.506
8.5,20.937,2019-05-20T06:00:00Z,4.418
9,20.588,2019-05-20T06:00:00Z,3.11
9.5,19.945,2019-05-20T06:00:00Z,1.884
10,19.842,2019-05-20T06:00:00Z,1.676
0,22.847,2019-05-20T08:00:00Z,9.414
0.5,22.677,2019-05-20T08:00:00Z,8.522
1,22.38,2019-05-20T08:00:00Z,7.588
1.5,22.473,2019-05-20T08:00:00Z,7.326
2,22.286,2019-05-20T08:00:00Z,7.159
2.5,22.373,2019-05-20T08:00:00Z,6.993
3,22.287,2019-05-20T08:00:00Z,6.99
3.5,22.205,2019-05-20T08:00:00Z,6.921
4,22.154,2019-05-20T08:00:00Z,7.051
4.5,22.148,2019-05-20T08:00:00Z,7.081
5,22.019,2019-05-20T08:00:00Z,6.981
5.5,22.102,2019-05-20T08:00:00Z,6.778
6,22.053,2019-05-20T08:00:00Z,6.745
6.5,22.043,2019-05-20T08:00:00Z,6.773
7,21.919,2019-05-20T08:00:00Z,6.637
7.5,21.824,2019-05-20T08:00:00Z,6.459
8,21.769,2019-05-20T08:00:00Z,6.425
8.5,21.487,2019-05-20T08:00:00Z,5.693
9,20.711,2019-05-20T08:00:00Z,3.087
9.5,20.088,2019-05-20T08:00:00Z,2.393
10,19.892,2019-05-20T08:00:00Z,1.89
0,22.707,2019-05-20T10:00:00Z,8.832
0.5,22.551,2019-05-20T10:00:00Z,7.642
1,22.4,2019-05-20T10:00:00Z,7.454
1.5,22.438,2019-05-20T10:00:00Z,7.292
2,22.458,2019-05-20T10:00:00Z,7.094
2.5,22.483,2019-05-20T10:00:00Z,6.963
3,22.424,2019-05-20T10:00:00Z,6.964
3.5,22.302,2019-05-20T10:00:00Z,6.797
4,22.362,2019-05-20T10:00:00Z,6.861
4.5,22.347,2019-05-20T10:00:00Z,6.862
5,22.305,2019-05-20T10:00:00Z,6.795
