Date,Time,Site,Station_ID,Depth_TMB,Depth_m,Comments,chla_ug.L,TSS_mg.L,VSS_mg.L,TDS_mg.L,NH4_mg.L,Nox_mg.L,TKN_mg.L,TP_mg.L,DOPO4_mg.L,TOC_mg.L,DOC_mg.L,Alkalinity_mg.L,Cl_mg.L,SO4_mg.L,Tfe_ug.L,TMn_ug.L,DMn_ug.L,Ca_mg.L,Mg_mg.L,Na_mg.L,K_mg.L,As_ug.L,Tsi_mg.L,Dsi_mg.L,Algae_cells.mL,Br_mg.L,Ecoli_MPN,FecalCol.100mL,TTHMFP_uM,Dfe_ug.L,DMn_ug.L,Pb_ug.L,STKN_mg.L,DTP_mg.L,TOPOO4_mg.L,CBOD5_mg.L,BOD20_mg.L,VSS_mg.L_alt,NO3_mg.L,NO2_mg.L,Si_mg.L,Color_mg.L,pH,SBFP,SolP.P_mg.L
09/10/1997,,RC-06,15199,M,,,29.4,89.2,,172,<0.05,0.02,0.92,0.14,<0.01,7.65,5.06,96,,,,,,,,,,,,,,,,0,,<20,<10,<5,,0.03,0.06,,,,,,,,,,
10/08/1997,,RC-05,15170,M,,,24.7,10.7,,164,<0.05,0.04,0.65,0.11,<0.01,5.5,4.37,97,10.8,26.7,,,,39.2,2.97,13.5,4.38,5,,,25925,,,0,1.91,<20,<10,<5,,0.07,0.02,,,,,,,,,,
11/04/1997,,RC-05,15170,M,,,20,8.7,,163,<0.05,0.1,0.54,0.05,<0.01,4.97,4.18,102,10.3,28.4,,,,34.7,2.23,12,4.64,3,,,29125,,,3,1.89,<20,<10,<5,,<0.01,0.04,,,,,,,,,,
12/15/1997,,RC-01,15168,T,,,4.7,4.7,,174,<0.05,0.43,0.43,0.05,0.01,4.54,4.1,102,,,,,,,,,,,,,,,,2,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-01,15168,M,,,4.4,5.8,,173,<0.05,0.41,0.41,0.05,0.01,4.39,4.15,102,,,,,,,,,,,,,,,,2,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-01,15168,B,,,4.4,5.8,,174,<0.05,0.42,0.41,0.05,0.01,4.57,4.26,98.5,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-02,15169,T,,,5.3,5.9,,167,<0.05,0.37,0.42,0.04,<0.01,4.65,4.19,102,,,,,,,,,,,,,,,,14,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-02,15169,M,,,5.9,6.2,,167,<0.05,0.35,0.52,0.05,<0.01,4.57,3.98,102,,,,,,,,,,,,,,,,12,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-02,15169,B,,,5.3,7,,163,<0.05,0.37,0.46,0.07,<0.01,4.69,4.26,102,,,,,,,,,,,,,,,,14,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-03,11068,T,,,10.1,5.6,,164,<0.05,0.2,0.49,0.04,<0.01,5.03,4.57,101,,,,,,,,,,,,,,,,3,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-03,11068,B,,,7.7,8.1,,167,0.08,0.19,0.63,0.05,<0.01,5.05,4.34,102,,,,,,,,,,,,,,,,3,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-04,15172,M,,,8.9,10.6,,175,<0.05,0.1,0.7,0.07,0.01,5.83,5.15,105,,,,,,,,,,,,,,,,3,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-05,15170,T,,,8.3,8,,166,<0.05,0.28,0.5,0.06,0.01,4.95,4.49,87.5,22.1,26.9,,,,39.7,2.77,11,4.41,3,,,6675,,,4,,<20,<10,<5,,,,,,,,,,,,,
12/15/1997,,RC-05,15170,M,,,9.2,8.5,,170,<0.05,0.28,0.5,0.04,0.01,5.07,4.62,102,10.8,27.1,,,,38.5,2.81,10.8,4.42,2,,,6000,,,1,,,,,,,,,,,,,,,,,
12/15/1997,,RC-05,15170,B,,,8,8.8,,170,<0.05,0.29,0.6,0.05,0.01,5.04,4.55,100,10.8,25.5,,,,38.5,2.74,10.6,4.34,2,,,4000,,,14,,,,,,,,,,,,,,,,,
12/15/1997,,RC-06,15199,M,,,16.8,59.4,,239,<0.05,0.52,0.7,0.14,0.03,7.88,6.34,130,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,
01/07/1998,,RC-05,15170,M,,,4.3,32.6,,179,0.09,0.46,0.58,0.24,0.05,6.04,4.95,96,8.3,31.9,,,,36.6,2.47,7.35,4.72,6,,,2700,,,35,2.6,46,<10,<5,,,,,,,,,,,,,
02/04/1998,,RC-05,15170,M,,,2.7,10.6,,164,0.08,0.61,0.61,0.13,0.05,5.26,4.51,96,6.8,27.3,,,,36.2,2.21,9.3,4.18,5,,,2266,,,4,2.31,40,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-01,15168,T,,,6.8,41.9,,159,<0.05,0.58,0.45,0.1,0.02,4.49,4.38,95,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-01,15168,M,,,5.6,10.3,,157,<0.05,0.61,0.55,0.17,0.02,4.69,4.37,95,,,,,,,,,,,,,,,,13,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-01,15168,B,,,3.8,15.4,,158,<0.05,0.75,0.42,0.1,0.02,5.16,4.13,94.5,,,,,,,,,,,,,,,,5,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-02,15169,T,,,6,14.5,,157,<0.05,0.56,0.56,0.09,0.02,5.19,4.06,94,,,,,,,,,,,,,,,,12,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-02,15169,M,,,4,14.3,,163,<0.05,0.59,0.47,0.09,0.02,4.95,4.65,96,,,,,,,,,,,,,,,,2,,32,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-02,15169,B,,,6.5,20.4,,161,<0.05,0.62,0.45,0.11,0.02,5.08,4.44,95,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-03,11068,T,,,10.7,11.7,,148,<0.05,0.7,0.54,0.12,0.02,5.41,4.77,94,,,,,,,,,,,,,,,,8,,28,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-03,11068,B,,,5.3,16.3,,148,0.05,0.63,0.61,0.1,0.02,5.4,4.47,88,,,,,,,,,,,,,,,,3,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-04,15172,M,,,33.1,41.5,,175,<0.05,0.69,0.77,0.19,0.02,7.99,6.3,107,,,,,,,,,,,,,,,,97,,53,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-05,15170,T,,,7.7,18,,169,<0.05,0.62,0.5,0.11,0.02,5.17,4.43,100,7.4,27.7,,,,39.2,2.7,9.35,4.35,3,,,1540,,,21,,37,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-05,15170,M,,,6.2,21.6,,168,<0.05,0.63,0.55,0.11,0.02,13.1,4.4,102,7.7,30.2,,,,40.7,2.75,9.92,4.32,3,,,1100,,,13,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-05,15170,B,,,6.3,25.7,,180,<0.05,0.69,0.52,0.12,0.02,5.25,5.19,108,7.7,32.7,,,,43.3,2.9,10.2,4.41,3,,,3520,,,10,,<20,<10,<5,,,,,,,,,,,,,
03/18/1998,,RC-06,15199,M,,,13.4,284,,243,0.11,1.09,1.2,0.12,0.04,10.5,7.41,141,,,,,,,,,,,,,,,,2040,,147,<10,<5,,,,,,,,,,,,,
04/08/1998,,RC-05,15170,M,,,12.3,13.7,,177,0.05,0.66,0.55,0.1,<0.01,4.95,4.34,107,7.9,32.8,,,,41.4,2.65,10.4,4.44,2,,,1012,,,2,1.92,<20,<10,<5,,,,,,,,,,,,,
05/06/1998,,RC-05,15170,M,,,9.6,7.5,,170,<0.05,0.43,0.49,0.08,<0.01,4.9,4.34,108,7.6,31.3,,,,38.9,2.68,10.2,4.5,2,,,4268,,,0,2.06,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-01,15168,T,,,21.6,4.8,,149,<0.05,0.2,0.57,0.02,<0.01,4.75,4.17,89,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-01,15168,M,,,18.2,4.8,,151,<0.05,0.27,0.62,0.03,0.01,4.94,3.99,95.1,,,,,,,,,,,,,,,,0,,<20,40,<5,,,,,,,,,,,,,
06/19/1998,,RC-01,15168,B,,,1.6,7.4,,172,0.1,0.44,0.6,0.1,0.01,4.46,3.72,112,,,,,,,,,,,,,,,,2,,<20,421,<5,,,,,,,,,,,,,
06/19/1998,,RC-02,15169,T,,,20.3,4.7,,153,<0.05,0.12,0.62,0.03,0.03,4.61,3.98,97,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-02,15169,M,,,13.4,4.8,,151,<0.05,0.24,0.51,0.03,0.01,4.7,4.14,96,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-02,15169,B,,,6.9,10.9,,170,0.11,0.27,0.6,0.06,<0.01,4.15,3.98,115,,,,,,,,,,,,,,,,0,,<20,323,<5,,,,,,,,,,,,,
06/19/1998,,RC-03,11068,T,,,22.2,7.2,,144,<0.05,0.06,0.71,0.04,<0.01,5.35,4.22,93.5,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-03,11068,B,,,14.7,32.7,,168,0.39,0.25,1.13,0.28,0.04,5.38,4.22,116,,,,,,,,,,,,,,,,0,,36,702,<5,,,,,,,,,,,,,
06/19/1998,,RC-04,15172,M,,,37.4,40.3,,169,0.08,0.05,1.06,0.17,0.03,4.86,4.68,113,,,,,,,,,,,,,,,,12,,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-05,15170,T,,,11.7,9.7,,149,<0.05,0.13,0.63,0.05,<0.01,4.79,4.24,95,7.6,30.2,,,,41.1,2.6,10.8,4.39,3,,,7722,,,0,3.26,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-05,15170,M,,,9.6,10.8,,150,0.16,0.14,0.76,0.09,<0.01,6.14,4.73,104,8.4,29.3,,,,42.6,2.7,11,4.48,2,,,11858,,,0,2.81,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-05,15170,B,,,8,24.9,,169,0.18,0.06,0.74,0.1,<0.01,5,4.34,105,7.8,28.1,,,,45.1,2.88,11.2,4.58,6,,,3872,,,0,3.4,<20,<10,<5,,,,,,,,,,,,,
06/19/1998,,RC-06,15199,M,,,72.1,105,,213,0.05,0.02,1.16,0.33,<0.01,6.94,5.18,124,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
07/08/1998,,RC-05,15170,M,,,14.4,6.3,,105,0.06,0.04,0.68,0.1,0.02,5.78,5.54,49.5,12,24.4,,,,17.3,3.3,9.95,4.61,2,,,13156,,,10,1.6,<20,<10,<5,,,,,,,,,,,,,
08/05/1998,,RC-05,15170,M,,,15.5,7.3,,140,0.19,0.07,0.84,0.05,<0.01,5.22,4.28,81.5,8.5,30.6,,,,30.8,3.05,11.3,4.59,5,,,17226,,,0,2.15,20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-01,15168,T,,,21.1,<4.0,,143,<0.05,<0.01,0.66,0.03,<0.01,5.69,4.26,85.5,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-01,15168,M,,,7.7,<4.0,,151,<0.05,0.18,0.43,0.03,<0.01,4.41,4.09,91.5,,,,,,,,,,,,,,,,0,,<20,46,<5,,,,,,,,,,,,,
09/29/1998,,RC-01,15168,B,,,2.4,<4.0,,184,1.21,<0.01,1.76,0.32,0.21,5.77,4.55,138,,,,,,,,,,,,,,,,0,,288,1410,<5,,,,,,,,,,,,,
09/29/1998,,RC-02,15169,T,,,20.3,4.5,,139,0.05,0.02,0.91,0.03,<0.01,5.79,4.48,80.5,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-02,15169,M,,,25.9,<4.0,,148,<0.05,0.05,0.68,0.03,<0.01,4.95,4.25,88,,,,,,,,,,,,,,,,0,,<20,29,<5,,,,,,,,,,,,,
09/29/1998,,RC-02,15169,B,,,4.7,6.2,,162,0.83,<0.01,1.41,0.21,0.1,5.51,4.37,111,,,,,,,,,,,,,,,,0,,92,926,<5,,,,,,,,,,,,,
09/29/1998,,RC-03,11068,T,,,18.9,6.3,,132,<0.05,<0.01,0.64,0.03,<0.01,8.66,4.43,78,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-03,11068,B,,,16.7,14.3,,167,1.1,<0.01,1.86,0.33,0.08,6.53,4.98,115,,,,,,,,,,,,,,,,0,,258,715,<5,,,,,,,,,,,,,
09/29/1998,,RC-04,15172,M,,,33.4,11.8,,138,0.07,<0.01,0.96,0.1,<0.01,5.82,5.1,74.5,,,,,,,,,,,,,,,,2,,<20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-05,15170,T,,,20,5.6,,139,0.08,<0.01,0.72,0.04,<0.01,5.05,4.26,77.1,8.2,37.5,,,,26.2,2.8,9.55,4.22,1,,,18788,,,0,1.74,<20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-05,15170,M,,,12,<4.0,,139,<0.05,0.05,0.7,0.04,<0.01,8.08,4.39,80,8.7,23.5,,,,27.8,2.75,10.4,4.19,<1.0,,,8756,,,0,1.76,<20,<10,<5,,,,,,,,,,,,,
09/29/1998,,RC-05,15170,B,,,11.2,22.3,,152,0.22,0.05,0.9,0.16,<0.01,5.82,4.71,95,9.2,24.6,,,,32.2,2.85,10.6,4.17,3,,,17424,,,2,2.11,<20,216,<5,,,,,,,,,,,,,
09/29/1998,,RC-06,15199,M,,,57.4,33.5,,133,<0.05,<0.01,1.03,0.16,<0.01,6.2,4.76,74,,,,,,,,,,,,,,,,2,,<20,<10,<5,,,,,,,,,,,,,
10/08/1998,,RC-05,15170,M,,,22.7,8.4,,139,0.08,0.03,0.71,0.06,<0.01,4.94,4.59,81,8.6,23.7,,,,27.9,2.8,10.9,4.33,<1.0,,,16610,,,0,1.81,<20,<10,<5,,,,,,,,,,,,,
11/04/1998,,RC-05,15170,M,,,33.6,19.5,,144,0.1,0.1,0.82,0.08,<0.01,5.24,4.44,88,8.7,22.5,,,,31.8,2.52,10.1,4.36,2,,,21032,,,4,2.26,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-01,15168,T,,,6.4,5.7,,144,0.13,0.41,0.45,0.04,<0.01,4.77,4.41,86.5,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-01,15168,M,,,3.2,6.3,,146,0.08,0.47,0.57,0.05,<0.01,4.84,4.4,85,,,,,,,,,,,,,,,,2,,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-01,15168,B,,,2.8,16.6,,146,0.07,0.68,0.55,0.1,0.01,5.32,4.52,86,,,,,,,,,,,,,,,,0,,<20,13,<5,,,,,,,,,,,,,
12/02/1998,,RC-02,15169,T,,,10.1,6.4,,144,0.08,0.35,0.69,0.06,<0.01,4.9,4.48,85,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-02,15169,M,,,9.1,7,,140,0.1,1.1,0.56,0.06,<0.01,4.91,4.67,85,,,,,,,,,,,,,,,,0,,57,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-02,15169,B,,,2.9,19,,146,0.08,0.68,0.59,0.13,<0.01,4.81,4.39,86.5,,,,,,,,,,,,,,,,6,,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-03,11068,T,,,23.8,7.3,,134,0.07,0.84,0.76,0.07,<0.01,5.52,5.31,78.5,,,,,,,,,,,,,,,,0,,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-03,11068,B,,,9.6,38.5,,141,0.11,0.86,0.98,0.18,0.02,6.67,4.92,84,,,,,,,,,,,,,,,,14,,38,51,<5,,,,,,,,,,,,,
12/02/1998,,RC-04,15172,M,,,3.6,40.4,,164,0.12,0.64,0.71,0.22,0.03,6.08,4.93,83,,,,,,,,,,,,,,,,67,,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-05,15170,T,,,11.7,12.3,,145,<0.05,0.36,0.57,0.08,<0.01,4.99,4.52,87,7,23.4,,,,31.1,2.38,9.2,4.22,<1.0,,,5412,,,4,2.92,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-05,15170,M,,,10.7,19,,144,0.06,1,0.6,0.07,<0.01,5.95,4.47,86.5,7.7,24,,,,31.6,2.38,9.92,4.31,<1.0,,,6116,,,0,3.36,<20,<10,<5,,,,,,,,,,,,,
12/02/1998,,RC-05,15170,B,,,3.7,59.3,,159,0.1,0.6,0.76,0.21,<0.01,5.56,4.48,93,5.8,25.4,,,,35.8,2.52,9.42,4.19,2,,,2992,,,18,3.13,<20,10,<5,,,,,,,,,,,,,
12/02/1998,,RC-06,15199,M,,,12.5,84.3,,215,0.06,0.61,0.68,0.19,<0.01,6.22,4.85,123,,,,,,,,,,,,,,,,48,,38,<10,<5,,,,,,,,,,,,,
01/06/1999,,RC-05,15170,M,6,,4,14.6,,155,<0.05,0.65,0.45,0.09,0.01,4.68,4.36,95,6.4,26.2,,,,34.2,2.38,8.75,4.07,1,,,748,,,0,2.11,<20,<10,<5,,,,,,,,,,,,,
02/10/1999,,RC-05,15170,M,6,,9.3,10.8,,162,0.14,0.62,0.69,0.07,<0.01,5.58,4.66,97,7.5,27.6,,,,36,2.32,9.28,3.92,4,,,2046,,,1,2.56,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-01,15168,T,0.5,,5.3,10.5,,149,<0.05,0.68,0.57,0.07,<0.01,4.5,4.29,91,,,,,,,,,,,,,,,,6,,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-01,15168,M,8,,3.2,11.1,,150,<0.05,0.82,0.56,0.07,0.01,4.73,4.26,91.5,,,,,,,,,,,,,,,,<1,,32,26,<5,,,,,,,,,,,,,
03/17/1999,,RC-01,15168,B,16,,2.1,11.5,,151,<0.05,0.77,0.49,0.08,0.01,5.83,4.36,91,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-02,15169,T,0.5,,3.3,27.6,,153,<0.05,0.73,0.66,0.11,<0.01,5.75,4.28,93,,,,,,,,,,,,,,,,32,,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-02,15169,M,7,,4.6,44.4,,155,<0.05,0.79,0.65,0.12,0.01,5.16,4.32,93.5,,,,,,,,,,,,,,,,18,,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-02,15169,B,14,,3.8,72.4,,155,0.05,0.73,0.77,0.15,<0.01,5.36,4.24,94,,,,,,,,,,,,,,,,46,,23,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-03,11068,T,0.5,,2.9,15.4,,151,<0.05,0.71,0.61,0.08,<0.01,5,4.43,92,,,,,,,,,,,,,,,,2,,28,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-03,11068,B,13,,4.7,29.4,,154,0.08,0.7,0.72,0.12,0.01,5.35,5,93.5,,,,,,,,,,,,,,,,5,,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-04,15172,M,2,,38.6,33,,161,<0.05,0.72,0.91,0.17,<0.01,6.77,5.03,104,,,,,,,,,,,,,,,,6,,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-05,15170,T,0.5,,8.2,27.8,,163,<0.05,0.73,0.54,0.12,<0.01,4.92,4.14,96.5,7.4,34,,,,36.8,2.6,8.32,4.18,1,,,748,,,6,3.05,<20,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-05,15170,M,6,,6.3,20.2,,159,<0.05,0.75,0.54,0.11,<0.01,6.62,4.53,96.5,6.8,31.8,,,,37.4,2.7,8.75,4.39,<1.0,,,1056,,,2,3.27,28,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-05,15170,B,12,,6,58.5,,166,0.06,0.85,0.6,0.15,0.02,5.2,4.27,104,8.1,36.9,,,,41.3,2.98,9.52,4.59,2,,,1166,,,<1,3.15,23,<10,<5,,,,,,,,,,,,,
03/17/1999,,RC-06,15199,M,2,,20.9,76.5,,259,<0.05,1.02,0.9,0.29,<0.01,6.28,4.67,139,,,,,,,,,,,,,,,,78,,23,<10,<5,,,,,,,,,,,,,
04/06/1999,,RC-05,15170,M,6,,3.5,12.7,,164,0.08,0.84,0.63,0.07,<0.01,4.6,4.33,98.5,7.7,30.6,,,,35.5,2.65,10.1,3.98,2,,,748,,,0,2.07,<20,<10,<5,,,,,,,,,,,,,
05/05/1999,,RC-05,15170,M,6,,8.8,12.4,,172,<0.05,0.71,0.5,0.05,<0.01,4.59,3.53,101,7.8,33.2,,,,38,2.75,10.9,4.04,2,,,2288,,,0,2.39,<20,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-01,15168,T,0.5,,8.3,<4.0,,155,0.12,0.41,0.65,0.02,<0.01,4.39,4.27,96,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-01,15168,M,8,,7.8,4.4,,154,0.1,0.47,0.66,0.02,<0.01,4.48,3.97,98,,,,,,,,,,,,,,,,<1,,23,19,<5,,,,,,,,,,,,,
06/16/1999,,RC-01,15168,B,15,,1.6,6.2,,168,0.08,0.64,0.45,0.06,0.01,4.34,4.06,107,,,,,,,,,,,,,,,,<1,,23,290,<5,,,,,,,,,,,,,
06/16/1999,,RC-02,15169,T,0.5,,10.7,4.4,,145,0.09,0.34,0.64,0.03,<0.01,4.87,3.97,90.5,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-02,15169,M,6,,10.1,4.2,,149,0.07,0.36,0.53,0.02,<0.01,4.91,4.72,93.5,,,,,,,,,,,,,,,,<1,,<20,14,<5,,,,,,,,,,,,,
06/16/1999,,RC-02,15169,B,12,,3,17.2,,169,0.14,0.42,0.6,0.08,<0.01,4.64,4.34,110,,,,,,,,,,,,,,,,2,,27,290,<5,,,,,,,,,,,,,
06/16/1999,,RC-03,11068,T,0.5,,11.2,4.2,,143,0.08,0.16,0.59,0.02,<0.01,4.65,3.98,87,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-03,11068,B,13,,4.6,35.9,,176,0.46,0.02,1.14,0.3,0.02,5.68,5.05,120,,,,,,,,,,,,,,,,2,,35,581,<5,,,,,,,,,,,,,
06/16/1999,,RC-04,15172,M,2,,19.8,18.9,,151,0.07,<0.01,0.71,0.1,<0.01,5.94,4.55,91,,,,,,,,,,,,,,,,20,,<20,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-05,15170,T,0.5,,13.1,5,,152,0.06,0.32,0.57,0.03,<0.01,4.63,3.81,95.5,8.3,37.4,,,,35.6,2.72,11,4.02,2,,,8184,,,4,2,23,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-05,15170,M,6,,15.5,4.5,,153,0.06,0.31,0.52,0.02,<0.01,6.48,4.04,95,7.8,34.8,,,,35.6,2.82,11.2,4,1,,,6556,,,<1,2.04,27,<10,<5,,,,,,,,,,,,,
06/16/1999,,RC-05,15170,B,12,,2.4,26.8,,168,0.17,0.44,0.71,0.1,<0.01,4.64,3.92,111,7.6,32.3,,,,40.4,2.95,9.95,4.16,4,,,748,,,4,2.54,27,242,<5,,,,,,,,,,,,,
06/16/1999,,RC-06,15199,M,1,,25.2,76,,188,0.07,0.02,0.95,0.24,<0.01,6.46,4.41,99,,,,,,,,,,,,,,,,2,,23,<10,<5,,,,,,,,,,,,,
07/07/1999,,RC-05,15170,M,6,,,7,,139,0.14,0.04,0.66,0.05,<0.01,4.99,4.74,78.5,8.4,33.9,,,,29.2,2.9,11,4,2,,,3938,,,0,2.32,<20,<10,<5,,,,,,,,,,,,,
08/04/1999,,RC-05,15170,M,6,,17.9,5.8,,143,0.12,0.12,0.75,0.05,<0.01,4.18,4.06,81,7.9,35,,,,36.5,3,13.2,4.86,4,,,21670,,,0,1.53,90,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-01,15168,T,0.5,,17.1,<4.0,,148,0.09,<0.01,0.67,0.03,<0.01,4.6,3.72,80.5,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-01,15168,M,7,,16,<4.0,,148,0.1,0.02,0.66,0.04,<0.01,4.96,4.22,89,,,,,,,,,,,,,,,,<1,,<20,29,<5,,,,,,,,,,,,,
09/15/1999,,RC-01,15168,B,14,,2.7,4.3,,174,0.85,0.07,1.32,0.13,0.04,4.6,4.29,123,,,,,,,,,,,,,,,,<1,,125,812,<5,,,,,,,,,,,,,
09/15/1999,,RC-02,15169,T,0.5,,21.7,<4.0,,147,0.08,0.03,0.71,0.03,<0.01,4.92,4.04,92,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-02,15169,M,6,,20.4,<4.0,,148,0.08,0.06,0.71,0.04,<0.01,4.83,3.71,86,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-02,15169,B,12,,21,<4.0,,148,0.12,0.03,0.79,0.04,<0.01,4.6,4.06,87,,,,,,,,,,,,,,,,<1,,<20,22,<5,,,,,,,,,,,,,
09/15/1999,,RC-03,11068,T,0.5,,27.4,6.2,,147,0.14,0.03,0.9,0.05,<0.01,5.14,4.15,83,,,,,,,,,,,,,,,,<1,,<20,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-03,11068,B,13,,9.2,13.2,,189,2.62,0.06,3.56,0.69,0.31,5.71,5.06,155,,,,,,,,,,,,,,,,<1,,487,1214,<5,,,,,,,,,,,,,
09/15/1999,,RC-04,15172,M,2,,29.4,19.9,,159,0.1,<0.01,1.04,0.16,<0.01,6.58,4.71,92,,,,,,,,,,,,,,,,9,,<20,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-05,15170,T,0.5,,18.7,10.1,,148,0.08,0.03,0.69,0.06,<0.01,4.65,4,86.5,9.5,34.1,,,,31,3.25,12.5,4.74,4,,,25542,,,<1,1.65,20,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-05,15170,M,6,,16,9.1,,150,0.13,0.04,0.65,0.06,<0.01,4.68,4.06,83.5,9.5,34.1,,,,30,3.5,12,4.86,4,,,13398,,,<1,1.45,23,<10,<5,,,,,,,,,,,,,
09/15/1999,,RC-05,15170,B,12,,16.9,13.4,,149,0.16,0.04,0.77,0.1,<0.01,4.86,3.98,86,8.6,37.3,,,,31.8,3.25,12,4.64,7,,,13596,,,<1,1.55,<20,141,<5,,,,,,,,,,,,,
09/15/1999,,RC-06,15199,M,1,,24,78.5,,168,<0.05,0.02,0.91,0.21,<0.01,6.79,4.61,93,,,,,,,,,,,,,,,,<1,,53,<10,<5,,,,,,,,,,,,,
10/06/1999,,RC-05,15170,M,6,,18.2,11.1,,158,<0.05,0.06,0.68,0.06,<0.005,5.22,4.6,91,8.6,39.8,,,,33.5,2.75,13,4.88,3,,,6820,,,0,2.08,<20,<10,<5,,,,,,,,,,,,,
