Date,Time,Site,Station_ID,Depth_TMB,Depth_m,Comments,chla_ug.L,TSS_mg.L,VSS_mg.L,TDS_mg.L,NH4_mg.L,Nox_mg.L,TKN_mg.L,TP_mg.L,DOPO4_mg.L,TOC_mg.L,DOC_mg.L,Alkalinity_mg.L,Cl_mg.L,SO4_mg.L,Tfe_ug.L,TMn_ug.L,DMn_ug.L,Ca_mg.L,Mg_mg.L,Na_mg.L,K_mg.L,As_ug.L,Tsi_mg.L,Dsi_mg.L,Algae_cells.mL,Br_mg.L,Ecoli_MPN,FecalCol.100mL,TTHMFP_uM,Dfe_ug.L,DMn_ug.L,Pb_ug.L,STKN_mg.L,DTP_mg.L,TOPOO4_mg.L,CBOD5_mg.L,BOD20_mg.L,VSS_mg.L_alt,NO3_mg.L,NO2_mg.L,Si_mg.L,Color_mg.L,pH,SBFP,SolP.P_mg.L
04/14/2004,,RC-05,15170,T,0.5,,4.7,9.6,,195,0.03,0.54,0.89,0.052,0.008,4.67,4.92,,11.7,,,,,,,,,,,,,,,,,,,,0.76,,0.049,<2.0,,,,,,,,,0.01
04/14/2004,,RC-05,15170,M,6,,4.7,19.6,,192,0.03,0.53,1.01,0.062,0.008,4.78,4.32,107,11.9,34.8,493,29,,39,3.2,15.4,4.4,2,,,3542,<0.5,,,1.8,,,,0.68,,0.062,<2.0,,,,,,,,,0.01
04/14/2004,,RC-05,15170,B,12,,4.9,35.1,,195,0.05,0.545,0.87,0.085,0.013,4.98,4.89,,11.8,,,,,,,,,,,,,,,,,,,,0.71,,0.092,<2.0,,,,,,,,,0.013
04/14/2004,,RC-06,15199,M,2,,19.4,112,,264,0.07,0.54,1.25,0.222,0.01,6,6.21,,22.8,,,,,,,,,,,,,,,,,,,,0.86,,0.254,<2.0,,,,,,,,,0.01
05/19/2004,,RC-01,15168,T,0.5,,14,4.4,,179,0.05,0.33,0.82,0.021,0.021,,,,12.2,,,,,,,,,,,,,,8.4,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-01,15168,M,8,,16.7,<4.0,,180,0.04,0.41,0.89,0.021,0.018,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-01,15168,B,15,,8,6.7,,188,0.05,0.455,0.8,0.029,0.031,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-02,15169,T,0.5,,22,6,,172,0.04,0.23,0.84,0.031,0.015,,,,11.5,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-02,15169,M,8,,18,5.7,,179,0.05,0.445,0.85,0.036,0.026,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-02,15169,B,15,,3.3,8.3,,182,0.05,0.445,1.06,0.049,0.044,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-03,11068,T,0.5,,28,8.1,,158,0.06,0.14,1.21,0.044,0.036,,,,11.6,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-03,11068,B,12,,7.7,9.8,,186,0.06,0.36,0.93,0.042,0.057,,,,12,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-04,15172,M,2,,18,26.4,,164,0.06,0.575,1.12,0.156,0.072,,,,8.1,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-05,15170,T,0.5,,29.4,10.3,,179,0.03,0.41,1.1,0.052,0.036,,,,12.2,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-05,15170,M,6,,20,8.4,,179,0.04,0.41,1.1,0.042,0.031,5.5,5.39,97.9,12.6,29.7,<120,<10,,40.2,3.1,15.2,4.3,3,,,6072,<0.5,,,2.6,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-05,15170,B,12,,9.7,31.8,,206,0.04,0.852,1.5,0.12,0.046,,,,12,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
05/19/2004,,RC-06,15199,M,2,,33.8,66.9,,237,0.04,0.8,1.18,0.172,0.049,,,,15.2,,,,,,,,,,,,,,1,,,,,,,,,<2.0,,,,,,,,,
06/23/2004,,RC-01,15168,T,0.5,,11.8,<4.0,,159,0.04,0.16,0.66,0.023,0.023,5.53,5.32,,10.3,,,,,,,,,,,,,,<1,,,,,,0.61,,0.021,<2.0,,,,,,,,,0.024
06/23/2004,,RC-01,15168,M,7,,9.5,<4.0,,171,0.04,0.26,0.56,0.023,0.023,5.37,5.04,,10.4,,,,,,,,,,,,,,,,,,,,0.66,,0.021,<2.0,,,,,,,,,0.016
06/23/2004,,RC-01,15168,B,13,,1.3,<4.0,,191,0.15,0.19,0.83,0.038,0.031,5.07,5,,11,,,,,,,,,,,,,,,,,,,,0.65,,0.034,<2.0,,,,,,,,,0.039
06/23/2004,,RC-02,15169,T,0.5,,14,<4.0,,160,0.03,0.11,0.67,0.041,0.018,5.18,4.95,,10.5,,,,,,,,,,,,,,<1,,,,,,0.71,,0.023,<2.0,,,,,,,,,0.024
06/23/2004,,RC-02,15169,M,8.059,,8.6,<4.0,,166,0.05,0.185,0.62,0.038,0.028,5.11,5.1,,10.9,,,,,,,,,,,,,,,,,,,,0.79,,0.026,<2.0,,,,,,,,,0.026
06/23/2004,,RC-02,15169,B,15.035,,4,16.7,,202,0.39,<0.005,1.15,0.202,0.142,5.14,4.75,,11.5,,,,,,,,,,,,,,,,,,,,1.08,,0.2,<2.0,,,,,,,,,0.168
06/23/2004,,RC-03,11068,T,0.5,,16.7,4.3,,159,0.04,0.04,0.72,0.031,0.039,4.95,5.51,,10.4,,,,,,,,,,,,,,<1,,,,,,1,,0.026,<2.0,,,,,,,,,0.021
06/23/2004,,RC-03,11068,B,9.024,,4,5.8,,178,0.19,0.04,0.83,0.061,0.052,5.06,5.22,,10.6,,,,,,,,,,,,,,,,,,,,0.8,,0.047,<2.0,,,,,,,,,0.05
06/23/2004,,RC-04,15172,M,3.009,,55.4,15.9,,157,0.04,<0.005,1.32,0.102,0.047,6.09,6.16,,9.1,,,,,,,,,,,,,,1,,,,,,0.57,,0.078,<2.0,,,,,,,,,0.032
06/23/2004,,RC-05,15170,T,0.5,,12.7,6.7,,159,0.04,0.09,0.92,0.041,0.047,5.14,4.7,90.5,11.4,31.6,164,<10,,34.1,3.5,15.2,4.62,4,,,6820,<0.5,<1,,2.7,,,,0.54,,0.036,<2.0,,,,,,,,,0.024
06/23/2004,,RC-05,15170,M,6.023,,16.4,10.3,,172,0.07,0.115,0.96,0.046,0.041,5.28,4.59,91.5,11,33.1,258,28,,33.2,3.33,14,4.52,4,,,5786,<0.5,,,2.6,,,,0.59,,0.039,<2.0,,,,,,,,,0.021
06/23/2004,,RC-05,15170,B,11.04,,6.7,27.1,,196,0.16,0.08,0.92,0.071,0.041,4.96,4.93,113,11.8,31.4,801,306,,39.1,3.84,15.3,4.67,14,,,3564,<0.5,,,2.8,,,,0.76,,0.0983,<2.0,,,,,,,,,0.032
06/23/2004,,RC-06,15199,M,2.063,,21.4,57,,206,0.06,0.005,1.14,0.202,0.047,6.88,6.24,,14.4,,,,,,,,,,,,,,1,,,,,,0.73,,0.218,<2.0,,,,,,,,,0.042
07/14/2004,,RC-01,15168,T,0.5,,9.3,6.7,,153,<0.02,<0.005,0.66,0.033,0.033,,,,10.8,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-01,15168,M,8,,10,5.6,,157,<0.02,<0.005,0.64,0.038,0.028,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-01,15168,B,14,,3.3,6.4,,191,0.32,<0.005,0.79,0.104,0.105,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-02,15169,T,0.5,,19.4,6.1,,153,<0.02,<0.005,0.92,0.038,0.018,,,,10.7,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-02,15169,M,6,,11.7,<4.0,,161,0.02,0.045,1.06,0.036,0.031,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-02,15169,B,11,,6,9.5,,186,0.45,<0.005,1,0.153,0.107,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-03,11068,T,0.5,,21.4,8.2,,149,<0.02,<0.005,0.73,0.046,0.033,,,,10.2,,,,,,,,,,,,,,1,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-03,11068,B,12,,25.4,14,,152,<0.02,<0.005,1.05,0.046,0.028,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-04,15172,M,2,,26,14.8,,159,<0.02,<0.005,1.16,0.084,0.038,,,,10.7,,,,,,,,,,,,,,1.4,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-05,15170,T,0.5,,15.4,9.2,,151,<0.02,<0.005,0.9,0.038,0.015,,,,11.2,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-05,15170,M,6,,17.7,12.7,,160,0.03,<0.005,0.89,0.043,0.015,5.03,5.58,87.7,11.3,27.8,196,38,,30.3,3.3,14,4.29,4.6,,,5434,<0.5,,,3,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-05,15170,B,11,,6.7,14.8,,180,0.22,,1.01,0.099,0.036,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
07/14/2004,,RC-06,15199,M,2,,27.4,41,,201,<0.02,,0.9,0.132,0.023,,,,12,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
08/11/2004,,RC-01,15168,T,0.5,,11.3,<4.0,,156,0.02,<0.005,0.78,0.035,0.015,,,,10.6,,,,,,,,,,,,,,<1,,,,,,0.53,,0.025,<2.0,,,,,,,,,0.015
08/11/2004,,RC-01,15168,M,8,,11.3,<4.0,,152,0.02,<0.005,0.93,0.047,0.018,,,,10.8,,,,,,,,,,,,,,,,,,,,0.53,,0.022,<2.0,,,,,,,,,0.02
08/11/2004,,RC-01,15168,B,14,,5.3,<4.0,,169,0.18,<0.005,1.06,0.047,0.015,,,,10.5,,,,,,,,,,,,,,,,,,,,0.71,,0.029,<2.0,,,,,,,,,0.02
08/11/2004,,RC-02,15169,T,0.5,,17.4,<4.0,,150,0.03,<0.005,0.76,0.045,0.015,,,,10.7,,,,,,,,,,,,,,1,,,,,,0.53,,0.025,<2.0,,,,,,,,,0.015
08/11/2004,,RC-02,15169,M,6,,23.4,<4.0,,151,0.02,<0.005,0.7,0.047,0.032,,,,10.6,,,,,,,,,,,,,,,,,,,,0.87,,0.028,<2.0,,,,,,,,,0.045
08/11/2004,,RC-02,15169,B,11,,6,<4.0,,175,0.37,<0.005,0.91,0.074,0.02,,,,10.5,,,,,,,,,,,,,,,,,,,,0.6,,0.062,<2.0,,,,,,,,,0.015
08/11/2004,,RC-03,11068,T,0.5,,19.4,5.2,,148,0.03,<0.005,0.76,0.057,0.018,,,,10.8,,,,,,,,,,,,,,<1,,,,,,0.55,,0.028,<2.0,,,,,,,,,0.022
08/11/2004,,RC-03,11068,B,12,,4.3,4.8,,164,0.23,<0.005,0.92,0.057,0.028,,,,11,,,,,,,,,,,,,,,,,,,,0.82,,0.035,<2.0,,,,,,,,,0.03
08/11/2004,,RC-04,15172,M,2,,36.7,12.4,,151,0.02,<0.005,0.95,0.094,0.022,,,,10.1,,,,,,,,,,,,,,<1,,,,,,0.59,,0.048,<2.0,,,,,,,,,0.025
08/11/2004,,RC-05,15170,T,0.5,,14,<4.0,,158,<0.02,<0.005,0.68,0.037,0.022,,,,10.6,,,,,,,,,,,,,,<1,,,,,,0.55,,0.025,<2.0,,,,,,,,,0.02
08/11/2004,,RC-05,15170,M,6,,16,6,,149,0.03,<0.005,0.72,0.047,0.025,,,85.8,10.7,29,<125,24,,27.3,2.95,13.4,4.3,<1.0,,,3344,<0.5,,,2.4,,,,0.62,,0.03,<2.0,,,,,,,,,0.02
08/11/2004,,RC-05,15170,B,11,,8.8,25.4,,162,0.49,<0.005,1.37,0.171,0.075,,,,10.5,,,,,,,,,,,,,,,,,,,,1.14,,0.152,<2.0,,,,,,,,,0.074
08/11/2004,,RC-06,15199,M,1,,19.8,48.9,,182,0.03,<0.005,0.97,0.144,0.025,,,,12.1,,,,,,,,,,,,,,16.4,,,,,,0.66,,0.112,<2.0,,,,,,,,,0.03
09/23/2004,,RC-01,15168,T,0.5,,24,<4.0,,160,0.03,<0.005,0.76,0.035,0.012,5.52,4.6,,10.3,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-01,15168,M,8,,24,<4.0,,160,0.03,0.026,0.81,0.04,0.012,5.07,4.59,,10.4,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-01,15168,B,14,,9,<4.0,,171,0.16,<0.005,1.19,0.06,0.015,4.93,4.62,,10.8,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-02,15169,T,0.5,,25.4,4.2,,161,0.03,<0.005,0.85,0.04,0.012,5.31,4.92,,10.8,,,,,,,,,,,,,,1,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-02,15169,M,9,,28.7,5,,169,0.03,<0.005,0.76,0.045,0.015,4.74,5.05,,11,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-02,15169,B,16,,24,11.5,,174,0.24,<0.005,1.4,0.123,0.042,6.88,5.43,,10.8,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-03,11068,T,0.5,,28.7,7.3,,156,0.03,<0.005,0.79,0.063,0.012,5.09,4.81,,10.9,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-03,11068,B,8,,32,7.8,,161,0.03,<0.005,1.4,0.068,0.017,5.52,5.11,,10.9,,,,,,,,,,,,,,,,,,,,,,,<2.0,,,,,,,,,
09/22/2004,,RC-04,15172,M,3,,40.7,22.8,,146,0.03,<0.005,1.34,0.143,0.027,6.48,5.95,,11.1,,,,,,,,,,,,,,<1,,,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-05,15170,T,0.5,,29.7,15.4,,161,0.05,<0.005,1.06,0.088,0.012,5.74,5.4,88.4,11,22.3,415,37,,30.5,3.33,14.8,4.79,6.7,,,21516,<0.5,<1,,2.6,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-05,15170,M,6,,22,14,,151,0.08,0.01,1.58,0.136,0.012,5.33,5.75,88.9,11.2,29.4,408,33,,30.1,3.3,15,4.84,5.2,,,11462,<0.5,,,2.3,,,,,,,<2.0,,,,,,,,,
09/23/2004,,RC-05,15170,B,11,,20.7,21.3,,154,0.09,<0.005,1.22,0.179,0.01,5.61,5.55,91,11.1,29.3,530,43,,29.6,3.28,14.5,4.67,5.6,,,11022,<0.5,,,2.3,,,,,,,<2.0,,,,,,,,,
09/22/2004,,RC-06,15199,M,1,,38.7,104,,162,0.03,<0.005,1.2,0.491,0.022,7.13,5.72,,12.4,,,,,,,,,,,,,,16.4,,,,,,,,,<2.0,,,,,,,,,
10/13/2004,,RC-05,15170,M,6,,24,8.7,,190,0.07,0.088,0.85,0.089,0.005,5.01,4.95,89.2,12.5,32.6,388,34,,33.3,3.18,15,4.86,3,,,11484,<0.05,,,,,,,,,,,,,,,,,,,
11/03/2004,,RC-05,15170,M,6,,16,10.2,,167,0.08,0.016,0.78,0.05,0.02,4.87,4.59,90.8,11.4,29.4,265,18.7,,33.7,3.41,14.9,2.36,4,,,15686,<0.05,,,,,,,,,,,,,,,,,,,
12/02/2004,,RC-01,15168,T,0.5,,6,5,,166,0.06,0.288,0.77,0.039,0.026,4.62,4.3,93.6,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2004,,RC-02,15169,T,0.488,,7.3,6,,169,0.06,0.276,1.65,0.044,0.032,4.93,5.16,93.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2004,,RC-03,11068,T,0.537,,11.4,6.2,,167,0.06,0.188,1.04,0.049,0.026,5.07,4.92,91.5,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2004,,RC-04,15172,T,0.501,,3.3,25,,145,0.13,0.084,0.97,0.296,0.198,10.9,9.55,70.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2004,,RC-05,15170,T,0.5,,8,12.4,,176,0.06,0.21,0.87,0.086,0.058,6.36,6.26,95.7,10.8,32.8,412,20,,39,3.28,13.2,5.04,2,,,3806,<0.5,,,2.2,,,,,,,,,,,,,,,,
12/01/2004,,RC-05,15170,M,6.037,,7.3,14.6,,180,0.06,0.286,0.88,0.08,0.045,5.8,4.74,95.7,10.9,32.3,423,20,,38.9,3.14,12.8,5.02,2,,,682,<0.5,,,2.1,,,,,,,,,,,,,,,,
12/01/2004,,RC-05,15170,B,11.029,,6,26.6,,180,0.06,0.302,1.06,0.106,0.053,5.54,5.17,96.2,10.2,33.6,833,34,,38.3,3.18,12.4,5,3,,,1056,<0.5,,,2.5,,,,,,,,,,,,,,,,
12/01/2004,,RC-06,15199,T,0.5,,8,87.8,,212,0.11,0.258,1.38,0.304,0.119,7.52,7.46,131,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2005,,RC-05,15170,M,6,,19.4,8.6,,180,0.04,0.188,0.72,0.057,0.005,5.1,4.82,100,10,34,158,19,,39.5,3.43,14,4.82,3,,,3366,<0.5,,,1.8,,,,,,,,,,,,,,,,
02/09/2005,,RC-05,15170,M,6,,17.7,8.8,,144,0.08,0.187,0.85,0.1,0.037,6.83,6.36,59.3,15.3,22.8,129,63,,18.1,4.08,15.2,4.89,1,,,2464,<0.5,,,2,,,,,,,,,,,,,,,,
03/04/2005,,RC-01,15168,T,0.5,,8,5.2,,183,0.04,0.23,0.84,0.042,0.01,5.36,5.19,99.3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2005,,RC-02,15169,T,0.5,,8,8.8,,183,0.04,0.314,0.82,0.073,0.016,6.34,5.09,102,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2005,,RC-03,11068,T,0.5,,9.3,11,,178,0.05,0.25,0.88,0.086,0.023,5.91,5.47,102,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2005,,RC-04,15172,T,0.5,,23.4,40.2,,202,0.09,0.62,1.35,0.233,0.05,9.68,9.62,99.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2005,,RC-05,15170,T,0.5,,8.7,13,,208,0.03,0.385,0.8,0.065,0.021,5.15,4.96,114,11.5,30.4,384,19,,35.3,2.96,12.6,4.56,3.5,,,814,<0.5,,,1.6,,,,,,,,,,,,,,,,
03/04/2005,,RC-05,15170,M,6,,7.3,13.8,,210,0.04,0.34,1.25,0.071,0.026,5.18,4.78,115,11.4,33.1,574,22,,36.4,2.83,11.8,4.45,3.4,,,660,<0.5,,,1.8,,,,,,,,,,,,,,,,
03/04/2005,,RC-05,15170,B,12,,6,16.7,,212,0.04,0.41,0.98,0.068,0.026,5.04,5,113,11.2,32.2,512,30,,37.8,3.06,12.3,4.66,3.5,,,374,<0.5,,,1.7,,,,,,,,,,,,,,,,
03/04/2005,,RC-06,15199,T,0.5,,8.7,65.1,,282,0.06,1.06,1.46,0.178,0.044,8.11,6.7,114,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2005,,RC-05,15170,M,6,,14.7,10.9,,210,0.04,0.315,0.72,0.066,0.013,5.53,4.75,118,11.5,36.6,280,19,,44.1,3.39,15.4,4.14,2.1,,,1760,<0.5,,,1.5,,,,,,,,,,,,,,,,
05/11/2005,,RC-05,15170,M,6,,17,5.7,,198,0.02,0.164,0.8,0.039,0.01,4.95,5.12,106,11.6,33.5,<125,<10,,35.9,3.38,15.8,4.45,2.8,,,8360,<0.5,<1,,1.9,,,,,,,,,,,,,,,,
06/08/2005,,RC-01,15168,T,0.5,,12.7,5.5,,173,0.03,<0.005,0.91,0.026,0.008,5.45,5.12,91.5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-01,15168,M,7,,4,4.1,,193,0.03,0.308,0.82,0.023,0.01,5.17,4.83,113,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-01,15168,B,14,,3.3,11.2,,195,0.16,0.176,0.99,0.108,0.072,6.06,5.5,118,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-02,15169,T,0.5,,12,4.4,,174,0.03,<0.005,0.8,0.054,0.018,5.41,6.03,95.7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-02,15169,M,6,,11.3,4.5,,175,0.03,0.008,0.96,0.031,0.015,5.71,5.44,95.7,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-02,15169,B,12,,3.3,5.3,,196,0.03,<0.005,0.87,0.031,0.023,5.51,5.78,118,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-03,11068,T,0.5,,16,5.1,,169,0.08,0.164,0.76,0.041,0.01,5.33,6.53,93.6,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-03,11068,B,9,,8,<4.0,,185,0.02,0.034,0.81,0.041,0.01,4.86,5.54,109,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-04,15172,M,4,,25.4,19.7,,170,0.02,<0.005,1.3,0.1,0.021,6.76,6.42,98.8,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-05,15170,T,0.5,,12.7,5.4,,169,0.03,<0.005,1.4,0.038,0.01,5.52,5.37,94.1,11.2,32.4,<125,15,,36.9,3.22,15.9,4.28,3,,,6842,<0.5,,,2.1,,,,,,,,,,,,,,,,
06/08/2005,,RC-05,15170,M,5,,11.3,5.7,,172,0.03,<0.005,1.17,0.036,0.013,6.48,5.39,93.1,11.2,31.7,<125,14,,36.2,3.11,14.9,4.27,3,,,4576,<0.5,,,2.1,,,,,,,,,,,,,,,,
06/08/2005,,RC-05,15170,B,11,,10,11.8,,178,0.04,0.009,1.33,0.059,0.015,6.44,6.02,103,11.8,32.5,367,153,,40.3,3.22,16,4.39,6.3,,,1100,<0.5,,,2.3,,,,,,,,,,,,,,,,
06/08/2005,,RC-06,15199,M,2,,51.2,108,,210,0.03,<0.005,1.73,0.229,0.021,7.13,5.78,106,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2005,,RC-05,15170,M,4,,13.4,5.8,,170,0.03,<0.005,0.98,0.041,0.013,5.79,4.91,93.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2005,,RC-01,15168,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/22/2005,,RC-02,15169,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/22/2005,,RC-03,11068,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/22/2005,,RC-04,15172,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/22/2005,,RC-05,15170,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/22/2005,,RC-06,15199,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
07/13/2005,,RC-01,15168,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
07/13/2005,,RC-02,15169,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
07/13/2005,,RC-03,11068,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
07/13/2005,,RC-04,15172,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
07/13/2005,,RC-05,15170,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,
07/13/2005,,RC-06,15199,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
07/18/2005,,RC-05,15170,M,6,,15.7,5.2,,163,0.02,<0.005,0.81,0.062,0.01,5.08,4.88,84.2,12.4,36.3,<125,19,,30.9,3.23,13.9,4.29,<1.0,,,3520,<0.5,,,2.8,,,,,,,,,,,,,,,,
08/16/2005,,RC-01,15168,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/16/2005,,RC-02,15169,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/16/2005,,RC-03,11068,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/16/2005,,RC-04,15172,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
08/16/2005,,RC-05,15170,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/16/2005,,RC-06,15199,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
08/16/2005,,RC-05,15170,M,6,,35.2,9.1,,162,0.04,0.01,1.11,0.09,0.008,4.71,4.74,84.8,12.8,31.4,299,22,,34.8,3.39,14.8,4.48,5.4,,,27478,<0.5,,,2.5,,,,,,,,,,,,,,,,
09/07/2005,,RC-01,15168,T,1,,20.7,<4.0,,165,<0.02,<0.005,0.77,0.031,0.008,4.74,4.86,86.3,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2005,,RC-01,15168,M,7,,18,<4.0,,163,<0.02,<0.005,0.75,0.034,0.008,4.87,4.27,86.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2005,,RC-01,15168,B,13,,6,<4.0,,190,0.38,<0.005,0.84,0.079,0.054,5.01,4.71,126,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2005,,RC-02,15169,T,1,,28,<4.0,,161,<0.02,<0.005,0.72,0.037,0.008,4.59,4.24,83.7,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2005,,RC-02,15169,M,8,,26.7,<4.0,,158,0.02,<0.005,0.74,0.039,0.015,5.65,4.71,83.2,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2005,,RC-02,15169,B,15,,6.7,<4.0,,197,1.11,<0.005,1.79,0.225,0.196,5.9,5.67,136,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
