0,4046.9
0.1,7235.3
0.2,8093.7
0.3,10791.6
0.4,13857.4
0.5,18272.2
0.6,25384.8
0.7,33386.6
0.8,44392.8
0.9,54816.6
1,66589.2
1.1,83389.8
1.2,102309.7
1.3,126679
1.4,150714.9
1.5,176712.9
1.6,213379.9
1.7,274174.8
1.8,343615.2
1.9,397941.2
2,450305.1
2.1,502178.5
2.2,557240.4
2.3,614363.9
2.4,670675.1
2.5,735056.9
2.6,796127.7
2.7,856094.8
2.8,915981.5
2.9,978359.1
3,1049117.8
3.1,1125517.6
3.2,1211114.8
3.3,1299927.3
3.4,1384394
3.5,1480905.5
3.6,1572879.6
3.7,1669513.7
3.8,1785297.6
3.9,1924220.6
4,2089896.6
4.1,2339820.9
4.2,2726234.7
4.3,3198157.6
4.4,3626967.6
4.5,4033983.6
4.6,4491646.7
4.7,5060291.8
4.8,5655548.2
4.9,6144904
5,6699147.5
5.1,7316477.6
5.2,7921912.4
5.3,8624839.7
5.4,9295131.6
5.5,9919957.5
5.6,10652193.9
5.7,11452859.1
5.8,12089810.3
5.9,12760761.3
6,13444404.7
6.1,14028501.5
6.2,14562441.8
6.3,15061922.4
6.4,15590654.6
6.5,16231097
6.6,16978662.4
6.7,17785091.3
6.8,18706181.1
6.9,19710292.9
7,20743572
7.1,21784247.4
7.2,22820366.2
7.3,23593929.6
7.4,24416423.2
7.5,25369006.6
7.6,26249528.2
7.7,27134073.7
7.8,28113659.1
7.9,29103422.9
8,29983691.6
8.1,30731241.7
8.2,31490457.1
8.3,32245012.6
8.4,33046413.5
8.5,33884864.6
8.6,34601511.4
8.7,35259678
8.8,35912694.1
8.9,36584227.6
9,37202910.4
9.1,37828575.7
9.2,38435359.4
9.3,39094997.6
9.4,39792161.2
9.5,40443705.7
9.6,40996335.8
9.7,41608588.2
9.8,42301337.1
9.9,43018857.6
10,43720558.6
10.1,44535567.8
10.2,45705236.8
10.3,46913653.8
10.4,47841856.3
10.5,48604505.4
10.6,49428095.1
10.7,50268991.2
10.8,50988106
10.9,51713475
11,52449635.6
11.1,53111243.6
11.2,53800673.7
11.3,54510591
11.4,55286607.1
11.5,56107874.4
11.6,57037303.3
11.7,58029696
11.8,59078392.3
11.9,60159639.7
12,61171600
12.1,62175957
12.2,63287326
12.3,64389957.4
12.4,65402040.3
12.5,66426263.7
12.6,67388680.6
12.7,68352224.2
12.8,69335833.4
12.9,70279610.2
13,71203275.4
13.1,72131477.9
13.2,73134474.5
13.3,74130258.8
13.4,75059565.1
13.5,76045036.8
13.6,77123831.6
13.7,78135508.2
13.8,79115254.6
13.9,80080246.7
14,81058483.2
14.1,82137032.7
14.2,83326319
14.3,84553069.4
14.4,85772829.8
14.5,86902762.2
14.6,87972359.5
14.7,89168635.9
14.8,90363348.7
14.9,91487854.5
15,92539792.9
15.1,93589523.8
15.2,94615218.9
15.3,95569507.6
15.4,96533062.6
15.5,97530429.7
15.6,98607630.2
15.7,99692801.9
15.8,100778575.2
15.9,101774114.2
16,102816364.6
16.1,103940165.4
16.2,105227557.4
16.3,106461359.2
16.4,107706420.1
16.5,108874391.4
16.6,109958704.6
16.7,111103352.9
16.8,112366341.1
16.9,113497856.2
17,114681880.8
17.1,115917031.5
17.2,117173765.5
17.3,118440187.4
17.4,119639472.1
17.5,120835928.5
17.6,121941211.8
17.7,123006639.7
17.8,124201935
17.9,125573686.4
18,126897756.9
18.1,128154490.9
18.2,129465060.4
18.3,130631414.5
18.4,131792572
18.5,132918994.1
18.6,134039115.9
18.7,135224600.6
18.8,136477900.9
18.9,137912328.8
19,139523212.8
19.1,140989659.2
19.2,142424577.7
19.3,143858392.4
19.4,145510001.8
19.5,147525246.2
19.6,149372913.7
19.7,150704085.3
19.8,151261080.4
19.9,151777484.3
20,152586097.5
20.1,154373115.8
20.2,156260669.4
20.3,158081020.6
20.4,159646174.4
20.5,161163037.9
20.6,162665254.5
20.7,164120284.7
20.8,165566240
20.9,166997724.8
21,168332682.7
21.1,169656389.1
21.2,170983391.3
21.3,172196223
21.4,173387348.8
21.5,174577248.3
21.6,175740965.8
21.7,176902721.2
21.8,178115062.3
21.9,179660472.3
22,181293073.8
22.1,182900240.5
22.2,184496102.1
22.3,186113006.7
22.4,187731750.7
22.5,189379067.9
22.6,191011918.5
22.7,192646355.5
22.8,194348979.9
22.9,196070980.2
23,197797395.2
23.1,199655126.2
23.2,201591633
23.3,203555463.8
23.4,205350430.1
23.5,207043489.2
23.6,208736303
23.7,210351735.9
23.8,211930011.3
23.9,213534162.1
24,215191412.6
24.1,216892442.8
24.2,218567873.5
24.3,220311181
24.4,222152502.3
24.5,223993823.6
24.6,225777139.9
24.7,227465274.6
24.8,229153692.8
24.9,230887711
25,232652019.3
25.1,234416572.9
25.2,235432555.5
