	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5
07/05/2021 21:00	29.875	29.875	29.875	29.125	27.5	25.75	24.75	22.875	19.875	18.875	18	17.375	17	16.5	16.25	15.75	15.625	15.438
07/05/2021 23:00	29.5	29.375	29.375	28.25	26.75	26	25	23	20.75	19.375	18.25	17.625	17.125	16.375	16.25	15.875	15.562	15.438
07/06/2021 01:00	29	29	29	27.625	26.625	25.75	24.5	21.25	18.625	18.25	17.375	16.625	16	15.812	15.75	15.25	15.125	14.75
07/06/2021 03:00	28.625	28.625	28.625	28	26.875	26.125	23.875	20.625	18.875	18.125	17.625	17.125	16.625	16.125	15.562	15.375	15.312	15.188
07/06/2021 05:00	28.375	28.375	28.375	28.375	27	26.25	22.625	20.375	19.125	18.5	17.625	16.75	16.125	15.938	15.375	15.375	15.188	15
07/06/2021 19:00	30.625	30.625	29.75	29	27.125	26.375	25	22.125	20.25	19.25	18	17.375	17.125	16.5	16	15.875	15.75	15.438
07/06/2021 21:00	30.125	30.125	30	28	26.75	25.875	25	22.625	20.25	18.625	17.875	17.25	16.875	16.375	16	15.562	15.375	15.125
07/06/2021 23:00	29.75	29.75	29.5	28	27	26.375	25	21.125	19.875	18.625	17.875	17.375	16.75	16.25	15.938	15.688	15.438	15.25
07/07/2021 01:00	29.375	29.375	28.75	27.75	27.125	26	23.75	20.75	19.75	18.5	17.75	16.375	15.875	15.938	15.625	15.312	15.125	15
07/07/2021 03:00	28.875	28.875	28.875	28	27.25	26.375	23.625	21.125	19.375	18.375	17.625	16.875	15.875	15.938	15.312	15.125	15	14.938
07/07/2021 05:00	28.625	28.625	28.625	28	27.125	26.125	23.5	21.75	20.125	18.75	17.875	16.625	16.25	15.625	15.75	15.312	15.188	14.875
07/07/2021 19:00	30.125	30	29.5	28.75	28	26.875	25.5	22.75	20.625	19.125	18.25	17.75	17	16.625	16.375	15.938	15.75	15.125
07/07/2021 21:00	29.75	29.625	29.125	28.5	28.125	27.375	24.875	22.25	20.375	18.875	18.25	17.5	17.125	16.625	16.125	15.875	15.438	15.312
07/07/2021 23:00	29.125	29.125	29.125	28.875	28.375	26.375	23.625	22	20.25	19.25	18.25	17.25	16.75	16.5	15.938	15.5	15.25	15.062
07/08/2021 01:00	29	29	29	29	28.375	25.875	24.125	22.5	20.875	19.5	18	17	16.75	16.375	15.812	15.75	15.312	15.062
07/08/2021 03:00	28.875	28.875	28.875	28.875	28.125	25.875	23.875	22.375	21.25	18.625	17.75	17.125	16.375	16	15.688	15.562	15.438	15
07/08/2021 05:00	28.625	28.625	28.625	28.625	27.875	25.75	24.25	22.25	19.375	18	17.375	17	16.375	16	15.562	15.375	15.188	14.875
07/08/2021 19:00	30.125	29.75	29.625	28.875	28.125	27	23.5	20	18.375	17.75	16.75	16	16	15.75	15.438	15.312	14.812	14.812
07/08/2021 21:00	29.875	29.875	29.875	29.375	28.625	27.75	25.125	22.5	20.25	19.125	18	17.5	16.125	16.375	16.125	15.812	15.375	15.312
07/08/2021 23:00	29.75	29.75	29.625	29.375	28.5	25.75	24.375	22.125	19.75	18.75	17.25	16.875	16.5	16.375	16	15.75	15.625	15.312
07/09/2021 01:00	29.625	29.625	29.625	29.625	28.75	25.875	24	22.625	20.875	18.375	18.25	17.25	16.625	16.125	16.25	15.875	15.5	15.562
07/09/2021 03:00	29.625	29.625	29.625	29.5	28.125	25.75	24.5	23.125	20.75	19	18	17.25	16.75	16.125	16.125	15.75	15.688	15.375
07/09/2021 05:00	29.5	29.5	29.5	29.5	28.375	26.5	24.875	23	19.75	18.375	17.25	16.75	16.375	15.688	15.375	15.438	15.25	15
07/09/2021 19:00	30.875	30.75	30	29	27.625	26	24.5	21.375	19.625	18.375	17.25	16.75	16.375	15.938	15.812	15	14.875	14.625
07/09/2021 21:00	30.25	30.25	30.125	28.875	28	26.875	23.75	21	19.25	17.625	16.875	16.625	16.125	16	15.75	15.625	15.125	15.062
07/09/2021 23:00	30.125	30.125	30.125	30	29.125	26.875	24.5	21.875	19.375	16.875	16.375	16.375	16.125	15.5	15.125	15.125	15	14.812
07/10/2021 01:00	29.875	29.75	29.75	29.75	28.875	26	23	20	18.25	17.25	16.5	16.375	15.938	15.688	15.312	14.938	14.688	14.75
07/10/2021 03:00	29.5	29.5	29.5	28.875	27	25.375	23.5	21.625	20.5	18.5	17.5	16.875	16.25	15.688	15.5	15.062	15.062	14.938
07/10/2021 05:00	29.25	29.25	29.25	28.5	27.25	25.75	24.75	22.875	19.75	17.5	16.5	16.25	16.5	16	15.312	15.062	14.75	14.75
07/10/2021 19:00	29	29	28.875	28.5	27.5	26.75	25.25	22.25	19.375	17.625	16.5	15.938	15.938	15.5	15.438	15.125	14.812	14.75
07/10/2021 21:00	28.625	28.625	28.375	28.125	27.25	26.25	22.5	19.5	18.125	17	15.875	15.625	15.438	14.938	14.812	14.75	14.688	14.438
07/10/2021 23:00	28.375	28.375	28.375	28.25	28.25	27.125	25	22.875	20.625	18.125	17.5	16.25	16.25	16.125	15.688	15.375	15.125	14.812
07/11/2021 01:00	28.125	28.125	28.125	28	27.875	26	23.125	19.125	17.75	17.125	16.25	15.875	15.875	15.188	14.938	14.688	14.812	14.688
07/11/2021 03:00	27.875	27.875	27.875	27.875	27.25	26.5	25.375	21.75	21.125	20.125	17.625	16.5	16.625	15.688	15.562	15.188	15.188	14.625
07/11/2021 05:00	27.625	27.625	27.625	27.625	27.625	26.125	23.625	21.125	18	16.75	16.25	15.875	15.688	15.312	15.188	14.75	14.75	14.625
07/12/2021 19:00	26.75	26.75	26.75	26.75	26.625	26	25.25	21.375	19.375	17.625	16.625	16.5	15.938	15.5	15.375	15	14.875	14.75
07/12/2021 21:00	26.625	26.625	26.625	26.625	26.375	26.125	25.25	22.75	19.625	17.75	17.375	16.875	16.5	16.125	15.75	15.5	15.125	15
07/12/2021 23:00	26.5	26.5	26.5	26.5	26.5	26.25	25.25	22.5	20.625	19.125	17.875	17.375	16.625	16.25	16	15.688	15.312	15.188
07/13/2021 01:00	26.375	26.375	26.375	26.375	26.375	26	24.375	21.375	19.375	18.125	17.25	16.625	16.5	15.938	15.375	15.188	15.125	14.938
07/13/2021 03:00	26.25	26.25	26.25	26.25	26.25	26.25	25	22.375	20.5	19.25	18	16.75	16.375	16	15.75	15.375	15.312	14.938
07/13/2021 05:00	26.125	26.125	26.125	26.125	26.125	26.125	24.875	21.5	20.125	18.5	16.875	16.625	16.125	15.75	15.188	14.875	14.812	14.812
07/13/2021 19:00	28.375	27	26.625	26.25	26.125	25.75	25.375	23.625	20.375	17.625	16.625	16.5	16.25	15.875	15.438	15.125	14.938	14.625
07/13/2021 21:00	28.25	27	26.75	26.5	26.375	26.25	25.75	22.875	20.75	18.625	17.875	17.25	16.75	16.375	16	15.688	15.562	15.312
07/13/2021 23:00	27.75	27.75	27.5	27.125	26.5	26.375	25.625	23.125	21.25	19.125	17.875	17.125	16.625	16	15.812	15.438	15.188	15.062
07/14/2021 01:00	27.625	27.625	27.625	27.25	26.875	26.5	25.125	20.875	19.5	18.375	17.625	17	16.375	16	15.875	15.688	15.375	15.188
07/14/2021 03:00	27.5	27.5	27.5	27.5	27	26.375	24	22.25	21.375	19.75	18.375	17.5	16.875	16.25	15.688	15.625	15.188	15.062
07/14/2021 05:00	27.375	27.25	27.25	27.25	26.5	25.375	24.75	23	21.125	19.625	17.625	16.75	16.375	16.125	16	15.562	15.062	15.188
07/14/2021 19:00	28.5	28.375	27.75	27.5	27	26.5	25.25	23.125	19.375	18.125	16.875	16.375	16.25	15.438	15.188	15.312	15.25	14.812
07/14/2021 21:00	28.375	28.375	28	27.75	27.375	26.875	26.125	22.75	21.25	19	18.375	17.5	17	16.5	16	15.75	15.25	15.188
07/14/2021 23:00	27.875	27.875	27.875	27.625	27.25	26.875	25	21.75	19.75	18	16.375	16.375	15.875	15.812	15.625	15.312	14.812	14.688
07/15/2021 01:00	27.625	27.625	27.625	27.375	27.25	26.625	25.5	22.5	19.875	19.25	18.125	16.875	15.938	15.562	15.438	15	15.125	14.875
07/15/2021 03:00	27.375	27.375	27.375	27.375	27.125	26	24.125	22.5	20.5	18.25	16.875	16.25	15.625	15.625	15.188	15.125	14.875	14.625
07/15/2021 05:00	27.25	27.25	27.25	27.375	27.25	25.625	24.25	22.125	19.75	17.375	16.25	16.125	15.625	15.562	15.25	14.875	14.812	14.75
07/15/2021 19:00	28.45	28.497	28.086	27.262	27.189	26.902	25.708	22.573	19.483	17.787	17.011	16.768	15.757	15.437	15.47	15.065	14.943	14.727
07/15/2021 21:00	28.171	28.052	27.905	27.831	27.429	26.962	25.401	21.943	19.36	17.575	16.787	16.48	15.658	15.543	15.323	14.937	14.613	14.48
07/15/2021 23:00	27.885	27.997	27.887	27.872	27.767	27.033	25.512	21.674	19.519	18.512	16.971	16.262	16.004	15.417	15.105	14.96	14.95	14.851
07/16/2021 01:00	27.738	27.711	27.674	27.642	27.484	26.138	24.697	21.809	19.847	18.171	17.149	16.266	15.797	15.66	15.163	14.956	14.918	14.598
07/16/2021 03:00	27.532	27.615	27.52	27.604	27.123	26.064	24.287	22.189	20.35	18.248	16.6	16.004	15.648	15.347	15.092	14.851	14.85	14.549
07/16/2021 05:00	27.413	27.416	27.45	27.376	26.637	25.712	24.432	23.173	20.564	17.633	16.386	15.978	15.593	15.306	15.281	15.174	14.737	14.56
07/16/2021 19:00	27.955	27.606	27.166	27.104	26.34	25.811	25.271	23.63	21.079	19.236	16.675	16.538	15.528	15.444	15.306	15.171	15.009	14.795
07/16/2021 21:00	27.91	27.983	27.494	27.148	26.803	26.52	26.2	23.932	22.252	18.487	17.641	16.22	15.861	15.832	15.513	15.035	15.093	14.727
07/16/2021 23:00	27.556	27.609	27.217	26.883	26.881	26.832	26.592	23.529	19.668	18.17	17.331	16.748	16.129	15.883	15.693	15.335	15.41	15.201
07/17/2021 01:00	27.377	27.398	27.466	27.427	27.333	27.009	26.911	22.373	19.84	18.362	17.997	16.296	16.531	15.851	15.595	15.46	15.372	14.979
07/17/2021 03:00	27.389	27.498	27.461	27.467	27.398	27.165	24.489	22.054	19.926	18.392	17.87	17.074	16.59	16.013	15.76	15.575	15.358	14.937
07/17/2021 05:00	27.284	27.261	27.303	27.301	27.342	27.178	24.248	22.114	20.487	18.728	17.553	16.458	15.648	15.519	15.369	15.125	15.093	15.004
07/17/2021 19:00	28.153	28.233	28.129	28.188	28.208	27.798	26.344	18.809	17.495	16.525	16.243	15.668	15.561	14.916	14.521	14.46	14.476	14.377
07/17/2021 21:00	28.333	28.252	28.269	28.205	28.192	28.12	24.098	20.725	19.658	19.089	17.562	16.107	15.564	15.362	15.066	14.783	14.573	14.337
07/17/2021 23:00	28.158	28.249	28.21	28.165	27.874	24.834	23.978	22.842	20.477	18.461	16.895	16.045	15.347	15.005	14.696	14.535	14.445	14.314
07/18/2021 01:00	27.986	27.967	27.942	27.909	26.27	25.051	24.486	22.528	20.028	16.085	15.631	15.413	14.967	14.76	14.462	14.515	14.518	14.495
07/18/2021 03:00	27.828	27.854	27.786	27.627	26.708	25.997	25.289	23.677	19.788	18.044	16.628	16.133	15.51	15.146	15.067	15.161	14.718	14.71
07/18/2021 05:00	27.546	27.521	27.505	27.542	26.96	26.109	25.162	24.18	19.48	17.52	16.335	15.584	15.616	15.256	15.001	14.923	14.774	14.407
07/20/2021 19:00	28.395	28.561	28.445	28.493	28.435	28.453	25.686	22.624	20.979	18.679	17.134	16.082	15.854	15.587	15.362	15.044	14.883	14.764
07/20/2021 21:00	28.311	28.322	28.338	28.305	28.302	27.774	24.947	23.681	21.885	20.091	18.624	17.293	16.689	16.401	16.013	15.74	15.478	15.245
07/20/2021 23:00	28.228	28.193	28.236	28.249	28.232	27.434	25.874	24.583	22.171	19.608	18.837	17.502	16.654	16.297	15.656	15.607	15.197	15.145
07/21/2021 01:00	27.976	27.927	27.951	27.946	27.915	26.605	25.999	24.28	21.983	19.649	18.135	17.413	16.924	16.48	16.015	15.551	15.364	15.313
07/21/2021 03:00	27.803	27.808	27.762	27.854	27.75	27.118	26.481	25.053	21.809	20.269	18.95	18.131	17.248	16.53	16.229	15.894	15.621	15.327
07/21/2021 05:00	27.552	27.693	27.682	27.672	27.738	27.082	26.004	23.805	21.487	20.02	18.687	17.405	16.777	16.433	16.008	15.779	15.47	15.268
07/22/2021 19:00	29.824	29.321	28.798	28.532	28.259	27.883	27.069	25.988	22.891	21.388	19.743	18.942	18.273	17.451	16.926	16.605	16.233	15.89
07/22/2021 21:00	29.368	29.305	29.036	28.812	28.407	27.816	26.645	24.53	22.396	21.259	19.712	18.588	17.87	17.428	16.841	16.01	15.947	15.534
07/22/2021 23:00	29.302	29.356	29.304	28.799	28.233	27.674	26.541	24.585	23.174	22.183	20.339	18.849	17.928	17.472	16.933	16.135	15.893	15.692
07/23/2021 01:00	29.211	29.227	29.154	28.699	28.363	27.403	25.798	24.958	23.309	21.872	19.848	18.318	17.959	17.073	16.67	16.298	15.981	15.769
07/23/2021 03:00	29.079	29.121	29.047	28.718	27.864	26.91	26.209	25.43	23.348	20.555	18.96	18.48	17.471	16.589	16.454	15.959	15.596	15.645
07/23/2021 05:00	28.75	28.776	28.795	28.326	27.561	27.051	26.366	25.04	22.64	19.536	18.323	17.999	17.278	16.478	16.461	16.103	15.827	15.649
07/23/2021 19:00	30.152	30.017	29.296	28.721	28.153	27.824	26.709	24.527	22.152	20.036	18.611	17.314	17.455	17.034	16.85	16.207	15.952	15.634
07/23/2021 21:00	29.955	29.88	29.609	29.168	28.679	27.908	26.891	25.46	23.772	22.097	20.411	19.217	18.306	17.639	17.135	16.856	16.374	15.991
07/23/2021 23:00	29.527	29.546	29.486	29.142	28.635	28.054	26.916	25.089	23.574	21.914	19.756	18.711	17.905	17.292	16.831	16.391	16.287	15.996
07/24/2021 01:00	29.184	29.176	29.158	29.213	28.647	27.614	26.525	25.019	23.61	21.126	19.751	18.833	17.812	17.329	16.983	16.453	16.237	15.85
07/24/2021 03:00	29.082	29.035	29.022	29.006	28.389	27.709	26.69	25.741	23.995	22.179	20.111	18.697	17.484	17.205	16.584	16.299	16.193	15.885
07/24/2021 05:00	28.882	28.757	28.859	28.84	28.016	27.489	26.585	25.505	23.78	21.361	19.647	18.507	17.949	17.102	16.524	16.197	15.979	15.674
07/24/2021 19:00	30.899	30.725	29.947	29.4	28.945	28.271	26.404	24.545	22.677	21.094	19.336	18.604	17.794	17.237	16.739	16.455	15.58	15.721
07/24/2021 21:00	30.753	30.506	30.058	29.72	29.26	28.216	27.336	25.61	24.384	22.947	20.855	19.481	18.705	17.978	17.286	16.939	16.58	16.052
07/24/2021 23:00	30.288	30.273	30.337	29.953	29.341	28.309	26.772	25.853	24.18	22.547	20.367	18.716	17.734	17.297	16.869	16.573	16.327	16.226
07/25/2021 01:00	30.01	30.031	30.044	30.059	29.479	27.836	26.36	25.389	23.526	21.946	20.117	18.155	17.569	17.305	16.865	16.45	16.14	15.877
07/25/2021 03:00	29.905	29.968	29.987	29.892	28.597	27.189	25.798	24.018	21.476	19.751	18.411	17.5	16.596	16.564	16.023	15.965	15.594	15.413
07/25/2021 05:00	29.657	29.71	29.745	29.637	28.031	26.941	26.12	24.507	22.32	19.637	17.861	17.325	16.721	16.594	15.655	15.65	15.267	15.198
07/25/2021 19:00	31.707	31.44	31.353	31.162	29.997	28.213	27.657	26.049	24.004	21.778	20.059	18.888	18.118	17.134	16.896	16.701	16.245	15.893
07/25/2021 21:00	31.12	31.033	31.077	29.757	28.456	27.728	27.194	25.724	22.137	20.228	18.626	17.689	17.279	16.981	16.214	15.961	16.064	15.396
07/25/2021 23:00	30.826	30.843	30.823	30.011	28.614	27.772	27.11	24.553	22.696	20.809	18.767	18.335	17.031	17.085	16.645	16.371	16.017	15.846
07/26/2021 01:00	30.466	30.561	30.574	30.01	29.314	28.414	27.515	25.344	21.889	20.494	19.4	18.586	17.635	17.054	16.787	16.175	15.993	15.861
07/26/2021 03:00	30.219	30.132	30.154	29.727	28.894	28.01	27.313	25.089	23.115	21.205	19.418	18.167	17.582	16.937	16.383	15.572	15.758	15.413
07/26/2021 05:00	29.915	29.882	29.951	29.359	28.805	28.315	27.365	25.006	22.301	21.732	20.28	18.769	18.209	16.819	16.633	16.248	15.887	15.471
07/26/2021 19:00	33.766	33.804	33.299	31.52	29.272	29.113	28.144	25.372	22.823	20.294	19.536	18.445	17.32	17.107	16.721	16.292	16.481	16.224
07/26/2021 21:00	33.238	33.06	31.532	30.767	29.523	28.241	27.472	25.502	22.783	20.8	19.689	18.634	17.822	17.478	16.684	16.541	16.032	15.61
07/26/2021 23:00	32.59	32.392	30.804	29.756	28.932	28.038	27.564	25.376	23.528	21.986	19.918	18.618	17.97	17.376	16.976	16.583	16.121	16.101
07/27/2021 01:00	32.161	32.03	30.53	29.821	29.449	28.692	27.819	25.365	23.047	20.919	19.215	17.796	17.059	16.547	16.048	15.956	15.774	15.542
07/27/2021 03:00	31.489	31.462	30.966	30.223	29.463	28.511	27.489	24.515	22.115	20.03	17.873	17.269	16.644	16.471	16.379	16.024	15.425	15.436
07/27/2021 05:00	31.077	31.106	30.897	29.962	29.099	28.007	25.872	23.769	22.046	20.157	18.712	17.805	17.227	16.641	16.236	15.68	15.731	15.315
07/27/2021 19:00	33.939	33.808	33.996	32.014	30.257	29.127	27.651	25.167	23.288	21.214	20.112	18.657	17.746	17.514	16.924	16.772	16.357	15.948
07/27/2021 21:00	33.495	33.253	31.672	30.551	29.581	28.754	27.701	25.091	23.391	22.63	21.164	19.744	18.632	17.952	17.354	16.682	16.525	16.175
07/27/2021 23:00	32.842	32.956	31.239	30.123	29.504	28.847	27.342	25.997	23.789	21.645	19.684	18.797	17.678	16.885	16.719	16.429	16.192	15.709
07/28/2021 01:00	32.409	32.276	31.154	30.227	29.645	29.076	28.19	26.361	23.318	21.269	19.565	18.696	17.746	17.061	16.697	16.091	15.616	15.746
07/28/2021 03:00	31.981	31.887	31.339	30.575	29.977	29.103	27.983	25.379	22.648	19.753	19.06	17.201	16.644	16.309	15.943	15.651	15.377	15.308
07/28/2021 05:00	31.564	31.518	31.363	30.287	29.509	28.662	26.86	25.124	23.097	20.933	19.592	19.093	18.415	17.013	16.513	16.127	15.87	15.389
07/28/2021 19:00	35	34.649	33.428	31.868	30.671	30.046	28.403	26.031	23.691	22.007	20.428	18.757	18.233	17.404	17.107	16.739	16.467	15.889
07/28/2021 21:00	34.05	33.6	32.745	31.665	30.92	29.928	28.511	26.447	24.588	22.739	20.929	19.321	18.611	17.99	17.291	16.901	16.416	16.372
07/28/2021 23:00	33.268	32.763	32.068	31.306	30.534	29.592	28.561	26.725	24.418	22.121	20.214	18.866	18.459	17.638	17.322	16.826	16.394	16.064
07/29/2021 01:00	32.716	32.54	32.243	31.446	30.416	29.332	28.004	25.65	23.937	22.108	20.223	19.004	17.769	17.084	16.977	16.537	16.01	15.939
07/29/2021 03:00	32.018	32.127	31.871	30.633	29.908	28.636	27.364	25.497	24.009	21.604	19.406	18.761	17.692	17.507	16.663	16.551	15.84	15.763
07/29/2021 05:00	31.76	31.83	31.679	30.666	29.417	27.968	26.606	25.244	23.349	20.602	19.395	17.718	17.812	16.517	16.806	16.425	16.325	15.947
07/29/2021 19:00	33.52	33.201	32.202	31.383	30.511	28.954	27.673	25.158	23.553	22.708	20.512	19.395	18.533	17.42	17.33	16.125	16.158	15.755
07/29/2021 21:00	32.859	32.825	32.126	31.532	30.849	29.59	28.213	26.403	24.812	22.532	20.7	19.22	18.616	17.846	17.357	16.822	16.335	16.317
07/29/2021 23:00	32.055	32.256	31.97	31.583	30.593	29.282	27.727	25.944	23.923	21.573	19.937	18.985	18.152	17.131	16.836	16.717	16.32	15.886
07/30/2021 01:00	32.068	32.182	32.211	31.663	29.94	28.674	27.318	26.054	23.765	21.789	20.104	18.995	18.283	17.731	16.607	16.208	16.227	15.697
07/30/2021 03:00	31.636	31.849	31.768	30.924	29.732	28.848	27.642	26.343	23.928	21.116	19.731	18.786	18.227	17.049	16.848	16.336	16.028	15.741
07/30/2021 05:00	31.405	31.471	31.492	30.672	29.024	28.373	27.628	26.356	23.36	20.639	19.281	18.255	17.483	17.163	16.563	16.046	15.686	15.524
07/30/2021 19:00	33.082	32.757	32.084	31.599	30.815	29.814	28.105	26.026	23.74	21.796	19.724	19.187	18.269	17.427	16.883	16.864	16.357	15.535
07/30/2021 21:00	32.47	32.284	31.852	31.339	30.255	27.705	26.061	24.752	22.37	20.574	18.872	18.371	17.965	17.083	16.674	16.34	15.771	15.657
07/30/2021 23:00	32.077	32.216	32.085	31.619	29.874	27.516	26.164	24.741	22.939	20.876	18.855	18.223	17.495	16.767	16.405	15.997	15.727	15.378
07/31/2021 01:00	31.809	31.75	31.828	31.816	28.813	27.827	26.059	24.863	22.551	19.174	17.846	17.051	17.12	16.308	15.955	16.038	15.452	15.053
07/31/2021 03:00	31.61	31.56	31.595	31.465	28.698	27.537	27.013	25.749	21.656	19.7	18.195	17.877	17.067	16.629	16.007	15.691	15.555	15.186
07/31/2021 05:00	31.286	31.281	31.314	31.188	28.708	27.985	27.019	25.323	21.694	19.486	18.725	17.838	17.24	16.771	16.12	15.904	15.599	15.095
07/31/2021 19:00	32.529	32.736	31.441	30.567	29.499	28.58	26.953	24.495	22.243	21.125	19.306	18.058	17.818	17.674	16.987	16.306	16.039	15.492
07/31/2021 21:00	32.326	32.466	31.96	30.895	30.313	29.215	27.53	25.458	23.656	21.673	19.833	18.387	17.289	16.784	16.384	15.874	15.514	15.19
07/31/2021 23:00	32.03	32.009	32.215	31.706	30.829	28.702	25.672	23.842	21.534	18.765	17.64	16.736	16.031	15.632	15.188	15.178	14.944	14.972
08/01/2021 01:00	31.662	31.689	31.699	31.64	30.605	28.851	26.178	25.073	22.823	20.947	18.839	17.519	16.737	16.193	16.118	15.646	15.334	15.307
08/01/2021 03:00	31.391	31.424	31.405	31.428	29.369	27.6	25.746	24.286	22.297	19.331	17.699	16.744	16.074	15.633	15.294	15.164	15.086	15.052
08/01/2021 05:00	31.033	31.09	31.099	31.108	30.312	27.447	26.378	25.043	22.106	18.78	17.507	17.238	16.352	16.092	15.934	15.622	15.132	15.057
08/01/2021 19:00	31.112	31.088	31.092	31.058	31.087	31.057	27.015	23.837	20.799	18.587	17.309	16.575	15.846	15.704	15.33	15.076	14.818	14.763
08/01/2021 21:00	30.975	30.964	30.967	30.765	30.749	27.974	24.937	22.898	21.22	19.499	18.131	17.298	16.664	16.587	16.034	15.564	15.369	15.012
08/01/2021 23:00	30.627	30.716	30.687	30.749	30.587	27.935	25.501	24.514	23.755	22.291	20.857	18.687	17.934	17.373	16.532	16.239	15.808	15.31
08/02/2021 01:00	30.483	30.395	30.377	30.427	29.53	27.625	26.556	25.089	22.488	20.976	18.199	17.71	16.928	16.099	15.6	15.222	15.077	15.243
08/02/2021 03:00	30.243	30.162	30.196	30.175	30.12	28.239	27.438	25.206	21.386	19.226	17.932	17.213	16.266	16.205	15.708	15.668	15.396	15.249
08/02/2021 05:00	29.934	29.982	29.984	29.986	29.985	28.192	26.788	23.531	20.957	18.881	18.141	17.502	17.217	16.393	16.006	15.611	15.349	15.202
08/02/2021 19:00	30.293	30.363	30.313	30.433	30.316	27.818	26.3	24.386	21.139	19.112	17.892	16.812	16.39	16.111	15.841	15.273	15.129	14.94
08/02/2021 21:00	30.078	30.122	30.081	30.072	30	27.666	26.31	24.504	21.563	19.782	18.41	17.226	16.953	16.19	16.106	15.789	15.492	15.126
08/02/2021 23:00	29.861	29.758	29.752	29.839	29.848	27.666	26.988	24.57	21.471	19.57	18.731	17.507	16.907	16.135	16.094	15.756	15.283	15.185
08/03/2021 01:00	29.555	29.623	29.612	29.5	29.541	27.752	26.656	24.118	21.651	19.983	17.924	17.151	16.798	15.944	16.097	15.692	15.3	14.989
08/03/2021 03:00	29.324	29.352	29.254	29.276	29.321	27.637	26.716	23.794	21.816	19.829	18.754	17.546	16.592	16.394	16.353	15.663	15.391	15.256
08/03/2021 05:00	29.054	29.116	29.107	29.003	29.118	27.918	26.604	23.322	21.498	20.015	18.514	17.292	16.784	16.219	15.716	15.46	15.209	15.222
08/03/2021 19:00	30.176	30.184	30.012	29.182	28.721	27.837	26.908	24.827	22.03	19.886	18.516	17.659	17.235	15.763	15.973	15.595	15.466	15.478
08/03/2021 21:00	29.83	29.849	29.868	29.15	28.908	28.231	27.28	25.427	22.403	21.242	20.001	19.342	18.18	17.601	16.933	16.378	16.23	15.829
08/03/2021 23:00	29.386	29.464	29.476	29.36	28.835	27.975	26.6	24.014	22.279	20.646	19.43	17.648	17.283	17.094	16.425	16.052	15.842	15.537
08/04/2021 01:00	29.033	29.014	29.009	29.028	28.335	27.723	26.864	24.997	22.772	20.889	19.21	18.27	16.945	16.352	15.843	15.51	15.195	15.244
08/04/2021 03:00	28.68	28.693	28.673	28.643	28.628	27.97	26.935	24.198	22.511	20.95	19.189	18.057	17.085	16.713	16.326	15.776	15.525	15.216
08/04/2021 05:00	28.434	28.386	28.47	28.495	28.488	28.219	26.524	24.738	21.682	19.721	19.266	17.671	17.497	16.65	16.229	15.688	15.598	15.323
08/04/2021 19:00	29.482	29.316	29.079	28.594	27.826	27.204	26.412	25.324	23.7	21.488	19.846	18.435	17.774	16.944	16.154	16.051	15.951	15.786
08/04/2021 21:00	29.013	29.017	29.054	28.456	28.087	27.666	27.02	24.347	23.359	21.437	19.721	18.977	17.471	16.974	16.245	16.335	15.789	15.7
08/04/2021 23:00	28.775	28.868	28.772	28.659	28.089	27.735	26.983	25.283	23.757	21.672	20.382	18.965	18.341	17.551	16.911	16.539	16.282	15.894
08/05/2021 01:00	28.717	28.755	28.839	28.719	28.057	27.652	27.234	25.268	23.323	21.511	20.142	19.055	18.171	17.446	16.955	16.573	16.216	15.834
08/05/2021 03:00	28.526	28.599	28.557	28.417	28.06	27.427	26.593	24.86	22.942	21.454	19.672	18.028	17.013	16.471	16.711	16.119	15.857	15.504
08/05/2021 05:00	28.216	28.228	28.245	28.158	27.975	27.544	26.741	25.365	23.987	21.054	19.739	18.329	17.624	17.22	16.456	16.211	15.775	15.443
08/05/2021 19:00	28.234	28.189	28.211	27.941	27.641	27.587	27.146	26.176	24.35	22.456	20.635	19.217	18.021	17.28	16.924	16.411	16.229	15.859
08/05/2021 21:00	27.978	27.941	27.88	27.936	27.788	27.579	27.363	23.366	21.222	19.968	18.785	18.061	17.524	17.053	16.301	16.304	16.008	15.449
08/05/2021 23:00	27.857	27.771	27.831	27.844	27.763	27.66	26.73	25.119	23.056	22.084	20.574	19.185	18.522	17.645	17.174	16.441	16.184	16.063
08/06/2021 01:00	27.742	27.697	27.743	27.693	27.718	27.607	26.033	24.34	23.083	20.902	19.81	17.603	16.649	16.228	15.858	15.817	15.38	15.326
08/06/2021 03:00	27.579	27.555	27.566	27.565	27.549	27.542	26.892	25.471	23.763	22.092	19.621	17.976	17.218	17.119	16.392	16.349	15.977	15.698
08/06/2021 05:00	27.459	27.454	27.475	27.433	27.462	27.499	26.13	24.921	23.552	20.397	18.441	17.641	17.163	16.32	16.167	15.902	15.559	15.331
08/06/2021 19:00	28.934	28.557	27.939	27.628	27.416	27.389	27.236	24.625	23.204	19.692	19.311	17.875	17.185	16.642	16.399	15.884	15.637	15.447
08/06/2021 21:00	28.621	28.559	28.444	28.005	27.781	27.571	27.368	25.711	22.86	21.132	19.553	18.675	18.105	17.116	16.575	16.438	15.847	15.693
08/06/2021 23:00	28.26	28.365	28.258	28.14	28.105	27.85	27.159	25.163	22.384	21.673	20.407	19.356	18.495	17.584	17.183	16.542	16.164	16.008
