	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5
05/28/2021 19:00	23.582	23.428	22.79	21.784	21.18	20.343	18.951	17.566	16.558	16.11	15.63	15.309	14.607	14.474	14.361	14.263	14.306	14.088
05/28/2021 21:00	23.068	23.021	23.094	23.089	22.469	21.603	19.836	18.352	17.012	15.699	15.114	14.876	14.917	14.506	14.549	14.348	14.306	14.161
05/28/2021 23:00	22.916	22.877	22.939	22.882	22.991	22.401	19.161	17.791	15.957	15.423	15.256	15.163	14.982	14.758	14.549	14.348	14.272	14.155
05/29/2021 01:00	22.63	22.726	22.735	22.691	22.721	22.66	19.524	17.24	16.415	15.812	15.654	15.314	15.05	14.798	14.7	14.555	14.346	14.141
05/29/2021 03:00	22.604	22.589	22.593	22.553	22.603	22.487	18.975	16.93	16.469	16.021	15.73	15.382	15.121	14.772	14.662	14.555	14.349	14.226
05/29/2021 05:00	22.179	22.193	22.132	22.135	22.243	22.232	18.97	17.565	16.945	16.538	15.96	15.526	14.984	14.772	14.602	14.313	14.188	14.074
05/29/2021 19:00	22.304	22.358	22.344	22.274	22.282	22.372	22.272	21.042	16.688	16.051	15.726	15.431	15.025	14.796	14.495	14.346	14.258	14.172
05/29/2021 21:00	22.035	22.106	22.034	22.062	22.034	22.014	22.017	16.879	16.454	15.776	15.252	15.059	14.682	14.322	14.263	14.287	14.242	14.124
05/29/2021 23:00	21.794	21.882	21.984	21.968	21.894	21.888	21.983	17.518	16.592	16.059	15.616	15.19	14.839	14.532	14.422	14.344	14.231	14.241
05/30/2021 01:00	21.649	21.79	21.695	21.808	21.732	21.704	21.57	17.687	16.772	16.035	15.629	15.298	14.929	14.717	14.493	14.338	14.259	14.139
05/30/2021 03:00	21.578	21.537	21.588	21.582	21.507	21.609	18.804	17.341	16.711	15.994	15.515	15.303	14.991	14.688	14.623	14.366	14.293	14.228
05/30/2021 05:00	21.296	21.295	21.279	21.349	21.263	21.23	18.938	17.852	17.096	16.585	15.878	15.302	15.053	14.747	14.464	14.408	14.279	14.215
05/30/2021 19:00	25.723	24.57	21.595	21.081	20.966	20.571	19.827	17.894	17.26	16.437	15.827	15.569	15.097	14.742	14.501	14.539	14.318	14.331
05/30/2021 21:00	24.477	24.16	22.18	21.672	20.782	20.389	18.812	17.965	17.457	16.581	15.97	15.61	15.17	14.977	14.409	14.464	14.374	14.267
05/30/2021 23:00	23.85	23.773	22.185	21.391	20.809	19.754	18.862	18.106	17.188	16.208	15.826	15.395	15.037	14.776	14.558	14.326	14.341	14.191
05/31/2021 01:00	23.37	23.371	22.422	21.389	20.704	20.147	19.392	18.705	17.309	16.588	16.095	15.724	15.498	15.231	14.939	14.693	14.494	14.445
05/31/2021 03:00	22.751	22.856	22.215	20.782	20.485	20.003	19.215	17.877	16.812	16.425	15.875	15.254	15.033	14.783	14.699	14.45	14.345	14.22
05/31/2021 05:00	22.358	22.364	22.2	21.238	20.75	20.432	19.816	17.92	16.809	15.998	15.408	15.053	14.915	14.808	14.616	14.378	14.362	14.235
05/31/2021 19:00	21.962	21.88	21.793	21.667	21.456	20.398	18.412	17.302	16.681	15.961	15.348	15.187	14.795	14.535	14.342	14.272	14.208	14.13
05/31/2021 21:00	21.632	21.689	21.735	21.724	21.674	21.304	18.726	17.618	16.657	15.949	15.609	15.076	14.846	14.546	14.428	14.278	14.231	14.196
05/31/2021 23:00	21.494	21.417	21.465	21.401	21.474	21.45	21.282	19.25	17.628	16.548	15.809	15.412	15.206	14.886	14.704	14.498	14.257	14.238
06/01/2021 01:00	21.177	21.136	21.137	21.183	21.083	21.015	21.064	19.271	17.236	16.262	15.618	15.414	15.08	14.711	14.451	14.347	14.313	14.191
06/01/2021 03:00	21.003	21.109	21.006	21.058	21.119	21.011	20.683	17.714	16.284	15.783	15.395	15.049	14.575	14.496	14.316	14.203	14.241	14.095
06/01/2021 05:00	20.807	20.918	20.966	20.884	20.753	20.782	20.761	20.055	16.718	15.857	15.52	15.12	14.715	14.656	14.526	14.391	14.278	14.209
06/02/2021 19:00	20.53	20.274	19.989	19.46	19.037	18.882	18.619	17.568	17.04	16.482	15.719	15.311	15.219	14.942	14.835	14.617	14.408	14.323
06/02/2021 21:00	20.524	20.349	19.86	19.87	19.563	19.344	18.831	17.952	17.357	16.783	16.246	15.851	15.472	15.223	14.966	14.81	14.658	14.45
06/02/2021 23:00	20.273	20.015	19.979	19.659	19.4	19.377	18.806	17.847	17.491	16.646	16.245	15.805	15.463	15.066	14.922	14.75	14.498	14.379
06/03/2021 01:00	20.049	19.921	19.856	19.759	19.692	19.512	18.76	17.982	17.205	16.616	16.107	15.777	15.479	15.06	14.805	14.636	14.424	14.277
06/03/2021 03:00	19.679	19.663	19.671	19.576	19.746	19.487	18.358	17.375	16.791	16.171	15.831	15.511	15.22	15.008	14.714	14.465	14.333	14.2
06/03/2021 05:00	19.658	19.538	19.581	19.593	19.653	19.029	17.877	17.341	17.122	16.473	16.083	15.725	15.34	15.185	14.876	14.647	14.595	14.394
06/03/2021 19:00	24.827	22.225	21.003	21.051	20.387	20.219	19.213	18.181	17.319	16.472	16.11	15.771	15.448	15.059	15.049	14.873	14.51	14.456
06/03/2021 21:00	24.046	23.512	22.194	21.072	20.181	19.513	18.872	18.15	17.403	16.743	16.215	15.716	15.387	15.149	15.014	14.767	14.748	14.57
06/03/2021 23:00	23.557	23.262	22.029	20.907	20.245	19.209	18.192	17.925	17.201	16.665	16.167	15.712	15.588	15.213	14.993	14.832	14.559	14.451
06/04/2021 01:00	22.922	22.902	21.686	20.644	19.674	19.58	18.826	18.013	17.37	16.829	15.931	15.737	15.524	15.207	14.887	14.617	14.519	14.455
06/04/2021 03:00	22.528	22.394	21.996	20.818	20.055	19.132	18.206	17.542	17.161	16.65	16.181	15.807	15.416	15.067	14.906	14.626	14.507	14.349
06/04/2021 05:00	21.925	21.842	21.762	20.392	19.718	19.103	18.233	17.889	17.372	16.534	15.637	15.459	14.974	14.867	14.586	14.414	14.276	14.15
06/04/2021 19:00	22.92	22.037	21.436	20.866	20.408	19.935	19.215	18.127	17.403	16.737	16.079	15.318	15.097	14.848	14.698	14.468	14.441	14.359
06/04/2021 21:00	23.245	23.159	22.587	21.931	20.767	19.709	18.625	17.652	17.088	16.289	15.782	15.205	15.081	14.997	14.793	14.661	14.482	14.344
06/04/2021 23:00	23.68	23.658	23.274	21.603	20.543	19.57	18.781	17.75	16.831	16.383	16.101	15.776	15.492	15.135	14.985	14.841	14.631	14.487
06/05/2021 01:00	23.728	23.795	23.085	21.845	20.377	19.646	18.834	17.7	17.321	17.032	16.248	15.73	15.401	15.169	14.993	14.909	14.705	14.562
06/05/2021 03:00	23.504	23.385	22.527	21.441	20.395	19.279	18.296	17.482	17.261	16.888	16.299	15.78	15.349	15.125	15.016	14.837	14.719	14.49
06/05/2021 05:00	23.003	23.029	22.997	21.298	19.85	18.841	18.441	17.708	17.371	16.647	16.371	15.788	15.343	14.985	14.699	14.546	14.479	14.256
06/05/2021 19:00	24.187	24.206	24.205	22.78	19.939	18.949	17.942	17.218	16.939	16.448	15.889	15.409	15.04	14.708	14.507	14.434	14.218	14.111
06/05/2021 21:00	23.907	23.942	23.824	23.797	21.668	19.595	18.27	17.696	17.075	16.328	15.513	15.25	14.983	14.759	14.416	14.326	14.278	14.23
06/05/2021 23:00	23.574	23.537	23.429	22.953	21.305	19.477	18.243	17.726	17.093	16.229	15.697	15.371	14.891	14.724	14.538	14.439	14.417	14.263
06/06/2021 01:00	23.373	23.367	22.985	22.526	20.083	18.811	18.067	17.401	16.996	16.466	16.069	15.464	15.252	15.111	14.676	14.436	14.411	14.301
06/06/2021 03:00	23.05	23.093	23.046	22.668	20.523	19.184	19.149	18.359	17.475	16.859	16.212	15.714	15.505	15.31	14.987	14.541	14.707	14.281
06/06/2021 05:00	22.931	22.892	23.111	22.459	20.077	19.377	18.806	18.311	17.452	16.972	16.023	15.97	15.596	15.27	15.049	14.951	14.696	14.593
06/06/2021 19:00	24.911	23.722	22.984	21.977	21.183	20.605	19.725	18.136	16.987	16.461	15.825	15.789	15.451	15.216	14.895	14.691	14.487	14.166
06/06/2021 21:00	24.127	24.098	23.494	22.797	20.379	19.334	18.591	18.153	17.577	16.738	15.863	15.443	15.211	14.907	14.775	14.758	14.728	14.559
06/06/2021 23:00	24.346	24.141	24.16	22.655	20.637	19.674	19.136	18.254	17.381	16.902	16.329	16.001	15.646	15.346	14.903	14.852	14.697	14.62
06/07/2021 01:00	23.97	24.075	24.011	22.699	21.013	19.787	18.907	17.807	17.551	17.101	16.334	15.659	15.449	15.069	15.178	14.718	14.648	14.4
06/07/2021 03:00	23.722	23.713	23.745	21.615	20.818	19.85	18.686	18.101	17.433	16.78	16.065	15.937	15.503	15.279	14.723	14.575	14.454	14.469
06/07/2021 05:00	23.428	23.446	23.412	22.112	20.803	19.654	18.933	18.234	17.569	16.729	16.219	15.721	15.483	15.202	14.947	14.854	14.71	14.529
06/12/2021 19:00	32.405	32.226	30.604	27.671	24.913	22.63	20.229	19.764	18.997	17.755	17.706	16.64	16.576	15.99	15.479	15.87	15.278	15.239
06/12/2021 21:00	31.872	31.753	30.551	25.247	23.28	21.725	19.93	19.111	17.698	17.496	16.883	16.544	16.181	15.844	15.668	15.293	14.984	14.622
06/12/2021 23:00	31.312	31.374	28.281	25.259	23.257	21.264	20.376	19.546	18.963	17.881	17.195	17.043	16.303	16.196	16.186	15.497	15.209	14.975
06/13/2021 01:00	30.844	30.925	28.941	26.344	23.69	22.013	21.123	19.757	18.624	18.027	17.989	16.535	16.49	16.519	15.811	15.221	15.027	14.903
06/13/2021 03:00	30.585	30.622	28.624	25.998	23.405	22.073	20.638	20.035	19.129	18.411	17.015	16.64	16.055	15.28	15.603	15.503	15.394	15.148
06/13/2021 05:00	30.071	30.082	28.569	25.741	23.778	22.119	20.988	19.555	19.093	18.164	16.959	16.753	16.145	15.964	15.785	15.357	15.361	15.234
06/13/2021 19:00	30.879	30.803	30.721	25.503	23.9	21.791	21.34	20.299	19.514	17.976	17.43	16.253	16.213	15.728	15.407	15.212	15.011	14.887
06/13/2021 21:00	30.463	30.43	30.39	27.106	23.757	22.766	21.672	20.207	19.106	18.288	17.748	16.971	16.846	16.252	15.964	15.653	15.348	14.992
06/13/2021 23:00	30.159	30.071	29.813	25.761	23.766	21.68	20.957	18.547	17.584	17.485	16.924	16.459	16.182	15.937	15.516	15.277	14.764	14.719
06/14/2021 01:00	29.705	29.636	29.453	26.735	23.303	21.948	20.681	18.852	17.727	17.039	16.394	16.026	15.561	15.266	15.127	15.167	14.833	14.616
06/14/2021 03:00	29.188	29.135	29.2	26.771	24.144	22.079	19.235	18.531	17.5	16.779	16.303	15.851	15.532	15.292	15.069	15.037	14.809	14.617
06/14/2021 05:00	28.743	28.64	28.7	24.879	21.926	20.009	18.823	18.485	17.434	16.871	16.242	15.847	15.669	15.32	15.007	14.911	14.715	14.474
06/14/2021 21:00	31.024	31.012	30.981	26.902	25.719	23.8	22.338	21.347	19.513	18.773	17.891	17.503	17.23	16.652	16.367	15.926	15.735	15.443
06/14/2021 23:00	30.532	30.507	28.636	26.321	23.847	22.29	20.199	18.704	18.149	17.379	16.97	16.797	15.975	15.52	15.354	15.101	15.168	14.821
06/15/2021 01:00	30.108	30.119	29.775	26.983	24.022	22.602	19.845	18.41	18.113	17.805	17.157	16.565	16.46	16.103	15.721	15.56	15.297	14.828
06/15/2021 03:00	29.592	29.521	29.4	26.961	24.762	21.454	20.498	19.027	18.271	17.672	16.681	16.651	15.701	15.612	15.555	15.07	14.886	14.823
06/15/2021 05:00	29.244	29.161	29.004	26.743	23.308	20.554	19.375	18.346	17.587	17.197	16.5	16.124	15.857	15.353	15.024	14.804	14.748	14.617
06/15/2021 19:00	33.089	33.201	30.486	26.928	23.478	21.532	20.887	19.457	18.354	17.934	17.077	16.846	16.315	15.965	15.91	15.369	15.399	15.061
06/15/2021 21:00	32.67	32.584	30.664	28.165	25.542	23.731	21.982	20.438	19.271	18.428	17.593	17.359	16.663	16.396	16.17	15.903	15.375	15.31
06/15/2021 23:00	31.914	31.754	29.582	27.547	25.837	23.113	21.07	20.127	19.14	18.24	17.743	17.362	16.303	16.255	16.03	15.604	15.346	15.335
06/16/2021 01:00	31.267	31.195	29.358	27.772	25.095	22.594	21.211	19.82	19.099	17.67	16.904	16.989	16.297	15.93	15.751	15.162	15.133	14.915
06/16/2021 03:00	30.465	30.467	29.474	27.718	25.11	22.361	20.882	19.674	18.407	17.977	17.366	16.774	16.427	16.023	15.329	15.238	15.272	14.849
06/16/2021 05:00	30.009	29.971	29.196	27.739	24.394	22.357	20.914	19.003	18.996	17.896	17.293	16.65	16.251	16.114	15.599	15.208	15.294	14.942
06/16/2021 19:00	31.042	30.647	29.72	27.821	25.539	23.897	21.696	19.885	18.641	18.33	17.629	17.049	16.735	16.54	15.832	15.494	15.413	15.496
06/16/2021 21:00	30.927	30.891	29.766	28.923	26.705	23.724	21.904	20.789	19.836	18.924	18.333	17.725	17.13	16.842	16.463	16.101	15.818	15.671
06/16/2021 23:00	30.742	30.737	29.769	29.315	26.34	23.595	22.214	20.739	19.697	18.755	18.242	17.607	17.082	16.575	16.495	16.09	15.741	15.617
06/17/2021 01:00	30.548	30.575	30.215	29.61	24.779	22.506	21.055	19.987	19.224	18.378	17.852	16.824	16.371	16.369	15.913	15.744	15.495	15.243
06/17/2021 03:00	30.286	30.373	30.373	28.245	24.774	22.383	21.591	20.097	19.378	17.935	17.26	16.912	16.261	15.901	15.919	15.597	15.453	15.17
06/17/2021 05:00	30.087	30.029	30.101	27.869	24.64	22.977	21.562	19.998	19.057	17.507	17.518	16.904	16.214	16.097	15.802	15.534	15.284	15.208
06/17/2021 19:00	32.248	31.529	30.03	28.822	24.978	22.536	20.409	20.101	17.924	18.105	17.15	16.74	16.245	15.837	15.549	15.381	15.163	15.198
06/17/2021 21:00	31.765	31.682	30.05	28.83	25.89	23.755	22.734	21.007	19.392	19.463	18.419	17.767	17.351	16.951	16.37	15.939	15.855	15.265
06/17/2021 23:00	31.155	31.209	30.172	29.268	26.415	24.033	21.69	20.641	19.619	18.462	17.399	17.144	16.877	16.688	16.209	16.194	15.977	15.729
06/18/2021 01:00	30.687	30.685	30.411	29.408	27.059	24.257	21.637	20.691	19.667	18.81	17.914	17.548	17.082	16.643	16.495	16.066	15.873	15.767
06/18/2021 03:00	30.437	30.423	30.422	29.612	26.486	23.269	22.2	20.596	19.417	18.579	18.161	17.47	17.1	16.65	16.267	15.755	15.471	15.499
06/18/2021 05:00	30.17	30.168	30.192	28.963	25.271	23.747	22.529	21.278	19.89	19.004	18.134	17.654	17.186	16.762	16.513	16.197	15.849	15.447
06/20/2021 19:00	30.464	30.142	29.268	27.982	25.964	23.281	20.486	18.458	17.309	17.026	16.343	16.007	15.542	15.478	15.002	14.82	14.788	14.581
06/20/2021 21:00	29.906	29.928	29.797	28.6	26.58	24.295	21.227	19.121	18.149	17.289	16.715	16.437	15.915	15.74	15.448	15.106	15.11	14.643
06/20/2021 23:00	29.571	29.592	29.552	29.07	26.478	22.926	20.486	18.822	17.779	16.708	16.54	15.868	15.696	15.411	15.182	15.004	14.708	14.862
06/21/2021 01:00	29.376	29.377	29.474	29.347	27.375	23.83	20.772	19.695	19.564	17.262	17.081	16.033	15.743	15.759	15.355	15.23	15.179	14.666
06/21/2021 03:00	29.112	29.06	29.075	29.022	27.429	23.276	20.945	19.664	18.517	18.057	16.882	16.881	16.206	15.41	15.352	15.027	14.843	14.595
06/21/2021 05:00	28.986	28.924	28.977	28.793	25.761	22.958	20.667	19.26	17.839	17.505	16.596	15.992	15.598	15.277	15.084	14.903	14.865	14.606
06/22/2021 19:00	29.267	29.301	28.124	26.679	24.876	23.555	21.086	18.765	17.826	16.883	16.333	16.263	15.876	15.599	14.864	14.967	14.92	14.649
06/22/2021 21:00	28.653	28.627	27.484	26.551	25.941	24.39	22.371	20.73	19.046	17.397	17.266	16.652	16.374	16.087	15.311	15.491	15.224	14.862
06/22/2021 23:00	28.057	28.015	26.679	26.16	25.407	23.856	23.221	20.72	19.302	18.423	17.868	17.032	16.694	16.174	15.87	15.488	15.263	14.943
06/23/2021 01:00	27.305	27.314	26.519	25.877	25.241	23.992	21.246	19.174	18.25	17.289	16.93	16.125	15.675	15.81	15.108	15.114	14.76	14.677
06/23/2021 03:00	26.647	26.669	26.649	26.684	25.778	24.955	22.043	19.359	17.919	17.259	16.387	16.658	16.598	15.396	15.619	15.173	14.742	14.877
06/23/2021 05:00	26.48	26.395	26.496	26.444	25.964	23.77	20.134	19.466	18.504	17.778	17.105	16.831	16.015	15.538	15.352	15.448	14.932	14.977
06/23/2021 19:00	27.085	26.687	26.38	26.186	25.722	24.182	21.932	18.984	18.056	17.334	16.84	16.174	15.908	15.723	15.322	15.171	14.804	14.757
06/23/2021 21:00	27.103	27.183	27.058	26.365	26.004	24.001	20.882	18.904	18.047	16.96	16.762	16.515	16.26	15.363	15.659	15.013	15.047	14.636
06/23/2021 23:00	27.15	27.225	27.164	27.151	26.968	24.214	20.861	19.732	18.452	17.665	17.134	17.026	15.852	15.917	15.234	15.018	15.183	14.792
06/24/2021 01:00	27.077	27.057	27.044	27.006	25.928	23.159	21.113	19.446	18.715	18.219	17.474	16.897	16.537	15.895	15.565	15.048	14.714	14.655
06/24/2021 03:00	26.934	26.927	26.9	26.94	24.841	22.934	21.259	20.232	19.813	17.691	17.304	16.652	16.496	15.735	15.444	14.815	14.712	14.864
06/24/2021 05:00	26.747	26.714	26.651	26.684	24.36	23.039	21.402	20.343	18.384	17.279	16.85	15.921	15.438	15.198	15.078	14.992	14.994	14.723
06/24/2021 19:00	28.177	27.834	27.638	26.85	25.667	24.558	21.912	18.1	17.341	16.525	15.993	15.354	15.251	14.853	14.634	14.525	14.395	14.217
06/24/2021 21:00	27.924	27.929	27.23	26.314	25.204	23.679	20.729	18.388	17.705	16.626	16.182	15.803	15.236	15.061	14.858	14.669	14.527	14.355
06/24/2021 23:00	27.439	27.419	27.344	26.511	25.339	23.708	20.045	18.794	18.216	17.36	16.515	15.77	15.517	15.11	15.039	14.765	14.668	14.56
06/25/2021 01:00	27.452	27.489	27.206	27.058	25.578	23.116	21.183	19.396	18.003	16.859	16.145	15.929	15.539	15.133	14.877	14.712	14.548	14.376
06/25/2021 03:00	27.341	27.34	27.259	26.698	25.312	23.21	21.178	19.178	17.697	16.443	15.728	15.296	15.265	14.959	14.716	14.554	14.653	14.329
06/25/2021 05:00	27.083	27.042	27.094	26.781	25.724	23.451	21.145	19.172	17.717	16.579	15.887	15.655	15.199	15.218	14.945	14.997	14.475	14.425
06/25/2021 19:00	28.576	28.05	27.984	27.535	26.176	24.803	20.099	17.863	17.089	16.479	15.973	15.367	15.025	14.775	14.716	14.557	14.411	14.273
06/25/2021 21:00	28.43	28.458	28.061	27.524	26.926	24.967	20.99	18.298	18.245	17.61	16.624	16.071	15.7	15.343	15.033	15.034	14.647	14.601
06/25/2021 23:00	28.126	28.177	28.203	27.845	26.363	23.646	20.784	18.705	17.862	16.647	16.082	15.339	15.082	15.126	14.807	14.561	14.422	14.209
06/26/2021 01:00	27.896	27.958	27.999	27.646	25.787	23.533	20.985	19.097	17.876	17.095	16.136	15.871	15.329	14.841	14.664	14.546	14.429	14.344
06/26/2021 03:00	27.847	27.847	27.754	27.128	25.295	23.374	21.381	19.994	18.21	16.448	15.614	15.398	14.847	14.935	14.666	14.376	14.237	14.16
06/26/2021 05:00	27.71	27.688	27.682	27.107	25.58	24.044	21.513	19.487	17.288	16.006	15.979	15.215	14.978	14.928	14.701	14.435	14.425	14.22
06/26/2021 19:00	28.211	28.188	27.619	26.556	25.851	25.221	22.752	19.417	17.771	17.16	16.922	16.225	16.037	15.668	15.104	15.271	14.844	14.554
06/26/2021 21:00	27.915	27.938	27.543	27.441	26.572	25.417	21.934	19.72	18.362	17.351	16.764	16.107	15.756	15.502	15.302	15.125	14.904	14.662
06/26/2021 23:00	27.644	27.742	27.736	27.693	27.619	24.952	22.737	19.307	17.654	17.084	16.038	15.935	15.38	15.412	15.072	14.859	14.812	14.577
06/27/2021 01:00	27.417	27.415	27.488	27.439	27.171	25.516	21.544	19.611	18.119	17.155	16.568	16.318	15.971	15.349	15.043	15.054	14.865	14.907
06/27/2021 03:00	27.47	27.468	27.44	27.377	27.483	25.511	21.515	19.87	18.729	17.196	17.105	16.656	15.881	15.344	15.319	14.863	14.671	14.621
06/27/2021 05:00	27.359	27.278	27.299	27.369	26.874	24.24	21.785	20.253	18.926	18.023	16.722	15.586	15.164	14.995	14.684	14.632	14.546	14.427
06/27/2021 19:00	28.165	27.641	27.469	27.387	26.807	25.709	22.851	19.494	18.238	17.263	16.325	16.022	15.683	15.256	15.074	15.123	14.808	14.508
06/27/2021 21:00	27.783	27.858	27.495	27.367	26.161	25.201	21.377	19.541	18.335	17.212	17.089	16.13	15.317	15.064	15.215	15.126	14.946	15.02
06/27/2021 23:00	27.599	27.606	27.616	27.308	26.787	25.941	23.678	19.912	18.032	17.124	16.2	16.18	15.383	15.042	14.893	14.738	14.542	14.457
06/28/2021 01:00	27.309	27.368	27.288	27.267	26.998	25.744	21.52	19.803	18.673	17.902	17.302	16.666	16.147	15.842	15.678	15.385	15.058	14.94
06/28/2021 03:00	27.138	27.235	27.212	27.227	27.136	26.429	22.533	20.564	18.549	17.62	16.398	16.261	15.84	15.593	15.297	15.06	14.752	14.927
06/28/2021 05:00	27.036	27.043	27.083	27.034	26.843	24.248	22.272	20.16	18.006	17.131	16.145	16.052	15.802	15.662	15.419	15.23	15.022	14.829
06/28/2021 19:00	28.965	28.983	28.937	28.652	27.78	24.527	21.64	19.169	18.148	17.166	16.84	16.497	16.327	15.636	15.535	15.257	15.208	15.177
06/28/2021 21:00	28.79	28.844	28.774	28.659	25.999	25.354	22.988	21.26	19.502	18.652	17.467	17.085	16.169	15.864	15.668	15.572	15.363	15.09
06/28/2021 23:00	28.647	28.651	28.679	27.274	26.05	24.978	23.238	20.736	19.015	18.028	17.345	16.554	15.935	15.847	15.609	15.428	15.404	15.172
06/29/2021 01:00	28.427	28.433	28.43	27.228	26.377	25.633	24.131	21.304	18.415	17.34	17.222	16.513	16.318	15.877	15.708	15.349	15.345	15.217
06/29/2021 03:00	28.287	28.355	28.259	27.165	26.434	25.799	23.885	20.806	18.384	17.964	17.356	16.86	16.164	16.09	15.804	15.621	15.472	15.259
06/29/2021 05:00	28.074	28.051	28.061	27.135	26.635	25.826	22.694	20.229	18.087	17.634	17.033	16.67	15.787	15.831	15.782	15.438	15.449	14.933
06/29/2021 19:00	30.004	29.453	28.624	27.468	26.805	26.092	24.559	21.371	19.343	18.294	17.552	17.029	16.987	16.652	16.192	15.851	15.756	15.516
06/29/2021 21:00	29.745	29.577	29.107	28.147	27.369	26.579	24.412	21.729	19.827	18.843	17.728	17.316	16.925	16.567	16.321	15.973	15.682	15.453
06/29/2021 23:00	29.436	29.413	29.295	28.541	27.75	26.316	23.571	21.116	19.68	18.902	18.029	17.658	17.237	16.746	16.321	16.052	15.669	15.463
06/30/2021 01:00	29.25	29.157	29.198	28.584	27.56	25.773	23.531	21.605	20.434	19.16	18.364	17.806	17.146	16.5	16.194	15.834	15.547	15.412
06/30/2021 03:00	29.036	29.024	29.029	28.448	27.02	25.327	23.499	21.835	20.076	19.346	18.2	17.679	16.915	16.506	16.156	15.909	15.676	15.562
06/30/2021 05:00	28.76	28.856	28.781	28.222	26.921	25.629	24.154	21.828	20.471	19.268	18.066	17.378	17.001	16.286	15.945	15.711	15.333	15.388
06/30/2021 19:00	29.041	29.083	29.113	28.978	28.106	27.402	22.838	20.862	19.452	18.602	18.105	17.269	16.948	16.401	15.9	15.762	15.305	15.127
06/30/2021 21:00	28.82	28.781	28.778	28.805	28.259	25.735	23.268	21.412	19.917	18.995	18.445	17.936	17.201	16.68	15.983	16.098	15.665	15.508
06/30/2021 23:00	28.699	28.705	28.699	28.435	27.037	25.322	24.262	22.893	21.765	19.694	18.048	17.409	17.209	16.688	16.325	16.031	15.927	15.656
07/01/2021 01:00	28.417	28.419	28.407	27.912	26.311	25.073	24.227	22.327	20.776	19.276	18.413	17.513	17.218	16.747	15.913	15.886	15.784	15.461
07/01/2021 03:00	28.374	28.258	28.294	28.139	26.869	25.757	24.886	22.941	19.753	18.893	18.325	17.541	17.229	16.647	16.365	16.073	15.837	15.588
07/01/2021 05:00	28.127	28.218	28.156	27.997	26.595	25.257	24.171	21.662	18.775	18.561	17.662	17.335	16.778	16.077	15.744	15.708	15.274	15.382
07/02/2021 19:00	27.5	27.5	27.5	27.5	27.5	27.5	27	18.875	17.75	16.625	15.688	15.25	14.938	14.75	14.5	14.5	14.438	14.375
07/02/2021 21:00	27.375	27.375	27.375	27.375	27.375	23.625	22.875	20.875	19.75	18.625	17.875	17.125	16.625	16.25	15.688	15.5	15.375	15.312
07/02/2021 23:00	27.125	27.125	27.125	27.125	27.125	24.25	23.375	21.75	20.75	18.5	17.625	17	16	16	15.438	15.25	15	15
07/03/2021 01:00	27	27	27	27	26.25	24.375	23.75	22.375	19.25	18.25	17.25	17	16.5	16	15.562	15.312	15.188	15.125
07/03/2021 03:00	26.75	26.75	26.75	26.75	26.75	25	24	22	19.75	17.75	17.375	16.625	16.25	15.875	15.75	15.375	14.938	15.062
07/03/2021 05:00	26.625	26.625	26.625	26.625	26.625	25	23.25	19.75	17.625	16.375	15.938	15.438	15	15	14.938	14.562	14.438	14.375
07/03/2021 19:00	29.125	29	28.875	28.875	27	24.75	22.625	20.875	18.625	17.75	17.25	16.375	16.125	15.688	15.688	15.312	15.125	14.875
07/03/2021 21:00	28.75	28.75	28.75	28.625	27	25.625	23.875	22.625	20.75	19.25	18.375	17.375	17.125	16.25	16.125	15.812	15.688	15.25
07/03/2021 23:00	28.5	28.5	28.5	26.75	25.625	25.25	24	21.875	19.5	17.75	17.125	16.75	16.375	16.125	15.938	15.688	15.188	15.188
07/04/2021 01:00	28.125	28.125	28.125	27	26.375	25.875	24.875	22.125	19.875	18.125	17.25	17	16.75	16	16	15.688	15.375	15.25
07/04/2021 03:00	27.875	27.875	27.875	27.125	26.375	25.75	24.5	21.375	20.125	18.25	17.5	16.625	16.25	15.812	15.438	15.188	15.125	15.125
07/04/2021 05:00	27.625	27.625	27.625	27.25	26.625	26	23.75	20.75	19.25	18.25	17.625	16.75	16.5	16.125	15.812	15.5	15.062	15.062
07/04/2021 19:00	30.5	30.5	30.375	28.75	27.125	25.75	24.25	20	18.75	17.375	17.125	16.75	16.25	16	15.875	15.688	15.312	14.938
07/04/2021 21:00	30.375	30.375	30.25	28.25	26.875	25.375	23.375	20.75	18.875	18.125	17.25	16.75	16.5	15.875	15.812	15.75	15.375	15.062
07/04/2021 23:00	29.875	29.875	29.625	27.75	26.875	25.625	24.5	21.5	20.625	18.375	17.125	16.875	16.875	16.125	15.875	15.938	15.625	15.25
07/05/2021 01:00	29.375	29.375	29.25	27.5	26.125	25.5	24.625	20.875	19	18.625	17.875	17.125	16.625	16.125	15.938	15.438	15.375	15
07/05/2021 03:00	28.875	28.875	28.625	27.375	26.5	25.875	24.5	20.5	19.25	18	16.875	16.375	16	16	15.562	15.438	15.062	15.125
07/05/2021 05:00	28.375	28.375	28.375	27.5	26.75	26.125	23.875	20.625	19.125	18.25	17.125	16.625	16.125	15.875	15.75	15.25	15.125	14.938
07/05/2021 19:00	30.375	30.25	30.25	29.5	26.75	26	24	21.625	19.625	18	17.625	16.625	16.25	16.125	15.75	15.375	15.375	15
