WaterTemp_C,Datetime,Depth_m,DO_mg.L,DewPoint_C,Cloud_cov_fraction,AirTemp_C,Pressure_hPa,WWind_m.s,SWind_m.s,doy,hour_of_day,val_period
13.688,2021-03-22T13:00:00Z,0,10.638,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.643,2021-03-22T13:00:00Z,0.5,10.685,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.598,2021-03-22T13:00:00Z,1,10.733,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.663,2021-03-22T13:00:00Z,1.5,10.676,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.453,2021-03-22T13:00:00Z,2,10.575,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.374,2021-03-22T13:00:00Z,2.5,10.714,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.175,2021-03-22T13:00:00Z,3,10.565,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
12.595,2021-03-22T13:00:00Z,3.5,10.035,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
11.847,2021-03-22T13:00:00Z,4,8.946,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
11.563,2021-03-22T13:00:00Z,4.5,8.886,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
11.254,2021-03-22T13:00:00Z,5,8.585,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
10.942,2021-03-22T13:00:00Z,5.5,8.269,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
9.771,2021-03-22T13:00:00Z,6,7.015,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
8.984,2021-03-22T13:00:00Z,6.5,6.966,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
8.679,2021-03-22T13:00:00Z,7,7.255,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
8.38,2021-03-22T13:00:00Z,7.5,6.017,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
8.31,2021-03-22T13:00:00Z,8,6.448,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
8.145,2021-03-22T13:00:00Z,8.5,6.329,5.6,0,13.3,1016.2,-5.020886050671748e-16,4.1,81,13,1
13.627,2021-03-22T15:00:00Z,0,10.77,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
13.582,2021-03-22T15:00:00Z,0.5,10.855,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
13.403,2021-03-22T15:00:00Z,1,11.057,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
13.31,2021-03-22T15:00:00Z,1.5,10.973,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
13.174,2021-03-22T15:00:00Z,2,10.89,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
12.97,2021-03-22T15:00:00Z,2.5,10.609,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
12.303,2021-03-22T15:00:00Z,3,9.433,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
11.923,2021-03-22T15:00:00Z,3.5,8.956,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
11.72,2021-03-22T15:00:00Z,4,8.717,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
11.535,2021-03-22T15:00:00Z,4.5,8.651,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
11.217,2021-03-22T15:00:00Z,5,8.388,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
10.953,2021-03-22T15:00:00Z,5.5,8.186,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
10.44,2021-03-22T15:00:00Z,6,7.494,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
9.748,2021-03-22T15:00:00Z,6.5,7.032,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
9.166,2021-03-22T15:00:00Z,7,6.89,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
8.766,2021-03-22T15:00:00Z,7.5,7.111,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
8.394,2021-03-22T15:00:00Z,8,6.918,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
8.213,2021-03-22T15:00:00Z,8.5,5.616,7.2,0,15.6,1014.7,-1.423915056868828,8.075423574700105,81,15,1
13.735,2021-03-22T17:00:00Z,0,10.904,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
13.748,2021-03-22T17:00:00Z,0.5,10.877,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
13.595,2021-03-22T17:00:00Z,1,11.061,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
13.551,2021-03-22T17:00:00Z,1.5,10.977,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
13.198,2021-03-22T17:00:00Z,2,11.253,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
13.008,2021-03-22T17:00:00Z,2.5,10.566,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
12.775,2021-03-22T17:00:00Z,3,10.421,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
12.319,2021-03-22T17:00:00Z,3.5,9.326,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
11.955,2021-03-22T17:00:00Z,4,8.907,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
11.472,2021-03-22T17:00:00Z,4.5,8.57,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
11.275,2021-03-22T17:00:00Z,5,8.544,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
11.152,2021-03-22T17:00:00Z,5.5,8.433,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
10.947,2021-03-22T17:00:00Z,6,8.087,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
10.499,2021-03-22T17:00:00Z,6.5,7.383,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
9.409,2021-03-22T17:00:00Z,7,7.217,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
8.947,2021-03-22T17:00:00Z,7.5,7.189,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
8.736,2021-03-22T17:00:00Z,8,7.136,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
8.482,2021-03-22T17:00:00Z,8.5,6.765,6.7,4,15,1013.7,-1.337090968035363,7.583019698194002,81,17,1
13.73,2021-03-22T19:00:00Z,0,10.679,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.805,2021-03-22T19:00:00Z,0.5,10.743,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.697,2021-03-22T19:00:00Z,1,10.745,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.735,2021-03-22T19:00:00Z,1.5,10.725,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.74,2021-03-22T19:00:00Z,2,10.797,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.733,2021-03-22T19:00:00Z,2.5,10.769,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.716,2021-03-22T19:00:00Z,3,10.777,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
12.812,2021-03-22T19:00:00Z,3.5,9.943,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
12.479,2021-03-22T19:00:00Z,4,9.804,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
12.041,2021-03-22T19:00:00Z,4.5,8.906,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
11.476,2021-03-22T19:00:00Z,5,8.53,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
11.33,2021-03-22T19:00:00Z,5.5,8.509,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
11.249,2021-03-22T19:00:00Z,6,8.383,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
10.515,2021-03-22T19:00:00Z,6.5,7.387,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
10.053,2021-03-22T19:00:00Z,7,7.089,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
9.303,2021-03-22T19:00:00Z,7.5,6.989,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
8.477,2021-03-22T19:00:00Z,8,6.468,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
8.214,2021-03-22T19:00:00Z,8.5,6.142,7.2,4,16.1,1011.2,-1.337090968035363,7.583019698194002,81,19,1
13.715,2021-03-22T21:00:00Z,0,10.515,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.714,2021-03-22T21:00:00Z,0.5,10.507,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.739,2021-03-22T21:00:00Z,1,10.59,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.647,2021-03-22T21:00:00Z,1.5,10.591,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.722,2021-03-22T21:00:00Z,2,10.565,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.698,2021-03-22T21:00:00Z,2.5,10.617,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.643,2021-03-22T21:00:00Z,3,10.505,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.681,2021-03-22T21:00:00Z,3.5,10.508,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.655,2021-03-22T21:00:00Z,4,10.577,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
12.483,2021-03-22T21:00:00Z,4.5,9.172,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
11.834,2021-03-22T21:00:00Z,5,8.703,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
11.381,2021-03-22T21:00:00Z,5.5,8.463,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
10.959,2021-03-22T21:00:00Z,6,7.73,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
9.974,2021-03-22T21:00:00Z,6.5,6.815,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
9.193,2021-03-22T21:00:00Z,7,6.586,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
8.543,2021-03-22T21:00:00Z,7.5,6.143,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
8.268,2021-03-22T21:00:00Z,8,5.811,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
8.176,2021-03-22T21:00:00Z,8.5,5.184,6.7,7,17.2,1009.4,-4.949464594586354,5.89854221201613,81,21,1
13.762,2021-03-22T23:00:00Z,0,10.529,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.808,2021-03-22T23:00:00Z,0.5,10.605,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.773,2021-03-22T23:00:00Z,1,10.62,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.754,2021-03-22T23:00:00Z,1.5,10.547,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.768,2021-03-22T23:00:00Z,2,10.592,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.721,2021-03-22T23:00:00Z,2.5,10.621,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.731,2021-03-22T23:00:00Z,3,10.579,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.65,2021-03-22T23:00:00Z,3.5,10.6,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.588,2021-03-22T23:00:00Z,4,10.609,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.271,2021-03-22T23:00:00Z,4.5,9.863,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
12.125,2021-03-22T23:00:00Z,5,8.791,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
11.292,2021-03-22T23:00:00Z,5.5,8.488,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
10.88,2021-03-22T23:00:00Z,6,7.984,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
9.295,2021-03-22T23:00:00Z,6.5,6.232,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
8.779,2021-03-22T23:00:00Z,7,6.813,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
8.478,2021-03-22T23:00:00Z,7.5,6.673,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
8.396,2021-03-22T23:00:00Z,8,6.055,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
8.213,2021-03-22T23:00:00Z,8.5,4.985,6.7,7,16.1,1007.7,-2.9568230045580814,3.523804438347298,81,23,1
13.624,2021-03-23T01:00:00Z,0,10.383,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.568,2021-03-23T01:00:00Z,0.5,10.465,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.6,2021-03-23T01:00:00Z,1,10.461,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.62,2021-03-23T01:00:00Z,1.5,10.415,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.576,2021-03-23T01:00:00Z,2,10.479,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.546,2021-03-23T01:00:00Z,2.5,10.439,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.54,2021-03-23T01:00:00Z,3,10.496,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.422,2021-03-23T01:00:00Z,3.5,10.547,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.347,2021-03-23T01:00:00Z,4,10.434,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.37,2021-03-23T01:00:00Z,4.5,10.433,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.185,2021-03-23T01:00:00Z,5,9.383,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
11.149,2021-03-23T01:00:00Z,5.5,8.143,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
10.314,2021-03-23T01:00:00Z,6,6.927,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
9.357,2021-03-23T01:00:00Z,6.5,6.564,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
8.653,2021-03-23T01:00:00Z,7,6.812,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
8.541,2021-03-23T01:00:00Z,7.5,6.406,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
8.268,2021-03-23T01:00:00Z,8,5.285,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
8.193,2021-03-23T01:00:00Z,8.5,5.237,6.7,8,15,1006.9,-5.802370205355739,3.3499999999999988,82,1,1
13.482,2021-03-23T03:00:00Z,0,10.194,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.458,2021-03-23T03:00:00Z,0.5,10.2,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.419,2021-03-23T03:00:00Z,1,10.261,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.392,2021-03-23T03:00:00Z,1.5,10.277,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.392,2021-03-23T03:00:00Z,2,10.292,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.414,2021-03-23T03:00:00Z,2.5,10.279,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.38,2021-03-23T03:00:00Z,3,10.276,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.387,2021-03-23T03:00:00Z,3.5,10.279,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.411,2021-03-23T03:00:00Z,4,10.287,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
12.928,2021-03-23T03:00:00Z,4.5,9.627,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
11.939,2021-03-23T03:00:00Z,5,8.472,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
10.851,2021-03-23T03:00:00Z,5.5,7.618,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
10.164,2021-03-23T03:00:00Z,6,6.722,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
9.652,2021-03-23T03:00:00Z,6.5,6.795,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
9.173,2021-03-23T03:00:00Z,7,6.909,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
8.731,2021-03-23T03:00:00Z,7.5,6.884,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
8.558,2021-03-23T03:00:00Z,8,6.489,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
8.37,2021-03-23T03:00:00Z,8.5,6.056,7.8,8,13.9,1005.9,-3.5238044383472986,2.956823004558081,82,3,1
13.36,2021-03-23T05:00:00Z,0,10.236,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.369,2021-03-23T05:00:00Z,0.5,10.233,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.339,2021-03-23T05:00:00Z,1,10.249,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.352,2021-03-23T05:00:00Z,1.5,10.282,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.316,2021-03-23T05:00:00Z,2,10.216,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.352,2021-03-23T05:00:00Z,2.5,10.271,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.323,2021-03-23T05:00:00Z,3,10.269,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.341,2021-03-23T05:00:00Z,3.5,10.196,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.252,2021-03-23T05:00:00Z,4,10.227,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
12.757,2021-03-23T05:00:00Z,4.5,9.19,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
11.108,2021-03-23T05:00:00Z,5,8.131,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
10.921,2021-03-23T05:00:00Z,5.5,7.996,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
10.661,2021-03-23T05:00:00Z,6,7.521,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
10.185,2021-03-23T05:00:00Z,6.5,6.797,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
9.481,2021-03-23T05:00:00Z,7,6.777,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
8.944,2021-03-23T05:00:00Z,7.5,6.441,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
8.671,2021-03-23T05:00:00Z,8,6.714,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
8.37,2021-03-23T05:00:00Z,8.5,5.651,10.8,8,11.85,1005.3,-0.31372498426647627,4.338672220189835,82,5,1
13.317,2021-03-23T07:00:00Z,0,10.23,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.321,2021-03-23T07:00:00Z,0.5,10.224,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.316,2021-03-23T07:00:00Z,1,10.195,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.289,2021-03-23T07:00:00Z,1.5,10.184,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.261,2021-03-23T07:00:00Z,2,10.18,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.311,2021-03-23T07:00:00Z,2.5,10.099,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.295,2021-03-23T07:00:00Z,3,10.048,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.221,2021-03-23T07:00:00Z,3.5,10.016,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.171,2021-03-23T07:00:00Z,4,9.922,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
11.66,2021-03-23T07:00:00Z,4.5,8.471,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
11.246,2021-03-23T07:00:00Z,5,8.104,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
10.965,2021-03-23T07:00:00Z,5.5,7.762,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
10.656,2021-03-23T07:00:00Z,6,7.432,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
10.355,2021-03-23T07:00:00Z,6.5,6.926,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
9.653,2021-03-23T07:00:00Z,7,6.507,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
8.777,2021-03-23T07:00:00Z,7.5,6.47,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
8.324,2021-03-23T07:00:00Z,8,5.714,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
8.292,2021-03-23T07:00:00Z,8.5,5.105,10,8,11.7,1000.1,-5.356247938479679,1.9495148169563117,82,7,1
13.247,2021-03-23T09:00:00Z,0,10.1,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.238,2021-03-23T09:00:00Z,0.5,10.096,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.229,2021-03-23T09:00:00Z,1,10.122,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.206,2021-03-23T09:00:00Z,1.5,10.11,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.202,2021-03-23T09:00:00Z,2,10.118,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.194,2021-03-23T09:00:00Z,2.5,10.084,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.085,2021-03-23T09:00:00Z,3,9.936,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
12.793,2021-03-23T09:00:00Z,3.5,9.064,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
11.832,2021-03-23T09:00:00Z,4,8.442,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
11.364,2021-03-23T09:00:00Z,4.5,8.257,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
10.983,2021-03-23T09:00:00Z,5,7.667,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
10.904,2021-03-23T09:00:00Z,5.5,7.599,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
10.645,2021-03-23T09:00:00Z,6,7.478,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
9.905,2021-03-23T09:00:00Z,6.5,6.574,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
9.203,2021-03-23T09:00:00Z,7,6.412,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
8.512,2021-03-23T09:00:00Z,7.5,5.975,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
8.384,2021-03-23T09:00:00Z,8,5.753,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
8.369,2021-03-23T09:00:00Z,8.5,5.473,8.3,8,12.2,1000.8,-1.4022825876352425,3.852739745222224,82,9,1
13.249,2021-03-23T11:00:00Z,0,10.282,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
13.229,2021-03-23T11:00:00Z,0.5,10.148,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
13.25,2021-03-23T11:00:00Z,1,10.209,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
13.235,2021-03-23T11:00:00Z,1.5,10.175,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
13.146,2021-03-23T11:00:00Z,2,9.938,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
12.168,2021-03-23T11:00:00Z,2.5,8.796,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
11.805,2021-03-23T11:00:00Z,3,8.523,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
11.619,2021-03-23T11:00:00Z,3.5,8.267,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
11.418,2021-03-23T11:00:00Z,4,8.113,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
11.296,2021-03-23T11:00:00Z,4.5,8.017,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
11.095,2021-03-23T11:00:00Z,5,7.815,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
10.945,2021-03-23T11:00:00Z,5.5,7.901,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
10.953,2021-03-23T11:00:00Z,6,7.411,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
10.288,2021-03-23T11:00:00Z,6.5,6.886,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
9.198,2021-03-23T11:00:00Z,7,6.325,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
8.474,2021-03-23T11:00:00Z,7.5,5.813,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
8.354,2021-03-23T11:00:00Z,8,5.385,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
8.303,2021-03-23T11:00:00Z,8.5,4.951,9.4,7,12.8,1000.8,-1.250266879201898,7.090615821687898,82,11,1
13.173,2021-03-23T13:00:00Z,0,10.072,10.6,8,13.05,1000.8,1.4745484033210785,6.791774952563083,82,13,1
