WaterTemp_C,Datetime,Depth_m,DO_mg.L,DewPoint_C,Cloud_cov_fraction,AirTemp_C,Pressure_hPa,WWind_m.s,SWind_m.s,doy,hour_of_day,val_period
21.662,2021-07-01T05:00:00Z,3.5,0,22.8,2,23.3,1016.1,0,0,182,5,6
18.775,2021-07-01T05:00:00Z,4,0,22.8,2,23.3,1016.1,0,0,182,5,6
18.561,2021-07-01T05:00:00Z,4.5,0,22.8,2,23.3,1016.1,0,0,182,5,6
17.662,2021-07-01T05:00:00Z,5,0.038,22.8,2,23.3,1016.1,0,0,182,5,6
17.335,2021-07-01T05:00:00Z,5.5,0,22.8,2,23.3,1016.1,0,0,182,5,6
16.778,2021-07-01T05:00:00Z,6,0.034,22.8,2,23.3,1016.1,0,0,182,5,6
16.077,2021-07-01T05:00:00Z,6.5,0,22.8,2,23.3,1016.1,0,0,182,5,6
15.744,2021-07-01T05:00:00Z,7,0.101,22.8,2,23.3,1016.1,0,0,182,5,6
15.708,2021-07-01T05:00:00Z,7.5,0.15,22.8,2,23.3,1016.1,0,0,182,5,6
15.274,2021-07-01T05:00:00Z,8,0.131,22.8,2,23.3,1016.1,0,0,182,5,6
15.382,2021-07-01T05:00:00Z,8.5,0,22.8,2,23.3,1016.1,0,0,182,5,6
27.5,2021-07-02T19:00:00Z,0,8.705,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27.5,2021-07-02T19:00:00Z,0.5,8.689,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27.5,2021-07-02T19:00:00Z,1,8.687,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27.5,2021-07-02T19:00:00Z,1.5,8.625,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27.5,2021-07-02T19:00:00Z,2,8.684,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27.5,2021-07-02T19:00:00Z,2.5,8.614,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27,2021-07-02T19:00:00Z,3,6.875,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
18.875,2021-07-02T19:00:00Z,3.5,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
17.75,2021-07-02T19:00:00Z,4,0.026,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
16.625,2021-07-02T19:00:00Z,4.5,0.024,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
15.688,2021-07-02T19:00:00Z,5,0.025,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
15.25,2021-07-02T19:00:00Z,5.5,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
14.938,2021-07-02T19:00:00Z,6,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
14.75,2021-07-02T19:00:00Z,6.5,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
14.5,2021-07-02T19:00:00Z,7,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
14.5,2021-07-02T19:00:00Z,7.5,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
14.438,2021-07-02T19:00:00Z,8,0.268,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
14.375,2021-07-02T19:00:00Z,8.5,0,17.2,0,27.8,1016.3,-3.1407822167878097,-2.635429199714811,183,19,6
27.375,2021-07-02T21:00:00Z,0,7.167,14.4,0,28.3,1015.2,NA,NA,183,21,6
27.375,2021-07-02T21:00:00Z,0.5,7.804,14.4,0,28.3,1015.2,NA,NA,183,21,6
27.375,2021-07-02T21:00:00Z,1,7.838,14.4,0,28.3,1015.2,NA,NA,183,21,6
27.375,2021-07-02T21:00:00Z,1.5,8.045,14.4,0,28.3,1015.2,NA,NA,183,21,6
27.375,2021-07-02T21:00:00Z,2,7.866,14.4,0,28.3,1015.2,NA,NA,183,21,6
23.625,2021-07-02T21:00:00Z,2.5,1.117,14.4,0,28.3,1015.2,NA,NA,183,21,6
22.875,2021-07-02T21:00:00Z,3,0,14.4,0,28.3,1015.2,NA,NA,183,21,6
20.875,2021-07-02T21:00:00Z,3.5,0,14.4,0,28.3,1015.2,NA,NA,183,21,6
19.75,2021-07-02T21:00:00Z,4,0.001,14.4,0,28.3,1015.2,NA,NA,183,21,6
18.625,2021-07-02T21:00:00Z,4.5,0,14.4,0,28.3,1015.2,NA,NA,183,21,6
17.875,2021-07-02T21:00:00Z,5,0,14.4,0,28.3,1015.2,NA,NA,183,21,6
17.125,2021-07-02T21:00:00Z,5.5,0,14.4,0,28.3,1015.2,NA,NA,183,21,6
16.625,2021-07-02T21:00:00Z,6,0.099,14.4,0,28.3,1015.2,NA,NA,183,21,6
16.25,2021-07-02T21:00:00Z,6.5,0.081,14.4,0,28.3,1015.2,NA,NA,183,21,6
15.688,2021-07-02T21:00:00Z,7,1.218,14.4,0,28.3,1015.2,NA,NA,183,21,6
15.5,2021-07-02T21:00:00Z,7.5,0.117,14.4,0,28.3,1015.2,NA,NA,183,21,6
15.375,2021-07-02T21:00:00Z,8,0.581,14.4,0,28.3,1015.2,NA,NA,183,21,6
15.312,2021-07-02T21:00:00Z,8.5,1.848,14.4,0,28.3,1015.2,NA,NA,183,21,6
27.125,2021-07-02T23:00:00Z,0,7.606,14.4,0,27.2,1014.8,NA,NA,183,23,6
27.125,2021-07-02T23:00:00Z,0.5,7.714,14.4,0,27.2,1014.8,NA,NA,183,23,6
27.125,2021-07-02T23:00:00Z,1,7.868,14.4,0,27.2,1014.8,NA,NA,183,23,6
27.125,2021-07-02T23:00:00Z,1.5,7.869,14.4,0,27.2,1014.8,NA,NA,183,23,6
27.125,2021-07-02T23:00:00Z,2,7.902,14.4,0,27.2,1014.8,NA,NA,183,23,6
24.25,2021-07-02T23:00:00Z,2.5,1.665,14.4,0,27.2,1014.8,NA,NA,183,23,6
23.375,2021-07-02T23:00:00Z,3,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
21.75,2021-07-02T23:00:00Z,3.5,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
20.75,2021-07-02T23:00:00Z,4,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
18.5,2021-07-02T23:00:00Z,4.5,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
17.625,2021-07-02T23:00:00Z,5,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
17,2021-07-02T23:00:00Z,5.5,0.048,14.4,0,27.2,1014.8,NA,NA,183,23,6
16,2021-07-02T23:00:00Z,6,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
16,2021-07-02T23:00:00Z,6.5,0.061,14.4,0,27.2,1014.8,NA,NA,183,23,6
15.438,2021-07-02T23:00:00Z,7,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
15.25,2021-07-02T23:00:00Z,7.5,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
15,2021-07-02T23:00:00Z,8,0.017,14.4,0,27.2,1014.8,NA,NA,183,23,6
15,2021-07-02T23:00:00Z,8.5,0,14.4,0,27.2,1014.8,NA,NA,183,23,6
27,2021-07-03T01:00:00Z,0,7.021,16.1,0,21.1,1015.6,0,0,184,1,6
27,2021-07-03T01:00:00Z,0.5,7.695,16.1,0,21.1,1015.6,0,0,184,1,6
27,2021-07-03T01:00:00Z,1,7.7,16.1,0,21.1,1015.6,0,0,184,1,6
27,2021-07-03T01:00:00Z,1.5,7.801,16.1,0,21.1,1015.6,0,0,184,1,6
26.25,2021-07-03T01:00:00Z,2,3.839,16.1,0,21.1,1015.6,0,0,184,1,6
24.375,2021-07-03T01:00:00Z,2.5,1.265,16.1,0,21.1,1015.6,0,0,184,1,6
23.75,2021-07-03T01:00:00Z,3,0,16.1,0,21.1,1015.6,0,0,184,1,6
22.375,2021-07-03T01:00:00Z,3.5,0,16.1,0,21.1,1015.6,0,0,184,1,6
19.25,2021-07-03T01:00:00Z,4,0,16.1,0,21.1,1015.6,0,0,184,1,6
18.25,2021-07-03T01:00:00Z,4.5,0,16.1,0,21.1,1015.6,0,0,184,1,6
17.25,2021-07-03T01:00:00Z,5,0.052,16.1,0,21.1,1015.6,0,0,184,1,6
17,2021-07-03T01:00:00Z,5.5,0,16.1,0,21.1,1015.6,0,0,184,1,6
16.5,2021-07-03T01:00:00Z,6,0.076,16.1,0,21.1,1015.6,0,0,184,1,6
16,2021-07-03T01:00:00Z,6.5,0.119,16.1,0,21.1,1015.6,0,0,184,1,6
15.562,2021-07-03T01:00:00Z,7,0.303,16.1,0,21.1,1015.6,0,0,184,1,6
15.312,2021-07-03T01:00:00Z,7.5,0.267,16.1,0,21.1,1015.6,0,0,184,1,6
15.188,2021-07-03T01:00:00Z,8,0.072,16.1,0,21.1,1015.6,0,0,184,1,6
15.125,2021-07-03T01:00:00Z,8.5,0.175,16.1,0,21.1,1015.6,0,0,184,1,6
26.75,2021-07-03T03:00:00Z,0,7.304,16.1,0,17.8,1017.3,0,0,184,3,6
26.75,2021-07-03T03:00:00Z,0.5,7.469,16.1,0,17.8,1017.3,0,0,184,3,6
26.75,2021-07-03T03:00:00Z,1,7.526,16.1,0,17.8,1017.3,0,0,184,3,6
26.75,2021-07-03T03:00:00Z,1.5,7.626,16.1,0,17.8,1017.3,0,0,184,3,6
26.75,2021-07-03T03:00:00Z,2,7.627,16.1,0,17.8,1017.3,0,0,184,3,6
25,2021-07-03T03:00:00Z,2.5,2.368,16.1,0,17.8,1017.3,0,0,184,3,6
24,2021-07-03T03:00:00Z,3,0,16.1,0,17.8,1017.3,0,0,184,3,6
22,2021-07-03T03:00:00Z,3.5,0,16.1,0,17.8,1017.3,0,0,184,3,6
19.75,2021-07-03T03:00:00Z,4,0.019,16.1,0,17.8,1017.3,0,0,184,3,6
17.75,2021-07-03T03:00:00Z,4.5,0,16.1,0,17.8,1017.3,0,0,184,3,6
17.375,2021-07-03T03:00:00Z,5,0.01,16.1,0,17.8,1017.3,0,0,184,3,6
16.625,2021-07-03T03:00:00Z,5.5,0,16.1,0,17.8,1017.3,0,0,184,3,6
16.25,2021-07-03T03:00:00Z,6,0.003,16.1,0,17.8,1017.3,0,0,184,3,6
15.875,2021-07-03T03:00:00Z,6.5,0,16.1,0,17.8,1017.3,0,0,184,3,6
15.75,2021-07-03T03:00:00Z,7,1.897,16.1,0,17.8,1017.3,0,0,184,3,6
15.375,2021-07-03T03:00:00Z,7.5,0.057,16.1,0,17.8,1017.3,0,0,184,3,6
14.938,2021-07-03T03:00:00Z,8,0.447,16.1,0,17.8,1017.3,0,0,184,3,6
15.062,2021-07-03T03:00:00Z,8.5,0.078,16.1,0,17.8,1017.3,0,0,184,3,6
26.625,2021-07-03T05:00:00Z,0,6.794,15.6,0,16.7,1017.8,0,0,184,5,6
26.625,2021-07-03T05:00:00Z,0.5,7.211,15.6,0,16.7,1017.8,0,0,184,5,6
26.625,2021-07-03T05:00:00Z,1,7.319,15.6,0,16.7,1017.8,0,0,184,5,6
26.625,2021-07-03T05:00:00Z,1.5,7.283,15.6,0,16.7,1017.8,0,0,184,5,6
26.625,2021-07-03T05:00:00Z,2,7.148,15.6,0,16.7,1017.8,0,0,184,5,6
25,2021-07-03T05:00:00Z,2.5,2.245,15.6,0,16.7,1017.8,0,0,184,5,6
23.25,2021-07-03T05:00:00Z,3,0,15.6,0,16.7,1017.8,0,0,184,5,6
19.75,2021-07-03T05:00:00Z,3.5,0,15.6,0,16.7,1017.8,0,0,184,5,6
17.625,2021-07-03T05:00:00Z,4,0,15.6,0,16.7,1017.8,0,0,184,5,6
16.375,2021-07-03T05:00:00Z,4.5,0.016,15.6,0,16.7,1017.8,0,0,184,5,6
15.938,2021-07-03T05:00:00Z,5,0.182,15.6,0,16.7,1017.8,0,0,184,5,6
15.438,2021-07-03T05:00:00Z,5.5,0,15.6,0,16.7,1017.8,0,0,184,5,6
15,2021-07-03T05:00:00Z,6,0,15.6,0,16.7,1017.8,0,0,184,5,6
15,2021-07-03T05:00:00Z,6.5,0.041,15.6,0,16.7,1017.8,0,0,184,5,6
14.938,2021-07-03T05:00:00Z,7,0,15.6,0,16.7,1017.8,0,0,184,5,6
14.562,2021-07-03T05:00:00Z,7.5,0,15.6,0,16.7,1017.8,0,0,184,5,6
14.438,2021-07-03T05:00:00Z,8,0,15.6,0,16.7,1017.8,0,0,184,5,6
14.375,2021-07-03T05:00:00Z,8.5,0,15.6,0,16.7,1017.8,0,0,184,5,6
29.125,2021-07-03T19:00:00Z,0,9.148,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
29,2021-07-03T19:00:00Z,0.5,9.648,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
28.875,2021-07-03T19:00:00Z,1,10.008,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
28.875,2021-07-03T19:00:00Z,1.5,10.309,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
27,2021-07-03T19:00:00Z,2,9.823,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
24.75,2021-07-03T19:00:00Z,2.5,6.962,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
22.625,2021-07-03T19:00:00Z,3,4.898,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
20.875,2021-07-03T19:00:00Z,3.5,4.337,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
18.625,2021-07-03T19:00:00Z,4,4.293,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
17.75,2021-07-03T19:00:00Z,4.5,4.147,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
17.25,2021-07-03T19:00:00Z,5,4.399,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
16.375,2021-07-03T19:00:00Z,5.5,3.576,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
16.125,2021-07-03T19:00:00Z,6,2.665,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
15.688,2021-07-03T19:00:00Z,6.5,2.371,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
15.688,2021-07-03T19:00:00Z,7,2.245,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
15.312,2021-07-03T19:00:00Z,7.5,1.918,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
15.125,2021-07-03T19:00:00Z,8,1.729,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
14.875,2021-07-03T19:00:00Z,8.5,1.657,17.8,0,28.3,1016.4,-2.913047124436316,-1.0602624443095734,184,19,6
28.75,2021-07-03T21:00:00Z,0,8.808,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
28.75,2021-07-03T21:00:00Z,0.5,9.257,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
28.75,2021-07-03T21:00:00Z,1,9.575,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
28.625,2021-07-03T21:00:00Z,1.5,9.737,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
27,2021-07-03T21:00:00Z,2,7.731,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
25.625,2021-07-03T21:00:00Z,2.5,5.719,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
23.875,2021-07-03T21:00:00Z,3,4.633,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
22.625,2021-07-03T21:00:00Z,3.5,3.669,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
20.75,2021-07-03T21:00:00Z,4,3.393,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
19.25,2021-07-03T21:00:00Z,4.5,3.213,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
18.375,2021-07-03T21:00:00Z,5,3.122,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
17.375,2021-07-03T21:00:00Z,5.5,3.178,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
17.125,2021-07-03T21:00:00Z,6,2.879,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
16.25,2021-07-03T21:00:00Z,6.5,2.645,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
16.125,2021-07-03T21:00:00Z,7,2.55,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
15.812,2021-07-03T21:00:00Z,7.5,2.332,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
15.688,2021-07-03T21:00:00Z,8,2.285,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
15.25,2021-07-03T21:00:00Z,8.5,2.172,17.8,2,28.3,1015.7,-2.560500157831741,0.4514852619340188,184,21,6
28.5,2021-07-03T23:00:00Z,0,8.835,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
28.5,2021-07-03T23:00:00Z,0.5,9.146,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
28.5,2021-07-03T23:00:00Z,1,9.455,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
26.75,2021-07-03T23:00:00Z,1.5,8.816,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
25.625,2021-07-03T23:00:00Z,2,6.293,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
25.25,2021-07-03T23:00:00Z,2.5,4.471,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
24,2021-07-03T23:00:00Z,3,3.91,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
21.875,2021-07-03T23:00:00Z,3.5,2.184,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
19.5,2021-07-03T23:00:00Z,4,2.043,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
17.75,2021-07-03T23:00:00Z,4.5,2.178,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
17.125,2021-07-03T23:00:00Z,5,2.022,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
16.75,2021-07-03T23:00:00Z,5.5,1.959,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
16.375,2021-07-03T23:00:00Z,6,1.872,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
16.125,2021-07-03T23:00:00Z,6.5,1.722,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
15.938,2021-07-03T23:00:00Z,7,1.513,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
15.688,2021-07-03T23:00:00Z,7.5,1.309,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
15.188,2021-07-03T23:00:00Z,8,0.853,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
15.188,2021-07-03T23:00:00Z,8.5,0.386,17.2,0,27.8,1015.1,-1.9733545036504077,-0.7182423009839045,184,23,6
28.125,2021-07-04T01:00:00Z,0,8.374,20,0,21.7,1015.3,0,0,185,1,6
28.125,2021-07-04T01:00:00Z,0.5,8.837,20,0,21.7,1015.3,0,0,185,1,6
28.125,2021-07-04T01:00:00Z,1,9.111,20,0,21.7,1015.3,0,0,185,1,6
27,2021-07-04T01:00:00Z,1.5,8.166,20,0,21.7,1015.3,0,0,185,1,6
26.375,2021-07-04T01:00:00Z,2,6.442,20,0,21.7,1015.3,0,0,185,1,6
25.875,2021-07-04T01:00:00Z,2.5,4.539,20,0,21.7,1015.3,0,0,185,1,6
24.875,2021-07-04T01:00:00Z,3,3.126,20,0,21.7,1015.3,0,0,185,1,6
22.125,2021-07-04T01:00:00Z,3.5,2.017,20,0,21.7,1015.3,0,0,185,1,6
19.875,2021-07-04T01:00:00Z,4,1.871,20,0,21.7,1015.3,0,0,185,1,6
18.125,2021-07-04T01:00:00Z,4.5,1.93,20,0,21.7,1015.3,0,0,185,1,6
17.25,2021-07-04T01:00:00Z,5,1.68,20,0,21.7,1015.3,0,0,185,1,6
17,2021-07-04T01:00:00Z,5.5,1.449,20,0,21.7,1015.3,0,0,185,1,6
16.75,2021-07-04T01:00:00Z,6,1.211,20,0,21.7,1015.3,0,0,185,1,6
16,2021-07-04T01:00:00Z,6.5,0.273,20,0,21.7,1015.3,0,0,185,1,6
16,2021-07-04T01:00:00Z,7,0,20,0,21.7,1015.3,0,0,185,1,6
15.688,2021-07-04T01:00:00Z,7.5,0,20,0,21.7,1015.3,0,0,185,1,6
15.375,2021-07-04T01:00:00Z,8,0,20,0,21.7,1015.3,0,0,185,1,6
15.25,2021-07-04T01:00:00Z,8.5,0,20,0,21.7,1015.3,0,0,185,1,6
27.875,2021-07-04T03:00:00Z,0,8.896,18.9,0,20,1016,0,0,185,3,6
27.875,2021-07-04T03:00:00Z,0.5,9.068,18.9,0,20,1016,0,0,185,3,6
27.875,2021-07-04T03:00:00Z,1,9.052,18.9,0,20,1016,0,0,185,3,6
27.125,2021-07-04T03:00:00Z,1.5,8.381,18.9,0,20,1016,0,0,185,3,6
26.375,2021-07-04T03:00:00Z,2,6.853,18.9,0,20,1016,0,0,185,3,6
25.75,2021-07-04T03:00:00Z,2.5,4.781,18.9,0,20,1016,0,0,185,3,6
24.5,2021-07-04T03:00:00Z,3,2.628,18.9,0,20,1016,0,0,185,3,6
21.375,2021-07-04T03:00:00Z,3.5,1.483,18.9,0,20,1016,0,0,185,3,6
20.125,2021-07-04T03:00:00Z,4,1.24,18.9,0,20,1016,0,0,185,3,6
18.25,2021-07-04T03:00:00Z,4.5,1.203,18.9,0,20,1016,0,0,185,3,6
17.5,2021-07-04T03:00:00Z,5,0.252,18.9,0,20,1016,0,0,185,3,6
16.625,2021-07-04T03:00:00Z,5.5,0,18.9,0,20,1016,0,0,185,3,6
16.25,2021-07-04T03:00:00Z,6,0,18.9,0,20,1016,0,0,185,3,6
15.812,2021-07-04T03:00:00Z,6.5,0,18.9,0,20,1016,0,0,185,3,6
15.438,2021-07-04T03:00:00Z,7,0,18.9,0,20,1016,0,0,185,3,6
15.188,2021-07-04T03:00:00Z,7.5,0,18.9,0,20,1016,0,0,185,3,6
15.125,2021-07-04T03:00:00Z,8,0,18.9,0,20,1016,0,0,185,3,6
15.125,2021-07-04T03:00:00Z,8.5,0,18.9,0,20,1016,0,0,185,3,6
27.625,2021-07-04T05:00:00Z,0,8.95,18.3,0,18.9,1016.2,0,0,185,5,6
27.625,2021-07-04T05:00:00Z,0.5,8.923,18.3,0,18.9,1016.2,0,0,185,5,6
27.625,2021-07-04T05:00:00Z,1,8.907,18.3,0,18.9,1016.2,0,0,185,5,6
27.25,2021-07-04T05:00:00Z,1.5,8.152,18.3,0,18.9,1016.2,0,0,185,5,6
26.625,2021-07-04T05:00:00Z,2,6.705,18.3,0,18.9,1016.2,0,0,185,5,6
26,2021-07-04T05:00:00Z,2.5,4.626,18.3,0,18.9,1016.2,0,0,185,5,6
23.75,2021-07-04T05:00:00Z,3,1.405,18.3,0,18.9,1016.2,0,0,185,5,6
20.75,2021-07-04T05:00:00Z,3.5,0,18.3,0,18.9,1016.2,0,0,185,5,6
19.25,2021-07-04T05:00:00Z,4,0,18.3,0,18.9,1016.2,0,0,185,5,6
18.25,2021-07-04T05:00:00Z,4.5,0,18.3,0,18.9,1016.2,0,0,185,5,6
17.625,2021-07-04T05:00:00Z,5,0,18.3,0,18.9,1016.2,0,0,185,5,6
16.75,2021-07-04T05:00:00Z,5.5,0,18.3,0,18.9,1016.2,0,0,185,5,6
16.5,2021-07-04T05:00:00Z,6,0,18.3,0,18.9,1016.2,0,0,185,5,6
16.125,2021-07-04T05:00:00Z,6.5,0,18.3,0,18.9,1016.2,0,0,185,5,6
15.812,2021-07-04T05:00:00Z,7,0,18.3,0,18.9,1016.2,0,0,185,5,6
15.5,2021-07-04T05:00:00Z,7.5,0.001,18.3,0,18.9,1016.2,0,0,185,5,6
15.062,2021-07-04T05:00:00Z,8,0.084,18.3,0,18.9,1016.2,0,0,185,5,6
15.062,2021-07-04T05:00:00Z,8.5,0,18.3,0,18.9,1016.2,0,0,185,5,6
30.5,2021-07-04T19:00:00Z,0,9.189,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
30.5,2021-07-04T19:00:00Z,0.5,9.62,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
30.375,2021-07-04T19:00:00Z,1,10.046,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
28.75,2021-07-04T19:00:00Z,1.5,10.64,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
27.125,2021-07-04T19:00:00Z,2,10.657,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
25.75,2021-07-04T19:00:00Z,2.5,10.417,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
24.25,2021-07-04T19:00:00Z,3,9.874,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
20,2021-07-04T19:00:00Z,3.5,8.413,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
18.75,2021-07-04T19:00:00Z,4,8.615,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
17.375,2021-07-04T19:00:00Z,4.5,8.459,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
17.125,2021-07-04T19:00:00Z,5,7.212,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
16.75,2021-07-04T19:00:00Z,5.5,6.479,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
16.25,2021-07-04T19:00:00Z,6,7.042,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
16,2021-07-04T19:00:00Z,6.5,5.92,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
15.875,2021-07-04T19:00:00Z,7,6.104,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
15.688,2021-07-04T19:00:00Z,7.5,5.389,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
15.312,2021-07-04T19:00:00Z,8,4.972,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
14.938,2021-07-04T19:00:00Z,8.5,4.228,15.6,4,28.9,1015.1,-2.68467875173176,-1.5500000000000005,185,19,6
30.375,2021-07-04T21:00:00Z,0,9.023,15.6,0,30,1014.3,-1.818653347947321,-1.0500000000000005,185,21,6
30.375,2021-07-04T21:00:00Z,0.5,9.492,15.6,0,30,1014.3,-1.818653347947321,-1.0500000000000005,185,21,6
30.25,2021-07-04T21:00:00Z,1,9.868,15.6,0,30,1014.3,-1.818653347947321,-1.0500000000000005,185,21,6
28.25,2021-07-04T21:00:00Z,1.5,10.679,15.6,0,30,1014.3,-1.818653347947321,-1.0500000000000005,185,21,6
