Depth_m,Temp_C,datetime,DO_mg.L
2.5,28.851,2021-08-01T01:00:00Z,2.125
3,26.178,2021-08-01T01:00:00Z,0.605
3.5,25.073,2021-08-01T01:00:00Z,0.465
4,22.823,2021-08-01T01:00:00Z,0
4.5,20.947,2021-08-01T01:00:00Z,0
5,18.839,2021-08-01T01:00:00Z,0
5.5,17.519,2021-08-01T01:00:00Z,0
6,16.737,2021-08-01T01:00:00Z,0
6.5,16.193,2021-08-01T01:00:00Z,0
7,16.118,2021-08-01T01:00:00Z,0
7.5,15.646,2021-08-01T01:00:00Z,0
8,15.334,2021-08-01T01:00:00Z,0
8.5,15.307,2021-08-01T01:00:00Z,0
0,31.391,2021-08-01T03:00:00Z,12.188
0.5,31.424,2021-08-01T03:00:00Z,12.188
1,31.405,2021-08-01T03:00:00Z,12.125
1.5,31.428,2021-08-01T03:00:00Z,12.188
2,29.369,2021-08-01T03:00:00Z,8.812
2.5,27.6,2021-08-01T03:00:00Z,0.27
3,25.746,2021-08-01T03:00:00Z,0
3.5,24.286,2021-08-01T03:00:00Z,0
4,22.297,2021-08-01T03:00:00Z,0
4.5,19.331,2021-08-01T03:00:00Z,0
5,17.699,2021-08-01T03:00:00Z,0
5.5,16.744,2021-08-01T03:00:00Z,0
6,16.074,2021-08-01T03:00:00Z,0
6.5,15.633,2021-08-01T03:00:00Z,0
7,15.294,2021-08-01T03:00:00Z,0
7.5,15.164,2021-08-01T03:00:00Z,0
8,15.086,2021-08-01T03:00:00Z,0
8.5,15.052,2021-08-01T03:00:00Z,0
0,31.033,2021-08-01T05:00:00Z,11.812
0.5,31.09,2021-08-01T05:00:00Z,11.938
1,31.099,2021-08-01T05:00:00Z,11.438
1.5,31.108,2021-08-01T05:00:00Z,11.375
2,30.312,2021-08-01T05:00:00Z,10.688
2.5,27.447,2021-08-01T05:00:00Z,0
3,26.378,2021-08-01T05:00:00Z,0
3.5,25.043,2021-08-01T05:00:00Z,0
4,22.106,2021-08-01T05:00:00Z,0
4.5,18.78,2021-08-01T05:00:00Z,0
5,17.507,2021-08-01T05:00:00Z,0
5.5,17.238,2021-08-01T05:00:00Z,0
6,16.352,2021-08-01T05:00:00Z,0
6.5,16.092,2021-08-01T05:00:00Z,0
7,15.934,2021-08-01T05:00:00Z,0
7.5,15.622,2021-08-01T05:00:00Z,0
8,15.132,2021-08-01T05:00:00Z,0
8.5,15.057,2021-08-01T05:00:00Z,0
0,31.112,2021-08-01T19:00:00Z,12.438
0.5,31.088,2021-08-01T19:00:00Z,11.25
1,31.092,2021-08-01T19:00:00Z,12.75
1.5,31.058,2021-08-01T19:00:00Z,12.688
2,31.087,2021-08-01T19:00:00Z,12.812
2.5,31.057,2021-08-01T19:00:00Z,12.562
3,27.015,2021-08-01T19:00:00Z,0.35
3.5,23.837,2021-08-01T19:00:00Z,0
4,20.799,2021-08-01T19:00:00Z,0
4.5,18.587,2021-08-01T19:00:00Z,0
5,17.309,2021-08-01T19:00:00Z,0
5.5,16.575,2021-08-01T19:00:00Z,0
6,15.846,2021-08-01T19:00:00Z,0
6.5,15.704,2021-08-01T19:00:00Z,0
7,15.33,2021-08-01T19:00:00Z,0
7.5,15.076,2021-08-01T19:00:00Z,0
8,14.818,2021-08-01T19:00:00Z,0
8.5,14.763,2021-08-01T19:00:00Z,0
0,30.975,2021-08-01T21:00:00Z,11.875
0.5,30.964,2021-08-01T21:00:00Z,11.25
1,30.967,2021-08-01T21:00:00Z,12.25
1.5,30.765,2021-08-01T21:00:00Z,11.188
2,30.749,2021-08-01T21:00:00Z,9.688
2.5,27.974,2021-08-01T21:00:00Z,0.559
3,24.937,2021-08-01T21:00:00Z,0
3.5,22.898,2021-08-01T21:00:00Z,0
4,21.22,2021-08-01T21:00:00Z,0
4.5,19.499,2021-08-01T21:00:00Z,0
5,18.131,2021-08-01T21:00:00Z,0
5.5,17.298,2021-08-01T21:00:00Z,0
6,16.664,2021-08-01T21:00:00Z,0
6.5,16.587,2021-08-01T21:00:00Z,0
7,16.034,2021-08-01T21:00:00Z,0
7.5,15.564,2021-08-01T21:00:00Z,0
8,15.369,2021-08-01T21:00:00Z,0
8.5,15.012,2021-08-01T21:00:00Z,0
0,30.627,2021-08-01T23:00:00Z,11.562
0.5,30.716,2021-08-01T23:00:00Z,11.5
1,30.687,2021-08-01T23:00:00Z,11.688
1.5,30.749,2021-08-01T23:00:00Z,11.875
2,30.587,2021-08-01T23:00:00Z,11.188
2.5,27.935,2021-08-01T23:00:00Z,0.028
3,25.501,2021-08-01T23:00:00Z,0
3.5,24.514,2021-08-01T23:00:00Z,0
4,23.755,2021-08-01T23:00:00Z,0
4.5,22.291,2021-08-01T23:00:00Z,0
5,20.857,2021-08-01T23:00:00Z,0
5.5,18.687,2021-08-01T23:00:00Z,0
6,17.934,2021-08-01T23:00:00Z,0
6.5,17.373,2021-08-01T23:00:00Z,0
7,16.532,2021-08-01T23:00:00Z,0
7.5,16.239,2021-08-01T23:00:00Z,0
8,15.808,2021-08-01T23:00:00Z,0
8.5,15.31,2021-08-01T23:00:00Z,0
0,30.483,2021-08-02T01:00:00Z,11.188
0.5,30.395,2021-08-02T01:00:00Z,11.375
1,30.377,2021-08-02T01:00:00Z,11.438
1.5,30.427,2021-08-02T01:00:00Z,11.5
2,29.53,2021-08-02T01:00:00Z,2.766
2.5,27.625,2021-08-02T01:00:00Z,0.055
3,26.556,2021-08-02T01:00:00Z,0
3.5,25.089,2021-08-02T01:00:00Z,0
4,22.488,2021-08-02T01:00:00Z,0
4.5,20.976,2021-08-02T01:00:00Z,0
5,18.199,2021-08-02T01:00:00Z,0
5.5,17.71,2021-08-02T01:00:00Z,0
6,16.928,2021-08-02T01:00:00Z,0
6.5,16.099,2021-08-02T01:00:00Z,0
7,15.6,2021-08-02T01:00:00Z,0
7.5,15.222,2021-08-02T01:00:00Z,0
8,15.077,2021-08-02T01:00:00Z,0
8.5,15.243,2021-08-02T01:00:00Z,0
0,30.243,2021-08-02T03:00:00Z,10
0.5,30.162,2021-08-02T03:00:00Z,11
1,30.196,2021-08-02T03:00:00Z,11.062
1.5,30.175,2021-08-02T03:00:00Z,10.875
2,30.12,2021-08-02T03:00:00Z,9.188
2.5,28.239,2021-08-02T03:00:00Z,1.398
3,27.438,2021-08-02T03:00:00Z,0
3.5,25.206,2021-08-02T03:00:00Z,0
4,21.386,2021-08-02T03:00:00Z,0
4.5,19.226,2021-08-02T03:00:00Z,0
5,17.932,2021-08-02T03:00:00Z,0
5.5,17.213,2021-08-02T03:00:00Z,0
6,16.266,2021-08-02T03:00:00Z,0
6.5,16.205,2021-08-02T03:00:00Z,0
7,15.708,2021-08-02T03:00:00Z,0
7.5,15.668,2021-08-02T03:00:00Z,0
8,15.396,2021-08-02T03:00:00Z,0
8.5,15.249,2021-08-02T03:00:00Z,0
0,29.934,2021-08-02T05:00:00Z,9.812
0.5,29.982,2021-08-02T05:00:00Z,10.188
1,29.984,2021-08-02T05:00:00Z,9.688
1.5,29.986,2021-08-02T05:00:00Z,9.5
2,29.985,2021-08-02T05:00:00Z,7.875
2.5,28.192,2021-08-02T05:00:00Z,0.879
3,26.788,2021-08-02T05:00:00Z,0
3.5,23.531,2021-08-02T05:00:00Z,0
4,20.957,2021-08-02T05:00:00Z,0
4.5,18.881,2021-08-02T05:00:00Z,0
5,18.141,2021-08-02T05:00:00Z,0
5.5,17.502,2021-08-02T05:00:00Z,0
6,17.217,2021-08-02T05:00:00Z,0
6.5,16.393,2021-08-02T05:00:00Z,0
7,16.006,2021-08-02T05:00:00Z,0
7.5,15.611,2021-08-02T05:00:00Z,0
8,15.349,2021-08-02T05:00:00Z,0
8.5,15.202,2021-08-02T05:00:00Z,0
0,30.293,2021-08-02T19:00:00Z,12.125
0.5,30.363,2021-08-02T19:00:00Z,11.188
1,30.313,2021-08-02T19:00:00Z,12
1.5,30.433,2021-08-02T19:00:00Z,12.562
2,30.316,2021-08-02T19:00:00Z,12.125
2.5,27.818,2021-08-02T19:00:00Z,0.486
3,26.3,2021-08-02T19:00:00Z,0
3.5,24.386,2021-08-02T19:00:00Z,0
4,21.139,2021-08-02T19:00:00Z,0
4.5,19.112,2021-08-02T19:00:00Z,0
5,17.892,2021-08-02T19:00:00Z,0
5.5,16.812,2021-08-02T19:00:00Z,0
6,16.39,2021-08-02T19:00:00Z,0
6.5,16.111,2021-08-02T19:00:00Z,0
7,15.841,2021-08-02T19:00:00Z,0
7.5,15.273,2021-08-02T19:00:00Z,0
8,15.129,2021-08-02T19:00:00Z,0
8.5,14.94,2021-08-02T19:00:00Z,0
0,30.078,2021-08-02T21:00:00Z,11.875
0.5,30.122,2021-08-02T21:00:00Z,11.25
1,30.081,2021-08-02T21:00:00Z,10.938
1.5,30.072,2021-08-02T21:00:00Z,8.188
2,30,2021-08-02T21:00:00Z,10.375
2.5,27.666,2021-08-02T21:00:00Z,0.738
3,26.31,2021-08-02T21:00:00Z,0.406
3.5,24.504,2021-08-02T21:00:00Z,0
4,21.563,2021-08-02T21:00:00Z,0
4.5,19.782,2021-08-02T21:00:00Z,0
5,18.41,2021-08-02T21:00:00Z,0
5.5,17.226,2021-08-02T21:00:00Z,0
6,16.953,2021-08-02T21:00:00Z,0
6.5,16.19,2021-08-02T21:00:00Z,0
7,16.106,2021-08-02T21:00:00Z,0
7.5,15.789,2021-08-02T21:00:00Z,0
8,15.492,2021-08-02T21:00:00Z,0
8.5,15.126,2021-08-02T21:00:00Z,0
0,29.861,2021-08-02T23:00:00Z,9.25
0.5,29.758,2021-08-02T23:00:00Z,11.062
1,29.752,2021-08-02T23:00:00Z,8.875
1.5,29.839,2021-08-02T23:00:00Z,10.5
2,29.848,2021-08-02T23:00:00Z,10.812
2.5,27.666,2021-08-02T23:00:00Z,0.734
3,26.988,2021-08-02T23:00:00Z,0.395
3.5,24.57,2021-08-02T23:00:00Z,0.229
4,21.471,2021-08-02T23:00:00Z,0.086
4.5,19.57,2021-08-02T23:00:00Z,0
5,18.731,2021-08-02T23:00:00Z,0
5.5,17.507,2021-08-02T23:00:00Z,0
6,16.907,2021-08-02T23:00:00Z,0
6.5,16.135,2021-08-02T23:00:00Z,0
7,16.094,2021-08-02T23:00:00Z,0
7.5,15.756,2021-08-02T23:00:00Z,0
8,15.283,2021-08-02T23:00:00Z,0
8.5,15.185,2021-08-02T23:00:00Z,0
0,29.555,2021-08-03T01:00:00Z,10.125
0.5,29.623,2021-08-03T01:00:00Z,7.844
1,29.612,2021-08-03T01:00:00Z,10.562
1.5,29.5,2021-08-03T01:00:00Z,10.125
2,29.541,2021-08-03T01:00:00Z,10
2.5,27.752,2021-08-03T01:00:00Z,0.385
3,26.656,2021-08-03T01:00:00Z,0.03
3.5,24.118,2021-08-03T01:00:00Z,0
4,21.651,2021-08-03T01:00:00Z,0
4.5,19.983,2021-08-03T01:00:00Z,0
5,17.924,2021-08-03T01:00:00Z,0
5.5,17.151,2021-08-03T01:00:00Z,0
6,16.798,2021-08-03T01:00:00Z,0
6.5,15.944,2021-08-03T01:00:00Z,0
7,16.097,2021-08-03T01:00:00Z,0
7.5,15.692,2021-08-03T01:00:00Z,0
8,15.3,2021-08-03T01:00:00Z,0
8.5,14.989,2021-08-03T01:00:00Z,0
0,29.324,2021-08-03T03:00:00Z,9.875
0.5,29.352,2021-08-03T03:00:00Z,10.25
1,29.254,2021-08-03T03:00:00Z,10.125
1.5,29.276,2021-08-03T03:00:00Z,10.312
2,29.321,2021-08-03T03:00:00Z,9.625
2.5,27.637,2021-08-03T03:00:00Z,0.418
3,26.716,2021-08-03T03:00:00Z,0.134
3.5,23.794,2021-08-03T03:00:00Z,0
4,21.816,2021-08-03T03:00:00Z,0
4.5,19.829,2021-08-03T03:00:00Z,0
5,18.754,2021-08-03T03:00:00Z,0
5.5,17.546,2021-08-03T03:00:00Z,0
6,16.592,2021-08-03T03:00:00Z,0
6.5,16.394,2021-08-03T03:00:00Z,0
7,16.353,2021-08-03T03:00:00Z,0
7.5,15.663,2021-08-03T03:00:00Z,0
8,15.391,2021-08-03T03:00:00Z,0
8.5,15.256,2021-08-03T03:00:00Z,0
0,29.054,2021-08-03T05:00:00Z,9.562
0.5,29.116,2021-08-03T05:00:00Z,8.938
1,29.107,2021-08-03T05:00:00Z,9.812
1.5,29.003,2021-08-03T05:00:00Z,9.125
2,29.118,2021-08-03T05:00:00Z,9.125
2.5,27.918,2021-08-03T05:00:00Z,0.012
3,26.604,2021-08-03T05:00:00Z,0
3.5,23.322,2021-08-03T05:00:00Z,0
4,21.498,2021-08-03T05:00:00Z,0
4.5,20.015,2021-08-03T05:00:00Z,0
5,18.514,2021-08-03T05:00:00Z,0
5.5,17.292,2021-08-03T05:00:00Z,0
6,16.784,2021-08-03T05:00:00Z,0
6.5,16.219,2021-08-03T05:00:00Z,0
7,15.716,2021-08-03T05:00:00Z,0
7.5,15.46,2021-08-03T05:00:00Z,0
8,15.209,2021-08-03T05:00:00Z,0
8.5,15.222,2021-08-03T05:00:00Z,0
0,30.176,2021-08-03T19:00:00Z,10.562
0.5,30.184,2021-08-03T19:00:00Z,10.5
1,30.012,2021-08-03T19:00:00Z,10.875
1.5,29.182,2021-08-03T19:00:00Z,10.938
2,28.721,2021-08-03T19:00:00Z,7.281
2.5,27.837,2021-08-03T19:00:00Z,2.5
3,26.908,2021-08-03T19:00:00Z,0.816
3.5,24.827,2021-08-03T19:00:00Z,0.707
4,22.03,2021-08-03T19:00:00Z,0.781
4.5,19.886,2021-08-03T19:00:00Z,0.855
5,18.516,2021-08-03T19:00:00Z,0.859
5.5,17.659,2021-08-03T19:00:00Z,0.871
6,17.235,2021-08-03T19:00:00Z,0.902
6.5,15.763,2021-08-03T19:00:00Z,0.832
7,15.973,2021-08-03T19:00:00Z,0.762
7.5,15.595,2021-08-03T19:00:00Z,0.789
8,15.466,2021-08-03T19:00:00Z,0.805
8.5,15.478,2021-08-03T19:00:00Z,0.734
0,29.83,2021-08-03T21:00:00Z,10.812
0.5,29.849,2021-08-03T21:00:00Z,10.5
1,29.868,2021-08-03T21:00:00Z,8.812
1.5,29.15,2021-08-03T21:00:00Z,8.562
2,28.908,2021-08-03T21:00:00Z,7.562
2.5,28.231,2021-08-03T21:00:00Z,0.742
3,27.28,2021-08-03T21:00:00Z,0.35
3.5,25.427,2021-08-03T21:00:00Z,0
4,22.403,2021-08-03T21:00:00Z,0
4.5,21.242,2021-08-03T21:00:00Z,0
5,20.001,2021-08-03T21:00:00Z,0
5.5,19.342,2021-08-03T21:00:00Z,0
6,18.18,2021-08-03T21:00:00Z,0
6.5,17.601,2021-08-03T21:00:00Z,0
7,16.933,2021-08-03T21:00:00Z,0
7.5,16.378,2021-08-03T21:00:00Z,0
8,16.23,2021-08-03T21:00:00Z,0
8.5,15.829,2021-08-03T21:00:00Z,0
0,29.386,2021-08-03T23:00:00Z,10.562
0.5,29.464,2021-08-03T23:00:00Z,10.75
1,29.476,2021-08-03T23:00:00Z,11.062
1.5,29.36,2021-08-03T23:00:00Z,9.938
2,28.835,2021-08-03T23:00:00Z,7.469
2.5,27.975,2021-08-03T23:00:00Z,0.418
3,26.6,2021-08-03T23:00:00Z,0.009
3.5,24.014,2021-08-03T23:00:00Z,0
4,22.279,2021-08-03T23:00:00Z,0
4.5,20.646,2021-08-03T23:00:00Z,0
5,19.43,2021-08-03T23:00:00Z,0
5.5,17.648,2021-08-03T23:00:00Z,0
6,17.283,2021-08-03T23:00:00Z,0
6.5,17.094,2021-08-03T23:00:00Z,0
7,16.425,2021-08-03T23:00:00Z,0
7.5,16.052,2021-08-03T23:00:00Z,0
8,15.842,2021-08-03T23:00:00Z,0
8.5,15.537,2021-08-03T23:00:00Z,0
0,29.033,2021-08-04T01:00:00Z,10.125
0.5,29.014,2021-08-04T01:00:00Z,10.125
1,29.009,2021-08-04T01:00:00Z,9.688
1.5,29.028,2021-08-04T01:00:00Z,6.844
2,28.335,2021-08-04T01:00:00Z,3.281
2.5,27.723,2021-08-04T01:00:00Z,0
3,26.864,2021-08-04T01:00:00Z,0
3.5,24.997,2021-08-04T01:00:00Z,0
4,22.772,2021-08-04T01:00:00Z,0
4.5,20.889,2021-08-04T01:00:00Z,0
5,19.21,2021-08-04T01:00:00Z,0
5.5,18.27,2021-08-04T01:00:00Z,0
6,16.945,2021-08-04T01:00:00Z,0
6.5,16.352,2021-08-04T01:00:00Z,0
7,15.843,2021-08-04T01:00:00Z,0
7.5,15.51,2021-08-04T01:00:00Z,0
8,15.195,2021-08-04T01:00:00Z,0
8.5,15.244,2021-08-04T01:00:00Z,0
0,28.68,2021-08-04T03:00:00Z,10.5
0.5,28.693,2021-08-04T03:00:00Z,9.312
1,28.673,2021-08-04T03:00:00Z,9.562
1.5,28.643,2021-08-04T03:00:00Z,9.875
2,28.628,2021-08-04T03:00:00Z,10.25
2.5,27.97,2021-08-04T03:00:00Z,0.973
3,26.935,2021-08-04T03:00:00Z,0
3.5,24.198,2021-08-04T03:00:00Z,0
4,22.511,2021-08-04T03:00:00Z,0
4.5,20.95,2021-08-04T03:00:00Z,0
5,19.189,2021-08-04T03:00:00Z,0
5.5,18.057,2021-08-04T03:00:00Z,0
6,17.085,2021-08-04T03:00:00Z,0
6.5,16.713,2021-08-04T03:00:00Z,0
7,16.326,2021-08-04T03:00:00Z,0
7.5,15.776,2021-08-04T03:00:00Z,0
8,15.525,2021-08-04T03:00:00Z,0
8.5,15.216,2021-08-04T03:00:00Z,0
0,28.434,2021-08-04T05:00:00Z,9.812
0.5,28.386,2021-08-04T05:00:00Z,9.562
1,28.47,2021-08-04T05:00:00Z,9.625
1.5,28.495,2021-08-04T05:00:00Z,8.875
2,28.488,2021-08-04T05:00:00Z,9.438
2.5,28.219,2021-08-04T05:00:00Z,5.219
3,26.524,2021-08-04T05:00:00Z,0
3.5,24.738,2021-08-04T05:00:00Z,0
4,21.682,2021-08-04T05:00:00Z,0
4.5,19.721,2021-08-04T05:00:00Z,0
5,19.266,2021-08-04T05:00:00Z,0
5.5,17.671,2021-08-04T05:00:00Z,0
6,17.497,2021-08-04T05:00:00Z,0
6.5,16.65,2021-08-04T05:00:00Z,0
7,16.229,2021-08-04T05:00:00Z,0
7.5,15.688,2021-08-04T05:00:00Z,0
8,15.598,2021-08-04T05:00:00Z,0
8.5,15.323,2021-08-04T05:00:00Z,0
0,29.482,2021-08-04T19:00:00Z,8
0.5,29.316,2021-08-04T19:00:00Z,8.938
1,29.079,2021-08-04T19:00:00Z,9
1.5,28.594,2021-08-04T19:00:00Z,9.125
2,27.826,2021-08-04T19:00:00Z,3.641
2.5,27.204,2021-08-04T19:00:00Z,1.992
3,26.412,2021-08-04T19:00:00Z,1.742
3.5,25.324,2021-08-04T19:00:00Z,1.68
4,23.7,2021-08-04T19:00:00Z,1.922
4.5,21.488,2021-08-04T19:00:00Z,1.875
5,19.846,2021-08-04T19:00:00Z,1.773
5.5,18.435,2021-08-04T19:00:00Z,1.727
6,17.774,2021-08-04T19:00:00Z,1.805
6.5,16.944,2021-08-04T19:00:00Z,1.672
7,16.154,2021-08-04T19:00:00Z,1.422
7.5,16.051,2021-08-04T19:00:00Z,1.367
8,15.951,2021-08-04T19:00:00Z,1.398
8.5,15.786,2021-08-04T19:00:00Z,1.445
0,29.013,2021-08-04T21:00:00Z,9.625
0.5,29.017,2021-08-04T21:00:00Z,10.375
1,29.054,2021-08-04T21:00:00Z,9.25
1.5,28.456,2021-08-04T21:00:00Z,9.125
2,28.087,2021-08-04T21:00:00Z,7.344
2.5,27.666,2021-08-04T21:00:00Z,3.375
3,27.02,2021-08-04T21:00:00Z,1.273
3.5,24.347,2021-08-04T21:00:00Z,0.875
4,23.359,2021-08-04T21:00:00Z,0.832
4.5,21.437,2021-08-04T21:00:00Z,0.805
5,19.721,2021-08-04T21:00:00Z,0.461
5.5,18.977,2021-08-04T21:00:00Z,0.785
6,17.471,2021-08-04T21:00:00Z,0
6.5,16.974,2021-08-04T21:00:00Z,0
7,16.245,2021-08-04T21:00:00Z,0
7.5,16.335,2021-08-04T21:00:00Z,0
8,15.789,2021-08-04T21:00:00Z,0
8.5,15.7,2021-08-04T21:00:00Z,0
0,28.775,2021-08-04T23:00:00Z,8.375
0.5,28.868,2021-08-04T23:00:00Z,6.906
1,28.772,2021-08-04T23:00:00Z,9.062
1.5,28.659,2021-08-04T23:00:00Z,9.688
2,28.089,2021-08-04T23:00:00Z,7.531
2.5,27.735,2021-08-04T23:00:00Z,2.547
3,26.983,2021-08-04T23:00:00Z,0.832
3.5,25.283,2021-08-04T23:00:00Z,0.434
4,23.757,2021-08-04T23:00:00Z,0.621
4.5,21.672,2021-08-04T23:00:00Z,0.629
5,20.382,2021-08-04T23:00:00Z,0.66
5.5,18.965,2021-08-04T23:00:00Z,0
6,18.341,2021-08-04T23:00:00Z,0.566
6.5,17.551,2021-08-04T23:00:00Z,0.393
7,16.911,2021-08-04T23:00:00Z,0
7.5,16.539,2021-08-04T23:00:00Z,0
8,16.282,2021-08-04T23:00:00Z,0
8.5,15.894,2021-08-04T23:00:00Z,0
0,28.717,2021-08-05T01:00:00Z,7.375
0.5,28.755,2021-08-05T01:00:00Z,7.031
1,28.839,2021-08-05T01:00:00Z,7.156
1.5,28.719,2021-08-05T01:00:00Z,7.219
2,28.057,2021-08-05T01:00:00Z,6.531
2.5,27.652,2021-08-05T01:00:00Z,1.664
3,27.234,2021-08-05T01:00:00Z,0.5
3.5,25.268,2021-08-05T01:00:00Z,0
4,23.323,2021-08-05T01:00:00Z,0
4.5,21.511,2021-08-05T01:00:00Z,0
5,20.142,2021-08-05T01:00:00Z,0
5.5,19.055,2021-08-05T01:00:00Z,0
6,18.171,2021-08-05T01:00:00Z,0
6.5,17.446,2021-08-05T01:00:00Z,0
7,16.955,2021-08-05T01:00:00Z,0
7.5,16.573,2021-08-05T01:00:00Z,0
8,16.216,2021-08-05T01:00:00Z,0
8.5,15.834,2021-08-05T01:00:00Z,0
0,28.526,2021-08-05T03:00:00Z,7.938
0.5,28.599,2021-08-05T03:00:00Z,9.062
1,28.557,2021-08-05T03:00:00Z,9.25
1.5,28.417,2021-08-05T03:00:00Z,8.562
2,28.06,2021-08-05T03:00:00Z,5.75
2.5,27.427,2021-08-05T03:00:00Z,1.031
3,26.593,2021-08-05T03:00:00Z,0
3.5,24.86,2021-08-05T03:00:00Z,0
4,22.942,2021-08-05T03:00:00Z,0
4.5,21.454,2021-08-05T03:00:00Z,0
5,19.672,2021-08-05T03:00:00Z,0
5.5,18.028,2021-08-05T03:00:00Z,0
6,17.013,2021-08-05T03:00:00Z,0
6.5,16.471,2021-08-05T03:00:00Z,0
7,16.711,2021-08-05T03:00:00Z,0
7.5,16.119,2021-08-05T03:00:00Z,0
8,15.857,2021-08-05T03:00:00Z,0
8.5,15.504,2021-08-05T03:00:00Z,0
0,28.216,2021-08-05T05:00:00Z,9.5
0.5,28.228,2021-08-05T05:00:00Z,9.688
1,28.245,2021-08-05T05:00:00Z,9.25
1.5,28.158,2021-08-05T05:00:00Z,7.781
2,27.975,2021-08-05T05:00:00Z,5.812
2.5,27.544,2021-08-05T05:00:00Z,1.539
3,26.741,2021-08-05T05:00:00Z,0
3.5,25.365,2021-08-05T05:00:00Z,0
4,23.987,2021-08-05T05:00:00Z,0
4.5,21.054,2021-08-05T05:00:00Z,0
5,19.739,2021-08-05T05:00:00Z,0
5.5,18.329,2021-08-05T05:00:00Z,0
6,17.624,2021-08-05T05:00:00Z,0
6.5,17.22,2021-08-05T05:00:00Z,0
7,16.456,2021-08-05T05:00:00Z,0
7.5,16.211,2021-08-05T05:00:00Z,0
8,15.775,2021-08-05T05:00:00Z,0
8.5,15.443,2021-08-05T05:00:00Z,0
0,28.234,2021-08-05T19:00:00Z,10.812
0.5,28.189,2021-08-05T19:00:00Z,10.875
1,28.211,2021-08-05T19:00:00Z,6.906
1.5,27.941,2021-08-05T19:00:00Z,7.5
2,27.641,2021-08-05T19:00:00Z,3.812
2.5,27.587,2021-08-05T19:00:00Z,3.328
3,27.146,2021-08-05T19:00:00Z,1.125
3.5,26.176,2021-08-05T19:00:00Z,0
4,24.35,2021-08-05T19:00:00Z,0
4.5,22.456,2021-08-05T19:00:00Z,0
5,20.635,2021-08-05T19:00:00Z,0
5.5,19.217,2021-08-05T19:00:00Z,0
6,18.021,2021-08-05T19:00:00Z,0
6.5,17.28,2021-08-05T19:00:00Z,0
7,16.924,2021-08-05T19:00:00Z,0
7.5,16.411,2021-08-05T19:00:00Z,0
8,16.229,2021-08-05T19:00:00Z,0
8.5,15.859,2021-08-05T19:00:00Z,0
0,27.978,2021-08-05T21:00:00Z,7.375
0.5,27.941,2021-08-05T21:00:00Z,9.188
1,27.88,2021-08-05T21:00:00Z,8.812
1.5,27.936,2021-08-05T21:00:00Z,8.438
2,27.788,2021-08-05T21:00:00Z,9
2.5,27.579,2021-08-05T21:00:00Z,5.219
3,27.363,2021-08-05T21:00:00Z,2.031
3.5,23.366,2021-08-05T21:00:00Z,0
4,21.222,2021-08-05T21:00:00Z,0
4.5,19.968,2021-08-05T21:00:00Z,0
5,18.785,2021-08-05T21:00:00Z,0
5.5,18.061,2021-08-05T21:00:00Z,0
6,17.524,2021-08-05T21:00:00Z,0
6.5,17.053,2021-08-05T21:00:00Z,0
7,16.301,2021-08-05T21:00:00Z,0
7.5,16.304,2021-08-05T21:00:00Z,0
8,16.008,2021-08-05T21:00:00Z,0
8.5,15.449,2021-08-05T21:00:00Z,0
0,27.857,2021-08-05T23:00:00Z,7.719
0.5,27.771,2021-08-05T23:00:00Z,9.25
1,27.831,2021-08-05T23:00:00Z,6.719
1.5,27.844,2021-08-05T23:00:00Z,8.688
2,27.763,2021-08-05T23:00:00Z,8.688
2.5,27.66,2021-08-05T23:00:00Z,5.312
3,26.73,2021-08-05T23:00:00Z,0.82
3.5,25.119,2021-08-05T23:00:00Z,0
4,23.056,2021-08-05T23:00:00Z,0
4.5,22.084,2021-08-05T23:00:00Z,0
5,20.574,2021-08-05T23:00:00Z,0
5.5,19.185,2021-08-05T23:00:00Z,0
6,18.522,2021-08-05T23:00:00Z,0
6.5,17.645,2021-08-05T23:00:00Z,0
7,17.174,2021-08-05T23:00:00Z,0
7.5,16.441,2021-08-05T23:00:00Z,0
8,16.184,2021-08-05T23:00:00Z,0
8.5,16.063,2021-08-05T23:00:00Z,0
0,27.742,2021-08-06T01:00:00Z,5.219
0.5,27.697,2021-08-06T01:00:00Z,8.062
1,27.743,2021-08-06T01:00:00Z,8.188
1.5,27.693,2021-08-06T01:00:00Z,7.25
2,27.718,2021-08-06T01:00:00Z,8.688
2.5,27.607,2021-08-06T01:00:00Z,3.547
3,26.033,2021-08-06T01:00:00Z,0
3.5,24.34,2021-08-06T01:00:00Z,0
4,23.083,2021-08-06T01:00:00Z,0
4.5,20.902,2021-08-06T01:00:00Z,0
5,19.81,2021-08-06T01:00:00Z,0
5.5,17.603,2021-08-06T01:00:00Z,0
6,16.649,2021-08-06T01:00:00Z,0
6.5,16.228,2021-08-06T01:00:00Z,0
7,15.858,2021-08-06T01:00:00Z,0
7.5,15.817,2021-08-06T01:00:00Z,0
8,15.38,2021-08-06T01:00:00Z,0
8.5,15.326,2021-08-06T01:00:00Z,0
0,27.579,2021-08-06T03:00:00Z,6.688
0.5,27.555,2021-08-06T03:00:00Z,8.375
1,27.566,2021-08-06T03:00:00Z,8
1.5,27.565,2021-08-06T03:00:00Z,6.875
2,27.549,2021-08-06T03:00:00Z,8.25
2.5,27.542,2021-08-06T03:00:00Z,7.188
3,26.892,2021-08-06T03:00:00Z,0.539
3.5,25.471,2021-08-06T03:00:00Z,0
4,23.763,2021-08-06T03:00:00Z,0
4.5,22.092,2021-08-06T03:00:00Z,0
