Depth_m,Temp_C,datetime,DO_mg.L
7,14.042,2021-04-30T01:00:00Z,3.347
7.5,13.914,2021-04-30T01:00:00Z,2.794
8,13.806,2021-04-30T01:00:00Z,2.331
8.5,13.517,2021-04-30T01:00:00Z,0.105
0,18.51,2021-04-30T03:00:00Z,7.308
0.5,18.531,2021-04-30T03:00:00Z,7.5
1,18.528,2021-04-30T03:00:00Z,7.627
1.5,18.563,2021-04-30T03:00:00Z,7.608
2,18.509,2021-04-30T03:00:00Z,7.619
2.5,17.942,2021-04-30T03:00:00Z,7.172
3,17.061,2021-04-30T03:00:00Z,8.236
3.5,16.358,2021-04-30T03:00:00Z,8.356
4,15.613,2021-04-30T03:00:00Z,8.322
4.5,14.907,2021-04-30T03:00:00Z,6.841
5,14.731,2021-04-30T03:00:00Z,5.657
5.5,14.313,2021-04-30T03:00:00Z,4.936
6,14.192,2021-04-30T03:00:00Z,4.199
6.5,14.143,2021-04-30T03:00:00Z,3.808
7,13.991,2021-04-30T03:00:00Z,3.249
7.5,13.913,2021-04-30T03:00:00Z,2.805
8,13.805,2021-04-30T03:00:00Z,2.37
8.5,13.423,2021-04-30T03:00:00Z,0
0,18.499,2021-04-30T05:00:00Z,7.527
0.5,18.399,2021-04-30T05:00:00Z,7.463
1,18.399,2021-04-30T05:00:00Z,7.452
1.5,18.398,2021-04-30T05:00:00Z,7.512
2,18.472,2021-04-30T05:00:00Z,7.208
2.5,17.648,2021-04-30T05:00:00Z,7.588
3,17.104,2021-04-30T05:00:00Z,8.787
3.5,16.489,2021-04-30T05:00:00Z,8.476
4,15.559,2021-04-30T05:00:00Z,7.881
4.5,14.947,2021-04-30T05:00:00Z,6.821
5,14.648,2021-04-30T05:00:00Z,5.884
5.5,14.472,2021-04-30T05:00:00Z,5.34
6,14.288,2021-04-30T05:00:00Z,4.532
6.5,14.174,2021-04-30T05:00:00Z,4.108
7,14.118,2021-04-30T05:00:00Z,3.728
7.5,13.948,2021-04-30T05:00:00Z,2.842
8,13.792,2021-04-30T05:00:00Z,2.16
8.5,13.452,2021-04-30T05:00:00Z,0
0,24.094,2021-04-30T19:00:00Z,9.167
0.5,23.455,2021-04-30T19:00:00Z,8.716
1,22.708,2021-04-30T19:00:00Z,8.028
1.5,18.637,2021-04-30T19:00:00Z,7.312
2,17.916,2021-04-30T19:00:00Z,8.347
2.5,17.61,2021-04-30T19:00:00Z,8.922
3,17.358,2021-04-30T19:00:00Z,8.58
3.5,16.586,2021-04-30T19:00:00Z,7.813
4,15.838,2021-04-30T19:00:00Z,7.331
4.5,14.744,2021-04-30T19:00:00Z,5.695
5,14.707,2021-04-30T19:00:00Z,4.978
5.5,14.505,2021-04-30T19:00:00Z,4.444
6,14.352,2021-04-30T19:00:00Z,4.116
6.5,14.194,2021-04-30T19:00:00Z,3.443
7,14.004,2021-04-30T19:00:00Z,2.59
7.5,13.871,2021-04-30T19:00:00Z,2.07
8,13.648,2021-04-30T19:00:00Z,1.669
8.5,13.441,2021-04-30T19:00:00Z,0
0,23.388,2021-04-30T21:00:00Z,9.003
0.5,22.872,2021-04-30T21:00:00Z,8.558
1,19.392,2021-04-30T21:00:00Z,7.867
1.5,18.203,2021-04-30T21:00:00Z,7.329
2,17.56,2021-04-30T21:00:00Z,8.392
2.5,17.404,2021-04-30T21:00:00Z,8.692
3,17.142,2021-04-30T21:00:00Z,8.799
3.5,16.375,2021-04-30T21:00:00Z,8.138
4,15.371,2021-04-30T21:00:00Z,7.185
4.5,15.025,2021-04-30T21:00:00Z,6.159
5,14.595,2021-04-30T21:00:00Z,5.369
5.5,14.471,2021-04-30T21:00:00Z,4.891
6,14.323,2021-04-30T21:00:00Z,4.588
6.5,14.256,2021-04-30T21:00:00Z,3.953
7,14.12,2021-04-30T21:00:00Z,3.043
7.5,13.898,2021-04-30T21:00:00Z,2.461
8,13.722,2021-04-30T21:00:00Z,1.935
8.5,13.607,2021-04-30T21:00:00Z,0
0,22.597,2021-04-30T23:00:00Z,8.497
0.5,22.563,2021-04-30T23:00:00Z,8.468
1,19.851,2021-04-30T23:00:00Z,7.41
1.5,18.394,2021-04-30T23:00:00Z,7.251
2,17.632,2021-04-30T23:00:00Z,8.115
2.5,17.595,2021-04-30T23:00:00Z,8.27
3,17.323,2021-04-30T23:00:00Z,8.693
3.5,16.485,2021-04-30T23:00:00Z,8.24
4,15.753,2021-04-30T23:00:00Z,8.164
4.5,15.176,2021-04-30T23:00:00Z,6.868
5,14.872,2021-04-30T23:00:00Z,5.842
5.5,14.702,2021-04-30T23:00:00Z,5.286
6,14.516,2021-04-30T23:00:00Z,4.597
6.5,14.306,2021-04-30T23:00:00Z,3.727
7,14.134,2021-04-30T23:00:00Z,2.783
7.5,13.937,2021-04-30T23:00:00Z,1.97
8,13.739,2021-04-30T23:00:00Z,0
8.5,13.349,2021-04-30T23:00:00Z,0.286
0,21.932,2021-05-01T01:00:00Z,8.215
0.5,21.974,2021-05-01T01:00:00Z,8.595
1,19.207,2021-05-01T01:00:00Z,7.367
1.5,18.336,2021-05-01T01:00:00Z,7.161
2,17.88,2021-05-01T01:00:00Z,7.744
2.5,17.697,2021-05-01T01:00:00Z,8.444
3,17.338,2021-05-01T01:00:00Z,8.87
3.5,16.864,2021-05-01T01:00:00Z,8.673
4,16.139,2021-05-01T01:00:00Z,8.452
4.5,15.397,2021-05-01T01:00:00Z,7.276
5,14.775,2021-05-01T01:00:00Z,5.545
5.5,14.487,2021-05-01T01:00:00Z,4.872
6,14.195,2021-05-01T01:00:00Z,4.006
6.5,14.126,2021-05-01T01:00:00Z,3.096
7,14.047,2021-05-01T01:00:00Z,2.427
7.5,13.797,2021-05-01T01:00:00Z,1.837
8,13.601,2021-05-01T01:00:00Z,1.185
8.5,13.524,2021-05-01T01:00:00Z,0
0,21.557,2021-05-01T03:00:00Z,8.509
0.5,21.411,2021-05-01T03:00:00Z,8.495
1,19.078,2021-05-01T03:00:00Z,7.852
1.5,18.232,2021-05-01T03:00:00Z,7.032
2,17.696,2021-05-01T03:00:00Z,7.731
2.5,17.467,2021-05-01T03:00:00Z,8.546
3,17.221,2021-05-01T03:00:00Z,8.468
3.5,16.625,2021-05-01T03:00:00Z,8.314
4,15.425,2021-05-01T03:00:00Z,7.187
4.5,14.721,2021-05-01T03:00:00Z,5.26
5,14.42,2021-05-01T03:00:00Z,4.8
5.5,14.217,2021-05-01T03:00:00Z,4.158
6,14.123,2021-05-01T03:00:00Z,3.703
6.5,14.023,2021-05-01T03:00:00Z,2.84
7,13.851,2021-05-01T03:00:00Z,2.106
7.5,13.801,2021-05-01T03:00:00Z,1.657
8,13.508,2021-05-01T03:00:00Z,0
8.5,13.274,2021-05-01T03:00:00Z,0.02
0,20.927,2021-05-01T05:00:00Z,8.346
0.5,20.709,2021-05-01T05:00:00Z,8.343
1,20.3405,2021-05-01T05:00:00Z,8.23
1.5,19.308,2021-05-01T05:00:00Z,7.019
2,19.017,2021-05-01T05:00:00Z,7.582
2.5,17.6845,2021-05-01T05:00:00Z,8.125
3,17.008,2021-05-01T05:00:00Z,8.478
3.5,16.475,2021-05-01T05:00:00Z,8.451
4,15.212,2021-05-01T05:00:00Z,6.214
4.5,14.7265,2021-05-01T05:00:00Z,5.285
5,14.5025,2021-05-01T05:00:00Z,5.043
5.5,14.3275,2021-05-01T05:00:00Z,4.455
6,14.105,2021-05-01T05:00:00Z,3.735
6.5,14.0095,2021-05-01T05:00:00Z,2.908
7,13.823,2021-05-01T05:00:00Z,1.782
7.5,13.7085,2021-05-01T05:00:00Z,0.67
8,13.515,2021-05-01T05:00:00Z,0
8.5,13.3675,2021-05-01T05:00:00Z,NA
0,20.417,2021-05-02T21:00:00Z,9.468
0.5,20.431,2021-05-02T21:00:00Z,9.461
1,20.425,2021-05-02T21:00:00Z,9.453
1.5,20.335,2021-05-02T21:00:00Z,9.047
2,18.83,2021-05-02T21:00:00Z,6.994
2.5,17.348,2021-05-02T21:00:00Z,7.541
3,16.969,2021-05-02T21:00:00Z,7.629
3.5,16.624,2021-05-02T21:00:00Z,7.033
4,15.731,2021-05-02T21:00:00Z,6.543
4.5,14.922,2021-05-02T21:00:00Z,5.367
5,14.619,2021-05-02T21:00:00Z,4.611
5.5,14.425,2021-05-02T21:00:00Z,3.325
6,14.219,2021-05-02T21:00:00Z,3.056
6.5,14.122,2021-05-02T21:00:00Z,2.649
7,14.007,2021-05-02T21:00:00Z,2.224
7.5,13.895,2021-05-02T21:00:00Z,1.893
8,13.82,2021-05-02T21:00:00Z,0.833
8.5,13.505,2021-05-02T21:00:00Z,0
0,20.321,2021-05-02T23:00:00Z,9.466
0.5,20.332,2021-05-02T23:00:00Z,9.451
1,20.358,2021-05-02T23:00:00Z,9.461
1.5,20.344,2021-05-02T23:00:00Z,9.328
2,18.187,2021-05-02T23:00:00Z,7.054
2.5,17.379,2021-05-02T23:00:00Z,7.035
3,17.111,2021-05-02T23:00:00Z,6.31
3.5,16.567,2021-05-02T23:00:00Z,6.491
4,15.929,2021-05-02T23:00:00Z,7.296
4.5,15.399,2021-05-02T23:00:00Z,6.405
5,14.809,2021-05-02T23:00:00Z,5.147
5.5,14.59,2021-05-02T23:00:00Z,4.503
6,14.384,2021-05-02T23:00:00Z,3.486
6.5,14.146,2021-05-02T23:00:00Z,2.842
7,14.063,2021-05-02T23:00:00Z,2.456
7.5,14.014,2021-05-02T23:00:00Z,2.283
8,13.757,2021-05-02T23:00:00Z,0.236
8.5,13.44,2021-05-02T23:00:00Z,0
0,20.207,2021-05-03T01:00:00Z,9.353
0.5,20.223,2021-05-03T01:00:00Z,9.396
1,20.163,2021-05-03T01:00:00Z,9.34
1.5,20.032,2021-05-03T01:00:00Z,9.166
2,18.551,2021-05-03T01:00:00Z,6.976
2.5,17.709,2021-05-03T01:00:00Z,6.551
3,17.17,2021-05-03T01:00:00Z,6.937
3.5,16.778,2021-05-03T01:00:00Z,6.123
4,15.984,2021-05-03T01:00:00Z,7.173
4.5,15.336,2021-05-03T01:00:00Z,6.449
5,14.977,2021-05-03T01:00:00Z,5.358
5.5,14.58,2021-05-03T01:00:00Z,3.883
6,14.271,2021-05-03T01:00:00Z,3.117
6.5,14.124,2021-05-03T01:00:00Z,2.605
7,13.944,2021-05-03T01:00:00Z,2.423
7.5,13.91,2021-05-03T01:00:00Z,1.953
8,13.694,2021-05-03T01:00:00Z,0
8.5,13.482,2021-05-03T01:00:00Z,0
0,19.938,2021-05-03T03:00:00Z,9.325
0.5,19.918,2021-05-03T03:00:00Z,9.272
1,19.958,2021-05-03T03:00:00Z,9.31
1.5,19.892,2021-05-03T03:00:00Z,9.232
2,18.641,2021-05-03T03:00:00Z,6.788
2.5,17.766,2021-05-03T03:00:00Z,6.071
3,17.336,2021-05-03T03:00:00Z,6.794
3.5,16.67,2021-05-03T03:00:00Z,6.853
4,15.811,2021-05-03T03:00:00Z,6.805
4.5,14.793,2021-05-03T03:00:00Z,5.555
5,14.55,2021-05-03T03:00:00Z,4.515
5.5,14.325,2021-05-03T03:00:00Z,3.878
6,14.123,2021-05-03T03:00:00Z,2.849
6.5,14.023,2021-05-03T03:00:00Z,2.592
7,13.924,2021-05-03T03:00:00Z,1.861
7.5,13.64,2021-05-03T03:00:00Z,0
8,13.558,2021-05-03T03:00:00Z,1.255
8.5,13.415,2021-05-03T03:00:00Z,2.084
0,19.814,2021-05-03T05:00:00Z,8.808
0.5,19.782,2021-05-03T05:00:00Z,8.753
1,19.764,2021-05-03T05:00:00Z,8.773
1.5,19.806,2021-05-03T05:00:00Z,8.717
2,18.702,2021-05-03T05:00:00Z,6.391
2.5,17.812,2021-05-03T05:00:00Z,6.143
3,17.27,2021-05-03T05:00:00Z,6.854
3.5,15.98,2021-05-03T05:00:00Z,7.05
4,15.176,2021-05-03T05:00:00Z,6.29
4.5,14.776,2021-05-03T05:00:00Z,5.355
5,14.546,2021-05-03T05:00:00Z,3.825
5.5,14.249,2021-05-03T05:00:00Z,3.812
6,14.119,2021-05-03T05:00:00Z,3.09
6.5,13.943,2021-05-03T05:00:00Z,2.033
7,13.666,2021-05-03T05:00:00Z,0
7.5,13.586,2021-05-03T05:00:00Z,0
8,13.517,2021-05-03T05:00:00Z,0.061
8.5,13.26,2021-05-03T05:00:00Z,0
0,20.689,2021-05-03T19:00:00Z,9.844
0.5,20.72,2021-05-03T19:00:00Z,9.98
1,20.512,2021-05-03T19:00:00Z,9.685
1.5,19.1,2021-05-03T19:00:00Z,6.417
2,18.57,2021-05-03T19:00:00Z,5.842
2.5,17.879,2021-05-03T19:00:00Z,5.627
3,17.522,2021-05-03T19:00:00Z,6.288
3.5,17.062,2021-05-03T19:00:00Z,6.998
4,16.189,2021-05-03T19:00:00Z,7.307
4.5,15.391,2021-05-03T19:00:00Z,6.672
5,14.915,2021-05-03T19:00:00Z,5.492
5.5,14.474,2021-05-03T19:00:00Z,3.817
6,14.145,2021-05-03T19:00:00Z,2.643
6.5,13.951,2021-05-03T19:00:00Z,2.274
7,13.925,2021-05-03T19:00:00Z,1.859
7.5,13.79,2021-05-03T19:00:00Z,0
8,13.324,2021-05-03T19:00:00Z,0
8.5,13.16,2021-05-03T19:00:00Z,2.11
0,21.309,2021-05-03T21:00:00Z,10.625
0.5,21.329,2021-05-03T21:00:00Z,10.516
1,21.155,2021-05-03T21:00:00Z,10.296
1.5,20.232,2021-05-03T21:00:00Z,8.292
2,18.951,2021-05-03T21:00:00Z,6.186
2.5,18.396,2021-05-03T21:00:00Z,5.951
3,17.815,2021-05-03T21:00:00Z,6.527
3.5,17.006,2021-05-03T21:00:00Z,6.447
4,16.343,2021-05-03T21:00:00Z,7.222
4.5,15.057,2021-05-03T21:00:00Z,5.702
5,14.337,2021-05-03T21:00:00Z,3.691
5.5,14.084,2021-05-03T21:00:00Z,2.785
6,13.892,2021-05-03T21:00:00Z,1.823
6.5,13.737,2021-05-03T21:00:00Z,0.025
7,13.656,2021-05-03T21:00:00Z,0
7.5,13.524,2021-05-03T21:00:00Z,0
8,13.368,2021-05-03T21:00:00Z,NA
8.5,13.298,2021-05-03T21:00:00Z,0
0,20.063,2021-05-03T23:00:00Z,8.632
0.5,19.648,2021-05-03T23:00:00Z,7.472
1,18.689,2021-05-03T23:00:00Z,6.116
1.5,17.018,2021-05-03T23:00:00Z,6.7
2,16.513,2021-05-03T23:00:00Z,7.051
2.5,15.122,2021-05-03T23:00:00Z,5.219
3,14.286,2021-05-03T23:00:00Z,3.626
3.5,14.267,2021-05-03T23:00:00Z,3.331
4,14.248,2021-05-03T23:00:00Z,3.136
4.5,14.209,2021-05-03T23:00:00Z,3.025
5,14.199,2021-05-03T23:00:00Z,3.101
5.5,14.208,2021-05-03T23:00:00Z,3.074
6,14.156,2021-05-03T23:00:00Z,2.766
6.5,14.106,2021-05-03T23:00:00Z,2.526
7,13.891,2021-05-03T23:00:00Z,0.84
7.5,13.829,2021-05-03T23:00:00Z,0.969
8,13.692,2021-05-03T23:00:00Z,0.11
8.5,13.615,2021-05-03T23:00:00Z,0
0,20.049,2021-05-04T01:00:00Z,8.629
0.5,20.106,2021-05-04T01:00:00Z,8.606
1,20.065,2021-05-04T01:00:00Z,8.594
1.5,19.924,2021-05-04T01:00:00Z,8.319
2,19.12,2021-05-04T01:00:00Z,7.37
2.5,18.846,2021-05-04T01:00:00Z,7.404
3,18.821,2021-05-04T01:00:00Z,7.472
3.5,17.929,2021-05-04T01:00:00Z,6.972
4,17.637,2021-05-04T01:00:00Z,6.987
4.5,16.902,2021-05-04T01:00:00Z,5.945
5,16.575,2021-05-04T01:00:00Z,6.372
5.5,15.674,2021-05-04T01:00:00Z,6.488
6,14.978,2021-05-04T01:00:00Z,6.039
6.5,14.562,2021-05-04T01:00:00Z,4.032
7,14.228,2021-05-04T01:00:00Z,3.137
7.5,14.198,2021-05-04T01:00:00Z,2.631
8,14.026,2021-05-04T01:00:00Z,2.396
8.5,13.66,2021-05-04T01:00:00Z,0
0,19.789,2021-05-04T03:00:00Z,8.315
0.5,19.931,2021-05-04T03:00:00Z,8.326
1,19.76,2021-05-04T03:00:00Z,8.258
1.5,19.843,2021-05-04T03:00:00Z,8.133
2,19.646,2021-05-04T03:00:00Z,7.944
2.5,19.356,2021-05-04T03:00:00Z,7.707
3,19.045,2021-05-04T03:00:00Z,7.464
3.5,18.943,2021-05-04T03:00:00Z,7.155
4,18.277,2021-05-04T03:00:00Z,6.68
4.5,17.673,2021-05-04T03:00:00Z,6.423
5,16.261,2021-05-04T03:00:00Z,5.695
5.5,15.437,2021-05-04T03:00:00Z,6.261
6,15.213,2021-05-04T03:00:00Z,6.109
6.5,14.626,2021-05-04T03:00:00Z,4.904
7,14.424,2021-05-04T03:00:00Z,3.856
7.5,14.101,2021-05-04T03:00:00Z,2.494
8,13.864,2021-05-04T03:00:00Z,1.486
8.5,13.631,2021-05-04T03:00:00Z,0
0,19.653,2021-05-04T05:00:00Z,8.194
0.5,19.626,2021-05-04T05:00:00Z,8.154
1,19.677,2021-05-04T05:00:00Z,8.13
1.5,19.677,2021-05-04T05:00:00Z,8.165
2,19.75,2021-05-04T05:00:00Z,8.086
2.5,19.627,2021-05-04T05:00:00Z,8.177
3,19.327,2021-05-04T05:00:00Z,7.275
3.5,17.431,2021-05-04T05:00:00Z,5.821
4,16.422,2021-05-04T05:00:00Z,5.964
4.5,14.612,2021-05-04T05:00:00Z,4.215
5,14.416,2021-05-04T05:00:00Z,3.654
5.5,14.251,2021-05-04T05:00:00Z,3.19
6,14.217,2021-05-04T05:00:00Z,2.878
6.5,14.046,2021-05-04T05:00:00Z,2.546
7,13.993,2021-05-04T05:00:00Z,2.386
7.5,13.94,2021-05-04T05:00:00Z,1.994
8,13.775,2021-05-04T05:00:00Z,1.334
8.5,13.564,2021-05-04T05:00:00Z,0
0,18.607,2021-05-07T19:00:00Z,11.346
0.5,18.532,2021-05-07T19:00:00Z,11.339
1,18.592,2021-05-07T19:00:00Z,11.233
1.5,19.17875,2021-05-07T19:00:00Z,NA
2,18.345,2021-05-07T19:00:00Z,9.55
2.5,18.271,2021-05-07T19:00:00Z,8.335
3,17.655,2021-05-07T19:00:00Z,6.125
3.5,16.598,2021-05-07T19:00:00Z,4.029
4,15.564,2021-05-07T19:00:00Z,4.205
4.5,15.071,2021-05-07T19:00:00Z,3.292
5,14.506,2021-05-07T19:00:00Z,2.708
5.5,14.401,2021-05-07T19:00:00Z,2.341
6,14.236,2021-05-07T19:00:00Z,1.537
6.5,14.002,2021-05-07T19:00:00Z,0
7,13.909,2021-05-07T19:00:00Z,0
7.5,13.841,2021-05-07T19:00:00Z,0.024
8,13.701,2021-05-07T19:00:00Z,0
8.5,13.734,2021-05-07T19:00:00Z,0
0,18.458,2021-05-07T21:00:00Z,10.718
0.5,19.18,2021-05-07T21:00:00Z,NA
1,18.85,2021-05-07T21:00:00Z,NA
1.5,18.850375,2021-05-07T21:00:00Z,NA
2,18.1005,2021-05-07T21:00:00Z,NA
2.5,18.404,2021-05-07T21:00:00Z,10.575
3,18.312,2021-05-07T21:00:00Z,10.486
3.5,17.094,2021-05-07T21:00:00Z,4.714
4,16.352,2021-05-07T21:00:00Z,3.931
4.5,15.342,2021-05-07T21:00:00Z,3.498
5,14.843,2021-05-07T21:00:00Z,3.167
5.5,14.607,2021-05-07T21:00:00Z,2.489
6,14.371,2021-05-07T21:00:00Z,1.707
6.5,14.24,2021-05-07T21:00:00Z,0
7,14.015,2021-05-07T21:00:00Z,0
7.5,13.985,2021-05-07T21:00:00Z,0
8,13.905,2021-05-07T21:00:00Z,0.22
8.5,13.847,2021-05-07T21:00:00Z,0
0,21.932,2021-05-13T19:00:00Z,22.252
0.5,19.828,2021-05-13T19:00:00Z,15.547
1,19.108,2021-05-13T19:00:00Z,11.382
1.5,18.522,2021-05-13T19:00:00Z,8.676
2,17.856,2021-05-13T19:00:00Z,8.095
2.5,17.674,2021-05-13T19:00:00Z,8.053
3,17.26,2021-05-13T19:00:00Z,7.877
3.5,17.311,2021-05-13T19:00:00Z,6.959
4,16.932,2021-05-13T19:00:00Z,5.777
4.5,16.838,2021-05-13T19:00:00Z,4.698
5,16.67,2021-05-13T19:00:00Z,2.703
5.5,16.019,2021-05-13T19:00:00Z,2.298
6,15.934,2021-05-13T19:00:00Z,1.854
6.5,15.387,2021-05-13T19:00:00Z,0
7,15.192,2021-05-13T19:00:00Z,0
7.5,14.761,2021-05-13T19:00:00Z,0.285
8,14.651,2021-05-13T19:00:00Z,0.245
8.5,14.416,2021-05-13T19:00:00Z,0.184
0,20.204,2021-05-13T21:00:00Z,15.237
0.5,19.344,2021-05-13T21:00:00Z,13.068
1,18.933,2021-05-13T21:00:00Z,11.819
1.5,18.673,2021-05-13T21:00:00Z,11.109
2,18.248,2021-05-13T21:00:00Z,9.342
2.5,18.013,2021-05-13T21:00:00Z,8.4
3,17.862,2021-05-13T21:00:00Z,8.256
3.5,17.494,2021-05-13T21:00:00Z,8.341
4,17.422,2021-05-13T21:00:00Z,7.671
4.5,16.998,2021-05-13T21:00:00Z,5.417
5,16.53,2021-05-13T21:00:00Z,3.475
5.5,16.072,2021-05-13T21:00:00Z,2.453
6,15.716,2021-05-13T21:00:00Z,1.874
6.5,15.331,2021-05-13T21:00:00Z,0.122
7,15.005,2021-05-13T21:00:00Z,0.197
7.5,14.768,2021-05-13T21:00:00Z,0.005
8,14.385,2021-05-13T21:00:00Z,0.238
8.5,14.401,2021-05-13T21:00:00Z,0
0,20.237,2021-05-13T23:00:00Z,21.987
0.5,20.051,2021-05-13T23:00:00Z,22.226
1,19.855,2021-05-13T23:00:00Z,17.167
1.5,19.074,2021-05-13T23:00:00Z,13.909
2,18.742,2021-05-13T23:00:00Z,10.116
2.5,17.998,2021-05-13T23:00:00Z,8.609
3,17.483,2021-05-13T23:00:00Z,8.043
3.5,17.424,2021-05-13T23:00:00Z,6.484
4,17.045,2021-05-13T23:00:00Z,5.658
4.5,16.634,2021-05-13T23:00:00Z,4.109
5,16.393,2021-05-13T23:00:00Z,3.065
5.5,15.927,2021-05-13T23:00:00Z,0
6,15.599,2021-05-13T23:00:00Z,0.009
6.5,15.032,2021-05-13T23:00:00Z,0.333
7,14.831,2021-05-13T23:00:00Z,0
7.5,14.858,2021-05-13T23:00:00Z,0.189
8,14.478,2021-05-13T23:00:00Z,0
8.5,14.241,2021-05-13T23:00:00Z,0.116
0,19.8,2021-05-14T01:00:00Z,20.635
0.5,19.854,2021-05-14T01:00:00Z,20.868
1,19.858,2021-05-14T01:00:00Z,20.871
1.5,18.613,2021-05-14T01:00:00Z,12.786
2,18.359,2021-05-14T01:00:00Z,10.569
2.5,17.803,2021-05-14T01:00:00Z,8.438
3,17.265,2021-05-14T01:00:00Z,7.65
3.5,17.171,2021-05-14T01:00:00Z,7.207
4,16.917,2021-05-14T01:00:00Z,6.04
4.5,16.564,2021-05-14T01:00:00Z,4.561
5,15.8,2021-05-14T01:00:00Z,1.815
5.5,15.079,2021-05-14T01:00:00Z,1.835
6,15.047,2021-05-14T01:00:00Z,0.083
6.5,14.838,2021-05-14T01:00:00Z,0.031
7,14.637,2021-05-14T01:00:00Z,0
7.5,14.511,2021-05-14T01:00:00Z,0.122
8,14.535,2021-05-14T01:00:00Z,0
8.5,14.399,2021-05-14T01:00:00Z,0.021
0,19.939,2021-05-14T03:00:00Z,20.224
0.5,19.877,2021-05-14T03:00:00Z,20.339
1,19.664,2021-05-14T03:00:00Z,17.061
1.5,18.419,2021-05-14T03:00:00Z,12.828
2,17.812,2021-05-14T03:00:00Z,9.151
2.5,17.313,2021-05-14T03:00:00Z,8.527
3,17.3,2021-05-14T03:00:00Z,7.835
3.5,17.229,2021-05-14T03:00:00Z,7.438
4,16.781,2021-05-14T03:00:00Z,6.418
4.5,16.302,2021-05-14T03:00:00Z,2.642
5,15.817,2021-05-14T03:00:00Z,0.524
5.5,15.586,2021-05-14T03:00:00Z,0
6,15.001,2021-05-14T03:00:00Z,0.12
6.5,14.929,2021-05-14T03:00:00Z,0
7,14.674,2021-05-14T03:00:00Z,0
7.5,14.542,2021-05-14T03:00:00Z,1.541
8,14.208,2021-05-14T03:00:00Z,0
8.5,14.072,2021-05-14T03:00:00Z,3.482
0,19.572,2021-05-14T05:00:00Z,19.357
0.5,19.38,2021-05-14T05:00:00Z,19.496
1,19.478,2021-05-14T05:00:00Z,18.381
1.5,18.935,2021-05-14T05:00:00Z,13.067
2,18.205,2021-05-14T05:00:00Z,10.804
2.5,18.026,2021-05-14T05:00:00Z,8.806
3,17.262,2021-05-14T05:00:00Z,7.937
3.5,17.476,2021-05-14T05:00:00Z,7.473
4,16.881,2021-05-14T05:00:00Z,5.517
4.5,16.449,2021-05-14T05:00:00Z,2.454
5,15.751,2021-05-14T05:00:00Z,0.865
5.5,15.497,2021-05-14T05:00:00Z,0
6,15.217,2021-05-14T05:00:00Z,0.012
6.5,14.985,2021-05-14T05:00:00Z,5.915
7,14.705,2021-05-14T05:00:00Z,0.327
7.5,14.482,2021-05-14T05:00:00Z,0.186
8,14.415,2021-05-14T05:00:00Z,0.075
8.5,14.222,2021-05-14T05:00:00Z,0
0,19.262,2021-05-14T19:00:00Z,19.765
0.5,19.061,2021-05-14T19:00:00Z,18.191
1,18.59,2021-05-14T19:00:00Z,14.689
1.5,17.781,2021-05-14T19:00:00Z,10.585
2,17.676,2021-05-14T19:00:00Z,10.016
2.5,17.58,2021-05-14T19:00:00Z,9.519
3,17.487,2021-05-14T19:00:00Z,9.305
3.5,17.292,2021-05-14T19:00:00Z,9.009
4,17.084,2021-05-14T19:00:00Z,8.299
4.5,16.841,2021-05-14T19:00:00Z,7.101
5,15.976,2021-05-14T19:00:00Z,2.855
5.5,15.263,2021-05-14T19:00:00Z,0.293
6,14.881,2021-05-14T19:00:00Z,0.13
6.5,14.88,2021-05-14T19:00:00Z,0.182
7,14.588,2021-05-14T19:00:00Z,0.121
7.5,14.296,2021-05-14T19:00:00Z,3.562
8,14.15,2021-05-14T19:00:00Z,1.641
8.5,14.118,2021-05-14T19:00:00Z,0.181
0,19.522,2021-05-14T21:00:00Z,19.603
0.5,19.521,2021-05-14T21:00:00Z,19.569
1,19.573,2021-05-14T21:00:00Z,19.539
1.5,19.418,2021-05-14T21:00:00Z,18.81
2,19.317,2021-05-14T21:00:00Z,18.128
2.5,18.988,2021-05-14T21:00:00Z,15.791
3,17.903,2021-05-14T21:00:00Z,9.864
3.5,17.548,2021-05-14T21:00:00Z,9.266
4,17.375,2021-05-14T21:00:00Z,8.053
4.5,15.813,2021-05-14T21:00:00Z,2.032
5,15.34,2021-05-14T21:00:00Z,0.013
5.5,14.934,2021-05-14T21:00:00Z,0.077
6,14.705,2021-05-14T21:00:00Z,0.24
6.5,14.482,2021-05-14T21:00:00Z,1.689
7,14.37,2021-05-14T21:00:00Z,0.06
7.5,14.272,2021-05-14T21:00:00Z,2.193
8,14.068,2021-05-14T21:00:00Z,0.098
8.5,14.009,2021-05-14T21:00:00Z,0.196
0,19.36,2021-05-14T23:00:00Z,18.719
0.5,19.264,2021-05-14T23:00:00Z,18.837
1,19.369,2021-05-14T23:00:00Z,18.827
1.5,19.333,2021-05-14T23:00:00Z,18.705
2,19.356,2021-05-14T23:00:00Z,18.29
2.5,18.426,2021-05-14T23:00:00Z,12.631
3,17.752,2021-05-14T23:00:00Z,10.2
3.5,16.701,2021-05-14T23:00:00Z,4.005
4,16.185,2021-05-14T23:00:00Z,2.873
4.5,16.102,2021-05-14T23:00:00Z,2.054
5,15.401,2021-05-14T23:00:00Z,0
5.5,14.945,2021-05-14T23:00:00Z,0.058
6,14.938,2021-05-14T23:00:00Z,0.196
6.5,14.677,2021-05-14T23:00:00Z,0.258
7,14.728,2021-05-14T23:00:00Z,0
